Scotland's Census 2022 - National Records of Scotland
Table UV211 - British Sign Language (BSL) skills
All people aged 3 and over

,"All people aged 3 and over","BSL User","Not a BSL user"
"S00136453",96,-,96
"S00136454",63,-,63
"S00136455",116,1,115
"S00136456",102,3,95
"S00136457",96,2,95
"S00136458",108,5,103
"S00136459",61,-,61
"S00136460",87,1,83
"S00136461",164,1,163
"S00136462",84,-,84
"S00136463",157,5,152
"S00136464",71,-,72
"S00136465",86,1,83
"S00136466",81,2,79
"S00136467",96,-,96
"S00136468",163,3,158
"S00136469",92,1,91
"S00136470",94,4,92
"S00136471",69,5,64
"S00136472",64,4,60
"S00136473",69,3,66
"S00136474",81,1,78
"S00136475",96,-,96
"S00136476",69,1,68
"S00136477",86,-,86
"S00136478",68,4,65
"S00136479",116,-,116
"S00136480",104,1,103
"S00136481",82,2,80
"S00136482",134,1,132
"S00136483",100,3,101
"S00136484",111,1,110
"S00136485",100,1,99
"S00136486",105,7,98
"S00136487",91,4,86
"S00136488",85,4,81
"S00136489",74,1,71
"S00136490",111,2,109
"S00136491",93,1,92
"S00136492",106,4,105
"S00136493",119,1,118
"S00136494",176,3,173
"S00136495",74,-,74
"S00136496",85,-,83
"S00136497",93,-,93
"S00136498",92,6,86
"S00136499",125,2,124
"S00136500",106,2,104
"S00136501",74,1,72
"S00136502",130,4,129
"S00136503",89,2,88
"S00136504",113,4,109
"S00136505",128,4,123
"S00136506",107,6,99
"S00136507",95,-,95
"S00136508",132,3,129
"S00136509",152,-,152
"S00136510",96,3,90
"S00136511",72,1,71
"S00136512",59,2,60
"S00136513",132,2,133
"S00136514",177,4,172
"S00136515",100,-,102
"S00136516",104,1,107
"S00136517",96,4,94
"S00136518",193,2,187
"S00136519",96,-,96
"S00136520",186,4,184
"S00136521",100,7,90
"S00136522",104,5,101
"S00136523",106,6,101
"S00136524",86,-,86
"S00136525",98,2,98
"S00136526",75,4,71
"S00136527",111,1,107
"S00136528",62,-,62
"S00136529",83,5,77
"S00136530",98,1,99
"S00136531",82,-,82
"S00136532",138,5,135
"S00136533",91,-,91
"S00136534",115,-,114
"S00136535",63,4,55
"S00136536",96,1,91
"S00136537",102,1,101
"S00136538",138,7,130
"S00136539",108,1,107
"S00136540",65,2,64
"S00136541",88,-,88
"S00136542",68,-,68
"S00136543",130,1,129
"S00136544",62,9,53
"S00136545",101,-,101
"S00136546",70,5,67
"S00136547",82,2,82
"S00136548",95,3,93
"S00136549",111,7,104
"S00136550",120,2,117
"S00136551",112,3,109
"S00136552",110,5,109
"S00136553",90,-,90
"S00136554",94,1,90
"S00136555",92,-,92
"S00136556",60,-,61
"S00136557",88,2,86
"S00136558",101,3,94
"S00136559",66,-,66
"S00136560",80,7,73
"S00136561",78,2,76
"S00136562",81,1,76
"S00136563",66,-,66
"S00136564",143,-,142
"S00136565",116,4,119
"S00136566",100,-,95
"S00136567",110,3,106
"S00136568",93,2,90
"S00136569",92,4,88
"S00136570",67,1,66
"S00136571",73,2,71
"S00136572",65,-,65
"S00136573",93,1,92
"S00136574",94,1,96
"S00136575",74,1,73
"S00136576",95,3,92
"S00136577",87,1,86
"S00136578",110,1,109
"S00136579",89,2,87
"S00136580",117,7,113
"S00136581",64,-,64
"S00136582",152,5,147
"S00136583",71,1,70
"S00136584",63,1,62
"S00136585",136,1,138
"S00136586",68,-,68
"S00136587",57,1,52
"S00136588",105,1,102
"S00136589",67,2,65
"S00136590",104,5,95
"S00136591",117,1,116
"S00136592",192,-,192
"S00136593",131,2,129
"S00136594",106,1,105
"S00136595",98,1,97
"S00136596",68,1,67
"S00136597",86,1,85
"S00136598",88,4,84
"S00136599",80,-,80
"S00136600",105,-,105
"S00136601",76,1,72
"S00136602",131,5,126
"S00136603",110,2,108
"S00136604",69,1,67
"S00136605",155,3,148
"S00136606",106,2,104
"S00136607",82,5,77
"S00136608",313,5,306
"S00136609",106,1,105
"S00136610",90,-,90
"S00136611",86,3,83
"S00136612",74,1,73
"S00136613",64,2,62
"S00136614",81,1,80
"S00136615",91,1,90
"S00136616",154,-,150
"S00136617",66,2,63
"S00136618",77,2,73
"S00136619",60,-,60
"S00136620",112,1,111
"S00136621",125,2,123
"S00136622",128,1,127
"S00136623",67,2,66
"S00136624",110,6,106
"S00136625",66,1,62
"S00136626",96,-,96
"S00136627",121,2,119
"S00136628",103,-,103
"S00136629",76,4,74
"S00136630",107,4,100
"S00136631",77,1,76
"S00136632",69,1,68
"S00136633",91,1,90
"S00136634",82,4,77
"S00136635",85,4,81
"S00136636",136,4,132
"S00136637",198,1,195
"S00136638",118,1,117
"S00136639",84,4,79
"S00136640",68,5,63
"S00136641",113,3,107
"S00136642",96,3,91
"S00136643",71,4,69
"S00136644",74,3,71
"S00136645",91,-,91
"S00136646",103,-,101
"S00136647",127,-,125
"S00136648",82,-,82
"S00136649",102,1,102
"S00136650",139,1,138
"S00136651",84,5,76
"S00136652",85,2,80
"S00136653",61,-,56
"S00136654",105,1,104
"S00136655",108,4,104
"S00136656",80,3,77
"S00136657",116,3,113
"S00136658",91,-,91
"S00136659",106,1,105
"S00136660",103,2,101
"S00136661",78,2,75
"S00136662",83,-,83
"S00136663",140,-,138
"S00136664",88,1,87
"S00136665",109,-,109
"S00136666",111,1,108
"S00136667",65,-,61
"S00136668",75,3,75
"S00136669",93,3,91
"S00136670",167,1,166
"S00136671",78,3,75
"S00136672",71,3,68
"S00136673",87,1,86
"S00136674",76,-,76
"S00136675",136,1,135
"S00136676",77,-,77
"S00136677",164,1,162
"S00136678",125,3,122
"S00136679",137,3,134
"S00136680",146,4,142
"S00136681",122,2,120
"S00136682",112,3,107
"S00136683",98,4,100
"S00136684",70,1,73
"S00136685",117,2,115
"S00136686",79,5,74
"S00136687",128,1,125
"S00136688",144,-,144
"S00136689",85,-,85
"S00136690",64,3,61
"S00136691",136,-,136
"S00136692",102,1,103
"S00136693",81,1,80
"S00136694",118,2,116
"S00136695",102,1,98
"S00136696",115,5,109
"S00136697",134,1,133
"S00136698",71,7,66
"S00136699",86,2,85
"S00136700",104,3,101
"S00136701",77,-,77
"S00136702",83,-,83
"S00136703",114,-,114
"S00136704",98,1,96
"S00136705",73,1,72
"S00136706",74,1,76
"S00136707",83,1,84
"S00136708",91,4,88
"S00136709",160,4,152
"S00136710",110,3,107
"S00136711",108,-,101
"S00136712",161,3,157
"S00136713",87,2,84
"S00136714",75,2,73
"S00136715",140,1,139
"S00136716",173,6,164
"S00136717",77,-,77
"S00136718",113,1,109
"S00136719",108,7,104
"S00136720",94,3,95
"S00136721",119,-,119
"S00136722",100,8,95
"S00136723",114,-,113
"S00136724",119,2,117
"S00136725",69,4,66
"S00136726",79,2,77
"S00136727",85,-,85
"S00136728",78,3,75
"S00136729",136,3,134
"S00136730",73,3,70
"S00136731",128,6,123
"S00136732",61,3,58
"S00136733",146,3,143
"S00136734",102,1,101
"S00136735",120,4,116
"S00136736",92,5,87
"S00136737",101,3,94
"S00136738",80,1,79
"S00136739",79,2,76
"S00136740",131,2,129
"S00136741",71,-,71
"S00136742",132,-,132
"S00136743",59,2,58
"S00136744",99,6,93
"S00136745",151,1,148
"S00136746",141,4,137
"S00136747",88,1,87
"S00136748",100,-,100
"S00136749",136,3,133
"S00136750",76,1,79
"S00136751",95,5,92
"S00136752",116,12,104
"S00136753",131,2,127
"S00136754",91,1,90
"S00136755",107,2,105
"S00136756",96,5,88
"S00136757",87,3,85
"S00136758",85,-,82
"S00136759",61,-,61
"S00136760",100,7,93
"S00136761",92,3,89
"S00136762",105,3,103
"S00136763",65,3,62
"S00136764",111,-,112
"S00136765",114,4,110
"S00136766",98,5,93
"S00136767",99,-,99
"S00136768",164,5,159
"S00136769",102,-,102
"S00136770",84,6,78
"S00136771",115,2,113
"S00136772",89,1,88
"S00136773",125,2,121
"S00136774",85,4,81
"S00136775",97,4,95
"S00136776",169,2,167
"S00136777",86,-,86
"S00136778",86,2,84
"S00136779",101,-,100
"S00136780",94,-,94
"S00136781",106,6,104
"S00136782",142,2,140
"S00136783",96,1,95
"S00136784",61,1,60
"S00136785",128,-,128
"S00136786",165,1,164
"S00136787",122,4,118
"S00136788",88,4,84
"S00136789",156,5,151
"S00136790",159,3,156
"S00136791",113,3,109
"S00136792",75,1,74
"S00136793",106,1,102
"S00136794",148,-,148
"S00136795",105,1,104
"S00136796",113,2,111
"S00136797",101,1,100
"S00136798",115,-,115
"S00136799",58,2,56
"S00136800",115,-,115
"S00136801",77,-,77
"S00136802",69,4,67
"S00136803",153,10,143
"S00136804",127,4,123
"S00136805",124,1,123
"S00136806",68,1,67
"S00136807",92,-,91
"S00136808",131,7,124
"S00136809",152,7,141
"S00136810",172,7,166
"S00136811",134,3,133
"S00136812",92,2,89
"S00136813",82,-,82
"S00136814",124,3,122
"S00136815",134,-,132
"S00136816",74,1,76
"S00136817",104,1,103
"S00136818",73,3,67
"S00136819",82,1,81
"S00136820",88,2,87
"S00136821",87,2,85
"S00136822",88,5,85
"S00136823",67,-,67
"S00136824",100,-,100
"S00136825",92,7,88
"S00136826",88,7,82
"S00136827",127,-,125
"S00136828",116,5,113
"S00136829",120,6,111
"S00136830",119,1,118
"S00136831",94,3,91
"S00136832",155,2,153
"S00136833",103,1,102
"S00136834",105,1,104
"S00136835",160,1,159
"S00136836",108,3,102
"S00136837",124,2,122
"S00136838",88,1,87
"S00136839",79,1,73
"S00136840",101,2,100
"S00136841",176,1,175
"S00136842",90,1,89
"S00136843",103,2,103
"S00136844",127,7,122
"S00136845",109,-,109
"S00136846",103,-,103
"S00136847",90,5,87
"S00136848",84,3,80
"S00136849",122,2,120
"S00136850",74,2,72
"S00136851",85,1,86
"S00136852",60,2,58
"S00136853",83,5,78
"S00136854",134,3,129
"S00136855",62,2,61
"S00136856",99,4,97
"S00136857",72,3,72
"S00136858",133,-,133
"S00136859",79,-,79
"S00136860",114,2,112
"S00136861",111,-,111
"S00136862",61,3,58
"S00136863",94,-,94
"S00136864",84,11,73
"S00136865",100,4,97
"S00136866",79,1,76
"S00136867",106,2,103
"S00136868",107,6,101
"S00136869",109,2,107
"S00136870",104,1,103
"S00136871",64,-,59
"S00136872",138,-,138
"S00136873",112,-,112
"S00136874",116,5,111
"S00136875",97,3,95
"S00136876",137,6,128
"S00136877",92,-,92
"S00136878",87,2,85
"S00136879",65,1,64
"S00136880",145,-,143
"S00136881",143,3,140
"S00136882",94,-,94
"S00136883",129,2,128
"S00136884",108,3,106
"S00136885",177,2,175
"S00136886",60,-,59
"S00136887",98,2,100
"S00136888",55,-,57
"S00136889",92,-,92
"S00136890",123,1,122
"S00136891",73,-,73
"S00136892",107,-,107
"S00136893",87,-,86
"S00136894",64,2,65
"S00136895",156,-,156
"S00136896",76,4,72
"S00136897",114,-,114
"S00136898",62,5,57
"S00136899",81,-,81
"S00136900",151,8,143
"S00136901",79,1,78
"S00136902",138,1,137
"S00136903",98,-,98
"S00136904",77,2,77
"S00136905",83,1,82
"S00136906",75,2,73
"S00136907",104,7,97
"S00136908",145,4,141
"S00136909",89,3,86
"S00136910",155,3,152
"S00136911",118,2,112
"S00136912",70,1,69
"S00136913",100,1,102
"S00136914",169,2,167
"S00136915",72,2,70
"S00136916",131,1,130
"S00136917",146,2,144
"S00136918",113,4,112
"S00136919",145,1,147
"S00136920",77,1,76
"S00136921",133,-,133
"S00136922",92,1,91
"S00136923",156,-,155
"S00136924",96,-,96
"S00136925",65,-,65
"S00136926",100,-,98
"S00136927",104,2,102
"S00136928",115,-,112
"S00136929",74,4,67
"S00136930",86,3,83
"S00136931",107,8,96
"S00136932",276,4,271
"S00136933",126,5,121
"S00136934",110,-,110
"S00136935",81,2,79
"S00136936",86,3,83
"S00136937",101,3,98
"S00136938",141,7,134
"S00136939",167,-,167
"S00136940",171,2,169
"S00136941",152,5,147
"S00136942",64,5,59
"S00136943",96,4,92
"S00136944",123,9,114
"S00136945",90,-,88
"S00136946",80,-,79
"S00136947",91,1,94
"S00136948",146,-,146
"S00136949",155,7,146
"S00136950",150,2,148
"S00136951",91,3,88
"S00136952",103,5,100
"S00136953",164,3,161
"S00136954",134,-,132
"S00136955",108,1,107
"S00136956",119,2,114
"S00136957",76,-,76
"S00136958",234,4,228
"S00136959",94,3,91
"S00136960",95,2,93
"S00136961",97,5,94
"S00136962",80,-,80
"S00136963",102,1,101
"S00136964",95,1,94
"S00136965",112,8,104
"S00136966",131,-,131
"S00136967",89,-,89
"S00136968",163,3,161
"S00136969",103,1,102
"S00136970",105,2,103
"S00136971",188,3,186
"S00136972",108,-,107
"S00136973",124,2,122
"S00136974",93,2,91
"S00136975",113,8,105
"S00136976",110,4,108
"S00136977",123,4,119
"S00136978",138,2,136
"S00136979",205,1,205
"S00136980",143,-,144
"S00136981",95,12,83
"S00136982",111,1,107
"S00136983",142,3,139
"S00136984",188,7,187
"S00136985",116,4,112
"S00136986",152,3,149
"S00136987",85,3,79
"S00136988",101,-,99
"S00136989",95,1,94
"S00136990",143,-,142
"S00136991",151,11,140
"S00136992",93,3,90
"S00136993",163,3,160
"S00136994",63,2,60
"S00136995",148,3,147
"S00136996",88,-,86
"S00136997",89,2,89
"S00136998",220,4,216
"S00136999",111,3,108
"S00137000",65,5,60
"S00137001",165,2,162
"S00137002",96,1,91
"S00137003",116,1,114
"S00137004",95,4,89
"S00137005",76,4,72
"S00137006",134,2,132
"S00137007",100,5,95
"S00137008",115,-,115
"S00137009",122,4,118
"S00137010",143,3,141
"S00137011",174,13,159
"S00137012",186,9,177
"S00137013",121,1,120
"S00137014",108,2,106
"S00137015",102,4,101
"S00137016",137,2,134
"S00137017",96,-,96
"S00137018",82,2,77
"S00137019",138,3,135
"S00137020",89,5,84
"S00137021",68,1,67
"S00137022",95,3,95
"S00137023",93,1,92
"S00137024",173,6,163
"S00137025",120,8,112
"S00137026",81,4,79
"S00137027",104,1,103
"S00137028",139,4,137
"S00137029",73,4,71
"S00137030",171,3,170
"S00137031",96,5,91
"S00137032",304,1,301
"S00137033",140,6,132
"S00137034",79,2,77
"S00137035",107,1,104
"S00137036",63,4,58
"S00137037",94,-,94
"S00137038",85,2,84
"S00137039",67,3,64
"S00137040",130,3,127
"S00137041",109,2,109
"S00137042",104,2,102
"S00137043",136,1,134
"S00137044",101,-,101
"S00137045",96,-,96
"S00137046",167,-,166
"S00137047",61,-,61
"S00137048",90,1,93
"S00137049",95,1,94
"S00137050",111,1,110
"S00137051",97,-,97
"S00137052",63,2,61
"S00137053",142,4,138
"S00137054",115,3,112
"S00137055",131,-,130
"S00137056",95,-,94
"S00137057",126,-,126
"S00137058",74,1,73
"S00137059",211,4,207
"S00137060",67,3,64
"S00137061",172,4,164
"S00137062",98,1,98
"S00137063",147,3,144
"S00137064",144,3,138
"S00137065",153,3,151
"S00137066",77,-,77
"S00137067",127,4,123
"S00137068",124,-,124
"S00137069",107,11,97
"S00137070",138,6,132
"S00137071",61,6,59
"S00137072",120,-,120
"S00137073",121,6,117
"S00137074",176,-,176
"S00137075",75,3,73
"S00137076",221,1,217
"S00137077",149,1,147
"S00137078",84,1,84
"S00137079",91,2,88
"S00137080",70,1,65
"S00137081",128,5,123
"S00137082",113,4,109
"S00137083",131,3,128
"S00137084",195,4,193
"S00137085",127,1,123
"S00137086",142,3,135
"S00137087",137,1,136
"S00137088",99,2,98
"S00137089",104,1,103
"S00137090",89,1,88
"S00137091",87,1,86
"S00137092",101,4,97
"S00137093",111,10,106
"S00137094",109,2,107
"S00137095",107,11,99
"S00137096",79,-,79
"S00137097",81,-,81
"S00137098",171,-,171
"S00137099",64,-,63
"S00137100",170,3,167
"S00137101",153,2,151
"S00137102",104,-,104
"S00137103",154,-,154
"S00137104",163,1,162
"S00137105",133,6,124
"S00137106",133,3,130
"S00137107",115,3,113
"S00137108",114,4,106
"S00137109",73,1,75
"S00137110",110,4,106
"S00137111",88,1,86
"S00137112",86,4,81
"S00137113",107,-,107
"S00137114",83,1,86
"S00137115",97,3,94
"S00137116",99,1,98
"S00137117",98,-,98
"S00137118",75,2,73
"S00137119",111,5,106
"S00137120",74,4,70
"S00137121",97,1,96
"S00137122",339,6,335
"S00137123",106,-,106
"S00137124",130,3,127
"S00137125",112,-,112
"S00137126",89,4,85
"S00137127",167,3,164
"S00137128",57,1,56
"S00137129",126,3,123
"S00137130",79,-,79
"S00137131",76,4,74
"S00137132",123,3,120
"S00137133",91,-,91
"S00137134",103,1,105
"S00137135",81,5,76
"S00137136",78,-,78
"S00137137",85,-,84
"S00137138",102,1,101
"S00137139",146,1,145
"S00137140",87,1,81
"S00137141",300,5,295
"S00137142",152,5,147
"S00137143",141,1,140
"S00137144",110,2,107
"S00137145",99,1,98
"S00137146",183,2,181
"S00137147",119,1,118
"S00137148",78,-,78
"S00137149",229,3,226
"S00137150",134,-,136
"S00137151",196,1,197
"S00137152",123,-,119
"S00137153",131,2,130
"S00137154",108,-,108
"S00137155",110,1,109
"S00137156",61,-,61
"S00137157",128,1,125
"S00137158",150,3,147
"S00137159",178,-,178
"S00137160",83,1,82
"S00137161",142,2,138
"S00137162",115,-,115
"S00137163",127,2,125
"S00137164",138,2,133
"S00137165",112,2,111
"S00137166",77,4,71
"S00137167",153,2,151
"S00137168",136,1,132
"S00137169",98,3,95
"S00137170",167,7,165
"S00137171",61,-,61
"S00137172",109,4,105
"S00137173",148,5,143
"S00137174",137,-,135
"S00137175",137,1,136
"S00137176",203,-,203
"S00137177",76,1,75
"S00137178",65,3,62
"S00137179",145,6,140
"S00137180",197,5,192
"S00137181",100,1,96
"S00137182",91,3,87
"S00137183",127,4,123
"S00137184",87,-,87
"S00137185",130,1,129
"S00137186",179,2,176
"S00137187",167,2,168
"S00137188",99,2,98
"S00137189",85,4,81
"S00137190",98,3,95
"S00137191",173,1,172
"S00137192",149,2,147
"S00137193",77,1,76
"S00137194",138,6,133
"S00137195",112,2,110
"S00137196",108,1,107
"S00137197",141,-,141
"S00137198",100,-,99
"S00137199",97,5,92
"S00137200",104,3,98
"S00137201",124,1,125
"S00137202",100,-,100
"S00137203",165,1,167
"S00137204",90,2,88
"S00137205",165,2,164
"S00137206",132,1,131
"S00137207",92,2,87
"S00137208",64,-,63
"S00137209",81,4,79
"S00137210",119,3,116
"S00137211",136,4,130
"S00137212",86,-,86
"S00137213",135,3,132
"S00137214",151,-,151
"S00137215",88,2,85
"S00137216",85,-,85
"S00137217",113,1,112
"S00137218",94,1,94
"S00137219",89,2,85
"S00137220",74,1,72
"S00137221",90,1,86
"S00137222",67,4,63
"S00137223",93,-,93
"S00137224",68,2,67
"S00137225",89,6,85
"S00137226",91,3,88
"S00137227",99,1,98
"S00137228",111,2,109
"S00137229",126,2,123
"S00137230",116,3,113
"S00137231",75,-,75
"S00137232",84,-,84
"S00137233",146,-,144
"S00137234",128,6,122
"S00137235",103,-,103
"S00137236",79,1,76
"S00137237",81,2,79
"S00137238",61,2,55
"S00137239",62,5,57
"S00137240",116,-,116
"S00137241",118,2,115
"S00137242",97,1,96
"S00137243",73,1,70
"S00137244",98,1,96
"S00137245",93,2,91
"S00137246",135,5,126
"S00137247",131,3,129
"S00137248",112,6,110
"S00137249",65,1,64
"S00137250",85,-,85
"S00137251",203,3,202
"S00137252",93,3,90
"S00137253",157,1,156
"S00137254",63,1,62
"S00137255",116,5,111
"S00137256",96,-,96
"S00137257",127,1,126
"S00137258",106,1,105
"S00137259",117,-,117
"S00137260",118,3,112
"S00137261",75,-,75
"S00137262",97,4,93
"S00137263",160,3,157
"S00137264",69,2,66
"S00137265",163,5,158
"S00137266",136,2,134
"S00137267",168,-,168
"S00137268",81,1,80
"S00137269",128,1,127
"S00137270",141,-,141
"S00137271",98,3,95
"S00137272",88,6,81
"S00137273",101,-,101
"S00137274",71,5,66
"S00137275",130,1,129
"S00137276",112,3,109
"S00137277",177,5,172
"S00137278",164,8,152
"S00137279",106,-,108
"S00137280",135,3,132
"S00137281",107,-,107
"S00137282",103,2,101
"S00137283",93,-,93
"S00137284",191,6,185
"S00137285",62,1,59
"S00137286",165,6,158
"S00137287",134,4,130
"S00137288",145,4,138
"S00137289",169,7,163
"S00137290",130,7,123
"S00137291",118,10,108
"S00137292",71,3,68
"S00137293",136,4,135
"S00137294",142,4,138
"S00137295",126,4,121
"S00137296",137,9,128
"S00137297",146,7,139
"S00137298",82,4,78
"S00137299",97,2,95
"S00137300",97,4,93
"S00137301",97,-,97
"S00137302",147,13,134
"S00137303",64,1,66
"S00137304",127,-,126
"S00137305",137,1,136
"S00137306",135,3,132
"S00137307",139,3,136
"S00137308",90,1,89
"S00137309",149,5,146
"S00137310",88,1,87
"S00137311",127,2,125
"S00137312",142,-,141
"S00137313",75,4,65
"S00137314",72,1,71
"S00137315",67,-,67
"S00137316",106,3,103
"S00137317",74,1,73
"S00137318",84,8,79
"S00137319",143,8,133
"S00137320",129,-,126
"S00137321",165,10,158
"S00137322",130,3,127
"S00137323",70,-,70
"S00137324",60,1,59
"S00137325",112,7,106
"S00137326",168,10,154
"S00137327",128,5,123
"S00137328",151,-,151
"S00137329",59,4,57
"S00137330",136,1,135
"S00137331",143,7,136
"S00137332",131,8,123
"S00137333",106,-,106
"S00137334",88,-,88
"S00137335",157,5,154
"S00137336",86,2,84
"S00137337",154,6,150
"S00137338",122,3,119
"S00137339",66,2,60
"S00137340",133,1,132
