Scotland's Census 2022 - National Records of Scotland
Table UV902 - UK Armed Forces veterans - Households
All households
,"Total","Household contains no UK Armed Forces veterans","Household contains at least one UK Armed Forces veteran"
"S00164124",47,45,1
"S00164125",53,52,1
"S00164126",32,30,-
"S00164127",50,48,1
"S00164128",51,45,5
"S00164129",36,31,5
"S00164130",58,52,6
"S00164131",43,42,-
"S00164132",42,38,6
"S00164133",45,40,7
"S00164134",70,65,5
"S00164135",52,50,6
"S00164136",54,52,-
"S00164137",61,55,4
"S00164138",44,41,3
"S00164139",55,52,4
"S00164140",67,62,5
"S00164141",53,50,3
"S00164142",47,41,6
"S00164143",56,49,6
"S00164144",46,44,2
"S00164145",68,61,7
"S00164146",51,46,5
"S00164147",49,47,2
"S00164148",81,77,4
"S00164149",25,25,-
"S00164150",79,79,-
"S00164151",80,70,10
"S00164152",62,57,5
"S00164153",46,40,6
"S00164154",43,39,4
"S00164155",79,76,3
"S00164156",54,54,-
"S00164157",47,43,5
"S00164158",49,46,3
"S00164159",51,49,2
"S00164160",43,39,4
"S00164161",48,40,8
"S00164162",68,64,4
"S00164163",48,46,3
"S00164164",42,42,-
"S00164165",68,66,2
"S00164166",56,53,3
"S00164167",58,55,1
"S00164168",51,50,5
"S00164169",48,44,4
"S00164170",44,42,3
"S00164171",52,50,3
"S00164172",46,46,-
"S00164173",81,72,12
"S00164174",67,64,3
"S00164175",36,32,2
"S00164176",41,38,3
"S00164177",54,49,6
"S00164178",51,48,3
"S00164179",53,58,1
"S00164180",33,31,-
"S00164181",38,34,4
"S00164182",30,30,-
"S00164183",52,51,1
"S00164184",41,38,3
"S00164185",61,51,5
"S00164186",62,56,6
"S00164187",74,68,3
"S00164188",40,35,-
"S00164189",74,71,4
"S00164190",48,48,-
"S00164191",48,47,1
"S00164192",40,39,1
"S00164193",40,41,2
"S00164194",41,39,2
"S00164195",47,42,5
"S00164196",49,44,5
"S00164197",51,46,4
"S00164198",43,41,2
"S00164199",76,72,4
"S00164200",61,56,8
"S00164201",69,67,2
"S00164202",46,44,1
"S00164203",67,63,4
"S00164204",43,36,3
"S00164205",48,44,3
"S00164206",69,64,5
"S00164207",40,34,6
"S00164208",48,43,5
"S00164209",49,49,2
"S00164210",46,42,4
"S00164211",42,41,1
"S00164212",42,42,-
"S00164213",47,43,4
"S00164214",44,44,-
"S00164215",55,48,6
"S00164216",52,52,-
"S00164217",57,53,4
"S00164218",58,53,3
"S00164219",58,58,-
"S00164220",73,66,7
"S00164221",51,47,4
"S00164222",83,75,8
"S00164223",78,74,6
"S00164224",41,35,4
"S00164225",34,33,1
"S00164226",62,55,7
"S00164227",53,47,3
"S00164228",53,47,8
"S00164229",54,53,5
"S00164230",63,63,4
"S00164231",28,30,2
"S00164232",58,53,5
"S00164233",61,56,2
"S00164234",66,63,3
"S00164235",46,42,4
"S00164236",37,34,3
"S00164237",37,37,-
"S00164238",76,73,4
"S00164239",47,43,4
"S00164240",55,53,2
"S00164241",88,85,4
"S00164242",41,40,1
"S00164243",45,45,-
"S00164244",31,30,1
"S00164245",30,28,2
"S00164246",29,27,2
"S00164247",81,75,5
"S00164248",56,51,5
"S00164249",68,64,4
"S00164250",32,29,3
"S00164251",25,25,1
"S00164252",81,73,6
"S00164253",55,54,2
"S00164254",50,49,2
"S00164255",79,77,2
"S00164256",51,49,2
"S00164257",48,46,2
"S00164258",70,65,4
"S00164259",68,63,5
"S00164260",49,50,1
"S00164261",68,66,1
"S00164262",48,38,6
"S00164263",75,71,4
"S00164264",53,49,6
"S00164265",62,61,2
"S00164266",55,53,4
"S00164267",52,52,-
"S00164268",37,36,1
"S00164269",44,44,-
"S00164270",31,30,-
"S00164271",86,79,7
"S00164272",56,52,4
"S00164273",54,53,1
"S00164274",58,56,2
"S00164275",40,36,4
"S00164276",48,48,-
"S00164277",34,35,3
"S00164278",74,67,7
"S00164279",69,66,3
"S00164280",51,52,5
"S00164281",79,75,2
"S00164282",41,39,2
"S00164283",80,72,5
"S00164284",57,57,-
"S00164285",73,64,6
"S00164286",42,41,4
"S00164287",67,65,2
"S00164288",68,68,2
"S00164289",51,49,1
"S00164290",41,38,3
"S00164291",46,41,5
"S00164292",80,79,2
"S00164293",77,75,5
"S00164294",52,48,5
"S00164295",83,81,4
"S00164296",82,76,6
"S00164297",54,51,3
"S00164298",45,41,4
"S00164299",26,24,2
"S00164300",53,54,1
"S00164301",81,74,4
"S00164302",55,53,2
"S00164303",49,48,1
"S00164304",57,55,2
"S00164305",63,61,4
"S00164306",46,46,-
"S00164307",64,56,4
"S00164308",81,77,4
"S00164309",75,72,3
"S00164310",69,63,7
"S00164311",56,53,3
"S00164312",72,65,7
"S00164313",82,78,4
"S00164314",71,68,1
"S00164315",39,38,1
"S00164316",62,59,4
"S00164317",72,65,7
"S00164318",39,36,5
"S00164319",38,38,-
"S00164320",43,43,3
"S00164321",57,56,1
"S00164322",72,65,4
"S00164323",64,56,4
"S00164324",65,60,6
"S00164325",55,51,-
"S00164326",51,50,1
"S00164327",50,49,1
"S00164328",50,46,4
"S00164329",61,61,-
"S00164330",35,33,5
"S00164331",45,44,2
"S00164332",45,42,3
"S00164333",59,55,4
"S00164334",34,32,2
"S00164335",46,45,2
"S00164336",78,75,3
"S00164337",48,47,2
"S00164338",49,49,-
"S00164339",57,51,6
"S00164340",38,38,-
"S00164341",81,79,3
"S00164342",45,43,2
"S00164343",52,52,-
"S00164344",59,57,2
"S00164345",54,53,3
"S00164346",77,74,3
"S00164347",46,43,3
"S00164348",69,66,3
"S00164349",70,65,7
"S00164350",48,47,1
"S00164351",54,52,2
"S00164352",66,61,3
"S00164353",53,47,9
"S00164354",67,66,-
"S00164355",61,56,5
"S00164356",45,44,1
"S00164357",67,59,8
"S00164358",38,37,1
"S00164359",41,35,3
"S00164360",42,39,4
"S00164361",65,61,4
"S00164362",40,39,1
"S00164363",42,42,-
"S00164364",76,74,4
"S00164365",44,43,6
"S00164366",58,53,5
"S00164367",51,49,2
"S00164368",44,40,4
"S00164369",35,33,2
"S00164370",58,57,2
"S00164371",70,62,10
"S00164372",43,42,1
"S00164373",78,74,4
"S00164374",37,34,3
"S00164375",48,48,-
"S00164376",75,70,8
"S00164377",63,63,-
"S00164378",43,44,1
"S00164379",32,32,-
"S00164380",61,58,3
"S00164381",88,82,6
"S00164382",68,63,5
"S00164383",40,40,-
"S00164384",57,55,4
"S00164385",51,51,-
"S00164386",68,61,7
"S00164387",61,59,2
"S00164388",49,49,-
"S00164389",63,56,3
"S00164390",59,53,6
"S00164391",47,45,2
"S00164392",78,70,5
"S00164393",53,45,4
"S00164394",63,62,1
"S00164395",90,83,7
"S00164396",64,62,6
"S00164397",66,60,6
"S00164398",50,45,2
"S00164399",58,53,6
"S00164400",56,54,2
"S00164401",35,34,1
"S00164402",63,58,4
"S00164403",54,51,3
"S00164404",67,64,3
"S00164405",94,91,4
"S00164406",57,54,3
"S00164407",74,69,5
"S00164408",56,53,3
"S00164409",35,26,13
"S00164410",57,48,4
"S00164411",43,41,5
"S00164412",77,72,5
"S00164413",35,33,5
"S00164414",55,54,1
"S00164415",55,56,4
"S00164416",54,51,1
"S00164417",47,44,3
"S00164418",30,28,2
"S00164419",52,50,2
"S00164420",90,86,4
"S00164421",72,67,5
"S00164422",72,71,3
"S00164423",66,64,4
"S00164424",53,48,7
"S00164425",41,38,3
"S00164426",40,40,-
"S00164427",36,37,3
"S00164428",57,51,4
"S00164429",40,39,2
"S00164430",29,25,4
"S00164431",56,58,1
"S00164432",79,75,4
"S00164433",59,54,4
"S00164434",64,60,4
"S00164435",49,44,5
"S00164436",69,62,7
"S00164437",47,44,3
"S00164438",46,44,2
"S00164439",39,33,2
"S00164440",74,70,4
"S00164441",33,31,4
"S00164442",48,45,3
"S00164443",88,81,7
"S00164444",49,46,6
"S00164445",46,43,3
"S00164446",88,81,7
"S00164447",46,43,3
"S00164448",37,34,3
"S00164449",53,48,-
"S00164450",55,54,2
"S00164451",70,62,8
"S00164452",55,55,-
"S00164453",44,42,2
"S00164454",75,66,5
"S00164455",68,61,7
"S00164456",39,39,-
"S00164457",39,35,6
"S00164458",49,48,1
"S00164459",48,42,6
"S00164460",66,64,2
"S00164461",43,42,-
"S00164462",71,64,3
"S00164463",68,67,1
"S00164464",46,46,-
"S00164465",80,74,6
"S00164466",45,41,4
"S00164467",39,36,1
"S00164468",40,39,1
"S00164469",69,65,4
"S00164470",49,46,1
"S00164471",64,64,-
"S00164472",59,56,1
"S00164473",59,56,5
"S00164474",64,59,7
"S00164475",82,78,4
"S00164476",48,44,4
"S00164477",52,46,6
"S00164478",36,35,1
"S00164479",57,55,2
"S00164480",76,72,1
"S00164481",79,79,-
"S00164482",67,65,2
"S00164483",78,77,-
"S00164484",37,36,1
"S00164485",70,63,7
"S00164486",82,79,3
"S00164487",48,44,3
"S00164488",71,65,6
"S00164489",40,38,1
"S00164490",53,46,1
"S00164491",58,55,3
"S00164492",48,45,2
"S00164493",46,44,2
"S00164494",60,55,5
"S00164495",60,55,2
"S00164496",67,62,5
"S00164497",74,66,2
"S00164498",29,28,-
"S00164499",45,44,1
"S00164500",33,33,-
"S00164501",80,72,6
"S00164502",43,40,6
"S00164503",54,51,1
"S00164504",51,49,2
"S00164505",28,28,1
"S00164506",31,29,2
"S00164507",69,65,4
"S00164508",59,53,3
"S00164509",69,65,4
"S00164510",41,37,1
"S00164511",51,48,5
"S00164512",35,35,3
"S00164513",58,58,4
"S00164514",52,49,-
"S00164515",61,61,-
"S00164516",28,28,-
"S00164517",53,53,-
"S00164518",31,29,3
"S00164519",64,63,2
"S00164520",55,49,3
"S00164521",64,60,4
"S00164522",86,82,4
"S00164523",33,32,1
"S00164524",52,52,-
"S00164525",26,26,-
"S00164526",54,53,2
"S00164527",37,35,2
"S00164528",58,56,2
"S00164529",64,57,4
"S00164530",56,50,2
"S00164531",57,57,2
"S00164532",70,65,4
"S00164533",51,51,-
"S00164534",51,47,1
"S00164535",63,61,2
"S00164536",64,60,4
"S00164537",53,52,1
"S00164538",68,60,6
"S00164539",74,72,2
"S00164540",67,61,6
"S00164541",89,87,2
"S00164542",37,37,-
"S00164543",35,35,-
"S00164544",72,62,10
"S00164545",27,26,2
"S00164546",51,51,-
"S00164547",45,36,6
"S00164548",45,44,1
"S00164549",64,59,7
"S00164550",61,56,2
"S00164551",67,65,2
"S00164552",44,41,3
"S00164553",61,54,7
"S00164554",60,58,3
"S00164555",41,40,-
"S00164556",41,41,-
"S00164557",68,63,5
"S00164558",39,35,4
"S00164559",42,41,2
"S00164560",40,40,-
"S00164561",70,61,5
"S00164562",39,37,1
"S00164563",73,65,8
"S00164564",58,55,3
"S00164565",51,48,3
"S00164566",44,40,4
"S00164567",30,26,4
"S00164568",41,40,2
"S00164569",60,57,3
"S00164570",44,44,-
"S00164571",53,51,2
"S00164572",74,70,4
"S00164573",54,51,3
"S00164574",55,48,8
"S00164575",64,61,3
"S00164576",71,68,3
"S00164577",46,48,1
"S00164578",77,75,2
"S00164579",33,33,-
"S00164580",51,50,1
"S00164581",89,89,-
"S00164582",42,41,1
"S00164583",42,37,5
"S00164584",46,46,-
"S00164585",41,38,3
"S00164586",70,67,3
"S00164587",41,39,2
"S00164588",53,53,-
"S00164589",48,47,1
"S00164590",69,61,8
"S00164591",51,49,2
"S00164592",53,49,4
"S00164593",39,35,4
"S00164594",38,39,3
"S00164595",62,58,4
"S00164596",56,51,6
"S00164597",70,69,-
"S00164598",52,48,6
"S00164599",28,25,4
"S00164600",57,52,5
"S00164601",48,44,4
"S00164602",42,39,5
"S00164603",41,38,3
"S00164604",28,27,1
"S00164605",37,33,3
"S00164606",66,58,4
"S00164607",36,34,2
"S00164608",58,52,6
"S00164609",58,54,5
"S00164610",63,59,4
"S00164611",42,40,2
"S00164612",40,38,2
"S00164613",56,53,3
"S00164614",51,50,1
"S00164615",71,67,4
"S00164616",47,47,-
"S00164617",53,51,2
"S00164618",69,67,3
"S00164619",42,41,4
"S00164620",42,44,2
"S00164621",43,43,-
"S00164622",42,41,6
"S00164623",34,33,1
"S00164624",67,67,-
"S00164625",44,43,1
"S00164626",36,32,4
"S00164627",56,54,2
"S00164628",74,67,4
"S00164629",80,72,8
"S00164630",49,47,4
"S00164631",41,37,5
"S00164632",39,37,2
"S00164633",55,55,3
"S00164634",55,53,2
"S00164635",56,53,1
"S00164636",39,35,4
"S00164637",47,41,6
"S00164638",55,47,7
"S00164639",58,55,3
"S00164640",56,54,2
"S00164641",41,37,4
"S00164642",46,43,2
"S00164643",41,39,2
"S00164644",53,48,2
"S00164645",38,40,2
"S00164646",67,62,6
"S00164647",60,59,1
"S00164648",45,44,1
"S00164649",73,73,-
"S00164650",67,63,7
"S00164651",40,41,-
"S00164652",75,72,3
"S00164653",53,49,4
"S00164654",52,47,5
"S00164655",47,47,-
"S00164656",63,59,4
"S00164657",50,50,-
"S00164658",44,44,3
"S00164659",49,46,4
"S00164660",54,50,4
"S00164661",74,71,3
"S00164662",43,41,2
"S00164663",42,38,4
"S00164664",44,39,3
"S00164665",35,35,-
"S00164666",66,62,4
"S00164667",47,47,-
"S00164668",49,44,3
"S00164669",26,26,-
"S00164670",60,60,4
"S00164671",66,61,7
"S00164672",54,51,3
"S00164673",59,61,-
"S00164674",31,30,1
"S00164675",43,44,1
"S00164676",54,50,4
"S00164677",39,39,-
"S00164678",45,41,4
"S00164679",45,42,1
"S00164680",51,49,2
"S00164681",56,52,4
"S00164682",66,64,2
"S00164683",27,25,2
"S00164684",36,36,-
"S00164685",34,33,1
"S00164686",36,31,5
"S00164687",32,31,1
"S00164688",65,63,2
"S00164689",52,49,3
"S00164690",40,40,-
"S00164691",38,37,1
"S00164692",41,38,7
"S00164693",45,44,2
"S00164694",35,33,1
"S00164695",71,67,4
"S00164696",60,56,7
"S00164697",38,38,-
"S00164698",32,30,2
"S00164699",54,51,3
"S00164700",34,32,2
"S00164701",68,64,4
"S00164702",84,75,11
"S00164703",57,56,4
"S00164704",56,54,3
"S00164705",48,44,4
"S00164706",51,52,3
"S00164707",44,43,1
"S00164708",78,73,5
"S00164709",47,45,1
"S00164710",46,43,3
"S00164711",56,52,1
"S00164712",66,60,4
"S00164713",27,27,-
"S00164714",50,50,-
"S00164715",31,26,3
"S00164716",30,28,4
"S00164717",35,34,1
"S00164718",90,85,4
"S00164719",26,23,1
"S00164720",64,64,4
"S00164721",45,42,2
"S00164722",43,40,1
"S00164723",40,34,2
"S00164724",53,51,1
"S00164725",57,55,5
"S00164726",77,71,3
"S00164727",70,62,11
"S00164728",53,45,5
"S00164729",63,56,8
"S00164730",54,48,6
"S00164731",69,60,6
"S00164732",60,54,6
"S00164733",52,48,3
"S00164734",52,48,5
"S00164735",25,22,3
"S00164736",46,46,4
"S00164737",47,42,8
"S00164738",45,45,-
"S00164739",77,70,7
"S00164740",32,32,-
"S00164741",38,34,4
"S00164742",58,56,6
"S00164743",76,73,1
"S00164744",73,63,10
"S00164745",54,51,3
"S00164746",68,64,4
"S00164747",49,46,1
"S00164748",59,54,4
"S00164749",65,61,3
"S00164750",52,47,4
"S00164751",74,70,4
"S00164752",30,27,3
"S00164753",44,42,2
"S00164754",37,32,3
"S00164755",55,53,4
"S00164756",52,47,5
"S00164757",71,64,7
"S00164758",32,26,6
"S00164759",75,64,11
"S00164760",56,54,2
"S00164761",61,53,8
"S00164762",33,27,6
"S00164763",48,45,1
"S00164764",40,34,5
"S00164765",44,35,7
"S00164766",35,31,4
"S00164767",63,56,4
"S00164768",46,44,-
"S00164769",35,33,3
"S00164770",56,53,3
"S00164771",63,58,5
"S00164772",43,40,5
"S00164773",48,47,2
"S00164774",62,57,4
"S00164775",51,47,4
"S00164776",33,36,1
"S00164777",48,46,2
"S00164778",57,52,5
"S00164779",48,48,-
"S00164780",58,51,7
"S00164781",61,56,5
"S00164782",53,52,4
"S00164783",60,58,2
"S00164784",44,41,3
"S00164785",50,50,-
"S00164786",83,72,7
"S00164787",41,37,4
"S00164788",29,24,-
"S00164789",55,50,5
"S00164790",41,36,5
"S00164791",53,54,1
"S00164792",41,39,2
"S00164793",57,51,7
"S00164794",40,37,3
"S00164795",51,47,4
"S00164796",54,50,5
"S00164797",35,35,-
"S00164798",57,53,5
"S00164799",65,61,4
"S00164800",67,61,6
"S00164801",47,43,2
"S00164802",76,73,1
"S00164803",46,42,6
"S00164804",45,46,2
"S00164805",57,51,4
"S00164806",32,30,-
"S00164807",53,51,4
"S00164808",43,39,4
"S00164809",41,40,1
"S00164810",67,63,4
"S00164811",65,61,5
"S00164812",54,46,-
"S00164813",81,70,7
"S00164814",70,68,2
"S00164815",66,60,6
"S00164816",42,39,5
"S00164817",29,26,3
"S00164818",44,38,3
"S00164819",55,51,4
"S00164820",86,80,5
"S00164821",51,47,6
"S00164822",50,49,1
"S00164823",29,27,2
"S00164824",55,50,5
"S00164825",61,58,1
"S00164826",81,80,1
"S00164827",63,61,3
"S00164828",77,69,4
"S00164829",55,53,3
"S00164830",39,37,3
"S00164831",56,53,1
"S00164832",92,87,2
"S00164833",73,68,5
"S00164834",44,42,5
"S00164835",60,55,5
"S00164836",74,72,4
"S00164837",55,54,1
"S00164838",80,75,5
"S00164839",43,35,4
"S00164840",55,51,4
"S00164841",88,78,4
"S00164842",79,78,5
"S00164843",69,61,8
"S00164844",47,43,4
"S00164845",71,69,-
"S00164846",43,41,2
"S00164847",48,46,1
"S00164848",78,75,3
"S00164849",64,64,-
"S00164850",41,40,1
"S00164851",75,70,5
"S00164852",53,49,5
"S00164853",31,29,4
"S00164854",43,40,3
"S00164855",29,28,-
"S00164856",68,63,5
"S00164857",56,52,4
"S00164858",72,68,4
"S00164859",50,46,4
"S00164860",57,51,6
"S00164861",42,38,4
"S00164862",45,40,4
"S00164863",63,59,7
"S00164864",62,61,1
"S00164865",51,51,-
"S00164866",48,45,4
"S00164867",41,37,4
"S00164868",84,79,5
"S00164869",32,31,1
"S00164870",89,82,10
"S00164871",59,54,3
"S00164872",36,33,5
"S00164873",51,48,4
"S00164874",41,38,5
"S00164875",44,42,2
"S00164876",58,56,2
"S00164877",64,62,4
"S00164878",42,39,3
"S00164879",68,63,5
"S00164880",53,52,1
"S00164881",75,67,8
"S00164882",67,59,8
"S00164883",47,43,4
"S00164884",70,66,4
"S00164885",51,53,1
"S00164886",58,49,9
"S00164887",44,44,2
"S00164888",54,45,9
"S00164889",78,77,1
"S00164890",47,49,2
"S00164891",51,51,3
"S00164892",43,38,4
"S00164893",39,39,2
"S00164894",62,59,3
"S00164895",38,35,3
"S00164896",56,53,5
"S00164897",44,42,2
"S00164898",50,43,7
"S00164899",49,45,4
"S00164900",35,31,4
"S00164901",70,70,-
"S00164902",62,61,-
"S00164903",41,37,4
"S00164904",49,49,-
"S00164905",50,47,3
"S00164906",42,39,3
"S00164907",63,61,5
"S00164908",31,31,-
"S00164909",47,46,1
"S00164910",64,58,6
"S00164911",39,36,3
"S00164912",41,41,1
"S00164913",36,35,2
"S00164914",52,46,-
"S00164915",48,41,4
"S00164916",58,52,9
"S00164917",49,47,-
"S00164918",39,33,6
"S00164919",50,43,7
"S00164920",68,64,5
"S00164921",55,50,4
"S00164922",70,64,3
"S00164923",56,54,2
"S00164924",36,39,1
"S00164925",53,52,1
"S00164926",31,29,2
"S00164927",52,52,-
"S00164928",45,39,9
"S00164929",37,35,2
"S00164930",44,41,3
"S00164931",32,30,2
"S00164932",34,33,1
"S00164933",49,49,-
"S00164934",62,54,3
"S00164935",49,49,-
"S00164936",53,48,-
"S00164937",66,63,3
"S00164938",52,51,1
"S00164939",57,56,1
"S00164940",74,68,3
"S00164941",53,53,-
"S00164942",58,54,4
"S00164943",52,45,9
"S00164944",38,38,3
"S00164945",49,40,2
"S00164946",52,50,2
"S00164947",36,34,4
"S00164948",54,48,6
"S00164949",42,41,1
"S00164950",50,48,2
"S00164951",45,42,3
"S00164952",47,43,6
"S00164953",57,52,4
"S00164954",43,43,-
"S00164955",46,42,-
"S00164956",73,67,6
"S00164957",57,51,4
"S00164958",44,43,2
"S00164959",44,37,10
"S00164960",40,38,4
"S00164961",65,62,3
"S00164962",55,52,3
"S00164963",40,37,5
"S00164964",55,51,5
"S00164965",50,51,-
"S00164966",62,59,3
"S00164967",81,75,9
"S00164968",59,55,2
"S00164969",56,55,1
"S00164970",42,38,4
"S00164971",77,71,6
"S00164972",66,59,7
"S00164973",56,54,2
"S00164974",58,54,5
"S00164975",43,44,4
"S00164976",41,31,10
"S00164977",77,68,9
"S00164978",65,61,8
"S00164979",30,27,3
"S00164980",52,49,3
"S00164981",48,44,2
"S00164982",43,40,3
"S00164983",52,43,7
"S00164984",45,39,4
"S00164985",50,49,2
"S00164986",48,46,6
"S00164987",56,49,7
"S00164988",51,45,6
"S00164989",57,56,4
"S00164990",35,35,-
"S00164991",61,54,7
"S00164992",38,31,4
"S00164993",70,65,5
"S00164994",65,60,5
"S00164995",64,61,3
"S00164996",52,51,2
"S00164997",49,46,3
"S00164998",47,43,4
"S00164999",50,46,4
"S00165000",64,57,7
"S00165001",74,70,2
"S00165002",46,44,4
"S00165003",52,46,6
"S00165004",47,46,1
"S00165005",53,50,3
"S00165006",49,39,7
"S00165007",55,53,2
"S00165008",47,45,2
"S00165009",67,60,7
"S00165010",44,45,3
"S00165011",34,28,7
"S00165012",48,43,5
"S00165013",39,37,2
"S00165014",73,64,2
"S00165015",81,77,7
"S00165016",40,37,3
"S00165017",34,31,4
"S00165018",56,51,3
"S00165019",53,47,3
"S00165020",66,59,7
"S00165021",43,36,7
"S00165022",63,60,4
"S00165023",74,70,6
"S00165024",66,59,4
"S00165025",66,57,9
"S00165026",44,43,2
"S00165027",69,68,1
"S00165028",39,36,3
"S00165029",54,47,3
"S00165030",34,33,2
"S00165031",71,61,13
"S00165032",72,68,5
"S00165033",38,36,2
"S00165034",76,70,6
"S00165035",45,43,2
"S00165036",49,45,4
"S00165037",55,50,6
"S00165038",39,38,4
"S00165039",71,67,3
"S00165040",62,57,5
"S00165041",81,75,7
"S00165042",48,39,4
"S00165043",82,73,7
"S00165044",40,39,-
"S00165045",32,29,5
"S00165046",67,65,2
"S00165047",71,68,3
"S00165048",42,43,3
"S00165049",54,51,3
"S00165050",53,44,7
"S00165051",40,37,3
"S00165052",45,45,-
"S00165053",60,52,8
"S00165054",48,49,3
"S00165055",35,34,1
"S00165056",62,61,1
"S00165057",64,62,2
"S00165058",70,66,4
"S00165059",72,69,3
"S00165060",49,43,6
"S00165061",55,47,8
"S00165062",62,60,2
"S00165063",50,46,4
"S00165064",36,31,7
"S00165065",46,43,3
"S00165066",54,46,2
"S00165067",51,49,2
"S00165068",52,47,5
"S00165069",58,57,5
"S00165070",57,53,4
"S00165071",62,60,2
"S00165072",85,80,4
"S00165073",58,57,-
"S00165074",82,77,5
"S00165075",43,36,7
"S00165076",39,36,1
"S00165077",38,38,4
"S00165078",75,68,6
"S00165079",47,41,4
"S00165080",44,40,4
"S00165081",82,77,5
"S00165082",60,55,8
"S00165083",25,22,4
"S00165084",53,50,6
"S00165085",41,37,4
"S00165086",38,37,1
"S00165087",42,37,3
"S00165088",56,54,2
"S00165089",66,57,6
"S00165090",38,35,3
"S00165091",52,54,1
"S00165092",71,68,3
"S00165093",70,60,6
"S00165094",28,26,2
"S00165095",70,65,5
"S00165096",51,45,4
"S00165097",54,52,3
"S00165098",58,53,5
"S00165099",31,27,-
"S00165100",71,71,-
"S00165101",46,45,1
"S00165102",82,82,-
"S00165103",35,35,1
"S00165104",35,31,4
