Scotland's Census 2022 - National Records of Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table UV601 - Economic activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All people aged 16 and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All people aged 16 and over,Economically Active (excluding full time students) - Total,Economically Active (excluding full-time students) - Employee - Total,Economically Active (excluding full-time students) - Employee - Part-time,Economically Active (excluding full-time students) - Employee - Full-time,Economically Active (excluding full-time students) - Self-employed with employees - Total,Economically Active (excluding full-time students) - Self-employed with employees - Part-time,Economically Active (excluding full-time students) - Self-employed with employees - Full-time,Economically Active (excluding full-time students) - Self-employed without employees - Total,Economically Active (excluding full-time students) - Self-employed without employees - Part-time,Economically Active (excluding full-time students) - Self-employed without employees - Full-time,Economically Active (excluding full-time students) - Unemployed - Available for work,Economically Active full-time students - Total,Economically Active full-time students - Employee - Total,Economically Active full-time students - Employee - Part-time,Economically Active full-time students - Employee - Full-time,Economically Active full-time students - Self-employed with employees - Total,Economically Active full-time students - Self-employed with employees - Part-time,Economically Active full-time students - Self-employed with employees - Full-time,Economically Active full-time students - Self-employed without employees - Total,Economically Active full-time students - Self-employed without employees - Part-time,Economically Active full-time students - Self-employed without employees - Full-time,Economically Active full-time students - Unemployed - Available for work,Economically Inactive - Total,Economically inactive - Retired,Economically inactive - Student,Economically inactive - Looking after home/ family,Economically inactive - Long term sick or disabled,Economically inactive - Other
S00162320,70,30,30,16,14,-,-,-,-,-,-,-,3,3,-,3,-,-,-,-,-,-,-,39,24,3,4,6,4
S00162321,106,66,59,17,41,-,-,-,5,3,-,3,-,-,-,-,-,-,-,-,-,-,-,40,11,4,10,9,1
S00162322,59,33,17,8,9,5,2,5,11,2,8,1,-,-,-,-,-,-,-,-,-,-,-,26,21,1,3,1,-
S00162323,116,64,50,16,34,2,2,-,11,-,11,2,-,-,-,-,-,-,-,-,-,-,-,55,40,1,2,7,-
S00162324,97,38,32,10,22,-,-,-,6,1,5,1,5,4,3,1,-,-,-,1,-,1,-,51,41,1,7,5,-
S00162325,87,35,25,10,12,-,-,-,11,5,7,2,-,-,-,-,-,-,-,-,-,-,-,50,44,2,3,3,-
S00162326,70,37,26,3,23,-,-,-,10,4,6,1,-,-,-,-,-,-,-,-,-,-,-,33,27,-,3,3,-
S00162327,129,67,54,21,32,4,-,4,6,1,5,3,-,-,-,-,-,-,-,-,-,-,-,62,46,2,5,3,4
S00162328,60,32,27,14,16,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,24,19,1,2,2,-
S00162329,72,27,26,9,17,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,42,30,2,6,5,1
S00162330,119,53,32,5,27,2,-,2,16,6,10,3,-,-,-,-,-,-,-,-,-,-,-,66,56,-,7,3,3
S00162331,104,59,34,11,23,7,-,5,18,9,12,-,-,-,-,-,-,-,-,-,-,-,-,45,34,3,2,3,-
S00162332,86,35,19,5,14,4,2,1,14,5,11,-,-,-,-,-,-,-,-,-,-,-,-,51,35,1,5,11,2
S00162333,79,44,32,10,25,4,-,4,5,-,5,1,1,1,1,-,-,-,-,-,-,-,-,34,23,2,3,6,1
S00162334,137,80,65,20,43,2,-,2,11,1,10,1,-,-,-,-,-,-,-,-,-,-,-,58,42,2,2,10,3
S00162335,108,55,37,18,23,5,-,4,9,2,8,-,1,1,-,1,-,-,-,-,-,-,-,52,37,2,7,10,-
S00162336,108,49,41,15,26,-,-,-,5,-,3,3,3,3,2,2,-,-,-,-,-,-,-,56,18,2,4,19,12
S00162337,75,42,31,8,26,4,1,3,4,1,3,5,-,-,-,-,-,-,-,-,-,-,-,34,33,-,-,2,-
S00162338,96,37,27,6,21,2,-,2,6,1,5,2,4,4,4,-,-,-,-,-,-,-,-,57,52,1,-,2,-
S00162339,103,67,51,15,36,-,-,-,12,2,10,3,3,3,3,-,-,-,-,-,-,-,-,34,23,3,3,-,3
S00162340,98,49,45,20,27,1,-,1,-,1,1,2,4,4,1,1,-,-,-,-,-,-,-,47,38,-,3,3,1
S00162341,146,91,74,20,54,6,-,4,9,2,7,-,2,2,1,1,-,-,-,-,-,-,-,53,45,1,4,2,1
S00162342,96,63,50,18,32,2,-,2,10,3,7,3,-,-,-,-,-,-,-,-,-,-,-,33,19,3,5,4,4
S00162343,93,45,34,11,23,3,-,3,4,1,3,3,-,-,-,-,-,-,-,-,-,-,-,47,33,-,8,2,5
S00162344,127,68,43,18,25,4,1,3,20,5,15,-,8,6,4,2,1,1,-,1,1,-,-,51,38,4,4,4,2
S00162345,113,65,41,1,37,2,-,2,23,8,15,1,-,-,-,-,-,-,-,-,-,-,-,47,37,1,2,-,5
S00162346,98,63,31,14,17,7,2,5,23,13,10,1,-,-,-,-,-,-,-,-,-,-,-,35,20,6,6,1,2
S00162347,56,23,10,1,6,-,-,-,13,3,10,2,2,2,2,-,-,-,-,-,-,-,-,29,26,1,1,-,-
S00162348,98,61,39,14,25,9,4,5,13,5,9,-,-,-,-,-,-,-,-,-,-,-,-,37,25,2,2,5,3
S00162349,113,72,39,15,24,7,1,5,23,1,19,3,4,2,2,-,-,-,-,-,-,-,1,39,30,-,5,3,1
S00162350,115,66,41,17,24,-,-,-,25,11,14,1,-,-,-,-,-,-,-,-,-,-,-,48,34,3,7,4,2
S00162351,118,72,49,21,32,2,-,2,20,4,13,1,-,-,-,-,-,-,-,-,-,-,-,45,34,2,3,2,-
S00162352,65,34,27,6,21,4,-,4,5,-,4,-,-,-,-,-,-,-,-,-,-,-,-,31,25,-,2,6,1
S00162353,74,35,18,6,17,3,-,3,10,4,6,2,-,-,-,-,-,-,-,-,-,-,-,39,31,1,3,1,3
S00162354,110,86,69,26,39,4,-,4,14,4,10,-,1,1,1,-,-,-,-,-,-,-,-,22,14,3,-,7,-
S00162355,91,62,45,10,39,3,1,3,7,4,3,3,2,2,2,-,-,-,-,-,-,-,-,27,21,2,-,3,-
S00162356,56,37,26,8,19,-,-,-,9,4,8,3,-,-,-,-,-,-,-,-,-,-,-,19,10,2,1,8,-
S00162357,67,30,22,8,14,1,1,-,10,4,6,-,-,-,-,-,-,-,-,-,-,-,-,34,23,1,5,1,5
S00162358,63,51,35,12,23,4,-,3,10,2,8,2,-,-,-,-,-,-,-,-,-,-,-,12,6,-,2,2,1
S00162359,85,71,57,19,42,4,-,4,8,3,4,4,-,-,-,-,-,-,-,-,-,-,-,14,8,1,1,4,-
S00162360,91,52,30,12,18,5,2,4,17,4,13,-,4,4,5,1,-,-,-,-,-,-,-,31,32,-,3,-,1
S00162361,115,76,57,22,35,5,1,4,13,6,7,-,2,2,2,-,-,-,-,-,-,-,-,38,33,2,1,-,2
S00162362,95,49,39,13,26,1,-,1,7,1,6,2,1,1,1,-,-,-,-,-,-,-,-,45,37,1,4,6,-
S00162363,78,44,27,11,20,4,-,3,13,9,4,-,2,2,2,-,-,-,-,-,-,-,-,32,22,-,1,11,-
S00162364,108,43,27,4,23,4,1,1,9,-,9,3,1,-,-,-,-,-,-,1,1,-,-,64,48,3,6,6,1
S00162365,85,54,41,11,27,-,-,-,13,6,5,2,-,-,-,-,-,-,-,-,-,-,-,30,18,3,3,2,4
S00162366,101,68,60,18,42,1,-,1,6,1,5,1,4,2,2,-,-,-,-,-,-,-,1,31,21,-,3,6,1
S00162367,123,81,57,20,37,1,1,-,20,4,16,3,5,5,5,-,-,-,-,-,-,-,-,39,29,4,4,4,-
S00162368,53,37,22,7,15,3,2,-,12,4,10,-,4,4,4,-,-,-,-,-,-,-,-,12,8,-,1,2,-
S00162369,66,40,32,10,22,2,1,-,8,-,8,-,1,1,1,-,-,-,-,-,-,-,-,25,12,2,3,2,2
S00162370,114,65,37,16,23,7,1,6,20,9,11,-,3,3,3,-,-,-,-,-,-,-,-,46,40,2,1,3,-
S00162371,145,91,48,22,30,5,1,4,32,12,20,2,-,-,-,-,-,-,-,-,-,-,-,55,43,5,2,6,6
S00162372,81,47,29,12,20,4,-,4,13,5,6,2,-,-,-,-,-,-,-,-,-,-,-,34,28,2,1,-,2
S00162373,127,72,49,17,32,6,-,6,15,1,14,2,-,-,-,-,-,-,-,-,-,-,-,53,35,4,6,7,-
S00162374,118,54,44,23,21,3,-,3,7,4,4,-,7,6,5,1,-,-,-,-,-,-,1,55,45,-,5,11,-
S00162375,135,50,30,13,16,4,-,4,15,8,7,3,-,-,-,-,-,-,-,-,-,-,-,81,76,1,4,-,2
S00162376,63,36,20,3,17,1,1,-,13,5,7,1,-,-,-,-,-,-,-,-,-,-,-,24,22,1,-,1,2
S00162377,95,58,47,8,38,6,-,6,5,2,3,4,3,-,-,-,-,-,-,-,-,-,3,35,24,4,5,3,2
S00162378,80,50,41,3,37,2,-,2,7,2,6,-,3,3,2,2,-,-,-,-,-,-,-,27,23,-,1,-,-
S00162379,65,35,27,11,16,-,-,-,11,-,6,1,-,-,-,-,-,-,-,-,-,-,-,28,26,2,-,-,4
S00162380,57,28,21,7,16,1,-,1,5,1,3,-,-,-,-,-,-,-,-,-,-,-,-,32,20,1,3,2,7
S00162381,62,33,24,9,15,-,-,-,7,3,4,1,-,-,-,-,-,-,-,-,-,-,-,29,23,1,2,1,1
S00162382,97,45,31,4,25,3,-,3,9,5,4,-,5,5,5,-,-,-,-,-,-,-,-,48,40,2,4,4,-
S00162383,117,56,42,15,27,4,-,4,9,-,9,-,3,3,2,1,-,-,-,-,-,-,-,58,40,1,11,4,2
S00162384,83,55,44,19,25,4,1,1,6,-,4,3,1,1,-,1,-,-,-,-,-,-,-,27,14,3,2,4,3
S00162385,64,32,26,10,16,-,-,-,4,1,2,1,3,3,3,-,-,-,-,-,-,-,-,29,18,-,2,4,5
S00162386,97,51,40,10,30,3,1,2,6,1,5,1,2,2,2,-,-,-,-,-,-,-,-,44,28,4,3,4,5
S00162387,109,47,32,13,19,1,-,1,12,4,5,4,3,2,2,-,-,-,-,-,-,-,1,58,42,-,3,7,5
S00162388,100,52,33,11,25,4,-,4,12,6,7,-,2,2,2,-,-,-,-,-,-,-,-,47,34,-,2,11,1
S00162389,100,50,34,11,23,3,-,3,11,4,7,2,1,-,-,-,-,-,-,-,-,-,1,51,36,3,2,4,5
S00162390,90,42,34,8,25,-,-,-,4,-,4,3,2,2,2,-,-,-,-,-,-,-,-,46,31,4,4,5,3
S00162391,50,27,21,6,15,1,-,1,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,23,13,1,4,-,1
S00162392,112,36,31,7,21,2,-,2,3,3,2,2,-,-,-,-,-,-,-,-,-,-,-,76,68,1,1,3,3
S00162393,63,30,14,5,9,8,2,5,8,3,6,-,-,-,-,-,-,-,-,-,-,-,-,33,27,1,5,-,4
S00162394,104,69,43,11,28,5,-,5,15,6,11,8,3,3,2,2,-,-,-,-,-,-,-,32,25,2,-,-,3
S00162395,81,18,13,5,11,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,60,49,3,3,4,1
S00162396,60,24,22,11,11,1,-,1,3,-,3,2,4,4,4,-,-,-,-,-,-,-,-,28,22,-,2,4,1
S00162397,100,44,31,12,15,3,1,2,9,5,4,-,-,-,-,-,-,-,-,-,-,-,-,56,51,1,-,4,2
S00162398,124,86,76,21,56,-,-,-,6,2,4,4,1,2,-,2,-,-,-,-,-,-,1,36,19,8,4,8,-
S00162399,112,66,49,14,35,-,-,-,15,2,12,1,2,-,-,-,-,-,-,-,-,-,-,44,34,2,3,5,-
S00162400,82,52,37,10,27,-,-,-,13,7,4,2,2,2,2,-,-,-,-,-,-,-,-,28,23,-,2,3,4
S00162401,108,57,45,12,33,-,-,-,9,4,2,1,1,1,-,1,-,-,-,-,-,-,-,52,43,-,3,3,3
S00162402,70,38,30,10,21,1,-,1,4,4,2,-,2,2,2,-,-,-,-,-,-,-,-,30,17,4,3,2,-
S00162403,176,47,34,8,28,6,2,5,6,1,5,1,19,13,12,-,-,-,-,-,-,-,6,110,64,24,3,13,7
S00162404,63,30,33,9,20,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,25,25,1,-,1,1
S00162405,83,41,33,11,24,2,-,2,4,2,2,4,-,-,-,-,-,-,-,-,-,-,-,39,33,2,3,3,2
S00162406,121,79,54,18,40,4,-,4,20,6,9,2,6,6,6,-,-,-,-,-,-,-,-,37,32,-,3,1,-
S00162407,145,88,68,25,43,5,-,5,9,3,6,4,3,3,3,-,-,-,-,-,-,-,-,52,34,8,7,5,-
S00162408,52,34,23,10,15,8,1,6,3,2,2,-,1,-,-,-,-,-,-,-,-,-,1,17,14,-,-,-,1
S00162409,86,43,35,10,28,2,-,2,7,-,6,-,3,3,1,1,-,-,-,-,-,-,-,36,27,1,-,-,6
S00162410,118,76,49,20,28,10,-,9,18,8,10,3,1,1,1,-,-,-,-,-,-,-,-,40,28,3,2,3,4
S00162411,117,81,63,16,47,4,-,4,14,5,9,-,3,3,1,1,-,-,-,-,-,-,-,34,22,4,1,5,1
S00162412,78,40,21,4,16,4,-,4,13,4,9,3,-,-,-,-,-,-,-,-,-,-,-,37,23,1,3,6,4
S00162413,137,78,58,21,37,3,-,3,14,6,8,5,4,2,1,1,-,-,-,1,1,-,1,55,44,3,4,-,4
S00162414,131,65,47,11,36,5,-,5,12,4,4,1,6,3,3,-,-,-,-,1,-,1,-,62,48,1,4,2,4
S00162415,89,51,42,16,26,2,-,2,6,3,3,1,-,-,-,-,-,-,-,-,-,-,-,38,27,-,3,6,-
S00162416,120,78,58,18,40,3,2,1,17,4,11,2,2,1,1,-,-,-,-,1,1,-,-,36,29,1,6,-,4
S00162417,153,86,57,11,49,6,2,2,19,4,15,-,6,4,4,-,2,-,2,-,-,-,2,60,44,2,3,9,5
S00162418,118,47,33,11,23,3,-,3,12,5,7,1,2,-,-,-,-,-,-,-,-,-,2,69,58,2,4,4,1
S00162419,84,54,39,18,21,4,3,1,9,1,9,2,1,1,1,-,-,-,-,-,-,-,-,33,19,2,3,1,4
S00162420,81,50,35,7,28,2,-,2,12,3,8,1,1,1,-,1,-,-,-,-,-,-,-,30,20,1,2,-,4
S00162421,120,75,51,10,41,6,1,4,18,8,10,-,-,-,-,-,-,-,-,-,-,-,-,45,32,4,5,3,2
S00162422,113,61,46,13,33,-,-,-,13,3,11,1,2,1,1,-,-,-,-,-,-,-,-,50,32,6,5,3,1
S00162423,100,49,46,14,29,-,-,-,6,2,4,-,1,1,1,-,-,-,-,-,-,-,-,47,37,2,5,3,3
S00162424,93,46,27,3,22,2,-,2,21,8,14,2,-,1,-,1,-,-,-,-,-,-,1,42,31,4,1,2,5
S00162425,83,53,42,12,30,2,-,2,6,1,5,3,2,1,1,-,-,-,-,-,-,-,2,28,22,1,2,3,-
S00162426,137,83,67,18,48,-,-,-,11,5,6,3,2,1,1,-,2,-,2,-,-,-,-,52,35,1,8,3,2
S00162427,91,46,37,14,24,-,-,-,7,4,3,1,-,-,-,-,-,-,-,-,-,-,-,48,37,2,4,4,1
S00162428,97,49,44,8,36,-,-,-,5,2,2,-,4,4,4,-,-,-,-,-,-,-,-,46,36,3,2,1,2
S00162429,165,77,72,14,54,-,-,-,3,-,2,1,4,4,4,-,-,-,-,-,-,-,2,84,71,3,5,5,-
S00162430,76,43,40,18,22,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,30,22,2,4,8,2
S00162431,108,65,46,21,24,3,-,3,17,5,12,1,4,4,4,-,-,-,-,-,-,-,-,40,31,1,2,4,1
S00162432,68,37,31,8,19,1,-,1,1,1,2,2,2,1,1,-,-,-,-,-,-,-,-,29,17,2,2,7,2
S00162433,72,40,35,15,20,-,-,-,3,4,1,2,1,1,1,-,-,-,-,-,-,-,-,27,24,-,-,1,-
S00162434,102,59,53,15,35,3,3,-,2,1,-,2,3,3,-,3,-,-,-,-,-,-,-,41,27,1,2,7,4
S00162435,114,65,60,15,47,2,-,2,1,1,-,2,2,2,-,2,-,-,-,-,-,-,-,43,23,4,3,8,5
S00162436,122,69,60,23,34,2,-,2,8,3,5,2,2,1,1,-,-,-,-,-,-,-,1,51,33,2,3,11,-
S00162437,117,66,60,15,44,1,-,1,5,-,5,-,6,5,4,1,-,-,-,-,-,-,1,45,34,4,4,3,-
S00162438,69,26,17,6,7,2,-,2,5,-,5,3,2,2,2,-,-,-,-,-,-,-,-,39,32,-,-,4,1
S00162439,72,51,43,13,30,-,-,-,6,5,1,2,-,-,-,-,-,-,-,-,-,-,-,21,15,2,-,2,7
S00162440,115,33,29,10,22,-,-,-,3,2,1,2,5,1,1,-,-,-,-,-,-,-,3,77,58,2,2,10,6
S00162441,63,26,27,6,18,-,-,-,1,1,-,1,-,1,-,1,-,-,-,-,-,-,1,31,11,-,6,11,4
S00162442,116,80,66,17,49,2,-,2,9,6,3,3,-,-,-,-,-,-,-,-,-,-,-,36,21,1,3,7,4
S00162443,74,40,33,11,18,2,-,2,4,4,1,-,2,2,2,1,-,-,-,-,-,-,-,32,6,1,5,13,4
S00162444,74,38,26,10,15,-,-,-,2,-,2,10,-,-,-,-,-,-,-,-,-,-,-,36,4,2,2,20,5
S00162445,61,22,18,4,14,2,-,2,2,-,2,1,4,4,3,1,-,-,-,-,-,-,-,35,28,2,-,6,-
S00162446,122,65,57,14,43,-,-,-,5,2,4,5,2,2,2,-,-,-,-,-,-,-,-,55,25,2,6,16,4
S00162447,101,54,50,15,35,-,-,-,3,1,2,1,5,5,5,-,-,-,-,-,-,-,-,44,15,7,10,12,2
S00162448,73,34,29,7,22,-,-,-,5,-,4,-,-,-,-,-,-,-,-,-,-,-,-,35,35,1,1,1,1
S00162449,110,59,31,7,18,3,-,3,24,14,10,1,1,-,-,-,-,-,-,-,-,-,1,50,30,4,5,4,5
S00162450,110,58,45,15,30,3,1,4,11,3,8,-,1,1,1,-,-,-,-,-,-,-,-,47,35,6,2,4,2
S00162451,74,35,26,7,18,-,-,-,6,2,4,-,-,-,-,-,-,-,-,-,-,-,-,39,33,1,3,2,-
S00162452,67,28,27,13,11,-,-,-,4,-,4,5,2,2,2,-,-,-,-,-,-,-,2,34,12,1,6,10,1
S00162453,77,47,43,21,23,1,1,-,-,-,-,1,2,1,-,1,-,-,-,1,1,-,-,28,20,4,1,2,2
S00162454,130,84,73,24,49,-,-,-,7,2,6,4,4,2,2,-,-,-,-,-,-,-,2,42,17,4,11,11,2
S00162455,55,32,31,18,13,-,-,-,-,-,-,2,2,2,2,-,-,-,-,-,-,-,-,21,10,3,1,2,6
S00162456,62,36,31,10,21,2,-,2,4,-,1,-,1,1,1,-,-,-,-,-,-,-,-,25,18,2,4,4,1
S00162457,106,70,63,21,42,1,-,1,2,2,-,4,-,-,-,-,-,-,-,-,-,-,-,32,14,1,8,7,3
S00162458,55,40,37,15,25,-,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14,9,-,3,1,2
S00162459,60,31,23,6,17,3,-,3,4,1,3,1,1,-,-,-,-,-,-,-,-,-,1,25,14,1,4,8,1
S00162460,74,44,33,11,19,2,2,-,11,6,2,1,2,2,2,-,-,-,-,-,-,-,-,28,22,-,-,2,5
S00162461,121,74,45,21,27,4,-,4,22,5,14,5,-,-,-,-,-,-,-,-,-,-,-,47,31,-,2,8,1
S00162462,86,57,36,14,22,1,-,1,18,7,13,-,1,1,1,-,-,-,-,-,-,-,-,28,15,1,4,2,2
S00162463,129,89,64,24,44,8,1,7,15,3,15,2,2,2,1,2,-,-,-,-,-,-,-,41,37,2,-,-,1
S00162464,130,86,61,19,42,12,4,10,14,7,4,1,-,-,-,-,-,-,-,-,-,-,-,45,31,5,2,5,-
S00162465,127,67,47,13,34,6,1,5,11,6,4,3,1,1,-,2,-,-,-,-,-,-,-,57,45,1,5,2,6
S00162466,69,38,27,8,19,2,-,2,8,5,2,-,-,-,-,-,-,-,-,-,-,-,-,31,22,2,3,2,2
S00162467,89,63,53,14,39,4,1,3,6,-,5,2,-,-,-,-,-,-,-,-,-,-,-,25,16,-,1,2,1
S00162468,63,34,24,8,18,2,-,2,8,3,3,-,-,-,-,-,-,-,-,-,-,-,-,29,25,-,1,2,3
S00162469,94,55,47,21,26,2,-,2,5,1,4,1,-,-,-,-,-,-,-,-,-,-,-,39,27,1,4,1,6
S00162470,72,48,40,10,30,2,-,2,4,-,-,2,1,1,1,-,-,-,-,-,-,-,-,23,17,3,1,-,2
S00162471,105,61,46,22,27,1,-,1,11,4,7,2,2,2,2,-,-,-,-,-,-,-,-,43,21,6,3,12,1
S00162472,87,69,49,8,41,3,-,3,14,4,10,4,-,-,-,-,-,-,-,-,-,-,-,18,15,1,1,1,-
S00162473,90,42,27,9,18,4,-,2,13,4,9,-,-,-,-,-,-,-,-,-,-,-,-,48,37,2,8,4,-
S00162474,89,32,24,6,19,5,-,5,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,57,51,2,3,1,1
S00162475,91,52,44,14,29,-,-,-,10,4,4,1,4,4,4,-,-,-,-,-,-,-,-,33,17,2,1,13,1
S00162476,70,35,20,8,12,3,-,3,15,5,6,1,1,1,1,-,-,-,-,-,-,-,-,38,28,-,3,1,1
S00162477,98,47,37,8,29,2,-,2,7,-,7,1,6,3,3,-,-,-,-,3,2,-,-,49,34,-,5,11,-
S00162478,70,37,23,9,14,3,3,-,10,5,5,2,1,-,-,-,-,-,-,1,-,1,-,36,28,-,1,4,-
S00162479,101,65,42,11,31,2,-,2,14,5,9,6,-,-,-,-,-,-,-,-,-,-,-,36,22,1,3,8,2
S00162480,54,29,20,7,13,2,2,1,4,-,1,4,2,1,-,1,-,-,-,-,-,-,1,23,18,1,2,2,2
S00162481,125,77,51,13,38,5,-,5,16,9,12,4,3,3,2,1,-,-,-,-,-,-,-,48,41,1,6,-,-
S00162482,115,52,41,13,28,-,-,-,10,3,7,-,1,-,-,-,-,-,-,-,-,-,1,62,49,3,8,1,3
S00162483,124,59,42,13,28,3,-,3,13,5,8,1,2,2,2,-,-,-,-,1,-,1,-,62,52,4,2,6,-
S00162484,101,61,44,12,32,4,-,4,12,3,9,3,2,-,-,-,-,-,-,-,-,-,2,35,24,3,3,4,2
S00162485,92,60,47,8,39,2,-,2,9,3,7,2,-,-,-,-,-,-,-,-,-,-,-,36,24,-,-,1,5
S00162486,119,69,50,9,41,3,1,2,16,7,9,-,3,3,3,-,-,-,-,-,-,-,-,48,34,-,8,-,4
S00162487,88,50,42,12,28,2,-,2,10,1,8,-,3,3,3,-,-,-,-,-,-,-,-,35,22,1,5,7,-
S00162488,122,64,52,31,24,1,-,1,7,4,1,8,2,1,1,-,-,-,-,-,-,-,1,56,20,2,18,12,2
S00162489,54,35,26,7,18,3,-,3,6,3,3,-,-,-,-,-,-,-,-,-,-,-,-,23,14,-,3,3,1
S00162490,93,42,36,14,22,-,-,-,6,1,5,-,1,-,-,-,-,-,-,-,-,-,1,42,37,-,4,3,-
S00162491,94,53,44,16,28,-,-,-,7,3,4,2,5,5,5,-,-,-,-,-,-,-,-,35,9,3,8,13,2
S00162492,69,30,26,15,11,-,-,-,1,1,-,1,3,3,3,-,-,-,-,-,-,-,-,40,19,2,4,10,1
S00162493,113,76,56,15,41,6,3,4,12,3,9,2,1,1,1,-,-,-,-,-,-,-,-,36,27,3,1,3,2
S00162494,78,47,37,7,30,-,-,-,4,2,2,2,3,3,2,1,-,-,-,-,-,-,-,31,22,4,1,1,-
S00162495,81,39,32,8,24,-,-,-,4,-,4,4,-,-,-,-,-,-,-,-,-,-,-,43,35,-,4,2,2
S00162496,141,76,47,17,30,6,1,5,20,4,16,3,4,3,3,-,-,-,-,-,-,-,1,61,45,3,2,6,5
S00162497,112,58,53,16,37,-,-,-,4,-,3,1,-,-,-,-,-,-,-,-,-,-,-,57,42,-,4,6,5
S00162498,63,45,37,7,30,1,-,1,10,4,3,-,1,1,1,-,-,-,-,-,-,-,-,17,16,2,2,-,1
S00162499,128,86,50,17,33,3,-,3,23,10,13,7,2,2,2,-,-,-,-,-,-,-,-,43,34,-,4,2,-
S00162500,108,66,41,12,29,3,-,3,19,5,14,3,1,-,-,-,-,-,-,-,-,-,1,41,29,1,5,6,2
S00162501,105,71,45,11,34,2,-,2,21,10,11,2,-,-,-,-,-,-,-,-,-,-,-,36,22,-,1,-,5
S00162502,127,74,65,22,44,-,-,-,5,1,4,2,3,3,3,-,-,-,-,-,-,-,-,50,21,6,7,14,1
S00162503,99,48,41,17,24,-,-,-,2,-,2,5,1,-,-,-,-,-,-,-,-,-,1,47,13,8,5,17,7
S00162504,98,43,35,16,21,1,-,1,7,3,4,-,2,2,-,2,-,-,-,-,-,-,-,53,45,3,1,2,4
S00162505,75,42,31,11,20,3,-,3,5,6,1,3,2,2,2,-,-,-,-,-,-,-,-,32,7,3,7,13,4
S00162506,95,58,52,26,30,3,-,3,5,-,5,2,4,4,4,-,-,-,-,-,-,-,-,31,26,2,2,2,1
S00162507,146,38,33,7,28,-,-,-,4,4,-,1,4,1,1,1,-,-,-,-,-,-,2,103,97,-,-,3,3
S00162508,102,61,36,10,28,3,-,2,22,7,15,1,1,1,1,-,-,-,-,-,-,-,-,40,33,-,1,3,4
S00162509,111,64,54,23,31,-,-,-,8,5,3,2,-,-,-,-,-,-,-,-,-,-,-,50,40,4,1,4,1
S00162510,125,69,48,18,37,6,1,4,9,4,5,2,-,-,-,-,-,-,-,-,-,-,-,57,44,-,6,1,2
S00162511,85,56,36,12,24,5,-,5,12,3,9,-,2,2,-,2,-,-,-,-,-,-,-,31,16,9,-,3,4
S00162512,93,53,46,18,27,1,-,1,7,1,6,-,1,1,1,-,-,-,-,-,-,-,-,42,28,2,3,2,4
S00162513,61,42,29,8,23,4,-,4,3,1,-,-,3,3,1,-,-,-,-,-,-,-,-,14,8,-,5,-,4
S00162514,88,83,73,12,61,1,-,1,2,-,2,4,1,1,1,-,-,-,-,-,-,-,-,4,-,-,1,2,-
S00162515,83,65,57,12,42,4,-,4,4,3,2,1,-,-,-,-,-,-,-,-,-,-,-,16,8,1,1,4,1
S00162516,52,45,39,9,32,1,1,-,5,3,2,-,1,1,1,-,-,-,-,-,-,-,-,6,1,-,-,1,4
S00162517,108,67,48,12,36,-,-,-,5,-,6,12,3,3,3,-,-,-,-,-,-,-,-,38,17,6,10,2,3
S00162518,126,70,61,14,47,2,-,2,5,-,4,2,3,3,2,1,-,-,-,-,-,-,-,51,42,-,2,5,5
S00162519,103,46,45,11,34,-,-,-,2,2,-,-,4,4,4,-,-,-,-,-,-,-,-,53,38,3,2,5,6
S00162520,71,41,35,8,27,-,-,-,2,1,-,3,1,1,1,-,-,-,-,-,-,-,-,31,5,7,8,8,-
S00162521,85,40,37,15,22,1,1,-,6,1,3,2,2,2,2,-,-,-,-,-,-,-,-,39,35,1,1,-,-
S00162522,87,68,59,17,42,3,-,3,7,1,6,-,-,-,-,-,-,-,-,-,-,-,-,14,15,-,2,1,1
S00162523,137,92,79,23,56,3,-,3,9,3,7,1,1,1,1,-,-,-,-,-,-,-,-,44,31,5,2,5,-
S00162524,71,51,41,11,28,1,1,-,-,-,-,6,2,1,1,-,-,-,-,-,-,-,1,20,5,2,8,1,1
S00162525,86,68,59,14,45,1,-,1,6,3,3,2,4,4,1,2,-,-,-,-,-,-,-,16,11,1,-,5,-
S00162526,87,56,41,20,21,3,-,3,6,-,6,6,4,1,-,1,-,-,-,-,-,-,4,27,4,1,11,9,2
S00162527,78,41,26,7,19,-,-,-,6,-,5,9,2,1,-,1,-,-,-,-,-,-,2,35,12,1,13,7,2
S00162528,89,47,40,12,28,-,-,-,3,3,2,4,-,-,-,-,-,-,-,-,-,-,-,42,25,-,8,8,2
S00162529,84,47,40,12,31,1,1,-,4,1,6,1,1,1,1,-,-,-,-,-,-,-,-,35,22,1,3,4,-
