Scotland's Census 2022 - National Records of Scotland
Table UV704 - Distance travelled to place of study
All people aged 4 and over studying the week before the census
,"All people aged 4 and over studying the week before the census","Mainly study from home","Less than 2km","2km to less than 5km","5km to less than 10km","10km to less than 20km","20km to less than 30km","30km to less than 40km","40km to less than 60km","60km and over","Other - No fixed place of study or studying outside the UK"
"S00155588",2,2,-,-,-,-,-,-,-,-,-
"S00155589",14,4,8,1,-,2,-,-,-,-,-
"S00155590",12,4,4,2,-,-,1,-,-,-,-
"S00155591",22,1,18,-,-,3,1,-,-,-,-
"S00155592",11,4,2,-,1,2,1,-,1,-,-
"S00155593",10,6,4,1,-,-,-,-,-,-,-
"S00155594",18,5,10,3,1,-,-,-,-,-,-
"S00155595",10,-,10,-,-,-,-,-,-,-,-
"S00155596",18,2,7,-,5,-,-,-,-,-,-
"S00155597",8,1,2,-,-,-,1,1,-,-,-
"S00155598",42,12,14,2,7,7,-,1,4,-,-
"S00155599",12,2,8,-,1,-,1,-,-,-,-
"S00155600",11,1,6,-,-,1,2,-,1,-,-
"S00155601",21,1,21,-,-,1,-,1,-,-,-
"S00155602",10,1,5,1,-,-,-,-,-,-,-
"S00155603",23,1,17,1,-,2,-,-,-,-,-
"S00155604",17,4,9,1,2,1,-,-,-,-,-
"S00155605",20,5,14,2,-,-,-,-,-,-,-
"S00155606",4,2,-,-,-,-,-,-,-,-,1
"S00155607",20,1,13,3,-,-,4,-,-,1,-
"S00155608",8,3,5,-,-,-,-,-,-,-,-
"S00155609",22,1,18,1,4,-,-,-,-,-,-
"S00155610",9,-,7,2,-,-,-,-,-,-,-
"S00155611",19,3,13,3,-,-,1,-,-,-,-
"S00155612",4,3,2,-,-,-,-,-,-,-,-
"S00155613",10,4,2,-,5,1,-,-,-,-,-
"S00155614",7,3,2,1,-,2,-,-,-,-,-
"S00155615",8,5,1,-,-,-,-,-,-,-,-
"S00155616",14,5,4,-,1,-,2,-,-,-,-
"S00155617",21,2,16,-,-,2,-,-,-,-,-
"S00155618",12,3,2,4,1,1,-,-,-,-,-
"S00155619",10,2,5,4,-,-,-,-,-,-,-
"S00155620",14,3,11,1,-,-,-,-,1,-,-
"S00155621",18,5,9,-,3,-,1,-,-,-,-
"S00155622",24,3,12,4,3,-,-,1,-,1,-
"S00155623",16,6,2,2,1,4,-,-,1,-,-
"S00155624",7,-,2,2,-,-,1,-,-,-,-
"S00155625",24,9,10,1,4,-,3,-,-,-,-
"S00155626",17,2,8,5,-,1,1,-,-,-,-
"S00155627",8,4,6,-,-,-,1,-,1,-,-
"S00155628",23,7,8,3,2,-,2,1,1,-,-
"S00155629",31,3,20,1,1,3,-,-,-,-,-
"S00155630",15,7,4,-,-,-,-,-,4,-,-
"S00155631",18,3,14,-,-,-,1,-,-,-,-
"S00155632",21,4,10,-,-,4,2,-,-,-,-
"S00155633",25,6,16,1,-,-,1,-,-,-,-
"S00155634",14,-,9,1,-,3,-,-,-,1,-
"S00155635",9,3,5,-,-,-,2,-,-,-,-
"S00155636",10,5,-,-,-,5,-,-,-,-,-
"S00155637",23,5,11,4,-,1,-,-,1,1,-
"S00155638",10,-,6,-,-,3,2,-,-,-,-
"S00155639",27,6,12,3,4,-,-,-,-,-,-
"S00155640",10,-,4,-,1,1,2,-,1,-,-
"S00155641",8,5,1,1,-,-,-,-,1,-,-
"S00155642",8,4,1,-,-,-,-,-,-,-,1
"S00155643",25,5,10,2,-,3,4,1,-,-,-
"S00155644",6,1,3,-,-,1,2,-,-,-,-
"S00155645",18,-,17,-,-,-,-,-,-,-,-
"S00155646",12,5,3,2,-,1,-,-,-,-,-
"S00155647",13,-,6,3,4,1,1,-,-,-,-
"S00155648",10,1,7,-,-,-,-,2,-,-,-
"S00155649",10,1,8,-,-,1,-,-,-,-,-
"S00155650",14,3,9,2,-,-,-,-,-,-,-
"S00155651",30,15,7,2,1,1,-,1,-,-,-
"S00155652",27,3,19,2,2,-,-,1,-,-,-
"S00155653",11,7,3,-,-,-,1,-,-,-,-
"S00155654",5,1,2,-,-,1,1,-,-,-,-
"S00155655",54,12,29,6,4,5,1,-,-,2,-
"S00155656",20,2,13,1,1,3,1,-,2,-,-
"S00155657",31,5,20,-,1,4,1,-,-,-,-
"S00155658",16,1,11,-,3,-,-,-,1,-,-
"S00155659",6,1,4,1,-,-,-,-,-,-,-
"S00155660",33,2,11,-,16,-,-,4,-,-,-
"S00155661",22,-,-,22,-,-,-,-,-,-,-
"S00155662",21,3,11,4,1,1,-,-,-,-,-
"S00155663",2,1,-,-,-,1,-,-,-,-,-
"S00155664",16,4,6,2,1,1,1,-,-,-,-
"S00155665",13,1,4,-,9,-,-,-,-,-,-
"S00155666",35,17,14,1,-,3,-,-,-,-,-
"S00155667",16,-,5,4,-,4,1,-,-,-,-
"S00155668",26,7,16,-,-,1,3,-,-,-,-
"S00155669",32,11,15,2,3,1,-,-,-,-,-
"S00155670",22,2,16,1,2,2,1,-,-,-,-
"S00155671",10,-,-,4,-,1,2,-,-,-,-
"S00155672",17,2,14,-,-,1,-,1,-,-,-
"S00155673",13,5,4,3,1,-,-,-,-,-,-
"S00155674",19,6,9,3,-,1,-,-,-,-,-
"S00155675",27,9,12,3,-,1,3,-,-,-,-
"S00155676",28,14,16,1,-,2,-,1,-,-,-
"S00155677",30,5,17,4,2,-,-,1,-,-,-
"S00155678",37,10,17,3,2,1,-,4,1,-,-
"S00155679",28,4,10,7,-,-,1,-,-,-,-
"S00155680",35,9,24,-,1,1,-,-,-,-,-
"S00155681",13,4,7,1,-,-,2,-,1,-,-
"S00155682",7,-,3,2,-,3,-,-,-,-,-
"S00155683",32,14,10,3,1,2,2,-,-,-,-
"S00155684",15,6,4,4,2,-,-,-,-,-,-
"S00155685",50,5,35,2,-,13,-,-,-,-,-
"S00155686",19,9,6,-,3,-,-,-,-,-,-
"S00155687",20,4,9,4,1,1,-,2,-,-,-
"S00155688",9,-,5,2,-,3,-,-,-,-,-
"S00155689",6,1,4,-,-,-,1,-,-,-,-
"S00155690",20,6,11,-,-,2,-,2,-,-,-
"S00155691",1,-,-,1,-,-,-,-,-,-,-
"S00155692",14,-,8,-,-,2,-,-,-,4,-
"S00155693",34,10,4,14,1,1,-,2,-,-,-
"S00155694",20,1,-,17,2,1,-,-,-,-,-
"S00155695",15,2,7,2,3,1,-,-,-,-,-
"S00155696",16,1,9,4,-,1,-,-,-,-,-
"S00155697",5,5,-,-,-,-,-,-,-,-,-
"S00155698",14,3,4,3,-,3,1,-,-,-,-
"S00155699",6,-,-,4,2,-,-,-,-,-,-
"S00155700",11,5,3,4,-,-,-,-,-,-,-
"S00155701",16,-,-,15,-,-,1,-,-,-,-
"S00155702",11,1,-,4,3,3,-,1,-,-,-
"S00155703",6,-,3,4,-,-,-,-,-,-,-
"S00155704",36,5,22,10,1,-,-,-,1,-,-
"S00155705",24,7,12,5,-,-,-,4,-,-,-
"S00155706",6,-,-,4,2,-,-,-,-,-,-
"S00155707",11,-,-,10,-,1,-,-,-,-,-
"S00155708",10,2,2,6,-,-,-,-,-,-,-
"S00155709",29,9,9,2,-,4,2,-,2,1,-
"S00155710",24,7,9,7,2,-,-,-,-,-,-
"S00155711",29,3,-,19,4,-,-,1,-,-,-
"S00155712",6,1,-,4,-,4,-,-,-,-,-
"S00155713",12,-,4,1,-,4,-,-,-,-,-
"S00155714",11,4,6,-,-,-,-,-,-,-,-
"S00155715",11,4,7,3,-,1,-,-,-,-,-
"S00155716",15,4,5,3,-,1,-,1,-,-,-
"S00155717",55,9,12,7,21,2,2,1,2,-,-
"S00155718",15,4,2,8,1,-,-,-,-,-,-
"S00155719",49,21,6,13,1,6,-,-,-,-,-
"S00155720",25,6,6,4,3,3,1,-,1,1,-
"S00155721",7,2,2,2,-,3,-,-,-,-,-
"S00155722",26,3,7,1,11,6,-,-,-,-,-
"S00155723",24,6,11,8,-,-,-,-,-,-,-
"S00155724",20,1,2,5,8,3,-,2,-,-,-
"S00155725",30,1,24,7,-,1,-,-,-,-,-
"S00155726",10,-,5,4,-,-,-,-,-,-,-
"S00155727",19,-,5,-,10,4,-,-,-,-,-
"S00155728",17,2,8,2,6,2,-,-,-,-,-
"S00155729",11,6,4,-,1,2,-,-,1,-,-
"S00155730",20,6,6,7,-,-,1,-,-,-,-
"S00155731",27,4,11,5,1,5,1,-,-,-,-
"S00155732",17,3,3,4,4,3,-,-,1,-,-
"S00155733",6,-,-,-,-,2,4,-,-,-,-
"S00155734",25,6,6,5,5,2,-,-,-,-,-
"S00155735",5,2,1,-,3,-,-,-,-,-,-
"S00155736",9,2,7,1,-,2,-,-,-,-,-
"S00155737",10,1,1,2,-,2,1,4,1,-,-
"S00155738",23,4,4,10,-,6,-,-,-,-,-
"S00155739",20,1,12,4,-,3,2,4,-,-,-
"S00155740",4,-,-,-,3,-,1,-,1,-,-
"S00155741",11,3,5,-,2,2,-,-,-,-,-
"S00155742",5,-,-,1,3,-,-,-,-,-,-
"S00155743",17,1,7,8,-,1,-,-,-,-,-
"S00155744",27,2,7,-,14,2,2,-,-,2,-
"S00155745",14,4,2,3,4,1,-,-,1,-,-
"S00155746",19,3,8,6,-,-,1,-,1,-,-
"S00155747",7,5,-,2,-,-,-,-,-,-,-
"S00155748",17,3,9,2,3,-,-,-,-,-,-
"S00155749",16,-,6,7,-,-,-,-,-,-,-
"S00155750",34,9,12,-,10,2,2,-,2,-,-
"S00155751",12,4,4,3,-,-,-,-,-,-,-
"S00155752",26,8,4,2,5,4,1,1,1,-,-
"S00155753",18,2,6,1,3,3,1,2,-,-,-
"S00155754",57,7,2,34,3,4,-,-,2,-,-
"S00155755",19,1,11,8,-,1,2,-,-,-,-
"S00155756",10,-,4,3,2,1,2,-,-,-,-
"S00155757",43,9,15,-,10,5,1,-,-,-,-
"S00155758",10,-,3,6,-,-,-,-,-,-,-
"S00155759",15,5,4,1,3,-,-,-,-,-,-
"S00155760",17,5,7,-,5,-,-,-,-,-,-
"S00155761",29,3,4,-,10,7,3,-,-,-,-
"S00155762",47,8,14,-,18,1,3,-,-,-,-
"S00155763",12,3,4,-,2,-,-,-,-,-,-
"S00155764",9,2,2,1,2,-,-,1,-,-,-
"S00155765",11,3,3,-,3,1,-,-,-,-,-
"S00155766",14,2,4,-,8,-,1,-,-,-,-
"S00155767",19,2,10,-,10,-,-,-,-,-,-
"S00155768",25,4,-,7,6,-,4,-,2,1,-
"S00155769",32,3,8,15,3,-,-,-,-,-,-
"S00155770",25,5,15,2,-,-,1,-,-,-,-
"S00155771",19,3,2,2,7,-,3,-,-,-,-
"S00155772",18,2,6,4,-,2,1,-,1,-,-
"S00155773",40,15,7,2,15,-,-,-,-,-,-
"S00155774",29,3,7,3,5,8,2,-,-,-,1
"S00155775",11,2,6,-,-,-,-,-,-,-,-
"S00155776",13,4,1,7,2,-,-,-,-,-,-
"S00155777",65,11,2,41,1,7,1,2,-,-,-
"S00155778",11,1,1,5,1,2,3,-,1,-,-
"S00155779",18,3,9,2,5,2,1,-,-,-,-
"S00155780",28,2,12,5,3,4,-,2,1,-,-
"S00155781",22,-,10,6,1,1,1,1,1,-,-
"S00155782",19,8,6,-,1,3,-,-,-,-,-
"S00155783",-,-,-,-,-,-,-,-,-,-,-
"S00155784",23,9,7,4,-,-,-,-,2,1,-
"S00155785",8,2,5,3,-,-,-,-,-,-,-
"S00155786",15,1,5,6,5,-,-,-,-,-,-
"S00155787",16,5,4,5,-,1,-,-,1,-,-
"S00155788",20,5,9,-,4,8,-,-,-,-,-
"S00155789",11,-,1,2,3,-,4,-,1,-,-
"S00155790",25,2,7,4,9,-,1,-,-,-,-
"S00155791",34,13,17,-,4,2,-,1,-,-,-
"S00155792",25,4,16,3,-,-,3,-,-,-,-
"S00155793",18,-,9,-,6,1,-,-,-,-,-
"S00155794",14,1,3,-,13,-,1,-,2,-,-
"S00155795",26,5,5,7,6,-,-,-,2,-,-
"S00155796",29,2,10,9,-,-,2,1,1,-,-
"S00155797",35,5,17,4,5,1,2,-,-,-,-
"S00155798",14,7,4,2,-,-,1,-,-,-,-
"S00155799",23,9,4,8,3,-,1,-,-,-,-
"S00155800",31,6,10,11,1,-,-,-,-,-,-
"S00155801",5,-,2,2,-,-,-,-,-,-,-
"S00155802",12,-,5,4,2,-,2,-,-,-,-
"S00155803",51,8,16,-,21,-,-,-,-,-,-
"S00155804",7,3,2,1,-,-,1,-,-,-,-
"S00155805",29,4,21,2,2,-,-,-,-,-,-
"S00155806",20,1,8,7,-,-,-,1,-,-,-
"S00155807",24,8,8,5,-,-,-,-,-,-,-
"S00155808",32,11,11,-,6,-,4,-,-,-,-
"S00155809",16,-,17,3,-,1,-,-,-,-,-
"S00155810",18,5,5,5,1,-,2,-,-,-,-
"S00155811",6,-,4,4,-,-,-,-,-,-,-
"S00155812",19,1,7,2,6,-,1,-,1,-,-
"S00155813",7,-,2,1,-,1,-,1,-,-,-
"S00155814",8,1,2,-,-,4,1,-,-,-,-
"S00155815",7,-,3,4,-,2,-,-,-,-,-
"S00155816",4,1,-,1,1,-,1,-,-,-,-
"S00155817",18,2,5,10,-,-,2,-,-,-,-
"S00155818",36,7,14,9,4,1,1,2,-,-,-
"S00155819",37,8,26,4,-,-,-,-,1,-,-
"S00155820",32,1,12,15,1,2,2,-,-,-,-
"S00155821",15,5,4,2,-,-,3,-,1,-,-
"S00155822",36,6,17,10,-,1,-,-,1,-,-
"S00155823",40,6,10,14,1,6,-,-,1,1,-
"S00155824",19,3,7,4,3,3,-,-,1,-,-
"S00155825",44,10,15,9,4,4,2,-,-,-,-
"S00155826",23,5,7,4,2,2,-,1,-,-,-
"S00155827",12,3,4,-,-,-,2,1,-,-,-
"S00155828",11,-,5,3,3,-,-,-,-,-,-
"S00155829",28,13,4,7,-,4,-,-,-,-,-
"S00155830",10,-,5,-,-,1,2,-,-,-,-
"S00155831",39,5,20,8,-,-,1,-,1,-,-
"S00155832",42,4,-,35,-,4,-,1,-,-,-
"S00155833",29,2,22,2,-,-,-,-,-,-,-
"S00155834",17,6,5,3,2,-,-,-,1,-,-
"S00155835",37,1,22,12,-,1,-,-,-,-,-
"S00155836",3,3,-,-,-,-,-,-,-,-,-
"S00155837",7,4,-,-,-,1,-,-,1,-,-
"S00155838",19,6,3,5,-,1,2,1,2,-,-
"S00155839",11,1,9,-,-,-,1,-,-,-,-
"S00155840",7,2,2,1,1,-,-,-,-,-,-
"S00155841",12,4,5,-,-,-,2,-,1,-,-
"S00155842",13,2,8,2,1,-,-,-,-,-,-
"S00155843",16,1,4,6,1,-,-,-,4,-,-
"S00155844",16,4,10,3,-,-,-,-,-,-,-
"S00155845",11,3,5,2,-,1,-,-,-,-,-
"S00155846",33,3,21,5,-,-,-,-,-,-,-
"S00155847",18,2,7,9,-,-,-,-,-,-,-
"S00155848",37,4,14,11,1,2,2,1,-,-,-
"S00155849",47,6,29,-,2,2,3,1,1,-,-
"S00155850",22,2,13,1,-,3,-,-,-,-,-
"S00155851",11,1,6,3,-,2,-,-,-,-,-
"S00155852",23,4,7,11,4,1,-,-,-,-,-
"S00155853",23,-,17,3,-,-,4,-,1,-,-
"S00155854",4,-,1,2,-,-,-,-,-,-,-
"S00155855",11,3,6,1,-,-,-,-,2,-,-
"S00155856",11,3,4,1,-,1,1,-,-,-,-
"S00155857",22,-,15,3,-,1,-,-,2,-,-
"S00155858",26,11,13,2,-,-,-,-,-,-,-
"S00155859",38,10,19,11,4,1,-,-,-,-,-
"S00155860",2,-,1,-,-,-,1,-,-,-,-
"S00155861",10,3,8,-,-,-,3,-,-,-,-
"S00155862",39,7,23,6,-,1,2,-,-,-,-
"S00155863",14,2,-,1,3,1,1,-,1,-,-
"S00155864",26,4,15,4,2,-,-,-,-,-,-
"S00155865",19,-,17,1,1,1,1,-,-,-,-
"S00155866",9,1,4,-,-,-,4,-,1,-,-
"S00155867",54,6,40,2,-,-,2,-,1,-,-
"S00155868",11,5,4,-,1,-,1,-,1,1,-
"S00155869",23,1,19,-,-,3,1,-,1,-,-
"S00155870",12,2,9,-,-,-,1,-,-,-,-
"S00155871",23,-,18,1,1,-,1,-,1,-,-
"S00155872",33,11,11,1,2,4,3,2,-,-,-
"S00155873",13,1,8,1,2,1,-,-,-,-,-
"S00155874",10,3,1,4,-,-,-,-,-,-,-
"S00155875",27,1,13,-,-,4,4,-,3,2,-
"S00155876",53,4,20,28,1,1,3,-,-,-,-
"S00155877",4,-,4,-,-,1,-,-,-,-,-
"S00155878",32,17,11,7,1,-,-,1,-,1,-
"S00155879",7,4,2,2,-,-,-,-,-,-,-
"S00155880",26,6,6,2,1,4,2,1,4,-,-
"S00155881",21,1,11,4,-,2,-,-,2,-,-
"S00155882",41,12,16,12,-,2,-,-,2,-,-
"S00155883",9,-,1,-,3,-,1,-,1,-,-
"S00155884",15,1,8,3,-,-,2,-,-,-,-
"S00155885",17,7,5,3,1,2,2,1,-,-,-
"S00155886",11,3,4,-,-,4,-,-,-,-,-
"S00155887",22,6,11,-,1,-,-,-,3,-,-
"S00155888",7,-,3,4,1,-,1,-,-,-,-
"S00155889",17,-,9,6,-,1,-,-,2,-,-
"S00155890",44,12,17,8,1,4,-,-,-,-,-
"S00155891",8,2,1,-,-,7,-,-,-,-,-
"S00155892",11,1,8,-,-,-,-,-,-,-,-
"S00155893",15,1,5,5,-,-,4,-,1,-,-
"S00155894",9,2,6,-,-,1,-,-,-,-,-
"S00155895",11,4,1,-,2,1,-,3,2,-,-
"S00155896",38,7,16,11,-,-,3,-,-,-,-
"S00155897",20,3,11,1,-,2,2,-,-,-,-
"S00155898",23,5,14,4,-,-,1,-,-,-,-
"S00155899",12,2,6,2,-,1,-,-,-,-,-
"S00155900",15,1,7,4,1,-,1,-,2,-,-
"S00155901",11,3,1,3,-,-,2,-,1,-,-
"S00155902",16,4,10,-,-,-,2,-,-,-,1
"S00155903",22,3,14,3,-,-,1,-,2,-,-
"S00155904",12,3,7,-,-,-,-,-,-,-,-
"S00155905",8,3,1,-,-,1,-,-,2,-,-
"S00155906",21,2,6,5,2,3,4,-,-,-,-
"S00155907",11,-,9,2,-,-,-,-,-,-,-
"S00155908",18,1,13,1,-,-,1,2,-,-,-
"S00155909",20,-,10,4,-,-,1,1,3,-,-
"S00155910",-,-,-,-,-,-,-,-,-,-,-
"S00155911",10,-,7,-,-,1,-,-,-,-,-
"S00155912",8,-,3,1,-,-,-,-,-,-,-
"S00155913",14,1,6,5,-,-,-,-,-,1,-
"S00155914",19,5,3,-,3,7,-,1,-,-,-
"S00155915",27,-,19,3,-,-,4,-,1,-,-
"S00155916",16,8,5,3,-,-,-,-,-,-,-
"S00155917",11,4,4,1,-,1,-,-,1,-,-
"S00155918",10,1,7,1,-,-,-,-,1,-,-
"S00155919",6,-,3,-,-,1,1,-,1,-,-
"S00155920",21,4,7,4,2,-,-,-,-,-,-
"S00155921",14,2,6,6,-,-,-,-,-,-,-
"S00155922",14,4,4,2,-,-,1,-,-,-,-
"S00155923",24,1,11,4,4,1,2,-,-,-,-
"S00155924",8,1,6,-,-,2,-,-,2,-,-
"S00155925",8,1,5,-,1,-,1,-,-,-,-
"S00155926",27,1,22,2,1,-,1,-,-,-,-
"S00155927",13,4,8,-,-,-,-,-,-,-,-
"S00155928",6,3,2,-,1,-,-,-,-,-,-
"S00155929",8,1,4,1,-,-,-,-,2,-,-
"S00155930",16,2,6,4,1,-,1,-,-,-,-
"S00155931",7,1,4,1,2,-,-,-,-,-,-
"S00155932",11,2,6,1,-,2,-,-,-,-,-
"S00155933",22,14,5,-,-,4,1,-,1,-,-
"S00155934",14,3,5,-,-,-,3,2,1,-,-
"S00155935",21,7,9,-,1,-,-,-,1,-,-
"S00155936",17,2,7,5,1,1,-,-,-,-,-
"S00155937",15,3,4,-,-,2,1,-,-,-,-
"S00155938",28,3,11,11,1,-,2,-,-,-,-
"S00155939",16,4,10,-,-,-,-,-,-,-,-
"S00155940",4,2,-,-,-,-,-,-,-,-,-
"S00155941",12,-,3,3,1,1,4,-,-,-,-
"S00155942",10,1,1,4,-,2,2,1,-,-,-
"S00155943",11,2,5,2,-,2,1,1,-,-,-
"S00155944",16,-,10,2,-,-,-,3,3,-,-
"S00155945",22,4,14,3,-,2,-,-,-,-,-
"S00155946",17,-,14,2,-,-,2,-,-,-,-
"S00155947",6,-,2,-,-,-,-,1,1,-,-
"S00155948",11,6,3,-,1,1,-,-,-,-,-
"S00155949",6,-,3,2,1,-,-,-,1,-,-
"S00155950",15,1,7,-,1,5,-,-,-,-,-
"S00155951",12,1,8,-,1,1,-,-,-,-,-
"S00155952",8,1,5,-,-,-,-,1,1,-,-
"S00155953",19,-,13,4,-,2,1,-,-,-,-
"S00155954",8,1,7,2,-,-,-,-,1,-,-
"S00155955",19,2,6,-,2,5,-,-,-,-,-
"S00155956",15,-,9,2,1,-,1,-,-,-,-
"S00155957",30,-,21,1,-,6,1,-,-,-,-
"S00155958",13,-,8,5,-,-,-,-,-,-,-
"S00155959",19,2,4,-,-,10,-,2,-,-,-
"S00155960",21,2,11,3,2,2,1,-,-,-,-
"S00155961",5,-,1,-,2,-,1,-,-,-,-
"S00155962",25,4,10,-,1,7,-,2,-,-,-
"S00155963",27,1,19,4,-,2,1,-,-,-,-
"S00155964",22,2,9,11,2,2,1,-,1,-,-
"S00155965",50,7,30,9,1,2,1,-,-,-,-
"S00155966",31,5,11,12,4,-,-,-,-,-,-
"S00155967",40,8,13,7,-,3,4,-,4,-,-
"S00155968",69,8,25,20,3,9,2,-,1,-,-
"S00155969",27,-,16,2,-,4,1,-,3,-,-
"S00155970",29,4,14,9,1,3,-,-,1,-,-
"S00155971",14,4,4,3,-,1,-,2,4,-,-
"S00155972",5,-,1,5,-,2,-,-,-,-,-
"S00155973",23,4,14,-,1,1,-,-,-,-,-
"S00155974",17,1,9,2,-,1,3,-,1,-,-
"S00155975",23,5,8,2,-,3,1,-,2,1,-
"S00155976",10,-,8,-,-,-,1,-,1,-,-
"S00155977",14,4,7,-,-,-,1,1,2,-,-
"S00155978",34,-,19,5,-,-,2,1,5,-,-
"S00155979",2,1,1,-,-,-,1,-,-,-,-
"S00155980",12,4,5,3,-,1,-,-,-,2,-
"S00155981",6,-,4,-,-,1,-,-,-,-,-
"S00155982",56,12,23,-,2,12,-,1,1,-,-
"S00155983",12,2,9,-,-,-,-,-,-,-,-
"S00155984",16,2,6,-,3,5,-,-,-,-,-
"S00155985",14,2,9,1,-,1,-,-,-,-,-
"S00155986",33,2,24,3,3,-,-,-,-,-,-
"S00155987",53,4,28,12,-,3,2,-,3,2,-
"S00155988",27,3,10,12,-,-,2,-,2,-,-
"S00155989",12,6,1,2,-,2,1,-,-,-,-
"S00155990",25,7,15,2,-,1,1,-,-,-,-
"S00155991",19,-,7,6,-,-,1,-,2,-,-
"S00155992",29,5,10,5,2,2,1,-,1,-,4
"S00155993",22,2,10,1,2,4,2,1,-,-,-
"S00155994",19,4,7,3,1,2,-,-,1,-,-
"S00155995",37,10,12,-,1,11,-,3,1,-,-
"S00155996",38,5,20,6,-,1,2,-,-,-,-
"S00155997",13,-,9,-,-,2,1,1,-,-,-
"S00155998",21,1,13,3,-,4,-,-,1,2,-
"S00155999",31,4,17,6,1,-,2,-,2,-,-
"S00156000",35,6,16,4,1,3,-,3,-,-,-
"S00156001",46,5,29,6,2,4,2,-,-,-,-
"S00156002",4,-,-,-,-,4,-,-,-,-,-
"S00156003",7,-,4,-,-,3,-,-,-,-,-
"S00156004",11,3,7,-,-,-,-,2,-,-,-
"S00156005",6,-,6,-,-,-,-,-,-,-,-
"S00156006",14,2,9,-,-,-,1,1,-,-,-
"S00156007",5,2,1,-,-,-,2,-,-,-,-
"S00156008",75,13,33,24,-,2,2,-,1,-,-
"S00156009",43,3,30,3,-,3,2,-,-,-,-
"S00156010",6,4,-,-,-,-,-,-,-,-,-
"S00156011",16,2,9,-,2,3,-,-,-,-,-
"S00156012",26,1,18,3,-,1,1,-,-,-,-
"S00156013",25,9,10,2,2,3,-,-,-,-,-
"S00156014",12,5,3,-,-,8,1,-,-,-,-
"S00156015",10,5,-,-,1,3,-,-,-,-,-
"S00156016",13,4,5,-,-,1,-,2,-,-,-
"S00156017",71,5,49,6,1,4,2,2,2,-,-
"S00156018",17,2,12,-,-,-,-,-,1,-,-
"S00156019",13,2,6,3,-,-,-,-,-,-,-
"S00156020",24,8,17,2,-,-,-,-,1,-,-
"S00156021",21,4,10,2,-,1,4,-,-,-,-
"S00156022",9,2,3,1,-,-,-,1,-,1,-
"S00156023",14,2,10,-,2,-,3,-,-,-,-
"S00156024",12,3,3,-,-,3,-,-,3,-,-
"S00156025",18,1,17,-,-,-,-,-,-,-,-
"S00156026",23,1,14,3,-,2,1,-,2,-,-
"S00156027",15,1,5,1,-,4,1,1,2,-,-
"S00156028",22,-,9,5,2,1,-,-,1,-,-
"S00156029",11,2,7,-,-,-,2,-,-,-,-
"S00156030",17,1,11,-,-,2,-,-,-,1,-
"S00156031",34,3,14,11,2,3,-,-,-,-,-
"S00156032",10,-,4,2,4,-,-,-,-,-,-
"S00156033",11,-,3,4,-,2,2,-,-,-,-
"S00156034",12,1,6,-,-,2,-,-,1,-,-
"S00156035",15,2,9,1,-,-,1,1,-,-,-
"S00156036",7,-,4,-,-,3,-,-,-,-,-
"S00156037",30,8,12,5,2,1,2,-,-,-,-
"S00156038",21,5,13,1,-,-,-,1,1,-,-
"S00156039",4,-,-,-,-,2,-,1,-,-,-
"S00156040",14,2,7,1,-,-,5,-,2,-,-
"S00156041",14,3,9,2,-,-,-,-,-,-,-
"S00156042",7,-,5,-,-,1,-,-,-,-,-
"S00156043",18,-,13,1,-,2,-,-,1,-,-
"S00156044",9,3,4,2,-,-,-,-,-,-,-
"S00156045",23,1,9,3,2,1,4,-,2,-,-
"S00156046",6,4,3,-,-,-,-,-,-,-,-
"S00156047",55,7,34,6,1,3,2,-,3,-,-
"S00156048",6,2,-,1,4,-,-,-,-,-,-
"S00156049",11,-,4,-,1,3,-,1,2,-,-
"S00156050",34,8,18,3,1,3,-,-,1,-,-
"S00156051",11,-,10,-,-,2,-,-,-,-,-
"S00156052",6,-,2,4,-,-,-,1,-,-,-
"S00156053",8,-,7,-,-,6,-,-,-,-,-
"S00156054",14,2,2,7,1,2,-,-,-,-,-
"S00156055",30,3,18,3,-,4,-,1,-,-,-
"S00156056",11,2,3,5,-,1,2,-,-,-,-
"S00156057",9,2,-,1,2,2,-,1,-,-,-
"S00156058",57,7,41,-,1,2,5,-,-,-,-
"S00156059",23,1,12,6,-,2,-,-,-,1,-
"S00156060",24,1,9,9,2,2,2,-,-,-,-
"S00156061",26,5,8,1,-,8,3,-,-,-,-
"S00156062",69,10,46,13,-,1,-,-,-,-,-
"S00156063",12,-,6,6,-,-,-,1,-,-,-
"S00156064",27,3,15,4,1,4,-,-,-,1,-
"S00156065",35,4,26,4,-,3,-,-,-,-,-
"S00156066",17,2,6,-,1,7,-,-,-,1,-
"S00156067",12,-,3,-,1,6,-,1,-,-,-
"S00156068",13,1,7,1,-,2,2,1,-,-,-
"S00156069",12,3,11,-,-,1,-,1,-,-,-
"S00156070",8,-,2,2,-,-,-,-,-,-,-
"S00156071",18,1,5,11,-,-,-,1,-,-,-
"S00156072",18,1,6,9,-,-,-,-,1,-,-
"S00156073",5,-,4,3,-,-,-,-,-,-,-
"S00156074",42,17,21,4,2,-,2,-,-,-,-
"S00156075",19,1,6,6,3,-,1,-,-,-,-
"S00156076",22,-,13,3,4,1,1,-,-,-,-
"S00156077",45,1,32,2,-,5,5,-,2,-,-
"S00156078",37,9,18,3,2,1,2,-,-,-,-
"S00156079",26,4,9,6,3,3,-,-,-,-,-
"S00156080",51,7,33,5,-,5,1,-,-,-,-
