Scotland's Census 2022 - National Records of Scotland
Table UV211b - British Sign Language (BSL) skills by age (6)
All people aged 3 and over

,"All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","BSL User","BSL User","BSL User","BSL User","BSL User","BSL User","Not a BSL user","Not a BSL user","Not a BSL user","Not a BSL user","Not a BSL user","Not a BSL user"
,"All people aged 3 and over","3 - 15","16 - 24","25 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 49","50 - 64","65 and over"
"S00160425",113,10,14,37,24,24,2,-,-,2,-,-,107,10,14,35,24,24
"S00160426",196,48,14,96,37,5,2,-,-,-,-,2,199,48,14,96,37,4
"S00160427",101,27,9,31,12,22,4,1,1,1,-,-,98,26,10,31,12,22
"S00160428",63,9,9,31,9,5,3,-,2,-,1,-,60,9,10,31,8,5
"S00160429",110,8,11,25,26,35,1,-,-,-,-,1,108,8,11,25,26,31
"S00160430",95,18,5,33,17,26,3,-,-,1,1,2,92,18,5,32,16,21
"S00160431",67,6,6,12,30,22,3,-,-,2,1,-,61,6,6,10,25,22
"S00160432",127,15,7,51,34,17,5,2,-,-,1,-,122,15,7,51,31,17
"S00160433",225,33,45,99,35,12,7,1,1,2,2,-,214,32,43,97,34,12
"S00160434",89,2,12,31,34,10,7,1,-,4,1,-,82,1,12,27,32,10
"S00160435",65,14,1,25,8,11,-,-,-,-,-,-,65,14,1,25,8,11
"S00160436",67,3,5,34,15,8,-,-,-,-,-,-,67,3,5,34,15,8
"S00160437",111,12,3,39,38,15,1,-,-,1,-,-,110,12,3,38,38,15
"S00160438",129,29,10,45,26,11,3,-,-,-,-,2,122,29,10,43,26,10
"S00160439",61,4,7,13,18,16,-,-,-,-,-,-,61,4,7,13,18,16
"S00160440",75,16,7,26,15,13,11,4,1,4,1,1,64,12,4,22,14,12
"S00160441",78,12,8,20,21,27,2,-,-,1,-,-,80,12,8,17,20,27
"S00160442",111,9,17,46,21,18,2,-,-,2,-,-,109,9,17,44,21,18
"S00160443",126,17,16,45,29,18,2,-,-,-,2,-,124,17,16,45,29,18
"S00160444",76,3,1,22,28,21,-,-,-,-,-,-,76,3,1,22,28,21
"S00160445",126,20,16,42,30,18,3,3,-,-,-,-,123,17,16,42,30,18
"S00160446",67,7,1,31,22,6,2,-,-,1,1,-,65,7,1,33,21,6
"S00160447",102,22,14,29,21,13,2,-,1,1,-,-,100,22,13,28,21,13
"S00160448",65,7,8,16,20,12,3,1,1,1,-,-,62,6,7,17,20,12
"S00160449",144,27,10,38,38,31,1,-,-,-,-,1,143,27,10,38,38,30
"S00160450",69,7,4,13,15,30,2,-,-,-,-,2,68,7,4,13,15,29
"S00160451",75,9,2,24,16,23,1,-,-,1,-,-,71,9,2,23,16,23
"S00160452",101,19,3,27,28,22,3,-,-,1,-,1,95,19,3,25,28,21
"S00160453",184,40,8,120,13,3,4,2,-,5,-,-,180,39,8,117,13,3
"S00160454",76,3,5,35,19,15,-,-,-,-,-,-,76,3,5,35,19,15
"S00160455",125,31,11,50,21,12,1,-,-,1,-,-,132,31,11,50,21,12
"S00160456",113,37,10,48,9,9,-,-,-,-,-,-,112,36,10,48,9,9
"S00160457",84,10,13,22,14,19,-,-,-,-,-,-,83,10,13,22,17,19
"S00160458",126,22,7,31,47,15,4,-,1,-,3,-,115,22,6,31,44,15
"S00160459",119,16,10,44,31,19,-,-,-,-,-,-,119,16,10,44,31,19
"S00160460",67,3,6,29,19,13,-,-,-,-,-,-,67,3,6,29,19,13
"S00160461",58,4,7,10,20,21,-,-,-,-,-,-,58,4,7,10,20,21
"S00160462",68,18,4,33,12,1,1,1,-,-,-,-,67,17,4,33,12,1
"S00160463",104,15,9,32,23,27,1,-,-,1,-,-,103,15,9,29,23,27
"S00160464",109,21,12,50,19,7,-,-,-,-,-,-,108,21,12,46,19,7
"S00160465",127,14,23,30,34,22,-,-,-,-,-,-,126,14,23,29,34,22
"S00160466",118,8,18,28,34,30,5,1,-,-,-,1,111,4,18,26,34,28
"S00160467",99,14,10,34,25,13,4,-,4,1,1,-,98,14,8,34,27,13
"S00160468",117,14,12,30,34,30,1,-,-,1,-,-,117,14,12,29,34,30
"S00160469",78,20,8,28,17,6,9,4,-,4,-,-,70,16,8,24,17,6
"S00160470",110,11,7,37,24,31,2,-,-,-,1,1,108,11,7,37,26,34
"S00160471",88,7,1,16,19,45,-,-,-,-,-,-,90,7,1,16,15,45
"S00160472",99,10,12,30,31,17,2,-,-,1,1,-,97,10,12,29,30,17
"S00160473",94,9,9,23,32,22,1,-,-,-,1,-,93,9,9,23,31,22
"S00160474",89,7,14,24,21,23,-,-,-,-,-,-,89,7,14,24,21,23
"S00160475",80,8,8,26,20,18,3,-,1,1,1,-,77,8,7,27,19,18
"S00160476",98,12,15,18,45,8,4,-,1,-,1,-,97,12,14,18,47,8
"S00160477",83,6,13,26,21,13,2,-,-,1,2,-,80,6,13,25,23,13
"S00160478",134,20,8,68,25,15,4,-,-,2,-,1,130,20,5,65,25,13
"S00160479",116,45,6,54,7,4,7,3,-,4,-,-,109,42,6,50,7,4
"S00160480",58,9,10,29,9,1,3,-,-,1,-,-,55,9,10,28,7,1
"S00160481",128,19,13,27,42,20,7,2,1,5,-,-,121,17,15,25,44,20
"S00160482",80,12,6,45,11,9,-,-,-,-,-,-,79,12,6,45,10,9
"S00160483",131,10,17,50,25,29,2,-,-,-,-,2,129,10,17,50,25,25
"S00160484",111,12,11,32,30,27,2,-,-,-,1,-,109,12,11,32,27,27
"S00160485",87,13,9,27,21,17,4,-,-,2,-,-,83,12,9,25,21,16
"S00160486",147,28,14,42,27,37,1,-,-,-,-,1,146,28,14,42,27,36
"S00160487",90,-,2,27,26,38,4,-,-,-,-,-,87,-,2,27,25,33
"S00160488",159,38,23,54,28,15,-,-,-,-,-,-,159,38,23,54,28,15
"S00160489",61,-,2,39,7,12,-,-,-,-,-,-,61,-,2,39,7,12
"S00160490",78,13,5,25,22,14,4,-,-,2,2,-,74,13,5,23,19,14
"S00160491",125,12,4,43,34,32,2,-,-,-,2,-,123,12,4,43,32,32
"S00160492",109,15,7,41,26,24,-,-,-,-,-,-,109,15,7,41,26,24
"S00160493",159,37,25,57,28,15,3,-,-,2,1,-,159,37,25,55,27,15
"S00160494",173,24,17,39,61,31,5,-,-,-,5,-,170,24,17,39,63,31
"S00160495",75,-,1,4,19,49,-,-,-,-,-,-,75,-,1,4,19,49
"S00160496",94,12,4,37,15,29,-,-,-,-,-,-,94,12,4,37,15,29
"S00160497",162,46,8,101,9,2,4,-,-,4,-,-,160,46,8,94,9,2
"S00160498",80,12,6,28,21,17,-,-,-,-,-,-,80,12,6,28,21,17
"S00160499",163,26,27,53,47,13,1,-,-,-,1,-,162,26,27,53,46,13
"S00160500",189,35,36,75,33,10,16,6,3,7,-,-,173,29,33,69,33,10
"S00160501",109,21,11,51,16,7,6,3,-,4,-,-,102,18,11,50,16,7
"S00160502",90,10,12,29,22,15,1,-,-,-,1,-,90,10,12,29,21,15
"S00160503",144,16,20,53,40,14,3,-,-,1,1,-,141,15,20,52,40,14
"S00160504",119,3,13,63,26,14,1,-,-,1,-,-,118,3,13,66,26,14
"S00160505",94,14,7,32,19,22,-,-,-,-,-,-,94,14,7,32,19,22
"S00160506",159,36,22,76,23,3,-,-,-,-,-,-,159,36,22,76,22,3
"S00160507",103,7,15,17,31,33,2,-,-,2,-,-,102,7,15,13,31,33
"S00160508",85,4,10,20,33,22,4,-,-,1,-,-,81,4,10,16,32,22
"S00160509",93,21,17,25,24,9,2,1,-,-,-,2,91,20,17,25,24,8
"S00160510",116,21,7,47,24,14,4,1,-,3,-,-,112,20,7,47,24,14
"S00160511",137,14,13,61,30,17,8,2,-,6,-,-,127,14,13,55,30,17
"S00160512",108,22,9,48,15,14,-,-,-,-,-,-,106,22,9,48,13,14
"S00160513",122,22,9,26,46,20,2,1,-,-,2,-,118,19,9,26,45,20
"S00160514",207,48,12,115,22,8,5,-,-,4,2,-,202,48,12,108,21,8
"S00160515",71,6,6,25,15,19,-,-,-,-,-,-,70,6,6,25,13,19
"S00160516",117,32,17,33,23,12,5,-,1,2,-,-,112,30,16,31,23,12
"S00160517",82,10,1,26,18,25,4,-,-,1,3,-,78,10,1,25,15,25
"S00160518",124,26,9,62,20,8,3,-,-,1,1,-,125,28,9,61,19,8
"S00160519",60,9,4,18,15,14,1,-,-,1,-,-,59,9,4,17,15,14
"S00160520",96,17,13,33,20,15,-,-,-,-,-,-,98,17,13,33,19,15
"S00160521",110,21,12,73,4,-,-,-,-,-,-,-,110,21,12,73,4,-
"S00160522",74,12,10,24,15,16,1,-,-,-,-,1,73,12,10,24,15,15
"S00160523",111,12,8,35,26,27,1,-,2,-,-,1,109,12,7,35,26,26
"S00160524",160,18,9,40,32,57,2,-,-,-,2,-,159,18,9,40,27,57
"S00160525",112,3,18,75,10,5,-,-,-,-,-,-,111,3,18,77,10,5
"S00160526",156,15,12,36,58,39,3,-,-,-,-,-,153,15,12,31,55,39
"S00160527",108,12,12,31,33,20,4,1,-,-,3,-,105,11,12,31,30,20
"S00160528",158,47,17,69,19,6,8,3,-,4,-,-,150,44,16,62,19,6
"S00160529",125,15,4,33,25,47,-,-,-,-,-,-,125,15,4,33,25,47
"S00160530",215,50,16,68,56,32,6,-,-,2,1,1,209,45,16,66,51,28
"S00160531",120,30,11,60,11,8,4,-,-,4,-,-,117,30,11,56,11,8
"S00160532",114,18,8,51,20,17,4,-,-,1,-,-,110,18,8,48,20,16
"S00160533",160,37,21,46,37,14,1,-,-,-,1,-,162,37,21,46,36,14
"S00160534",115,21,14,48,17,16,3,-,1,2,-,-,112,21,12,46,17,16
"S00160535",115,8,3,22,20,57,1,-,-,1,-,-,118,8,3,25,20,57
"S00160536",70,9,6,30,10,15,-,-,-,-,-,-,69,9,6,29,10,15
"S00160537",147,30,16,46,33,26,-,-,-,-,-,-,147,30,16,46,33,26
"S00160538",84,10,6,33,24,11,-,-,-,-,-,-,84,10,6,33,24,11
"S00160539",115,17,11,61,14,9,-,-,-,2,1,-,113,17,11,61,13,9
"S00160540",60,7,3,26,11,15,-,-,-,-,-,-,60,7,3,26,11,15
"S00160541",68,9,8,28,18,4,1,-,-,1,-,-,67,9,8,28,18,4
"S00160542",75,13,7,36,12,1,5,-,2,4,-,-,66,13,6,32,12,1
"S00160543",164,21,11,53,48,31,4,-,-,1,3,-,160,21,11,52,45,31
"S00160544",66,8,4,22,15,18,1,-,-,-,1,-,65,8,4,22,17,18
"S00160545",164,27,13,71,28,27,1,-,-,-,-,1,163,27,13,71,28,26
"S00160546",81,6,13,15,24,16,1,-,1,-,-,-,79,6,12,15,24,16
"S00160547",114,7,8,44,40,15,3,-,-,-,3,-,112,7,8,44,38,15
"S00160548",68,6,6,19,17,20,2,-,-,1,-,-,66,6,6,18,13,20
"S00160549",143,25,5,92,21,2,-,-,-,-,-,-,143,25,5,92,21,2
"S00160550",89,15,5,26,23,23,-,-,-,-,-,-,88,15,5,25,23,23
"S00160551",83,5,8,64,5,1,2,1,-,1,-,-,81,4,8,63,5,1
"S00160552",136,17,11,44,33,28,3,-,1,1,1,-,133,17,10,43,28,28
"S00160553",217,32,7,75,58,41,-,-,-,-,-,-,217,32,7,75,58,41
"S00160554",116,18,16,41,23,20,2,-,1,1,-,-,114,18,11,40,23,20
"S00160555",74,7,8,49,6,4,7,4,-,4,-,-,67,3,8,46,6,4
"S00160556",164,25,36,60,30,13,3,-,2,-,2,-,161,25,35,60,28,13
"S00160557",97,19,5,43,15,7,4,1,1,2,-,-,93,18,4,45,15,7
"S00160558",116,17,11,35,33,21,-,-,-,-,-,-,115,17,11,35,32,21
"S00160559",87,8,20,53,7,2,2,-,-,1,1,-,85,8,20,50,6,2
"S00160560",90,12,10,20,31,19,-,-,-,-,-,-,90,12,10,20,31,19
"S00160561",77,8,15,24,14,15,4,-,-,2,-,-,77,8,15,27,14,14
"S00160562",77,4,8,37,16,12,1,-,-,-,1,-,76,4,8,37,15,12
"S00160563",100,9,9,35,29,18,-,-,-,-,-,-,100,9,9,35,29,18
"S00160564",98,14,18,35,19,17,2,-,-,-,1,-,96,14,18,38,18,17
"S00160565",127,15,18,74,18,2,1,-,1,-,-,-,126,15,17,74,18,2
"S00160566",118,2,18,76,18,4,3,-,1,1,1,-,116,2,17,75,17,4
"S00160567",93,17,10,30,14,25,6,2,-,5,-,-,87,16,10,25,14,25
"S00160568",100,26,5,45,12,8,4,-,3,1,-,-,96,29,3,44,12,8
"S00160569",156,23,16,55,32,30,1,1,-,-,-,-,155,25,16,55,32,30
"S00160570",159,39,25,71,16,8,6,2,-,-,-,-,153,34,25,70,16,8
"S00160571",171,36,20,56,22,40,8,3,-,3,-,2,163,33,20,53,22,37
"S00160572",70,12,7,27,20,6,1,-,1,-,-,-,69,12,5,27,20,6
"S00160573",93,23,12,42,14,7,1,-,-,1,-,-,92,23,12,41,14,7
"S00160574",120,14,17,83,4,4,3,1,-,2,1,-,120,12,17,82,4,4
"S00160575",152,15,12,45,41,36,2,-,-,-,-,2,150,15,12,45,41,34
"S00160576",93,8,12,26,32,15,4,-,-,1,-,-,91,8,12,25,30,15
"S00160577",61,3,8,23,18,9,-,-,-,-,-,-,61,3,8,23,18,9
"S00160578",82,6,7,22,27,16,2,-,-,-,1,1,80,6,7,22,30,15
"S00160579",66,6,4,55,2,-,-,-,-,-,-,-,66,6,4,55,2,-
"S00160580",98,22,10,51,13,-,2,-,-,1,-,1,96,22,10,50,13,1
"S00160581",156,30,18,56,34,18,4,-,1,1,2,-,152,30,19,55,32,18
"S00160582",85,8,8,23,26,19,3,1,-,1,1,-,82,10,8,22,25,19
"S00160583",86,3,8,37,25,13,1,-,-,-,1,-,85,3,8,37,24,13
"S00160584",129,18,15,50,23,23,5,1,3,-,1,-,124,17,13,48,22,23
"S00160585",182,27,17,125,22,-,2,2,-,1,-,-,180,23,17,122,22,-
"S00160586",80,9,8,30,11,22,3,1,-,1,2,-,77,8,8,29,10,22
"S00160587",115,18,10,50,29,8,8,1,4,4,-,-,107,17,6,48,29,6
"S00160588",102,13,4,24,23,38,-,-,-,-,1,1,103,13,4,24,22,37
"S00160589",84,6,-,13,18,46,1,-,-,-,1,4,81,6,-,13,17,44
"S00160590",84,11,3,29,25,16,2,-,-,-,2,-,82,11,3,29,23,16
"S00160591",84,19,4,46,11,6,7,6,1,1,1,-,79,15,3,47,10,6
"S00160592",145,32,8,85,16,-,2,-,-,2,-,-,147,32,8,85,16,-
"S00160593",86,6,13,37,18,9,2,2,-,-,-,1,84,5,13,37,18,8
"S00160594",135,20,7,67,35,8,3,-,-,3,-,-,136,20,7,64,35,8
"S00160595",71,-,7,60,4,-,-,-,-,-,-,-,71,-,7,60,4,-
"S00160596",111,14,17,35,29,15,-,-,-,-,-,-,111,14,17,35,29,15
"S00160597",118,14,14,46,23,21,2,-,-,3,-,1,114,14,14,43,23,19
"S00160598",126,15,7,91,8,-,-,-,-,-,-,-,126,15,7,91,8,-
"S00160599",145,26,10,42,43,25,5,-,1,1,1,-,141,26,8,41,42,23
"S00160600",75,5,4,10,18,37,-,-,-,-,-,-,75,5,4,10,18,37
"S00160601",109,18,6,61,22,2,4,-,-,2,3,-,105,18,6,60,17,2
"S00160602",82,5,5,35,21,16,4,-,-,1,-,1,80,5,5,34,21,15
"S00160603",164,29,18,54,39,24,6,1,2,2,1,1,159,28,19,53,35,27
"S00160604",90,5,9,15,19,42,-,-,-,-,-,-,90,5,9,15,19,42
"S00160605",216,33,33,97,34,22,4,-,1,3,-,-,212,33,32,94,34,22
"S00160606",129,13,12,77,16,8,4,1,-,4,1,-,122,12,12,75,15,8
"S00160607",146,13,5,43,48,39,3,-,-,3,-,-,144,13,5,41,48,39
"S00160608",99,23,9,39,15,14,-,-,-,-,-,-,99,23,9,39,15,14
"S00160609",105,10,11,34,16,31,2,-,-,-,-,2,107,10,11,34,16,30
"S00160610",141,12,26,36,41,26,2,-,-,-,2,-,141,12,26,36,40,26
"S00160611",129,45,10,58,17,3,1,-,-,1,-,-,131,45,10,56,17,3
"S00160612",113,18,7,33,34,24,3,-,-,-,3,-,110,18,7,33,31,24
"S00160613",94,15,6,21,26,26,2,-,-,2,-,-,93,15,6,20,26,26
"S00160614",74,2,6,45,10,11,3,2,-,-,-,1,71,2,6,45,10,10
"S00160615",153,15,14,38,45,34,5,2,-,1,-,-,148,17,14,40,45,32
"S00160616",77,13,5,20,15,19,3,-,-,1,2,1,74,13,5,21,10,18
"S00160617",83,8,6,31,23,16,2,-,-,2,-,-,82,8,6,26,23,16
"S00160618",69,15,15,41,-,-,-,-,-,-,-,-,69,15,15,41,-,-
"S00160619",137,15,20,33,41,28,-,-,-,-,-,-,137,15,20,33,41,28
"S00160620",118,22,16,61,12,10,10,5,3,4,-,-,112,18,12,57,12,10
"S00160621",155,13,16,45,47,30,5,-,2,1,1,-,152,13,15,48,46,30
"S00160622",145,26,22,38,31,25,5,2,-,1,-,1,140,23,22,35,31,24
"S00160623",136,6,6,46,43,38,2,-,-,2,-,-,134,6,6,41,43,38
"S00160624",122,16,11,40,25,27,1,-,-,-,-,1,117,16,11,40,25,26
"S00160625",119,7,8,28,33,42,6,1,-,2,1,1,114,8,8,26,28,44
"S00160626",110,12,13,35,21,29,9,1,-,3,1,-,103,10,13,32,19,29
"S00160627",96,14,12,24,30,19,-,-,-,-,-,-,96,14,12,24,30,19
"S00160628",107,-,9,86,5,7,1,-,-,1,-,-,106,-,9,85,5,7
"S00160629",82,6,9,63,9,3,1,-,-,-,1,-,84,6,9,63,5,3
"S00160630",68,1,5,51,5,6,-,-,-,-,-,-,67,1,5,50,5,6
"S00160631",95,4,11,31,31,15,2,-,-,1,1,-,91,4,11,26,30,15
"S00160632",129,25,14,43,31,17,3,-,1,1,1,-,129,25,13,42,32,17
"S00160633",124,37,15,64,6,1,15,3,2,9,-,-,109,34,12,55,6,1
"S00160634",164,49,23,65,14,8,4,2,-,3,-,-,160,48,23,66,14,8
"S00160635",198,37,25,76,39,21,9,-,3,1,1,-,188,37,22,74,36,21
"S00160636",92,3,12,66,7,4,3,-,-,-,1,-,89,3,12,64,6,4
"S00160637",96,19,3,33,24,14,-,-,-,-,-,-,96,19,3,33,24,14
"S00160638",129,16,17,68,24,4,4,2,-,4,-,-,125,14,17,66,24,4
"S00160639",153,63,16,61,10,3,4,-,-,2,1,-,152,62,16,59,9,3
"S00160640",110,16,10,43,36,7,-,-,-,-,-,-,112,16,10,43,34,7
"S00160641",107,10,16,33,38,9,5,1,4,2,-,-,99,7,14,32,38,9
"S00160642",106,27,9,39,19,9,4,4,-,-,-,-,102,23,9,39,19,9
"S00160643",100,13,3,39,19,26,-,-,-,-,-,-,100,13,3,39,19,26
"S00160644",140,32,10,76,19,5,4,1,-,2,2,-,136,35,10,70,18,5
"S00160645",105,7,13,73,9,9,1,-,1,-,-,-,106,7,8,73,9,9
"S00160646",83,13,9,33,21,9,-,-,-,-,-,-,83,13,9,33,21,9
"S00160647",104,19,18,36,19,17,2,-,-,1,-,-,102,19,18,35,17,17
"S00160648",181,26,12,101,31,11,1,-,-,1,-,-,180,26,12,100,31,11
"S00160649",150,20,13,49,33,33,-,-,-,-,-,-,150,20,13,49,33,33
"S00160650",90,9,9,30,25,17,7,-,1,2,1,-,86,9,8,31,24,17
"S00160651",80,24,10,31,11,5,2,-,-,1,1,1,77,24,10,30,8,4
"S00160652",164,30,24,57,43,14,6,2,2,2,-,-,158,27,23,57,43,14
"S00160653",84,2,11,62,7,2,-,-,-,-,-,-,84,2,11,62,7,2
"S00160654",118,24,12,41,27,18,6,2,1,2,-,1,112,21,11,39,27,17
"S00160655",65,6,6,28,20,7,-,-,-,-,-,-,64,6,6,28,19,7
"S00160656",208,25,10,35,45,90,1,1,-,-,-,-,207,27,10,35,45,90
"S00160657",80,4,6,22,25,23,2,-,-,-,2,-,78,4,6,22,23,23
"S00160658",75,10,8,34,11,11,-,-,-,-,-,-,75,10,8,34,11,11
"S00160659",107,10,8,28,40,20,3,-,-,1,2,-,105,10,8,28,38,20
"S00160660",109,22,11,39,30,8,3,-,-,1,2,-,106,21,11,38,29,8
"S00160661",94,11,10,63,8,2,2,-,-,2,-,-,92,11,10,60,8,2
"S00160662",114,14,21,50,16,13,-,-,-,-,-,-,114,14,21,50,16,13
"S00160663",133,10,18,38,38,29,10,-,2,1,2,2,126,10,17,37,35,27
"S00160664",237,73,51,75,39,5,14,3,1,2,3,-,229,68,47,70,36,5
"S00160665",113,10,18,38,19,26,-,-,-,-,-,-,113,10,18,38,19,26
"S00160666",119,19,17,58,18,10,11,3,-,4,3,2,108,16,17,54,15,8
"S00160667",118,14,20,28,33,23,-,-,-,-,-,-,118,14,20,28,33,23
"S00160668",80,8,5,20,23,24,3,-,-,-,1,1,78,8,5,20,22,23
"S00160669",219,40,32,87,40,24,2,-,-,2,-,-,221,40,32,85,40,24
"S00160670",170,32,12,99,20,10,7,2,-,4,1,-,163,30,12,95,19,10
"S00160671",123,16,13,50,31,8,3,-,-,-,1,1,120,16,13,50,29,4
"S00160672",120,10,10,45,28,25,3,-,1,1,1,-,117,10,9,42,27,25
"S00160673",106,19,10,34,18,26,-,-,-,-,-,-,106,19,10,34,18,26
"S00160674",120,18,14,43,27,13,4,-,1,-,2,-,116,18,13,46,25,13
"S00160675",86,27,12,36,7,4,3,-,-,3,-,-,88,27,12,34,7,4
"S00160676",77,18,4,24,17,14,1,-,-,1,-,-,75,18,4,22,17,14
"S00160677",144,18,11,46,29,37,4,-,1,2,1,-,140,18,9,48,25,37
"S00160678",117,16,17,46,25,13,2,-,-,1,1,-,115,16,17,45,24,13
"S00160679",63,1,1,21,16,24,1,-,-,1,-,-,66,1,1,20,16,24
"S00160680",100,14,14,25,37,12,1,-,-,-,1,-,101,14,14,25,39,12
"S00160681",120,27,4,53,28,8,-,-,-,-,-,-,119,27,4,53,24,8
"S00160682",58,6,2,32,12,6,-,-,-,-,-,-,58,6,2,32,12,6
"S00160683",129,13,7,46,38,21,2,-,-,-,2,-,128,13,7,46,37,21
"S00160684",148,29,18,75,23,6,6,3,-,3,-,-,143,23,18,72,23,6
"S00160685",135,15,10,34,40,32,-,-,-,-,-,-,135,15,10,34,40,32
"S00160686",192,55,19,85,23,6,3,2,-,2,-,-,189,54,19,87,23,6
"S00160687",98,17,11,48,16,8,1,-,-,-,1,-,97,17,11,48,15,8
"S00160688",98,22,10,56,8,3,4,-,-,4,-,-,94,22,10,52,8,3
"S00160689",88,10,8,34,10,26,-,-,-,-,-,-,88,10,8,34,10,26
"S00160690",298,72,27,112,67,22,-,-,-,-,-,-,296,72,27,112,65,22
"S00160691",87,18,9,42,15,4,1,-,-,-,-,1,86,18,9,42,15,3
"S00160692",58,11,6,25,12,4,-,-,-,-,-,-,57,11,6,24,12,4
"S00160693",108,15,12,26,31,28,4,-,-,4,-,-,107,15,12,23,31,28
"S00160694",117,28,17,36,17,17,3,-,-,2,2,-,114,28,17,34,16,17
"S00160695",106,18,5,33,24,29,5,-,1,2,1,1,101,18,4,31,27,27
"S00160696",175,37,15,56,38,29,-,-,-,-,-,-,175,37,15,56,38,29
"S00160697",150,22,11,63,25,30,5,1,-,3,1,-,145,25,11,60,24,30
"S00160698",129,26,6,74,18,9,7,4,1,3,-,-,122,23,4,71,18,9
"S00160699",60,4,5,28,20,3,2,-,-,2,-,-,58,4,5,26,20,3
"S00160700",163,25,21,48,47,26,3,2,-,2,1,-,160,24,21,47,46,26
"S00160701",150,11,9,15,41,71,-,-,-,-,-,-,150,11,9,15,41,71
"S00160702",77,12,6,32,22,8,3,-,-,1,2,-,74,12,6,31,20,8
"S00160703",165,12,3,62,73,15,2,4,-,2,-,-,161,10,3,60,73,15
"S00160704",102,3,13,77,6,4,4,-,-,3,1,-,98,3,13,73,4,4
"S00160705",76,11,5,34,17,15,3,-,1,4,-,-,76,11,4,29,17,15
"S00160706",227,45,33,91,38,20,5,-,-,5,-,-,222,45,33,86,38,20
"S00160707",111,30,17,41,15,11,4,-,-,1,1,-,108,30,13,40,14,11
"S00160708",198,59,19,81,35,10,5,3,-,4,-,-,193,56,19,76,35,10
"S00160709",105,23,11,51,17,3,2,-,-,-,2,-,104,23,11,51,16,3
"S00160710",78,13,7,27,18,13,3,2,-,1,-,-,75,11,7,29,18,13
"S00160711",118,28,5,65,16,4,-,-,-,-,-,-,118,28,5,65,16,4
"S00160712",139,26,10,53,26,18,-,-,-,-,-,-,139,26,10,53,26,18
"S00160713",93,14,5,34,25,16,-,-,-,-,-,-,93,14,5,34,25,16
"S00160714",113,14,10,43,28,14,1,-,-,-,1,-,112,14,10,43,27,14
"S00160715",81,9,10,44,12,3,-,-,-,-,-,-,81,9,10,44,12,3
"S00160716",163,28,14,70,45,8,2,-,1,-,2,-,162,28,13,70,42,8
"S00160717",114,17,8,42,33,15,-,-,-,-,-,-,114,17,8,42,33,15
"S00160718",72,9,12,35,13,1,7,3,-,4,-,-,67,7,12,35,13,1
"S00160719",116,15,18,36,25,29,2,-,-,2,1,-,117,15,18,32,24,29
"S00160720",90,6,7,57,16,2,3,-,-,3,-,-,87,6,7,54,16,2
"S00160721",124,16,2,36,28,38,4,-,-,-,-,-,118,16,2,37,29,38
"S00160722",58,6,9,19,12,12,8,2,-,2,-,-,53,3,9,17,12,12
"S00160723",108,18,12,37,25,14,3,1,-,2,-,-,105,19,12,35,25,14
"S00160724",155,30,25,60,29,15,7,-,1,6,-,-,148,30,20,54,29,15
"S00160725",125,8,6,98,11,2,5,1,-,-,-,-,122,6,6,97,11,2
"S00160726",95,8,10,42,21,18,2,-,-,2,-,-,97,8,10,40,21,18
"S00160727",71,2,5,17,17,30,-,-,-,-,-,-,71,2,5,17,17,30
"S00160728",244,11,7,82,13,131,5,-,-,3,-,2,239,11,7,79,13,129
"S00160729",146,18,12,37,29,50,-,-,-,-,-,-,141,18,12,36,29,50
"S00160730",60,6,4,16,18,17,2,-,2,-,-,-,58,6,3,16,17,17
"S00160731",144,26,11,49,26,32,2,-,-,1,1,-,138,26,11,48,25,32
"S00160732",136,6,8,31,45,44,1,1,-,-,-,-,135,7,8,31,45,44
"S00160733",89,6,3,44,25,11,1,-,-,1,-,-,88,6,3,43,25,11
"S00160734",114,22,14,49,26,3,6,1,3,3,1,-,105,21,9,47,25,3
"S00160735",155,21,21,51,43,17,4,-,4,-,-,-,150,21,19,49,43,17
"S00160736",109,14,14,33,22,26,-,-,-,-,-,-,109,14,14,33,22,26
"S00160737",128,32,10,49,15,22,6,-,1,2,1,4,126,32,9,47,14,20
"S00160738",113,15,13,55,28,3,4,-,-,2,3,-,109,15,13,51,26,3
"S00160739",110,2,16,84,9,4,1,-,1,1,2,-,110,2,15,83,7,4
"S00160740",125,12,6,81,18,6,-,-,2,1,-,-,124,12,5,82,18,6
"S00160741",67,10,8,22,18,11,-,-,-,-,-,-,67,10,8,22,18,11
"S00160742",115,12,13,38,15,36,7,5,-,3,1,-,108,14,13,35,14,36
"S00160743",99,21,8,48,20,-,-,-,-,-,-,-,99,21,8,48,20,-
"S00160744",105,16,9,33,36,16,3,-,-,1,4,-,105,16,9,30,30,16
"S00160745",118,11,4,46,25,33,-,-,-,-,-,-,118,11,4,46,25,33
"S00160746",174,42,24,73,21,14,2,-,1,1,-,-,170,42,23,68,21,14
"S00160747",108,23,15,33,15,23,4,2,-,1,-,-,107,21,13,32,15,23
"S00160748",139,13,14,60,30,18,3,-,-,2,2,-,136,13,14,61,29,18
"S00160749",89,16,1,27,21,24,-,-,-,-,-,-,89,16,1,27,21,24
