Scotland's Census 2022 - National Records of Scotland
Table UV303b - Disability by age (6)
All people
,"All people","All people","All people","All people","All people","All people","All people","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited"
,"Total","0 to 15","16 to 24","25 to 34","35 to 49","50 to 64","65 and over","Total","0 to 15","16 to 24","25 to 34","35 to 49","50 to 64","65 and over","Total","0 to 15","16 to 24","25 to 34","35 to 49","50 to 64","65 and over","Total","0 to 15","16 to 24","25 to 34","35 to 49","50 to 64","65 and over"
"S00176438",135,43,12,13,39,26,5,5,1,2,-,4,-,-,14,2,-,-,4,9,1,117,41,8,13,33,17,3
"S00176439",166,45,17,20,35,27,17,31,4,3,2,7,6,9,20,3,6,2,3,5,3,112,38,10,16,25,20,7
"S00176440",156,15,18,35,23,53,17,7,-,-,1,2,3,2,14,1,-,3,1,7,4,135,12,18,32,21,44,12
"S00176441",89,15,10,9,16,32,8,11,-,1,1,-,3,7,13,-,1,2,-,13,-,67,15,10,4,16,19,2
"S00176442",119,28,8,35,37,5,4,4,-,1,-,-,2,4,8,2,-,3,1,1,-,108,27,10,36,35,3,-
"S00176443",346,84,45,29,73,93,30,12,4,-,2,2,4,4,27,-,6,2,6,8,5,310,78,35,26,65,81,23
"S00176444",173,12,5,3,17,42,98,74,1,-,-,4,10,60,33,2,2,-,-,5,22,67,10,4,3,14,23,13
"S00176445",138,42,10,34,40,10,3,10,3,2,1,2,1,1,7,3,-,3,1,-,1,121,36,9,31,35,9,2
"S00176446",124,22,7,14,21,23,32,8,2,-,-,1,1,5,19,2,-,1,1,2,13,100,19,7,11,19,24,14
"S00176447",141,44,25,21,29,18,7,20,4,3,4,4,5,2,15,4,5,-,2,2,-,109,36,17,19,23,11,1
"S00176448",96,19,6,19,21,19,12,23,-,-,3,6,8,5,15,1,1,6,1,4,3,58,19,5,11,14,7,3
"S00176449",170,45,20,15,61,24,5,13,4,-,-,1,2,5,12,2,3,-,7,-,-,144,40,16,15,51,23,-
"S00176450",120,14,4,27,25,24,26,23,1,-,-,3,6,10,23,-,2,5,6,3,10,74,12,1,20,16,9,7
"S00176451",201,49,14,12,45,31,47,30,-,-,1,-,3,26,26,1,2,1,2,4,17,145,47,12,10,47,24,4
"S00176452",99,20,13,7,23,27,12,20,3,-,2,4,9,6,25,3,1,3,4,6,5,55,12,12,5,15,11,3
"S00176453",92,4,3,8,26,24,26,10,-,-,1,2,4,7,13,3,-,-,4,3,4,66,5,3,8,17,17,11
"S00176454",93,22,5,8,14,22,22,14,-,2,-,2,4,1,12,-,-,-,2,6,4,68,22,3,8,13,9,10
"S00176455",83,18,5,13,9,18,16,14,1,-,1,-,5,6,7,-,-,2,1,1,4,62,16,5,10,9,15,11
"S00176456",107,13,11,16,15,25,22,18,-,-,-,2,5,10,20,1,-,-,4,10,5,65,12,11,15,12,8,7
"S00176457",165,18,16,14,24,38,55,16,-,-,1,1,3,11,23,-,1,-,-,5,15,126,18,14,12,22,31,29
"S00176458",114,19,10,14,29,24,17,16,-,-,-,1,7,7,15,2,-,2,5,1,4,82,16,10,12,22,15,3
"S00176459",98,10,8,8,15,17,39,10,-,-,-,1,2,7,13,-,-,1,-,4,10,75,10,8,7,14,13,22
"S00176460",192,35,20,23,47,48,21,10,1,-,-,-,6,4,25,3,1,-,7,4,9,157,30,19,23,37,38,10
"S00176461",159,35,20,13,39,37,18,18,-,-,-,2,9,6,19,4,1,1,4,5,5,123,30,19,11,33,23,7
"S00176462",128,16,7,13,29,34,30,6,-,-,-,1,1,4,7,-,-,-,1,5,3,116,16,7,13,27,30,23
"S00176463",120,17,5,5,24,17,52,12,-,-,-,-,1,11,10,-,1,2,2,-,3,99,17,4,4,22,15,36
"S00176464",153,15,13,19,40,27,37,18,-,-,1,-,5,13,25,-,-,-,3,7,14,109,14,13,14,38,19,11
"S00176465",64,7,3,7,11,25,12,11,-,1,-,-,2,7,13,-,1,-,-,5,4,40,7,1,7,12,14,2
"S00176466",83,7,10,8,18,25,23,14,-,1,1,3,5,5,10,1,-,-,1,1,2,59,6,5,8,13,20,11
"S00176467",168,36,33,16,44,24,13,37,2,9,3,3,11,8,11,1,2,-,7,2,2,116,33,22,13,31,14,3
"S00176468",104,18,8,8,19,23,24,17,1,-,-,3,6,11,14,-,-,-,4,2,7,69,21,8,7,12,15,6
"S00176469",206,40,28,19,53,55,8,11,2,-,-,3,6,1,14,2,-,-,-,5,1,181,37,27,18,48,42,9
"S00176470",93,19,4,12,23,17,18,15,-,-,4,5,4,4,20,1,1,4,2,4,8,62,18,1,6,16,9,6
"S00176471",196,49,15,19,63,31,21,18,-,2,-,1,8,7,23,5,1,-,6,5,7,157,46,11,19,55,22,9
"S00176472",167,31,13,17,31,32,44,17,-,-,-,1,7,9,19,1,2,-,2,4,9,131,30,11,15,28,21,26
"S00176473",115,16,7,14,22,31,32,8,-,-,-,-,3,4,11,-,-,1,-,1,7,97,15,7,8,21,30,17
"S00176474",112,17,15,6,16,37,21,4,-,-,-,-,1,3,8,2,-,1,-,3,4,100,16,14,5,16,33,16
"S00176475",82,18,20,11,21,8,4,17,1,5,1,9,-,-,16,1,4,4,3,5,2,49,16,14,8,9,3,2
"S00176476",75,10,3,2,8,22,28,2,-,-,-,-,1,1,11,1,-,-,-,-,9,63,9,3,2,8,21,18
"S00176477",106,36,11,18,27,7,9,10,-,1,-,3,2,4,13,3,-,7,4,2,1,83,33,10,12,24,4,5
"S00176478",143,22,27,16,31,40,7,36,2,4,-,7,20,2,26,4,6,-,6,8,-,81,18,17,12,19,12,3
"S00176479",124,30,10,10,36,23,10,13,1,2,-,2,3,2,8,3,2,1,-,2,2,104,27,8,7,34,18,8
"S00176480",83,21,6,10,15,20,9,9,-,-,-,2,5,2,13,1,-,1,3,2,4,64,20,6,11,9,14,4
"S00176481",106,19,9,8,24,24,19,14,1,2,1,1,5,5,16,1,3,-,2,6,6,76,20,5,7,21,18,5
"S00176482",81,8,9,3,6,18,33,17,-,1,-,-,-,16,9,-,-,-,-,-,9,54,8,8,3,6,18,8
"S00176483",66,12,2,18,9,17,11,6,-,-,2,2,1,-,9,-,-,-,1,4,2,47,12,2,14,6,11,5
"S00176484",243,81,17,36,76,20,14,25,4,2,2,8,5,4,23,7,1,2,7,5,2,195,71,14,32,61,10,7
"S00176485",193,51,3,71,44,10,9,6,-,-,1,-,2,4,17,1,-,7,4,1,4,170,50,3,67,42,8,1
"S00176486",97,11,5,9,15,25,32,31,1,4,2,1,7,16,12,1,1,-,-,2,7,54,6,2,8,12,15,9
"S00176487",157,38,19,41,39,12,10,8,-,2,-,2,3,-,8,-,5,-,-,-,3,142,38,10,41,33,13,7
"S00176488",121,18,6,5,22,25,45,7,-,-,-,-,-,7,10,-,-,1,-,3,7,104,18,6,3,22,23,31
"S00176489",213,47,25,18,56,48,18,15,-,2,1,2,7,4,27,5,4,3,3,9,5,166,42,19,14,51,32,11
"S00176490",116,15,6,7,17,20,54,15,-,2,-,-,-,10,21,-,-,-,2,5,14,84,15,5,7,18,15,27
"S00176491",120,14,10,9,12,35,39,11,-,-,-,1,-,10,19,1,2,-,2,3,16,87,9,9,9,9,31,17
"S00176492",98,8,6,1,11,17,52,10,-,-,-,4,-,8,11,-,-,-,1,2,8,77,8,6,1,8,19,36
"S00176493",196,56,15,51,57,10,3,3,2,-,-,1,-,-,13,2,2,5,6,-,-,175,53,12,46,50,10,3
"S00176494",102,6,9,15,16,23,33,16,-,-,1,5,3,8,19,-,1,-,2,1,12,68,6,9,13,9,18,16
"S00176495",135,23,13,12,44,30,16,31,4,-,1,9,13,4,10,2,2,1,1,4,1,95,18,9,10,35,10,8
"S00176496",166,24,26,16,35,47,20,5,1,-,-,-,2,4,15,-,-,-,3,6,4,147,23,26,16,30,39,13
"S00176497",99,11,8,19,20,21,20,11,-,1,1,-,6,3,8,2,-,-,2,-,5,80,10,7,18,18,15,12
"S00176498",118,34,6,12,30,27,12,7,2,-,-,2,-,3,20,5,2,-,5,3,7,94,27,3,12,24,24,2
"S00176499",156,33,21,16,45,37,4,10,1,1,2,1,2,1,9,1,-,2,4,4,-,135,31,16,12,42,29,3
"S00176500",159,34,9,9,33,28,44,13,1,1,-,1,1,6,27,-,-,2,4,6,12,122,31,8,7,25,22,25
"S00176501",138,34,8,6,25,25,40,6,-,-,1,-,1,4,18,4,-,-,2,6,11,114,32,8,6,25,18,27
"S00176502",95,10,6,9,13,25,40,6,-,-,-,2,-,7,19,-,1,-,2,2,12,74,10,8,9,9,21,17
"S00176503",97,10,7,7,11,26,34,11,-,-,1,-,1,9,17,-,-,-,1,7,9,72,10,7,6,13,19,16
"S00176504",133,39,5,34,42,8,5,4,1,-,1,1,2,3,4,-,-,2,3,1,1,119,42,5,31,38,5,2
"S00176505",88,-,-,-,-,3,81,27,-,-,-,-,-,27,22,-,-,-,-,4,20,35,-,-,-,-,1,35
"S00176506",93,7,2,4,9,21,49,9,-,-,-,1,2,6,18,1,-,-,2,5,13,64,5,2,4,7,14,31
"S00176507",149,19,10,13,21,50,36,7,-,-,1,-,3,3,17,1,1,-,-,2,11,122,18,12,12,21,43,22
"S00176508",182,43,17,25,40,40,17,7,1,1,-,-,3,-,14,1,2,-,6,3,5,158,41,14,25,34,32,11
"S00176509",120,22,16,12,19,36,15,7,-,1,-,-,3,2,6,-,1,-,-,3,-,107,22,14,12,17,31,11
"S00176510",100,19,8,9,12,16,36,6,-,-,1,-,2,3,19,2,1,-,-,3,11,76,17,7,8,10,12,19
"S00176511",108,4,3,6,17,14,56,10,-,-,-,2,4,6,22,-,-,-,-,3,19,76,4,3,6,16,13,34
"S00176512",156,19,22,17,16,38,45,16,-,2,1,-,6,9,16,-,-,-,3,3,12,124,19,21,16,13,30,26
"S00176513",103,16,5,4,10,14,60,24,-,-,-,-,-,24,16,-,-,1,2,2,12,67,16,5,2,8,13,28
"S00176514",115,23,23,19,12,24,17,18,-,1,2,1,6,8,12,1,2,3,2,2,3,85,22,18,14,9,15,6
"S00176515",102,13,9,14,13,33,19,8,-,-,1,-,4,7,14,-,1,-,-,4,8,81,12,8,13,13,25,7
"S00176516",123,13,6,11,12,37,44,13,-,-,1,1,1,8,13,-,-,-,3,3,10,94,13,6,10,8,31,26
"S00176517",72,8,8,14,6,13,23,10,-,1,-,2,1,6,9,-,1,1,-,2,5,56,8,5,12,6,7,12
"S00176518",75,11,15,8,12,21,17,19,-,-,-,2,15,10,9,1,-,2,1,2,3,49,11,15,4,10,8,3
"S00176519",113,17,7,1,22,21,44,28,-,-,-,7,1,19,19,-,-,-,2,5,10,66,17,7,1,11,12,15
"S00176520",138,24,16,12,24,40,25,6,-,-,-,-,3,3,11,-,-,-,2,3,9,118,24,16,12,22,32,14
"S00176521",169,26,23,20,31,42,30,34,1,2,3,6,10,13,24,4,1,1,2,7,9,111,21,20,15,20,25,11
"S00176522",73,1,5,16,12,28,11,11,-,-,-,2,5,4,8,-,1,-,1,3,3,54,1,4,16,9,20,4
"S00176523",113,9,13,3,26,47,19,16,-,-,-,1,5,8,19,-,5,-,3,9,2,84,9,10,3,21,33,9
"S00176524",80,19,5,6,23,14,15,9,1,-,1,-,4,4,13,-,2,1,3,4,3,58,18,2,3,19,5,8
"S00176525",117,24,6,19,18,30,23,19,-,2,-,1,11,11,8,-,-,-,-,4,7,88,24,5,19,17,15,8
"S00176526",65,13,2,4,10,11,26,2,-,-,-,-,-,2,12,-,-,-,-,-,10,52,12,2,4,10,10,14
"S00176527",71,10,6,10,13,19,9,5,-,-,-,-,1,4,7,-,-,-,1,1,5,59,10,6,10,12,13,4
"S00176528",61,8,3,2,11,12,26,21,-,-,-,-,6,12,4,-,-,2,-,-,2,36,8,3,1,11,5,8
"S00176529",149,30,13,31,39,27,7,5,1,-,-,1,1,-,6,-,1,1,-,1,2,140,29,13,30,38,25,6
"S00176530",134,25,18,10,32,27,26,23,-,1,1,3,6,11,12,1,1,1,4,2,3,98,23,16,7,24,17,12
"S00176531",186,17,27,9,25,70,39,16,-,3,-,1,2,9,14,-,3,-,1,5,6,156,17,21,9,23,62,25
"S00176532",135,32,12,1,33,34,16,2,1,-,-,-,-,1,11,-,3,-,1,3,4,122,34,10,1,32,31,11
"S00176533",84,12,8,10,16,19,20,12,1,-,1,2,2,7,13,-,2,-,1,3,7,58,11,6,8,13,14,6
"S00176534",78,11,-,7,18,12,30,4,-,-,-,-,1,3,8,-,-,-,-,3,4,66,11,-,7,17,7,24
"S00176535",153,24,21,14,30,42,21,21,1,-,-,2,8,11,29,4,1,-,9,9,6,100,19,19,13,16,25,4
"S00176536",130,13,8,24,29,23,33,9,-,-,-,-,2,7,12,1,-,1,2,6,4,109,12,8,23,27,17,18
"S00176537",131,13,8,8,24,26,52,18,2,1,-,-,2,15,27,-,-,3,5,8,17,86,12,7,4,23,20,23
"S00176538",84,17,7,13,29,18,8,8,1,-,-,4,-,5,9,2,2,-,-,5,1,67,11,1,13,23,13,4
"S00176539",97,15,5,18,19,31,15,23,1,-,3,3,9,6,11,2,-,1,2,3,4,60,13,4,12,10,22,2
"S00176540",100,15,13,16,14,25,19,29,2,3,1,7,10,7,17,1,-,1,4,6,5,53,11,8,13,4,9,7
"S00176541",132,29,11,20,28,19,26,24,2,2,-,6,5,13,19,3,2,1,4,1,5,86,23,8,16,20,13,10
"S00176542",75,20,4,10,13,11,15,14,2,-,-,2,2,10,15,-,-,3,4,-,1,52,19,4,7,10,8,5
"S00176543",84,9,3,5,9,7,50,32,1,2,-,2,1,26,14,1,2,-,1,-,9,38,7,1,5,6,3,16
"S00176544",90,15,5,9,20,20,21,7,-,-,1,1,1,4,6,-,-,-,1,5,-,75,15,5,8,18,16,15
"S00176545",105,12,8,14,12,32,28,15,2,-,-,2,2,7,13,-,-,4,2,4,6,77,10,8,10,9,22,16
"S00176546",170,39,12,42,44,24,10,6,-,2,-,4,1,-,19,2,2,-,4,4,4,147,38,13,41,38,19,4
"S00176547",129,16,10,23,23,34,19,26,-,4,3,6,6,7,20,-,-,3,3,5,7,83,13,7,17,14,23,9
"S00176548",137,21,4,6,18,32,58,12,-,1,-,-,4,7,11,-,-,-,1,4,9,114,21,3,6,17,24,49
"S00176549",158,22,18,12,35,35,32,35,1,3,-,4,13,16,23,4,-,3,4,3,8,95,18,13,9,25,19,8
"S00176550",139,27,11,8,23,47,21,9,2,1,-,1,3,5,12,3,-,1,3,3,1,118,23,14,4,19,40,17
"S00176551",88,17,8,16,12,20,14,26,1,1,2,4,10,6,11,2,2,-,-,3,3,51,16,6,13,7,8,5
"S00176552",85,5,6,9,18,21,28,6,-,-,2,-,1,4,3,-,-,-,1,1,3,77,5,6,9,17,19,18
"S00176553",69,8,4,13,10,16,15,11,-,-,-,-,3,6,11,-,1,3,-,3,3,51,8,2,14,5,10,5
"S00176554",113,21,12,8,27,24,21,27,2,2,4,3,11,8,10,1,-,-,2,4,3,76,19,7,7,22,10,11
"S00176555",105,14,13,18,18,29,16,18,-,1,2,-,7,8,9,-,1,-,2,2,4,81,14,9,17,15,20,3
"S00176556",140,29,7,10,25,38,34,13,-,1,1,1,3,6,12,-,2,-,1,2,4,116,28,4,9,21,35,22
"S00176557",115,24,7,22,17,31,18,22,2,1,3,3,7,7,26,3,1,4,2,10,3,72,20,3,15,12,14,8
"S00176558",84,12,10,7,12,18,25,6,-,-,-,-,-,6,15,-,-,2,1,5,7,63,12,10,5,11,9,12
"S00176559",104,19,11,11,24,17,14,16,-,-,-,3,7,5,18,1,1,2,3,2,10,69,18,14,9,18,7,3
"S00176560",97,20,10,7,18,23,18,16,-,1,-,5,6,6,11,1,-,-,2,1,5,66,19,7,7,11,16,7
"S00176561",93,12,6,18,11,30,19,13,2,-,4,2,4,1,10,-,-,1,-,4,4,70,11,6,15,6,21,8
"S00176562",84,12,14,8,22,13,18,14,-,1,1,1,2,7,16,1,1,2,4,3,6,54,9,15,5,16,7,5
"S00176563",125,23,14,5,30,27,26,2,-,-,-,-,-,2,11,2,-,-,1,1,7,114,21,14,5,31,26,17
"S00176564",103,8,19,18,15,28,15,5,-,-,-,-,1,2,6,-,-,1,1,3,1,89,8,19,17,14,22,12
"S00176565",90,14,3,5,17,26,24,19,2,-,1,1,6,7,7,-,-,2,1,1,4,60,11,3,6,11,19,13
"S00176566",83,11,6,9,15,20,22,24,-,-,2,4,7,11,9,1,-,1,2,2,3,50,10,6,5,9,12,8
"S00176567",100,17,15,8,19,33,10,8,-,-,-,1,4,2,15,-,1,1,1,7,3,80,17,14,7,17,20,5
"S00176568",79,8,11,9,12,24,16,13,-,-,-,1,-,8,16,-,1,-,6,5,4,47,6,10,8,5,17,6
"S00176569",116,18,8,11,23,35,22,31,3,-,-,4,10,16,17,2,2,2,3,6,3,68,13,6,7,17,21,3
"S00176570",105,12,18,5,19,30,21,5,-,-,-,-,4,3,4,-,1,-,-,1,2,96,12,11,5,19,27,16
"S00176571",114,15,12,10,25,21,26,12,-,-,-,2,4,6,23,1,2,-,4,4,6,78,14,10,10,19,13,9
"S00176572",133,25,15,12,33,26,22,23,-,-,-,3,6,10,22,-,3,2,5,4,9,92,25,13,10,25,16,3
"S00176573",140,19,13,22,25,31,32,18,2,-,-,4,5,8,21,-,-,1,4,4,12,101,18,13,19,17,22,12
"S00176574",147,23,22,2,22,41,37,18,-,1,-,-,6,10,19,2,1,-,1,7,8,110,20,19,2,21,29,17
"S00176575",112,12,9,12,17,16,43,23,2,-,1,-,2,18,18,2,1,-,2,3,10,75,12,10,10,19,11,16
"S00176576",114,10,10,14,17,42,18,9,-,-,-,1,5,5,18,-,1,1,2,7,6,87,10,6,13,14,29,11
"S00176577",136,32,14,11,22,31,21,19,2,1,2,2,9,3,27,2,5,5,1,6,10,88,29,10,8,19,16,6
"S00176578",79,7,4,2,9,17,40,8,-,-,-,2,1,6,14,-,-,-,-,3,11,57,7,4,2,8,13,23
"S00176579",133,22,15,15,26,19,41,23,-,-,-,1,3,19,15,3,-,-,1,2,9,93,19,15,15,24,14,12
"S00176580",63,6,5,8,6,16,22,19,-,1,-,-,6,6,12,-,-,-,2,4,6,32,6,3,6,4,6,7
"S00176581",114,12,17,23,20,21,21,13,-,-,-,2,5,5,19,-,5,4,4,3,4,83,12,12,20,14,13,12
"S00176582",70,6,5,9,17,16,11,11,-,-,1,1,3,6,12,-,-,1,-,6,1,44,5,4,7,14,7,4
"S00176583",98,18,15,22,19,17,9,13,-,-,3,2,4,5,12,1,-,4,6,6,1,72,17,15,17,13,9,2
"S00176584",100,11,9,12,14,24,30,17,-,-,-,2,6,9,14,-,-,1,1,3,9,69,11,9,11,11,15,12
"S00176585",104,14,10,6,28,23,24,10,1,2,2,2,2,3,22,-,-,3,5,2,13,72,9,7,5,22,14,9
"S00176586",74,9,3,9,10,26,13,13,-,-,-,3,3,6,6,3,-,-,-,3,3,53,6,3,9,8,16,7
"S00176587",124,14,9,15,24,27,37,22,-,-,1,-,5,10,22,1,2,4,3,7,8,80,13,8,10,19,16,16
"S00176588",83,8,7,7,8,15,38,31,2,-,-,-,8,21,15,-,4,-,1,1,13,37,5,5,7,6,7,7
"S00176589",94,21,9,13,12,24,13,16,-,1,1,-,8,9,12,-,1,1,4,1,5,66,20,9,11,9,16,2
"S00176590",126,21,12,13,29,28,21,27,2,-,1,2,12,10,16,2,3,-,3,4,3,85,17,9,7,24,14,8
"S00176591",116,27,9,13,21,23,20,19,1,-,1,3,2,7,23,5,2,-,3,4,7,78,21,8,13,16,14,6
"S00176592",85,16,4,17,16,15,18,7,-,-,-,-,4,5,12,1,-,5,1,1,3,66,15,4,14,15,10,10
"S00176593",80,14,4,12,12,23,16,17,-,1,1,2,10,6,13,-,-,1,2,2,8,49,14,5,10,8,9,4
"S00176594",63,2,5,7,6,20,22,8,-,2,-,2,1,6,12,-,-,1,1,7,1,45,2,3,6,4,12,15
"S00176595",129,12,13,8,17,37,38,18,-,1,-,1,7,9,16,-,1,-,4,5,8,92,12,11,8,12,25,24
"S00176596",169,40,16,10,60,26,13,10,1,-,2,1,-,6,24,-,1,2,8,7,6,135,42,15,6,51,16,2
"S00176597",116,15,12,14,15,34,22,15,-,1,1,3,5,7,12,1,-,2,3,1,3,85,14,11,11,6,28,12
"S00176598",84,7,14,12,17,19,15,29,-,3,1,7,7,9,11,-,1,4,3,1,2,44,7,10,5,7,11,4
"S00176599",121,27,9,31,17,28,14,26,-,-,4,3,10,12,21,4,1,7,5,5,2,72,23,8,19,7,9,3
"S00176600",123,3,11,11,11,23,66,58,-,-,-,3,5,50,16,-,-,3,-,3,11,49,3,11,9,8,15,5
"S00176601",95,12,5,14,19,21,29,13,-,-,2,2,5,4,9,1,1,-,-,-,5,73,11,4,12,11,16,19
"S00176602",130,18,19,8,27,31,28,18,-,1,2,3,4,8,24,2,-,1,4,5,10,84,11,17,4,20,21,8
"S00176603",129,24,18,12,22,31,24,23,1,1,2,4,8,10,18,2,2,3,4,5,3,88,21,14,6,16,19,11
"S00176604",100,15,13,14,13,25,20,14,-,3,-,2,1,8,13,1,1,2,-,7,2,74,10,10,11,11,17,10
"S00176605",78,5,8,16,6,13,29,16,2,1,-,1,4,11,11,-,2,1,2,3,3,49,5,2,15,3,6,15
"S00176606",67,8,3,16,12,15,10,12,2,-,4,1,4,5,10,1,-,3,-,3,2,45,5,3,12,9,8,12
"S00176607",147,12,21,18,23,44,28,12,-,-,-,-,6,6,16,2,1,-,2,6,7,119,11,20,18,21,34,15
"S00176608",129,30,11,5,27,23,36,12,-,-,-,-,5,9,16,-,2,-,-,5,8,102,30,9,5,26,10,24
"S00176609",91,22,23,8,23,11,4,15,-,-,1,8,5,2,16,3,5,-,3,4,1,58,19,18,7,12,3,-
"S00176610",104,22,15,9,23,20,18,19,1,3,-,3,6,6,20,-,4,-,10,5,4,65,18,8,9,13,9,8
"S00176611",92,4,6,12,19,30,21,33,1,4,2,9,10,11,14,-,-,-,-,9,4,44,3,7,11,12,11,6
"S00176612",78,16,18,11,13,14,13,11,-,1,1,2,6,3,11,1,1,1,1,2,4,59,15,12,9,9,8,6
"S00176613",140,15,9,10,27,33,46,25,-,2,-,1,6,16,28,1,4,4,6,8,8,87,13,6,6,21,19,22
"S00176614",105,17,8,14,21,32,13,18,1,-,-,2,6,8,14,-,-,2,1,7,3,73,16,7,16,16,19,2
"S00176615",141,48,14,24,27,16,12,20,3,1,2,5,3,6,14,5,1,-,-,4,4,109,40,14,22,22,6,4
"S00176616",137,35,8,34,43,21,-,4,-,-,2,-,-,-,14,2,1,1,6,7,-,119,34,8,30,33,15,-
"S00176617",251,40,15,11,48,35,104,68,1,-,-,-,3,64,23,2,1,-,2,1,17,160,36,14,11,46,27,23
"S00176618",83,15,7,6,21,18,16,12,-,-,-,4,3,4,21,-,1,2,4,7,5,50,15,6,4,12,8,4
"S00176619",88,14,11,13,9,23,15,20,1,-,1,-,10,5,16,-,2,2,1,5,6,52,12,6,10,7,13,6
"S00176620",124,24,11,10,38,18,23,17,-,3,-,-,6,5,21,1,-,-,6,5,7,86,23,8,10,28,6,10
"S00176621",105,17,21,10,23,21,13,21,1,3,2,6,4,8,20,4,-,-,6,4,4,64,8,16,12,13,13,2
"S00176622",150,35,11,15,41,32,15,25,2,-,-,9,9,2,16,-,-,1,2,8,4,109,30,13,13,32,17,6
"S00176623",116,20,12,14,24,26,19,20,-,1,2,1,5,7,24,-,-,2,7,6,6,72,18,6,9,17,19,7
"S00176624",108,32,17,20,16,19,4,12,1,-,3,2,5,1,18,2,1,4,5,6,-,78,29,17,9,9,8,3
"S00176625",113,19,12,8,20,28,25,12,-,3,-,-,5,7,19,3,1,-,3,8,5,79,17,8,8,13,16,17
"S00176626",107,22,13,9,20,23,18,20,2,4,2,5,6,6,17,-,4,3,-,3,6,62,19,5,5,15,16,6
"S00176627",105,15,13,13,19,30,15,15,3,-,-,2,4,7,26,2,-,2,5,10,7,64,11,12,8,12,17,3
"S00176628",156,45,16,28,39,23,5,18,-,-,2,4,9,2,14,2,4,2,2,4,2,128,42,12,24,33,12,1
"S00176629",105,13,5,11,22,28,26,22,-,-,-,4,7,12,12,-,-,-,4,5,6,71,13,5,7,16,21,9
"S00176630",94,23,10,10,20,15,16,24,2,2,-,6,4,10,14,2,1,2,1,3,3,53,19,5,11,13,8,1
"S00176631",101,12,3,10,20,22,35,26,1,-,2,3,4,17,18,-,1,2,4,7,8,57,9,3,8,13,14,10
"S00176632",126,12,5,12,23,35,39,28,-,-,-,4,7,15,27,-,-,2,6,6,16,69,12,5,10,13,20,10
"S00176633",109,20,9,7,20,32,21,5,-,-,-,-,1,3,12,3,-,-,2,6,4,92,17,9,7,18,27,14
"S00176634",84,10,6,-,12,26,27,11,-,-,-,1,3,6,19,-,-,-,5,1,10,55,10,5,-,7,22,11
"S00176635",129,18,12,14,19,42,18,24,1,-,1,3,8,8,15,2,-,1,3,1,5,92,15,11,12,16,30,8
"S00176636",89,23,3,14,11,24,14,19,-,-,2,1,7,9,10,-,-,3,-,5,2,56,22,3,9,8,9,5
"S00176637",124,35,18,14,28,18,10,22,1,2,1,4,9,7,14,-,2,-,2,2,-,88,35,15,11,19,5,3
"S00176638",93,21,5,15,19,13,15,14,-,-,1,3,5,8,6,-,1,1,-,-,4,73,21,6,13,17,9,5
"S00176639",86,20,2,14,16,15,20,14,-,-,3,-,2,8,14,-,1,3,4,2,5,59,20,1,8,12,10,7
"S00176640",136,23,17,20,31,27,20,18,1,-,1,5,5,6,20,1,1,3,4,6,6,98,23,16,12,23,17,8
"S00176641",138,24,18,16,26,31,20,35,3,4,3,6,12,9,23,3,2,3,4,5,6,80,18,18,10,16,12,5
"S00176642",85,29,13,16,16,14,-,13,-,-,1,4,5,-,10,1,2,2,4,-,-,67,29,11,13,8,7,-
"S00176643",140,33,20,14,37,30,10,5,-,2,1,1,2,3,13,-,2,1,-,6,2,119,33,13,12,34,26,4
"S00176644",196,62,6,37,58,24,10,14,1,-,1,7,4,-,20,5,1,2,1,3,6,165,55,5,34,49,17,5
"S00176645",140,14,17,13,21,50,25,14,-,-,1,2,4,7,20,-,4,-,-,7,9,106,14,13,10,19,39,9
"S00176646",72,7,10,8,21,12,11,12,-,-,1,3,3,5,10,-,-,-,5,3,3,50,7,9,7,15,6,3
"S00176647",99,15,9,15,21,27,9,31,-,3,5,4,15,5,12,1,1,4,3,2,1,56,14,5,9,12,8,3
"S00176648",64,11,8,10,12,15,12,16,1,2,2,2,3,7,10,-,3,3,1,2,3,42,10,4,6,11,9,2
"S00176649",88,12,4,6,12,13,42,17,2,-,-,2,3,10,11,-,-,1,1,-,10,61,10,4,5,9,10,23
"S00176650",108,10,7,7,14,36,33,34,-,1,1,4,7,19,18,-,-,1,4,5,6,60,10,6,9,8,21,6
"S00176651",130,33,18,14,24,31,10,14,-,3,-,8,3,1,24,1,4,4,-,8,5,90,28,7,11,16,20,2
"S00176652",120,19,8,17,35,34,7,13,-,-,-,2,8,3,21,5,-,3,5,5,3,86,11,8,14,28,21,2
"S00176653",71,1,7,1,-,11,51,40,-,5,-,-,7,33,13,-,-,-,-,3,10,18,1,3,1,-,4,8
"S00176654",71,7,9,5,13,17,17,19,-,-,-,2,8,10,7,-,2,2,2,3,4,41,7,7,7,8,7,5
