Scotland's Census 2022 - National Records of Scotland
Table UV206 - Passports held
All people

,"All people","Europe: Total","Europe: United Kingdom","Europe: Ireland","Europe: EU member countries","Europe: Rest of Europe","Africa","Middle East and Asia","Antarctica and Oceania","No Passport","The Americas and the Caribbean"
"S00163221",83,55,47,-,8,-,-,-,-,27,2
"S00163222",136,94,83,-,15,-,-,-,-,37,-
"S00163223",77,60,58,-,2,-,-,-,-,13,-
"S00163224",119,89,66,-,19,-,-,-,-,30,-
"S00163225",126,107,105,1,2,-,-,-,1,20,-
"S00163226",96,70,67,1,2,-,-,-,-,24,2
"S00163227",71,59,59,-,-,-,-,-,-,12,-
"S00163228",120,92,88,-,3,-,-,-,-,28,-
"S00163229",94,66,57,2,7,-,-,-,-,24,1
"S00163230",79,65,51,-,14,-,-,-,-,14,-
"S00163231",109,92,80,-,12,-,-,-,-,17,-
"S00163232",126,107,85,-,22,-,-,-,-,18,1
"S00163233",104,83,75,-,8,-,-,-,-,21,-
"S00163234",100,90,78,2,10,-,-,-,-,13,-
"S00163235",131,99,77,2,27,-,1,1,-,30,-
"S00163236",82,66,64,-,4,-,-,-,-,16,-
"S00163237",103,84,82,-,2,-,-,-,-,19,-
"S00163238",102,90,85,1,4,-,-,-,-,12,-
"S00163239",76,52,47,-,5,-,-,1,-,26,1
"S00163240",70,55,48,-,6,2,1,-,-,10,1
"S00163241",72,53,50,-,2,-,-,-,-,19,-
"S00163242",103,72,65,1,6,-,-,-,-,29,2
"S00163243",109,101,92,4,1,-,-,-,-,8,-
"S00163244",159,108,85,-,26,-,-,1,1,49,-
"S00163245",92,74,54,-,17,-,-,4,-,15,-
"S00163246",86,71,60,1,9,-,-,2,-,13,-
"S00163247",76,53,41,-,5,-,-,1,-,25,-
"S00163248",155,105,100,-,6,1,3,3,4,41,2
"S00163249",132,98,91,-,10,-,-,-,1,30,-
"S00163250",93,72,65,-,6,1,-,2,-,17,2
"S00163251",81,54,52,-,2,-,-,-,-,27,-
"S00163252",114,87,82,-,3,-,1,-,3,25,-
"S00163253",106,85,75,-,10,-,-,-,-,16,1
"S00163254",89,65,57,-,8,-,-,-,-,24,-
"S00163255",94,63,50,2,12,-,-,-,-,30,1
"S00163256",86,72,63,-,9,-,1,1,-,11,2
"S00163257",139,94,93,-,1,-,-,-,-,45,-
"S00163258",121,80,68,1,10,-,-,-,-,40,1
"S00163259",88,81,79,-,1,-,2,-,-,9,-
"S00163260",258,174,171,1,2,1,-,-,-,84,-
"S00163261",71,59,32,3,24,-,-,1,1,7,4
"S00163262",125,113,112,-,-,-,-,1,-,13,-
"S00163263",126,88,84,-,5,-,-,4,-,36,-
"S00163264",74,46,39,-,3,-,-,-,-,25,-
"S00163265",92,63,53,-,10,-,-,-,-,29,-
"S00163266",131,107,100,-,9,1,-,1,-,19,1
"S00163267",134,116,102,-,17,-,-,4,-,15,-
"S00163268",88,71,71,-,-,-,-,-,-,17,-
"S00163269",61,48,41,-,7,-,1,1,-,9,-
"S00163270",146,100,91,-,12,-,3,2,-,36,2
"S00163271",154,119,102,-,13,-,-,-,-,36,-
"S00163272",106,86,74,3,9,-,-,-,-,20,-
"S00163273",90,75,69,-,6,-,-,2,-,13,-
"S00163274",152,131,124,-,7,-,-,-,-,21,-
"S00163275",137,104,94,-,10,-,-,1,-,31,1
"S00163276",77,51,46,-,7,-,-,-,-,24,-
"S00163277",74,51,46,-,5,-,1,-,-,22,-
"S00163278",167,141,130,2,9,-,1,-,-,25,-
"S00163279",140,116,105,4,9,4,-,6,-,18,-
"S00163280",85,72,71,-,-,-,-,-,-,13,-
"S00163281",81,60,54,2,4,-,-,-,-,21,-
"S00163282",136,93,78,1,14,-,-,6,-,37,-
"S00163283",82,70,56,1,13,-,-,-,-,8,3
"S00163284",123,100,85,-,14,-,-,-,-,23,-
"S00163285",92,86,74,-,12,-,-,-,-,6,-
"S00163286",104,74,56,-,20,1,-,2,-,28,-
"S00163287",90,75,66,-,11,-,-,-,-,15,-
"S00163288",126,111,103,2,7,-,-,-,2,8,-
"S00163289",70,58,46,-,14,1,-,-,-,9,-
"S00163290",125,97,88,-,9,-,-,-,-,28,-
"S00163291",107,96,90,-,9,-,-,2,-,7,-
"S00163292",145,112,100,-,12,-,-,-,-,31,1
"S00163293",125,100,85,1,18,-,1,-,-,27,-
"S00163294",126,100,91,1,8,-,-,-,-,26,-
"S00163295",80,46,45,-,1,-,-,1,-,32,-
"S00163296",133,110,102,2,5,1,-,8,-,16,-
"S00163297",73,59,52,-,4,-,-,-,-,12,1
"S00163298",91,48,48,-,-,-,-,-,-,47,-
"S00163299",90,74,63,-,12,-,-,1,-,11,4
"S00163300",62,52,47,2,3,-,1,-,-,5,2
"S00163301",115,96,86,-,10,-,-,1,-,22,-
"S00163302",117,102,99,-,3,-,-,-,-,11,-
"S00163303",172,114,104,-,10,-,5,9,2,40,1
"S00163304",73,55,39,-,16,-,-,-,-,18,-
"S00163305",140,106,89,-,19,-,-,-,-,34,-
"S00163306",83,66,59,-,7,-,-,2,1,15,-
"S00163307",114,93,87,-,6,-,-,-,-,19,-
"S00163308",80,64,56,-,7,-,-,-,-,15,1
"S00163309",108,88,70,-,13,-,-,-,-,15,-
"S00163310",124,85,77,-,7,-,-,-,-,38,1
"S00163311",142,122,115,3,8,-,-,5,-,15,-
"S00163312",142,110,93,-,16,-,1,4,-,27,-
"S00163313",97,74,72,-,-,-,-,-,-,23,-
"S00163314",199,138,129,3,6,-,-,3,-,58,-
"S00163315",152,123,113,1,8,1,3,8,-,14,-
"S00163316",140,121,121,-,-,-,-,-,-,16,-
"S00163317",174,123,118,-,6,-,4,1,-,41,-
"S00163318",76,53,49,-,4,-,-,1,-,22,-
"S00163319",132,118,115,-,3,-,-,-,-,18,-
"S00163320",151,120,114,2,5,-,-,2,-,25,-
"S00163321",167,146,142,-,8,-,-,-,-,21,-
"S00163322",138,94,83,2,9,-,1,4,-,39,-
"S00163323",143,124,119,2,4,-,-,2,-,17,-
"S00163324",154,140,118,1,19,-,-,-,1,10,2
"S00163325",94,84,76,2,7,-,-,-,-,10,3
"S00163326",93,65,60,-,5,-,-,-,-,28,2
"S00163327",148,124,119,2,4,-,-,-,-,24,-
"S00163328",111,93,92,1,-,-,-,5,-,13,-
"S00163329",64,52,45,-,7,-,-,-,-,16,-
"S00163330",153,136,135,-,1,-,1,-,-,13,-
"S00163331",128,112,105,-,7,-,-,-,-,15,-
"S00163332",105,77,67,-,13,1,-,1,-,24,-
"S00163333",71,56,49,-,5,-,-,2,-,14,-
"S00163334",62,41,33,-,6,-,-,-,-,19,-
"S00163335",94,84,72,-,11,1,1,-,-,8,1
"S00163336",89,67,66,-,3,-,-,-,-,22,-
"S00163337",165,111,94,-,17,-,-,1,-,52,-
"S00163338",80,68,63,-,2,1,-,-,-,12,-
"S00163339",161,112,108,-,4,-,-,-,-,47,-
"S00163340",141,81,77,-,4,1,1,1,-,56,-
"S00163341",97,64,62,-,2,-,-,2,-,31,-
"S00163342",81,55,45,1,12,-,-,2,-,27,-
"S00163343",155,132,131,-,2,-,-,2,-,19,2
"S00163344",100,86,88,2,-,-,-,-,-,10,-
"S00163345",137,87,76,-,16,2,-,4,-,48,-
"S00163346",106,86,81,-,5,-,-,-,-,21,-
"S00163347",120,86,77,-,9,-,-,-,-,35,-
"S00163348",169,113,110,-,3,-,-,-,-,58,-
"S00163349",84,64,64,-,-,-,-,-,-,17,-
"S00163350",123,70,64,-,6,-,-,-,-,52,1
"S00163351",78,56,56,-,-,-,-,-,-,22,-
"S00163352",91,83,82,-,1,-,-,-,-,7,-
"S00163353",100,85,76,-,9,-,-,-,-,14,1
"S00163354",106,76,70,-,6,-,-,-,-,33,-
"S00163355",78,44,44,-,-,-,-,-,-,30,1
"S00163356",81,56,51,1,8,-,-,2,-,22,-
"S00163357",99,90,87,-,3,-,1,-,-,8,-
"S00163358",109,93,77,-,12,-,-,-,-,20,-
"S00163359",120,93,92,-,1,-,-,-,-,27,-
"S00163360",113,91,77,-,14,-,-,-,-,22,-
"S00163361",77,56,50,-,3,-,-,-,-,24,-
"S00163362",75,64,63,-,-,-,-,1,-,11,-
"S00163363",182,168,166,1,1,-,-,2,-,11,1
"S00163364",134,106,102,-,3,1,-,-,-,27,-
"S00163365",166,136,125,-,11,-,-,2,-,28,-
"S00163366",126,76,53,-,19,2,-,1,-,49,-
"S00163367",122,97,96,-,1,-,-,-,-,25,-
"S00163368",101,76,73,-,2,-,-,-,-,25,-
"S00163369",221,132,122,-,7,-,-,-,-,88,-
"S00163370",146,127,127,2,-,-,-,-,-,17,1
"S00163371",128,96,93,4,-,-,-,-,2,28,5
"S00163372",133,98,96,-,-,1,-,-,-,33,-
"S00163373",92,75,75,-,-,-,-,-,-,17,-
"S00163374",90,84,78,1,5,-,-,-,-,4,1
"S00163375",135,127,121,1,2,-,-,4,-,7,-
"S00163376",93,85,83,-,-,-,-,-,-,8,-
"S00163377",73,69,64,-,-,-,-,-,-,12,-
"S00163378",60,47,45,-,5,-,-,-,-,13,-
"S00163379",105,82,76,-,9,-,-,-,-,20,-
"S00163380",143,125,116,1,5,-,1,1,-,18,-
"S00163381",105,68,53,2,17,-,-,-,-,32,2
"S00163382",88,70,65,-,2,-,-,-,-,17,-
"S00163383",106,89,84,-,1,-,-,-,1,16,-
"S00163384",138,85,79,-,9,-,-,-,-,53,-
"S00163385",109,83,61,-,25,-,-,-,-,22,-
"S00163386",90,66,56,3,6,-,-,-,-,24,-
"S00163387",75,61,52,-,9,-,-,-,-,14,-
"S00163388",109,87,82,1,9,-,-,-,-,21,1
"S00163389",89,69,65,-,5,-,-,1,-,13,-
"S00163390",139,87,81,-,6,-,-,-,-,52,-
"S00163391",82,58,58,-,-,-,-,-,-,21,-
"S00163392",166,144,139,1,4,-,-,-,-,18,1
"S00163393",100,82,79,-,3,-,-,-,1,17,-
"S00163394",122,87,77,-,6,-,-,-,-,38,1
"S00163395",140,130,127,1,3,-,-,1,-,11,1
"S00163396",159,101,98,-,3,-,1,-,1,56,-
"S00163397",175,148,141,-,7,-,2,-,-,29,-
"S00163398",96,85,82,2,-,-,-,-,-,11,-
"S00163399",95,84,84,-,-,-,-,-,-,11,-
"S00163400",169,111,107,2,3,-,-,2,-,56,-
"S00163401",85,79,81,1,-,-,-,-,-,6,-
"S00163402",102,64,61,-,3,-,-,-,-,38,-
"S00163403",93,87,78,-,9,-,-,-,-,6,-
"S00163404",118,91,81,-,10,-,-,-,-,27,-
"S00163405",86,76,75,-,-,-,-,-,-,10,-
"S00163406",88,84,80,-,4,-,-,-,-,4,-
"S00163407",182,139,127,3,11,-,-,-,-,43,-
"S00163408",128,101,89,6,7,-,-,-,-,21,3
"S00163409",128,89,82,-,5,2,-,-,-,37,1
"S00163410",93,87,87,-,-,-,1,-,-,11,-
"S00163411",149,112,107,-,1,-,-,-,-,36,1
"S00163412",127,96,72,-,23,-,-,-,-,29,-
"S00163413",124,98,92,-,6,-,-,-,-,27,-
"S00163414",116,89,84,-,2,3,-,-,-,27,-
"S00163415",142,108,108,-,-,-,1,-,-,33,-
"S00163416",71,60,59,-,1,-,-,-,-,14,-
"S00163417",112,76,71,-,2,-,-,-,-,33,3
"S00163418",156,140,132,-,8,-,-,-,-,12,-
"S00163419",93,74,73,-,-,-,-,-,-,18,-
"S00163420",126,105,105,-,-,-,-,-,-,20,-
"S00163421",70,58,58,-,-,-,-,-,-,12,-
"S00163422",90,64,60,-,4,-,-,-,-,26,-
"S00163423",104,82,76,3,4,-,-,-,-,22,-
"S00163424",156,127,89,1,37,-,1,1,1,22,1
"S00163425",91,74,72,-,4,-,-,-,-,17,-
"S00163426",82,73,72,-,-,-,-,-,1,10,-
"S00163427",156,137,131,-,5,-,-,-,2,18,-
"S00163428",119,90,84,-,5,1,-,-,1,28,-
"S00163429",131,108,95,1,12,-,-,-,-,22,1
"S00163430",62,52,38,-,13,-,-,-,1,12,-
"S00163431",74,66,63,-,3,-,-,2,-,6,1
"S00163432",90,58,58,-,-,-,-,-,-,31,-
"S00163433",127,101,92,-,9,-,-,-,-,24,-
"S00163434",143,115,108,-,5,-,2,-,-,27,-
"S00163435",144,110,111,1,2,-,1,-,-,27,2
"S00163436",77,58,53,-,1,-,-,-,1,18,-
"S00163437",86,65,63,-,3,-,-,-,-,20,-
"S00163438",151,125,120,-,3,-,-,-,-,28,-
"S00163439",66,32,31,-,1,-,-,-,-,30,-
"S00163440",143,114,103,-,11,-,-,-,-,29,-
"S00163441",114,86,85,1,-,-,-,-,-,28,-
"S00163442",161,146,142,-,4,-,-,-,-,15,-
"S00163443",69,42,39,-,3,-,-,-,-,27,-
"S00163444",108,86,84,1,1,-,-,-,1,21,-
"S00163445",102,80,71,-,9,-,-,-,-,24,-
"S00163446",149,97,80,-,12,-,7,1,-,41,1
"S00163447",65,50,47,1,2,-,-,-,-,15,-
"S00163448",150,101,99,-,2,-,-,4,-,45,-
"S00163449",79,58,53,3,6,-,-,-,-,17,-
"S00163450",91,81,81,-,-,-,-,-,-,9,-
"S00163451",98,80,80,-,-,-,-,-,-,15,-
"S00163452",120,101,89,2,11,-,-,-,-,19,-
"S00163453",69,50,49,1,-,-,-,-,1,18,-
"S00163454",58,40,39,-,2,-,1,-,1,18,-
"S00163455",100,76,74,-,2,-,-,1,-,23,-
"S00163456",62,48,48,-,-,-,-,1,-,13,-
"S00163457",159,142,140,2,-,-,-,-,-,17,-
"S00163458",83,68,70,-,2,-,-,-,-,14,-
"S00163459",75,63,58,-,5,-,-,-,-,12,-
"S00163460",90,70,69,-,-,1,-,-,-,21,-
"S00163461",79,66,66,-,-,-,-,-,-,13,-
"S00163462",104,72,68,-,1,-,-,-,-,28,-
"S00163463",115,91,82,4,11,-,-,-,-,19,-
"S00163464",87,58,52,1,9,-,-,-,-,25,-
"S00163465",98,85,79,-,6,-,-,-,-,13,-
"S00163466",122,91,86,-,3,-,-,-,-,34,1
"S00163467",62,52,44,-,8,-,-,-,-,10,-
"S00163468",102,87,85,-,2,-,-,-,-,15,-
"S00163469",126,89,76,-,13,-,-,-,-,37,-
"S00163470",169,141,125,-,14,-,-,-,-,29,-
"S00163471",80,60,45,-,15,-,-,-,-,20,-
"S00163472",105,82,80,-,3,-,-,-,-,23,-
"S00163473",109,95,86,-,9,-,-,-,-,10,-
"S00163474",85,55,51,-,3,-,1,-,-,29,-
"S00163475",72,48,45,2,1,-,-,1,-,23,-
"S00163476",101,84,77,2,5,-,3,-,-,12,-
"S00163477",105,84,81,-,1,-,-,-,-,21,-
"S00163478",151,122,118,-,4,-,-,-,-,29,-
"S00163479",164,137,126,-,10,1,3,-,1,22,-
"S00163480",111,101,100,-,-,-,-,-,-,10,-
"S00163481",72,49,44,-,5,-,-,-,-,23,-
"S00163482",120,82,73,-,7,-,-,-,1,36,1
"S00163483",122,104,105,-,3,-,-,-,-,12,2
"S00163484",122,96,87,2,4,-,-,1,-,20,1
"S00163485",77,58,58,-,-,-,-,2,-,15,-
"S00163486",124,102,101,-,-,1,-,4,-,18,-
"S00163487",102,69,68,-,-,-,-,-,-,29,-
"S00163488",96,71,64,-,6,-,-,-,-,26,-
"S00163489",89,77,74,-,3,-,-,-,-,14,2
"S00163490",145,125,118,3,1,-,-,-,-,23,-
"S00163491",147,108,103,-,5,-,1,-,-,33,3
"S00163492",110,92,83,-,6,-,3,-,-,18,1
"S00163493",89,69,68,1,-,-,-,1,-,17,-
"S00163494",78,60,54,-,6,-,2,-,-,15,1
"S00163495",83,62,57,-,5,-,1,-,-,20,-
"S00163496",112,87,80,-,6,-,-,-,-,25,1
"S00163497",106,92,87,4,-,-,-,-,-,14,-
"S00163498",83,71,71,1,1,-,-,-,-,10,-
"S00163499",81,61,60,-,1,-,-,-,-,20,-
"S00163500",84,73,64,-,9,-,-,-,-,8,-
"S00163501",109,97,89,-,5,-,-,-,1,14,-
"S00163502",161,138,128,2,9,-,-,1,-,21,1
"S00163503",119,106,79,-,27,-,-,-,-,16,-
"S00163504",92,74,74,-,-,-,-,-,1,17,-
"S00163505",73,54,54,-,-,-,-,-,-,18,-
"S00163506",76,57,51,1,2,-,-,-,-,19,1
"S00163507",106,99,97,-,1,1,-,-,-,6,1
"S00163508",119,104,101,1,2,-,-,2,-,13,-
"S00163509",123,97,93,-,3,1,-,-,-,26,-
"S00163510",117,89,82,-,4,-,-,1,-,24,2
"S00163511",106,68,59,-,9,-,-,-,-,37,-
"S00163512",131,89,80,-,9,-,-,2,-,40,2
"S00163513",149,117,100,-,14,-,-,-,-,32,-
"S00163514",74,49,49,-,-,-,1,-,-,24,-
"S00163515",100,61,53,-,10,-,-,-,-,39,-
"S00163516",60,45,37,-,7,-,-,-,-,18,-
"S00163517",173,151,144,1,7,-,-,1,1,18,-
"S00163518",90,76,72,-,4,-,2,1,-,12,2
"S00163519",144,110,104,-,4,-,-,1,-,33,-
"S00163520",85,70,63,1,4,-,-,5,-,14,-
"S00163521",123,102,102,-,-,-,-,-,-,18,-
"S00163522",114,94,88,-,6,-,-,-,-,20,-
"S00163523",85,62,51,-,9,-,-,-,-,25,-
"S00163524",82,67,62,-,5,-,-,-,1,12,-
"S00163525",103,80,80,-,-,-,-,-,-,21,-
"S00163526",160,144,145,-,3,-,-,-,2,11,-
"S00163527",173,121,100,1,16,-,-,-,-,52,-
"S00163528",130,98,84,2,13,-,-,1,-,31,-
"S00163529",144,102,90,-,12,-,-,1,-,41,-
"S00163530",90,57,44,-,13,-,1,1,-,31,-
"S00163531",152,130,121,-,3,-,-,-,2,20,3
"S00163532",139,118,112,1,5,-,1,-,-,19,1
"S00163533",95,86,71,2,13,-,-,1,-,5,-
"S00163534",85,70,69,-,1,-,-,-,-,15,-
"S00163535",81,69,66,1,2,-,-,5,-,5,2
"S00163536",130,110,104,-,6,-,-,-,-,20,-
"S00163537",125,85,73,-,12,-,-,-,-,40,-
"S00163538",83,77,75,1,1,-,-,-,1,4,1
"S00163539",131,93,77,-,16,-,-,-,-,38,-
"S00163540",85,63,44,4,17,-,-,-,-,19,-
"S00163541",65,43,41,-,5,-,-,-,-,22,-
"S00163542",90,62,62,-,-,-,2,-,-,30,-
"S00163543",63,43,39,-,8,-,-,1,-,19,-
"S00163544",119,85,81,1,3,1,-,1,1,30,1
"S00163545",88,60,49,-,11,-,-,-,-,32,-
"S00163546",150,103,93,-,10,-,1,-,-,41,6
"S00163547",71,54,54,-,3,-,-,-,-,17,-
"S00163548",158,134,117,3,14,-,-,-,-,21,1
"S00163549",165,135,133,-,2,-,-,-,-,28,1
"S00163550",136,109,104,-,5,-,1,-,-,23,2
"S00163551",156,133,130,-,2,1,-,3,-,18,2
"S00163552",89,59,52,-,7,-,-,-,-,30,-
"S00163553",96,77,68,-,8,-,-,1,-,19,-
"S00163554",80,71,58,8,5,-,-,-,-,4,-
"S00163555",100,79,79,-,-,-,-,-,-,20,2
"S00163556",88,65,58,-,7,-,-,-,-,23,-
"S00163557",127,101,98,-,2,-,-,-,1,23,-
"S00163558",79,63,59,-,4,-,-,-,-,18,-
"S00163559",102,76,61,-,15,-,-,-,-,26,-
"S00163560",98,74,58,-,16,-,-,-,-,24,-
"S00163561",125,101,94,-,7,-,-,-,-,27,1
"S00163562",63,40,33,-,10,-,-,-,-,23,-
"S00163563",84,74,63,1,10,-,-,-,-,10,-
"S00163564",72,62,63,2,-,-,-,-,-,10,-
"S00163565",121,100,100,-,-,-,1,2,-,17,-
"S00163566",87,78,70,1,6,-,2,-,-,9,-
"S00163567",76,65,64,-,-,-,-,-,-,11,-
"S00163568",143,126,126,-,-,-,-,1,-,16,-
"S00163569",86,81,77,1,2,-,-,-,2,7,-
"S00163570",139,122,119,4,-,-,-,-,-,15,-
"S00163571",81,55,46,1,6,-,-,-,-,25,2
"S00163572",156,130,130,-,-,-,-,2,-,24,-
"S00163573",84,57,43,-,14,-,-,-,-,27,-
"S00163574",95,66,64,-,1,-,-,-,-,29,-
"S00163575",150,132,131,-,1,-,-,-,-,22,-
"S00163576",76,74,66,-,8,-,-,-,-,6,-
"S00163577",148,107,93,4,12,-,-,-,-,39,-
"S00163578",129,114,112,-,1,1,-,3,-,12,2
"S00163579",123,97,82,1,14,-,-,-,-,26,-
"S00163580",100,76,70,1,4,-,-,-,-,28,-
"S00163581",171,144,127,7,10,-,-,1,1,23,2
"S00163582",97,90,90,-,-,-,-,2,-,5,-
"S00163583",141,124,122,-,4,-,-,-,-,11,-
"S00163584",139,121,119,-,2,-,-,4,-,13,-
"S00163585",106,78,77,-,3,-,-,-,-,26,-
"S00163586",99,86,82,-,2,2,-,1,-,12,-
"S00163587",192,160,154,2,7,-,-,-,-,28,-
"S00163588",102,83,83,-,-,-,-,2,-,11,-
"S00163589",81,61,61,-,-,-,-,-,-,27,-
"S00163590",170,147,138,-,9,-,-,-,-,22,1
"S00163591",71,62,62,-,-,-,-,-,-,9,-
"S00163592",120,95,86,1,7,-,-,-,-,24,1
"S00163593",94,81,79,-,2,-,-,-,-,13,-
"S00163594",69,55,55,-,-,-,-,-,-,19,-
"S00163595",104,84,81,-,1,-,-,-,-,20,-
"S00163596",81,76,76,-,1,-,-,-,-,3,-
"S00163597",119,109,95,2,9,-,-,-,-,9,2
"S00163598",125,103,94,-,6,-,-,-,-,22,-
"S00163599",93,71,68,-,4,-,-,-,-,21,-
"S00163600",84,70,66,-,2,-,-,-,-,12,1
"S00163601",148,91,87,-,4,-,-,4,-,50,3
"S00163602",117,108,110,-,-,-,-,-,-,12,-
"S00163603",115,108,110,-,-,1,-,1,-,6,-
"S00163604",100,89,82,3,4,-,-,-,-,11,-
"S00163605",146,129,117,2,11,-,-,-,1,16,-
"S00163606",124,101,102,-,3,-,-,-,-,24,-
"S00163607",110,93,92,1,-,-,-,1,-,16,-
"S00163608",61,45,45,-,-,-,-,-,-,16,-
"S00163609",65,50,51,-,3,-,-,-,-,11,-
"S00163610",127,118,110,-,8,-,-,-,-,9,-
"S00163611",146,122,113,2,11,-,-,-,-,19,-
"S00163612",95,86,87,2,1,-,-,-,-,6,-
"S00163613",104,84,84,-,-,-,-,-,-,16,-
"S00163614",155,100,95,-,5,-,-,-,-,51,-
"S00163615",74,61,57,-,2,1,-,-,-,10,-
"S00163616",98,78,76,-,4,-,-,-,-,10,-
"S00163617",80,72,50,-,21,-,-,-,-,4,-
"S00163618",91,80,78,-,1,1,-,-,-,11,-
"S00163619",78,67,60,-,6,1,-,-,-,11,-
"S00163620",153,142,136,1,4,-,1,-,-,13,-
"S00163621",96,86,86,-,-,-,-,1,-,9,-
"S00163622",184,158,150,-,6,-,-,3,-,23,-
"S00163623",111,90,76,-,14,-,-,-,-,25,-
"S00163624",134,90,80,-,10,-,-,-,-,44,-
"S00163625",137,120,118,-,2,-,-,-,-,19,-
"S00163626",178,159,152,-,10,-,-,-,-,19,-
"S00163627",71,66,66,-,-,-,-,2,-,4,-
"S00163628",112,94,90,1,-,-,-,-,-,21,-
"S00163629",84,71,71,-,-,-,-,-,-,13,-
"S00163630",143,117,112,-,9,-,4,4,3,13,-
"S00163631",143,125,125,-,-,-,-,-,-,18,-
"S00163632",173,162,160,-,2,-,1,-,-,10,-
"S00163633",80,69,69,-,-,-,-,-,-,9,2
"S00163634",146,132,127,4,-,-,-,2,-,13,-
"S00163635",124,103,98,1,3,-,-,-,2,20,-
"S00163636",187,159,151,-,8,-,1,-,-,27,-
"S00163637",70,61,56,-,5,-,3,-,-,4,-
"S00163638",124,111,97,-,18,-,-,1,-,12,-
"S00163639",123,92,90,-,2,-,-,-,-,31,-
"S00163640",133,89,87,-,4,-,-,3,-,41,-
"S00163641",97,75,75,-,-,-,-,-,1,21,-
"S00163642",118,106,103,-,3,-,-,-,-,12,-
"S00163643",115,101,101,-,-,-,-,-,-,14,-
"S00163644",91,79,75,-,1,2,-,-,-,12,-
"S00163645",165,149,147,3,-,-,2,1,-,12,-
"S00163646",98,92,84,-,6,-,-,-,-,6,-
"S00163647",108,97,96,2,3,-,-,2,-,2,-
"S00163648",213,185,171,1,12,1,-,3,-,24,-
"S00163649",187,177,168,2,8,-,-,-,2,9,-
"S00163650",145,113,107,1,5,-,-,1,-,33,-
"S00163651",152,127,126,-,1,-,-,-,-,28,-
"S00163652",91,69,64,-,11,-,1,-,-,21,-
"S00163653",151,137,136,1,3,-,-,-,-,12,-
"S00163654",204,130,119,-,7,-,-,-,-,74,-
"S00163655",122,120,118,-,4,-,-,-,-,-,-
"S00163656",91,78,72,-,6,-,-,-,-,13,-
"S00163657",172,148,145,1,4,-,-,-,-,24,-
"S00163658",131,119,110,-,7,-,-,-,-,12,-
"S00163659",87,73,71,-,-,-,-,-,-,13,2
"S00163660",96,76,71,1,5,-,-,-,-,18,-
"S00163661",83,77,65,-,10,-,-,-,-,7,-
"S00163662",81,72,57,1,13,-,1,-,-,10,-
"S00163663",212,188,187,-,1,-,-,-,-,24,-
"S00163664",160,127,115,3,5,-,-,-,-,37,-
"S00163665",229,204,194,2,8,-,-,5,-,17,3
"S00163666",153,137,127,2,8,-,-,-,-,16,-
"S00163667",100,75,62,1,11,1,-,-,2,24,-
"S00163668",153,125,117,-,12,-,-,1,1,26,-
"S00163669",185,157,153,2,5,-,2,1,-,25,-
"S00163670",202,154,151,-,4,-,-,-,-,48,-
"S00163671",173,139,136,-,7,-,-,2,-,31,2
"S00163672",67,59,51,-,7,-,-,-,-,8,-
"S00163673",219,190,191,-,3,-,-,-,-,25,-
"S00163674",178,164,160,2,2,-,-,-,-,13,-
"S00163675",151,132,114,1,10,2,-,3,2,18,-
"S00163676",176,148,139,-,9,-,-,1,-,27,-
"S00163677",65,57,57,-,-,-,-,-,-,8,-
"S00163678",198,169,158,-,10,-,-,-,5,23,-
"S00163679",86,66,59,-,7,-,-,2,-,19,-
"S00163680",109,99,96,1,-,-,-,-,-,14,-
"S00163681",66,47,47,-,2,-,-,-,-,19,-
"S00163682",114,84,83,-,1,-,-,-,4,28,-
"S00163683",109,97,96,-,1,-,-,-,-,11,4
"S00163684",142,125,124,-,-,1,-,2,-,10,1
"S00163685",144,132,119,-,14,-,-,1,-,11,-
"S00163686",109,93,94,-,-,2,-,2,-,11,-
"S00163687",118,95,92,2,1,-,-,-,-,23,-
"S00163688",113,96,92,-,6,-,-,2,-,15,-
"S00163689",135,115,105,1,5,-,3,2,-,16,-
"S00163690",112,81,81,-,-,-,-,-,2,28,1
"S00163691",107,87,86,-,1,-,-,-,-,20,-
"S00163692",197,177,177,-,4,-,-,-,-,19,1
"S00163693",133,95,93,1,2,-,4,-,-,35,-
"S00163694",70,62,53,-,5,-,-,-,-,12,-
"S00163695",122,102,95,-,6,1,1,-,-,19,-
"S00163696",184,149,149,-,-,-,-,1,-,34,-
"S00163697",76,66,59,-,3,1,-,-,-,14,-
"S00163698",113,94,94,-,-,-,-,-,-,19,-
"S00163699",82,71,68,-,2,-,-,-,-,13,-
"S00163700",104,79,77,1,2,-,-,-,-,21,-
"S00163701",160,122,121,-,-,-,-,-,-,36,1
"S00163702",192,142,135,-,5,-,-,-,2,51,-
"S00163703",122,85,82,-,1,-,-,-,-,36,1
"S00163704",176,143,138,-,5,-,-,-,-,33,1
"S00163705",126,100,97,-,5,-,-,-,1,29,-
"S00163706",207,166,151,1,14,-,-,-,-,37,1
"S00163707",83,71,68,-,3,-,-,-,-,12,-
"S00163708",146,106,105,-,1,-,-,-,5,34,-
"S00163709",193,161,154,-,7,-,2,-,-,30,-
"S00163710",115,88,84,1,1,-,-,1,-,26,-
"S00163711",87,71,65,1,4,-,-,-,-,16,-
"S00163712",65,54,53,-,2,-,-,-,1,9,2
"S00163713",119,98,92,-,4,-,-,-,-,21,-
"S00163714",90,74,74,-,-,-,-,-,-,13,-
"S00163715",131,114,105,-,4,-,-,-,-,21,-
