OA_Code,Latitude,Longitude,"All People, aged 3 and over","All People, 3 - 15","All People, 16 - 24","All People, 25 - 34","All People, 35 - 49","All People, 50 - 64","All People, 65 and over","Understands/Speaks/Reads/Writes Gaelic, Total","Understands/Speaks/Reads/Writes Gaelic, 3 - 15","Understands/Speaks/Reads/Writes Gaelic, 16 - 24","Understands/Speaks/Reads/Writes Gaelic, 25 - 34","Understands/Speaks/Reads/Writes Gaelic, 35 - 49","Understands/Speaks/Reads/Writes Gaelic, 50 - 64","Understands/Speaks/Reads/Writes Gaelic, 65 and over","No skills in Gaelic, Total","No skills in Gaelic, 3 - 15","No skills in Gaelic, 16 - 24","No skills in Gaelic, 25 - 34","No skills in Gaelic, 35 - 49","No skills in Gaelic, 50 - 64","No skills in Gaelic, 65 and over"
S00140595,56.14764834,-5.198508237,122,13,7,4,21,32,44,4,-,-,-,1,3,-,118,13,7,4,20,29,44
S00140596,56.07445369,-6.23227475,123,7,5,10,18,31,52,25,-,2,-,-,6,15,98,7,4,7,18,25,37
S00140597,56.11457918,-4.909944317,132,12,2,17,20,45,39,-,-,-,-,-,-,-,132,12,2,17,20,45,39
S00140598,56.11918998,-5.255107594,65,10,2,8,15,16,16,4,-,-,-,2,-,1,66,10,2,8,13,16,17
S00140599,56.1020937,-4.641396992,163,23,14,11,22,38,59,3,-,-,-,-,3,-,160,23,14,11,22,36,59
S00140600,56.13461802,-5.152896067,134,16,4,6,20,40,50,3,1,-,1,-,-,1,131,15,4,3,20,40,49
S00140601,56.09260794,-4.835928037,191,23,9,10,36,56,55,6,2,-,-,1,1,-,186,21,9,10,35,54,55
S00140602,56.133991,-5.484476078,98,16,10,7,23,21,24,4,-,-,-,2,-,3,95,16,10,7,18,21,25
S00140603,56.10033639,-5.473710543,157,20,8,6,27,47,52,12,1,-,2,1,4,4,145,19,8,2,26,43,46
S00140604,56.10319509,-5.42517543,109,12,4,4,22,34,32,6,-,1,2,-,4,2,103,12,3,2,22,33,30
S00140605,56.0621201,-4.932322299,87,12,4,5,12,22,32,2,-,-,-,-,-,1,85,12,4,5,12,21,31
S00140606,56.11460503,-5.254768368,178,15,9,14,32,51,57,5,-,-,1,-,-,2,173,15,9,13,32,51,53
S00140607,56.0337896,-5.212085275,131,13,4,2,24,42,50,7,1,-,2,1,3,1,125,9,4,1,20,39,49
S00140608,56.06240914,-5.338151681,117,9,6,-,16,34,54,11,-,2,-,1,2,6,106,9,4,-,15,32,52
S00140609,56.08144669,-5.450335029,175,24,7,9,37,44,53,12,2,-,-,-,9,4,165,22,7,9,37,38,52
S00140610,56.08879302,-5.55788736,101,7,3,7,13,40,27,3,-,-,-,-,1,1,98,6,3,7,13,41,29
S00140611,56.06089547,-5.486389834,73,5,1,9,4,25,24,7,2,1,2,-,3,1,70,6,-,8,4,25,23
S00140612,56.02828287,-5.629707627,152,10,12,4,18,49,59,4,-,-,-,-,-,3,148,10,12,4,18,45,56
S00140613,56.08119305,-4.83119873,121,15,5,12,24,27,42,3,-,-,-,-,-,1,119,15,5,12,24,26,37
S00140614,56.04571788,-4.653631835,117,15,13,5,26,31,27,3,-,-,-,-,1,4,114,15,13,5,26,30,25
S00140615,56.08601324,-4.833449601,151,30,7,20,32,33,29,1,-,-,1,-,-,-,150,30,7,21,32,33,29
S00140616,56.05055177,-4.838572988,109,12,6,13,12,41,23,1,-,-,-,-,-,1,108,12,6,13,12,41,22
S00140617,56.08675522,-4.836365798,118,20,10,26,25,24,13,3,-,-,1,-,2,1,118,20,10,25,25,23,12
S00140618,56.08609536,-4.835352673,71,15,4,13,14,11,19,-,-,-,-,-,-,-,71,15,4,13,14,11,19
S00140619,56.08385234,-4.833998185,108,20,8,15,20,26,23,2,-,-,-,-,2,1,110,20,8,15,20,25,22
S00140620,56.08425096,-4.831905465,123,25,12,10,21,35,20,1,-,-,-,-,1,-,122,25,12,10,21,34,20
S00140621,56.08361105,-4.82531574,105,20,10,12,18,33,12,1,-,-,-,-,1,-,100,20,10,12,18,32,12
S00140622,56.08280115,-4.828101725,142,39,13,14,34,25,17,2,1,-,-,1,-,-,140,38,13,14,33,25,17
S00140623,56.07048014,-4.822891931,442,18,174,90,68,64,28,8,1,-,4,1,-,-,433,16,174,86,67,64,27
S00140624,56.08259468,-4.828874266,90,20,14,11,25,23,5,1,-,-,-,1,-,-,89,20,14,11,24,23,5
S00140625,56.07578679,-4.838806008,114,16,3,7,19,38,31,4,3,-,1,-,-,-,110,13,3,8,19,38,31
S00140626,56.07975769,-4.829116292,75,17,3,5,13,21,20,1,-,-,1,-,-,-,77,17,3,4,13,21,20
S00140627,56.02516177,-5.566010238,145,13,4,13,20,51,41,6,-,1,-,-,4,1,139,13,4,13,20,47,39
S00140628,56.05946373,-5.487738861,140,27,6,25,27,28,27,6,-,-,-,2,-,2,134,26,6,25,25,26,23
S00140629,56.04524483,-5.438939317,133,14,11,16,29,50,13,5,2,-,2,2,-,-,129,12,11,15,27,50,13
S00140630,55.98913037,-5.016405167,120,7,6,13,13,40,43,4,3,-,-,-,2,-,116,3,6,13,13,39,43
S00140631,56.0455096,-5.441693642,92,9,4,17,23,24,13,4,-,-,3,-,-,1,86,9,4,14,23,24,12
S00140632,56.04438097,-5.436709977,143,18,10,9,28,33,44,8,1,-,2,1,3,1,136,14,10,9,27,33,43
S00140633,56.04134176,-5.423477957,111,19,15,19,28,30,5,4,-,-,1,1,4,-,107,19,15,18,27,24,5
S00140634,56.0137485,-5.399158125,76,18,-,7,23,16,15,5,-,-,1,-,-,3,71,18,-,6,23,16,12
S00140635,56.04181734,-5.436433641,111,10,5,10,10,34,42,3,-,-,1,-,1,1,107,10,5,9,10,33,41
S00140636,56.04074768,-5.439325843,135,18,10,17,21,35,34,3,-,-,-,1,-,3,132,18,10,17,20,35,36
S00140637,56.04548606,-4.910502349,129,1,5,8,3,39,71,-,-,-,-,-,-,-,128,1,5,8,3,38,71
S00140638,56.03842861,-5.432534634,103,8,11,7,19,39,13,5,-,-,-,-,3,1,98,8,11,9,19,36,15
S00140639,56.0382492,-5.435746777,83,17,4,10,16,16,21,8,1,-,-,2,-,4,78,16,4,10,14,16,15
S00140640,56.03744894,-5.427677816,138,20,12,4,20,37,45,8,-,-,-,3,2,4,130,20,12,4,17,38,42
S00140641,56.03935278,-5.424522248,83,10,19,12,15,17,10,6,-,2,1,2,2,1,77,10,18,10,17,15,7
S00140642,56.03882582,-5.435380503,69,18,7,4,14,16,10,1,-,-,-,1,-,-,68,18,7,4,13,16,10
S00140643,56.03820189,-5.430667573,111,30,7,15,18,21,16,3,1,-,1,2,-,1,105,29,9,14,20,21,15
S00140644,56.03817835,-5.424402056,115,31,19,16,25,3,18,4,-,-,2,3,-,-,109,31,19,14,22,3,17
S00140645,56.03817501,-5.428079513,84,9,14,6,16,19,21,3,-,1,-,-,1,-,82,9,12,6,16,18,21
S00140646,56.02024667,-5.367801509,100,12,6,13,20,35,17,7,-,-,-,-,3,3,93,12,6,13,19,28,14
S00140647,56.03724145,-5.434484774,80,6,6,11,11,21,21,5,-,-,-,3,1,2,75,6,6,11,12,20,20
S00140648,56.03692087,-5.431469187,112,12,13,12,13,30,32,4,-,-,1,-,-,3,108,12,13,11,13,30,29
S00140649,56.03550063,-5.43081307,90,4,8,5,25,19,24,12,1,2,3,2,4,2,82,3,9,6,23,15,22
S00140650,56.03625072,-5.422914301,71,12,11,9,14,16,12,2,-,-,-,-,2,-,65,12,11,9,14,14,12
S00140651,56.03607296,-5.424135104,152,29,18,20,30,32,21,8,-,2,-,-,4,3,144,29,17,20,33,26,19
S00140652,56.03418505,-5.426071403,105,11,6,9,19,24,36,5,-,-,-,-,2,3,100,11,6,9,19,22,33
S00140653,56.0196093,-5.627769162,116,12,10,6,19,34,32,3,2,-,-,1,1,-,113,14,10,6,18,33,32
S00140654,55.95601684,-5.315197761,111,12,3,24,23,20,30,2,-,-,-,1,1,-,109,12,3,24,22,19,30
S00140655,56.03224708,-5.429159224,100,16,6,16,12,36,17,1,1,-,-,-,-,-,102,15,6,16,12,36,17
S00140656,56.03350376,-5.425352597,99,8,11,15,13,31,26,9,1,1,1,-,4,3,88,8,7,10,13,27,23
S00140657,56.03228421,-5.423943798,112,15,13,8,15,38,20,3,-,-,-,-,4,1,109,15,13,8,15,39,22
S00140658,56.0441707,-4.834233806,75,9,7,3,14,17,22,1,-,-,-,-,-,1,74,9,7,3,14,17,22
S00140659,56.02320013,-5.44599963,105,17,9,4,11,34,27,8,-,-,-,-,5,4,97,17,8,4,11,29,25
S00140660,56.04300191,-4.803974,142,10,13,4,11,50,51,5,-,-,-,-,1,3,137,10,13,4,11,49,48
S00140661,55.93884053,-5.552522512,160,17,7,20,33,46,35,8,-,-,-,-,4,1,156,17,7,20,33,46,31
S00140662,55.99947393,-4.950832369,143,8,7,6,19,45,57,2,-,-,-,-,-,2,141,8,7,6,19,45,55
S00140663,56.02307372,-5.447625856,81,12,18,-,18,22,10,4,-,1,-,1,-,1,77,12,17,-,17,25,9
S00140664,55.99956388,-4.702402876,94,14,7,13,13,25,17,2,-,-,2,1,-,-,89,14,7,12,10,25,17
S00140665,56.02244283,-5.450571606,132,28,16,12,25,31,18,1,-,-,-,-,1,-,129,28,16,12,25,27,18
S00140666,56.018964,-5.44958683,90,12,2,7,15,29,21,5,-,-,-,-,3,1,85,12,2,7,16,26,24
S00140667,56.02137379,-5.448935049,125,19,11,12,30,22,39,5,-,-,2,-,-,5,123,19,11,10,30,22,28
S00140668,56.03420993,-4.796898038,112,9,7,8,10,33,45,2,-,-,-,-,1,-,110,9,7,8,10,35,44
S00140669,56.0211756,-5.450875844,98,20,5,7,19,24,23,4,-,-,-,1,2,1,94,20,5,7,18,22,22
S00140670,56.01530312,-5.450929403,112,14,8,5,23,27,36,7,1,-,2,1,3,-,105,13,8,4,22,23,35
S00140671,56.01607394,-5.448446107,77,6,12,11,16,18,14,4,-,1,-,3,-,-,71,6,15,11,13,18,14
S00140672,56.03145111,-4.793696349,136,13,7,6,8,37,62,2,-,-,-,-,-,1,130,13,7,5,8,37,64
S00140673,56.01524258,-5.449559692,111,10,15,4,17,24,45,4,-,-,-,-,1,3,107,10,15,4,17,23,43
S00140674,56.01702964,-4.860087266,68,13,-,3,12,16,27,1,-,-,-,-,1,-,71,13,-,3,12,15,27
S00140675,56.01329287,-5.450156107,98,16,6,3,23,30,25,3,-,-,-,-,1,2,95,16,6,3,23,29,23
S00140676,56.01255924,-5.448421482,76,9,11,1,12,23,22,6,-,-,-,1,4,2,70,9,11,1,11,20,20
S00140677,56.0104082,-5.451070236,126,12,7,12,15,35,43,11,2,1,-,1,4,3,115,11,7,12,14,31,40
S00140678,56.02336839,-4.781459752,161,35,17,22,36,29,22,-,-,-,-,-,-,-,160,35,17,22,36,29,21
S00140679,56.02500029,-4.819618018,61,6,3,2,17,15,15,2,1,-,-,2,-,-,59,8,3,2,16,15,15
S00140680,55.95940313,-5.18522592,110,8,6,3,20,35,39,5,2,2,-,-,1,2,105,7,5,3,20,34,33
S00140681,56.02373501,-4.817952776,107,12,6,7,12,40,31,2,-,-,-,-,-,1,105,12,6,6,12,40,30
S00140682,56.02259464,-4.623653576,74,4,-,4,14,21,31,2,-,-,-,-,1,1,69,4,-,4,14,20,30
S00140683,56.02192329,-4.784950902,62,3,3,2,10,17,28,-,-,-,-,-,-,-,62,3,3,2,10,17,28
S00140684,56.01862854,-4.815237537,104,10,4,7,14,31,35,2,-,-,-,-,2,-,103,10,4,7,14,28,35
S00140685,56.02235475,-4.775785453,151,43,17,11,26,29,21,1,-,-,-,-,1,-,150,43,17,11,26,28,21
S00140686,56.01923758,-4.774903683,116,12,12,4,13,34,42,-,-,-,-,-,1,1,112,12,12,4,13,34,41
S00140687,56.01994742,-4.779303844,118,17,9,4,27,38,23,3,-,-,-,2,-,2,115,17,9,4,26,38,21
S00140688,56.01774455,-4.772148646,122,21,4,9,16,28,44,5,-,1,-,1,3,2,120,21,3,9,15,26,43
S00140689,56.01509459,-4.76767421,177,21,13,13,24,42,64,4,-,-,-,-,-,4,173,21,13,13,24,42,57
S00140690,56.0154636,-4.811733516,123,12,10,8,24,33,34,2,-,-,-,-,2,3,118,12,10,8,24,31,31
S00140691,56.01904453,-4.77988088,76,7,10,6,11,24,18,3,1,1,1,-,-,-,71,7,9,5,11,24,18
S00140692,56.01840821,-4.781391804,104,13,3,6,15,28,36,2,-,-,-,-,2,-,102,13,3,6,15,26,36
S00140693,56.01891551,-4.775634841,87,14,9,10,12,28,13,5,-,-,-,1,2,-,84,13,9,10,11,28,13
S00140694,56.01804663,-4.777097029,88,2,5,5,16,28,30,7,-,-,-,-,-,3,85,2,5,5,15,28,27
S00140695,56.0135347,-4.865043915,66,3,3,-,12,18,31,4,-,-,-,1,2,1,62,3,3,-,11,16,30
S00140696,56.01827243,-4.733623259,101,12,11,6,10,33,23,1,-,-,-,-,1,-,100,12,11,6,10,35,23
S00140697,56.0173129,-4.779740344,95,7,4,5,15,27,37,8,1,-,-,1,1,4,89,6,4,5,14,25,35
S00140698,56.01451756,-4.774548949,123,12,6,3,19,31,54,1,-,-,-,-,-,1,122,12,6,3,19,31,53
S00140699,56.01700561,-4.733597895,131,11,17,4,15,31,55,4,-,-,-,-,4,-,131,11,17,4,15,29,55
S00140700,56.01623905,-4.732901828,154,18,10,7,21,31,68,-,-,-,-,1,-,1,152,18,10,7,20,31,67
S00140701,56.01132735,-4.759301842,165,12,15,16,23,34,66,2,-,-,-,-,-,2,159,12,15,16,23,34,63
S00140702,56.01471878,-4.747107794,115,26,3,7,32,15,31,2,-,-,-,-,-,1,113,26,5,7,32,15,30
S00140703,56.01416159,-4.74387502,107,17,9,7,20,27,27,3,-,-,-,-,3,-,101,17,9,7,20,24,27
S00140704,56.01553709,-4.733750838,71,12,4,5,15,11,24,1,-,-,-,1,-,-,70,12,4,5,14,11,24
S00140705,56.01207948,-4.802453779,125,20,11,18,18,25,30,4,-,-,2,-,4,-,118,20,11,13,18,23,30
S00140706,56.01411398,-4.733072581,141,17,16,9,15,43,44,2,1,-,-,-,-,1,139,16,16,9,15,43,43
S00140707,56.01328766,-4.740331072,135,14,12,6,18,45,40,4,1,-,-,-,-,-,133,17,12,6,18,44,40
S00140708,56.01492472,-4.722025743,102,11,6,-,22,27,36,-,-,-,-,-,-,-,102,11,6,-,22,27,36
S00140709,56.01023272,-4.798677787,85,25,11,9,16,19,7,-,-,-,-,-,-,-,85,25,11,9,16,19,7
S00140710,56.01400357,-4.726694491,94,19,2,3,19,17,36,-,-,-,-,-,-,-,94,19,2,3,19,17,36
S00140711,56.01379017,-4.75689413,172,32,5,45,46,27,17,5,-,-,2,3,-,-,167,32,5,43,43,27,17
S00140712,56.01207518,-4.745941258,135,18,11,2,18,31,52,3,-,-,-,-,-,3,132,18,11,2,18,31,49
S00140713,55.99941596,-4.793676773,94,5,4,2,13,34,35,4,-,-,-,1,-,1,90,5,4,2,12,33,38
S00140714,56.01358199,-4.717293992,107,18,6,7,16,27,37,4,-,-,-,-,-,1,103,18,6,7,16,26,36
S00140715,56.01100148,-4.803611149,163,24,14,18,28,42,40,-,-,-,-,-,-,-,161,24,14,18,28,33,40
S00140716,56.01339599,-4.722463705,94,10,8,7,17,30,25,1,-,-,-,1,-,-,93,10,8,7,16,30,25
S00140717,56.01169435,-4.735581137,130,24,13,3,23,38,34,2,-,-,-,-,2,-,128,24,13,3,23,36,34
S00140718,56.0110464,-4.732374474,139,15,8,6,22,38,50,5,-,-,1,-,3,2,134,15,8,7,22,35,49
S00140719,56.0125114,-4.718967723,175,18,19,13,16,62,43,2,-,-,-,-,2,-,174,18,19,13,16,59,43
S00140720,56.01262127,-4.724575309,62,5,6,1,10,21,16,-,-,-,-,-,-,-,62,5,6,1,10,21,16
S00140721,56.01095718,-4.799628737,97,16,4,12,17,31,20,4,-,-,1,-,1,3,89,16,4,11,17,30,18
S00140722,56.00945858,-4.748402806,125,29,5,32,28,10,21,2,-,-,1,2,-,-,123,29,5,31,27,10,21
S00140723,56.01204264,-4.723507653,133,7,11,8,13,45,48,-,-,-,-,-,-,-,133,7,11,8,13,45,48
S00140724,56.01151972,-4.747875373,59,2,3,9,5,16,27,1,-,-,-,-,-,1,58,2,3,9,5,16,26
S00140725,56.01029848,-4.740151384,229,60,26,13,26,31,73,4,1,-,-,-,1,-,225,59,26,13,25,30,72
S00140726,56.00395093,-4.853104329,118,11,4,5,16,33,46,7,1,1,-,2,1,1,108,10,2,5,14,32,45
S00140727,56.00919682,-4.800752788,125,15,6,15,18,39,30,2,-,-,-,-,-,2,123,15,6,15,18,39,28
S00140728,56.01092625,-4.75553476,131,31,16,13,27,39,10,1,-,-,-,-,1,-,131,31,16,13,27,34,10
S00140729,56.00995492,-4.756364055,108,14,19,7,20,29,24,3,-,-,2,-,1,1,105,14,19,6,20,28,23
S00140730,56.01049651,-4.716997007,107,8,6,5,14,35,37,1,-,-,-,-,1,-,105,8,6,5,14,34,37
S00140731,56.01070085,-4.726060544,66,8,4,-,10,20,23,6,3,-,-,2,1,-,64,5,4,-,8,19,23
S00140732,56.01004485,-4.72808404,101,8,6,5,10,22,50,2,-,-,-,-,2,-,100,8,6,5,10,21,50
S00140733,56.00885497,-4.798786677,94,10,2,12,14,29,24,2,-,-,2,-,-,1,92,10,2,11,14,29,23
S00140734,55.9977246,-4.896129815,112,5,5,5,10,34,51,4,-,-,1,1,-,1,108,5,5,2,9,33,58
S00140735,56.00895822,-4.733719059,157,32,8,4,24,25,64,-,-,-,-,-,-,-,157,32,8,4,24,25,64
S00140736,56.00844884,-4.798067395,70,9,6,5,15,20,17,-,-,-,-,-,-,-,69,9,6,5,15,20,16
S00140737,56.01037296,-4.709543693,278,119,26,50,58,26,3,4,-,-,-,2,1,2,274,119,26,50,56,25,2
S00140738,56.01037398,-4.745643994,76,10,3,4,11,15,29,-,-,-,-,-,-,-,75,10,3,4,11,15,29
S00140739,56.0087894,-4.757837274,95,18,2,3,22,18,38,1,-,-,1,-,-,-,98,18,2,3,22,18,38
S00140740,56.00871342,-4.722037873,79,8,-,4,8,12,46,4,-,-,-,1,-,3,75,8,-,4,7,12,43
S00140741,56.01062941,-4.713412354,58,6,6,6,7,15,20,5,3,-,2,-,-,1,52,4,6,1,7,15,19
S00140742,56.00829476,-4.758652332,97,11,4,4,16,15,46,1,-,-,-,-,-,1,96,11,4,4,16,15,45
S00140743,56.00944003,-4.754065119,101,16,20,22,12,18,9,3,-,1,-,-,1,-,99,16,19,22,12,17,9
S00140744,56.00864714,-4.729910726,152,20,6,11,21,28,61,2,-,-,-,-,-,2,151,20,6,11,21,28,60
S00140745,56.00752907,-4.74261842,132,9,11,4,23,34,54,5,-,1,-,-,1,1,129,9,10,4,23,33,53
S00140746,56.00936536,-4.716933599,97,10,3,4,15,29,34,-,-,-,-,-,-,-,97,10,3,4,15,29,34
S00140747,56.00959108,-4.711173557,137,30,26,10,31,28,12,5,2,-,-,2,1,1,136,29,25,10,30,27,15
S00140748,56.00769942,-4.717073285,132,19,12,6,19,44,34,1,-,-,-,1,-,-,131,19,12,6,18,44,34
S00140749,56.00858242,-4.714937314,104,9,9,6,9,37,31,-,-,-,-,-,-,-,104,9,9,6,9,37,31
S00140750,56.00857222,-4.751468392,147,25,18,12,22,37,33,3,-,1,-,-,1,2,143,25,17,12,18,36,31
S00140751,56.00841556,-4.754457451,124,28,7,22,16,32,19,2,-,-,-,-,1,1,122,28,7,22,16,31,18
S00140752,56.00783697,-4.755812048,72,7,5,5,11,17,23,-,-,-,-,-,-,-,72,7,5,5,11,17,23
S00140753,56.00687633,-4.746903802,93,9,8,4,12,27,33,2,-,-,-,-,2,-,92,9,8,4,12,26,33
S00140754,56.00744796,-4.707670318,90,22,7,25,25,13,1,-,-,-,-,-,-,-,90,22,7,25,25,13,1
S00140755,56.0074693,-4.749737468,94,13,11,20,19,17,19,3,-,2,-,-,-,2,91,13,11,20,19,17,15
S00140756,56.00794522,-4.748953071,62,2,3,4,9,23,21,-,-,-,-,-,-,-,62,2,3,4,9,23,21
S00140757,56.0082973,-4.711965278,168,41,24,21,26,48,12,-,-,-,-,-,-,-,168,41,24,21,26,48,12
S00140758,56.00692351,-4.719649852,127,12,12,4,17,43,38,6,2,-,-,-,4,-,119,10,12,4,17,39,38
S00140759,56.00665658,-4.732529655,85,5,2,3,6,20,46,1,-,-,-,-,-,1,84,5,2,3,6,20,45
S00140760,56.0081756,-4.706870943,120,24,10,23,29,25,10,2,-,1,-,1,-,-,118,24,10,23,28,25,10
S00140761,56.00646462,-4.737938617,79,3,3,6,7,23,34,1,-,-,-,-,-,1,77,3,3,6,7,23,32
S00140762,56.00706407,-4.750173918,103,4,9,5,26,34,22,1,-,-,-,-,1,-,102,4,9,5,26,33,22
S00140763,56.00681588,-4.752835487,73,1,3,3,5,14,47,-,-,-,-,-,-,-,73,1,3,3,5,14,47
S00140764,56.00643978,-4.735819188,125,4,8,4,5,7,97,-,-,-,-,-,-,-,124,4,8,4,5,7,96
S00140765,56.00599017,-4.724060151,111,3,10,6,9,38,44,6,-,-,-,-,2,4,105,3,10,6,9,37,40
S00140766,56.00572674,-4.714817119,111,11,11,9,21,33,34,-,-,-,-,-,-,-,111,11,11,9,21,33,34
S00140767,56.00715793,-4.71023296,116,23,14,19,24,33,2,-,-,-,-,-,-,-,116,23,14,19,24,33,2
S00140768,56.00671727,-4.739512678,95,12,5,7,26,18,30,-,-,-,-,-,-,-,95,12,5,7,26,18,30
S00140769,56.00591206,-4.741364746,115,6,10,6,15,24,56,2,-,-,-,2,-,2,113,6,10,6,13,24,55
S00140770,56.00658303,-4.749979289,95,13,2,4,12,21,44,2,-,-,-,-,2,-,93,13,2,4,12,20,43
S00140771,56.0055238,-4.747497599,84,4,5,5,3,17,54,1,-,-,-,-,-,1,79,4,5,5,3,17,49
S00140772,56.0050972,-4.743649199,108,6,9,7,10,33,45,-,-,-,-,-,-,-,108,6,9,7,10,33,42
S00140773,56.00619401,-4.713598576,103,22,8,11,23,29,13,1,-,-,-,-,-,1,105,22,8,11,23,29,12
S00140774,56.006431,-4.708545666,113,38,5,34,24,9,1,1,-,-,1,-,-,-,112,38,5,33,24,9,1
S00140775,56.00632202,-4.711457822,96,15,4,13,17,19,27,-,-,-,-,-,-,-,96,15,4,13,17,19,27
S00140776,56.00563028,-4.73746246,99,6,7,24,18,26,17,2,-,-,2,-,-,-,94,6,7,20,18,26,17
S00140777,56.00510373,-4.739719267,112,10,15,18,15,28,30,3,-,-,1,-,2,-,110,10,15,13,15,27,30
S00140778,56.00556179,-4.732853391,108,20,8,8,24,18,33,7,1,1,-,2,1,3,101,19,7,8,22,17,27
S00140779,56.00525566,-4.710083655,84,9,18,9,13,20,18,-,-,-,-,-,-,-,84,9,18,9,13,20,18
S00140780,56.00539165,-4.729985808,103,2,10,19,25,31,16,1,-,-,-,-,-,1,100,2,10,19,25,31,15
S00140781,56.00539789,-4.738617121,84,5,8,9,18,23,21,1,-,-,-,-,2,1,82,5,8,9,18,18,20
S00140782,56.00446542,-4.722284416,97,6,12,2,10,33,35,2,-,-,-,-,2,-,95,6,12,2,10,37,35
S00140783,55.88075855,-5.025004342,110,14,10,8,21,24,36,2,2,-,-,-,-,1,107,14,10,8,21,24,35
S00140784,56.0050268,-4.733874395,85,5,14,10,18,11,26,-,-,-,-,-,-,-,85,5,14,10,18,11,26
S00140785,56.0041672,-4.736155786,120,3,9,31,12,29,33,-,-,-,-,-,-,-,120,3,9,31,12,29,33
S00140786,56.0050318,-4.711271141,130,25,21,21,17,36,10,-,-,-,-,-,-,-,130,25,21,21,17,36,10
S00140787,56.00447823,-4.740765839,77,7,3,17,7,23,18,1,-,-,-,-,-,1,76,7,3,17,7,23,17
S00140788,56.00461087,-4.729930713,75,7,10,6,21,16,18,3,-,-,-,-,-,3,75,7,10,6,21,16,12
S00140789,56.00457964,-4.727281555,71,8,6,5,5,16,25,3,-,-,-,-,-,2,64,8,6,5,5,18,23
S00140790,56.00460956,-4.738497149,81,2,20,10,6,6,38,1,-,-,-,-,-,1,80,2,20,10,6,6,37
S00140791,56.00476007,-4.719930906,63,-,1,2,4,13,43,-,-,-,-,-,-,-,62,-,1,2,4,12,43
S00140792,56.00313804,-4.731495114,105,16,11,15,22,21,21,-,-,-,-,-,-,-,105,16,11,15,22,21,21
S00140793,56.00350468,-4.736846852,62,4,12,12,14,17,8,-,-,-,-,-,-,-,62,4,12,12,14,17,8
S00140794,56.00430079,-4.711813465,131,18,17,25,25,33,13,4,1,-,1,-,-,1,126,19,17,24,25,33,10
S00140795,56.00328471,-4.712239535,152,40,20,22,36,21,12,3,1,-,-,1,2,-,149,39,20,22,35,20,12
S00140796,56.00321884,-4.713598445,90,14,8,10,13,22,29,1,-,-,-,-,1,-,89,14,8,10,13,19,29
S00140797,56.00408684,-4.728834968,125,24,9,13,40,18,21,7,2,2,3,-,-,-,118,22,8,10,40,18,20
S00140798,56.00369271,-4.726336736,83,5,5,6,16,26,24,1,-,-,-,-,-,1,82,5,5,6,16,26,23
S00140799,56.00329002,-4.733559172,130,2,12,28,26,25,33,3,-,-,-,-,-,2,127,2,12,28,26,24,28
S00140800,56.00169479,-4.71586561,106,8,11,8,11,45,23,6,2,-,-,-,-,2,105,6,10,8,11,45,20
S00140801,55.99204835,-4.968068527,84,9,6,4,14,18,33,8,3,1,-,-,1,4,76,6,5,4,13,17,31
S00140802,56.0026312,-4.717423178,103,15,10,6,23,20,31,3,2,-,-,-,-,1,100,13,10,6,23,20,30
S00140803,56.00343875,-4.709731804,64,19,8,11,7,21,2,2,-,-,-,-,2,-,63,19,8,11,7,20,2
S00140804,56.00310333,-4.727787067,81,1,12,17,12,20,19,1,-,-,-,-,-,1,80,1,12,17,12,20,18
S00140805,56.00264966,-4.724322237,105,6,12,15,13,27,31,4,-,-,1,1,1,1,101,6,12,14,11,26,30
S00140806,56.00275415,-4.712250467,65,7,5,22,9,22,4,1,-,1,-,-,-,-,64,7,3,22,9,22,4
S00140807,56.000525,-4.708164323,143,38,17,7,45,36,2,8,8,-,-,-,2,-,135,32,17,7,45,34,2
S00140808,56.00201235,-4.726314579,84,9,6,15,4,21,28,2,-,-,1,-,-,1,82,9,6,15,4,21,27
S00140809,56.00244403,-4.722238439,102,11,12,13,19,20,26,8,3,3,-,1,1,-,93,8,10,13,18,19,26
S00140810,56.00210277,-4.728727117,79,2,13,12,8,22,22,3,-,-,-,-,2,1,76,2,13,12,8,20,21
S00140811,56.00156832,-4.71752498,102,11,10,10,11,30,30,-,-,-,-,-,-,-,101,11,9,10,11,30,30
S00140812,56.00097997,-4.712815848,91,15,12,17,10,17,20,1,-,-,-,-,1,-,89,15,12,17,10,16,20
S00140813,56.00237813,-4.710956858,91,27,15,11,21,13,8,5,5,-,-,-,-,-,89,19,15,11,21,13,8
S00140814,56.00110572,-4.720973314,85,7,7,3,12,30,27,3,-,-,-,-,-,3,83,7,7,3,12,30,25
S00140815,55.99142477,-4.931037443,87,7,3,7,15,21,31,-,-,-,-,-,-,2,85,7,3,7,15,21,30
S00140816,56.0012499,-4.718513182,72,4,6,4,7,12,42,4,-,-,-,-,1,2,69,4,6,4,7,15,37
S00140817,56.00033877,-4.721512876,73,4,6,5,8,18,33,2,-,-,1,-,1,-,71,4,6,4,8,17,33
S00140818,55.99969914,-4.71750599,77,12,6,-,16,21,22,2,2,-,-,-,-,-,75,10,6,-,16,21,22
S00140819,55.99964582,-4.709722833,132,28,16,12,33,20,25,1,-,-,-,-,-,1,131,28,16,12,33,20,22
S00140820,55.99336801,-4.970751977,159,23,20,9,28,33,50,4,2,-,-,-,2,1,155,21,20,9,28,31,53
