Scotland's Census 2022 - National Records of Scotland
Table UV408 - Number of bedrooms
All occupied households
,"All occupied households","One bedroom","Two bedrooms","Three bedrooms","Four bedrooms","Five or more bedrooms"
"S00164870",89,5,59,18,7,-
"S00164871",59,15,41,1,1,1
"S00164872",36,2,22,14,-,2
"S00164873",51,1,35,13,2,-
"S00164874",41,-,26,10,2,-
"S00164875",44,-,5,35,3,1
"S00164876",58,-,25,29,4,-
"S00164877",64,29,28,5,-,-
"S00164878",42,-,34,8,-,-
"S00164879",68,-,36,31,6,-
"S00164880",53,-,23,23,6,1
"S00164881",75,1,23,42,3,4
"S00164882",67,-,51,11,5,-
"S00164883",47,-,25,16,6,-
"S00164884",70,-,-,14,29,25
"S00164885",51,-,25,24,1,1
"S00164886",58,3,33,19,1,1
"S00164887",44,-,6,31,4,3
"S00164888",54,28,16,6,2,1
"S00164889",78,14,42,7,11,1
"S00164890",47,5,12,6,10,12
"S00164891",51,4,35,14,2,1
"S00164892",43,1,2,39,1,-
"S00164893",39,-,3,7,23,3
"S00164894",62,4,41,16,1,-
"S00164895",38,-,20,14,4,-
"S00164896",56,-,-,14,27,15
"S00164897",44,-,14,21,8,-
"S00164898",50,22,14,6,9,-
"S00164899",49,-,33,9,3,-
"S00164900",35,-,22,12,1,-
"S00164901",70,-,6,18,27,15
"S00164902",62,3,14,15,23,6
"S00164903",41,3,19,20,-,-
"S00164904",49,7,35,2,2,-
"S00164905",50,1,3,19,16,3
"S00164906",42,-,6,16,16,8
"S00164907",63,-,8,11,29,15
"S00164908",31,-,4,10,10,6
"S00164909",47,-,41,6,-,-
"S00164910",64,-,53,10,-,1
"S00164911",39,6,28,2,-,-
"S00164912",41,-,11,13,9,8
"S00164913",36,1,20,13,2,-
"S00164914",52,-,37,17,1,-
"S00164915",48,-,21,25,1,1
"S00164916",58,13,31,10,5,-
"S00164917",49,1,24,16,3,2
"S00164918",39,21,10,5,1,-
"S00164919",50,2,21,16,10,-
"S00164920",68,14,23,17,11,1
"S00164921",55,-,9,7,16,20
"S00164922",70,1,25,31,11,-
"S00164923",56,-,3,14,32,8
"S00164924",36,-,2,15,10,8
"S00164925",53,1,38,9,4,-
"S00164926",31,-,6,14,7,4
"S00164927",52,-,5,35,8,4
"S00164928",45,1,11,19,10,4
"S00164929",37,1,4,8,22,2
"S00164930",44,-,13,17,12,1
"S00164931",32,1,2,3,18,7
"S00164932",34,-,7,20,3,1
"S00164933",49,-,-,11,23,14
"S00164934",62,-,1,23,26,10
"S00164935",49,1,19,21,7,1
"S00164936",53,-,11,22,17,4
"S00164937",66,-,34,4,21,7
"S00164938",52,-,24,16,9,3
"S00164939",57,7,18,17,12,3
"S00164940",74,-,8,18,39,6
"S00164941",53,4,3,21,16,10
"S00164942",58,-,24,24,10,-
"S00164943",52,-,6,26,13,7
"S00164944",38,-,-,1,23,11
"S00164945",49,-,19,14,14,3
"S00164946",52,-,16,24,10,-
"S00164947",36,-,10,3,23,-
"S00164948",54,1,16,29,7,2
"S00164949",42,-,9,17,14,2
"S00164950",50,-,22,24,2,2
"S00164951",45,-,2,8,28,6
"S00164952",47,10,11,23,7,-
"S00164953",57,-,5,25,26,2
"S00164954",43,-,21,19,2,1
"S00164955",46,1,4,34,3,2
"S00164956",73,5,12,27,21,9
"S00164957",57,-,5,30,21,1
"S00164958",44,1,11,12,14,6
"S00164959",44,-,3,22,19,-
"S00164960",40,-,12,14,12,2
"S00164961",65,6,14,12,23,11
"S00164962",55,-,28,9,12,4
"S00164963",40,3,6,6,13,9
"S00164964",55,18,11,15,6,5
"S00164965",50,-,3,29,16,9
"S00164966",62,-,2,4,38,17
"S00164967",81,2,15,23,25,13
"S00164968",59,6,31,16,7,-
"S00164969",56,2,15,33,4,-
"S00164970",42,7,19,14,4,-
"S00164971",77,-,12,56,6,3
"S00164972",66,2,13,19,18,17
"S00164973",56,5,1,17,13,22
"S00164974",58,-,10,38,8,3
"S00164975",43,-,2,30,12,5
"S00164976",41,-,-,32,6,1
"S00164977",77,16,36,18,6,1
"S00164978",65,-,23,40,4,-
"S00164979",30,-,5,13,15,2
"S00164980",52,-,5,39,8,1
"S00164981",48,-,5,39,3,1
"S00164982",43,-,6,37,-,-
"S00164983",52,-,9,20,18,2
"S00164984",45,-,3,37,6,-
"S00164985",50,-,2,11,31,7
"S00164986",48,-,10,25,17,-
"S00164987",56,2,11,22,17,8
"S00164988",51,-,2,37,7,3
"S00164989",57,-,22,26,8,1
"S00164990",35,4,21,8,2,-
"S00164991",61,-,2,52,6,1
"S00164992",38,-,14,16,2,-
"S00164993",70,-,14,50,3,-
"S00164994",65,4,35,22,6,-
"S00164995",64,-,14,13,24,9
"S00164996",52,8,32,9,5,3
"S00164997",49,-,28,15,6,-
"S00164998",47,-,4,38,3,-
"S00164999",50,1,10,21,13,3
"S00165000",64,11,29,19,6,1
"S00165001",74,2,16,38,16,2
"S00165002",46,2,28,9,4,-
"S00165003",52,5,20,24,2,-
"S00165004",47,4,26,15,2,-
"S00165005",53,-,12,21,14,6
"S00165006",49,10,18,15,7,2
"S00165007",55,4,20,19,9,-
"S00165008",47,-,6,36,5,-
"S00165009",67,6,43,18,-,-
"S00165010",44,7,26,6,2,2
"S00165011",34,2,19,12,1,1
"S00165012",48,-,8,21,12,7
"S00165013",39,3,19,12,2,1
"S00165014",73,-,19,36,14,-
"S00165015",81,6,37,29,8,1
"S00165016",40,2,22,14,-,-
"S00165017",34,-,16,13,5,-
"S00165018",56,12,30,11,-,2
"S00165019",53,-,18,25,10,-
"S00165020",66,4,27,17,14,11
"S00165021",43,14,22,5,1,-
"S00165022",63,1,23,29,9,1
"S00165023",74,-,35,36,7,-
"S00165024",66,-,12,52,2,-
"S00165025",66,-,8,42,14,4
"S00165026",44,-,1,40,4,-
"S00165027",69,1,18,33,20,1
"S00165028",39,4,27,9,-,-
"S00165029",54,4,8,22,14,-
"S00165030",34,3,21,9,2,-
"S00165031",71,22,42,6,2,2
"S00165032",72,16,30,16,10,-
"S00165033",38,-,17,12,9,-
"S00165034",76,-,49,26,3,-
"S00165035",45,-,37,6,-,-
"S00165036",49,-,30,20,-,-
"S00165037",55,8,2,37,7,1
"S00165038",39,-,10,25,5,-
"S00165039",71,4,43,21,1,1
"S00165040",62,1,21,32,7,1
"S00165041",81,7,45,26,4,2
"S00165042",48,2,38,3,2,-
"S00165043",82,24,31,17,5,2
"S00165044",40,6,22,12,-,2
"S00165045",32,3,17,10,-,-
"S00165046",67,-,-,52,12,1
"S00165047",71,-,29,33,7,6
"S00165048",42,16,12,9,5,-
"S00165049",54,3,34,15,2,-
"S00165050",53,-,1,41,6,2
"S00165051",40,-,16,23,-,-
"S00165052",45,6,13,23,2,2
"S00165053",60,22,30,6,3,-
"S00165054",48,9,15,14,8,2
"S00165055",35,-,18,15,-,-
"S00165056",62,29,17,9,3,-
"S00165057",64,-,33,25,5,1
"S00165058",70,-,3,65,2,-
"S00165059",72,-,1,11,37,20
"S00165060",49,6,34,11,-,1
"S00165061",55,1,8,35,8,3
"S00165062",62,11,18,26,6,-
"S00165063",50,4,18,15,8,1
"S00165064",36,-,10,17,6,2
"S00165065",46,2,11,19,11,7
"S00165066",54,-,9,30,18,1
"S00165067",51,4,29,13,3,2
"S00165068",52,4,21,23,4,-
"S00165069",58,3,12,20,17,10
"S00165070",57,1,5,48,2,1
"S00165071",62,2,22,19,15,4
"S00165072",85,-,50,32,2,1
"S00165073",58,8,14,19,12,5
"S00165074",82,-,27,45,7,2
"S00165075",43,-,1,39,1,1
"S00165076",39,-,18,17,-,1
"S00165077",38,-,3,37,-,2
"S00165078",75,38,9,25,1,-
"S00165079",47,-,19,21,7,-
"S00165080",44,-,11,32,1,-
"S00165081",82,4,29,33,13,2
"S00165082",60,4,17,39,2,-
"S00165083",25,-,3,24,-,-
"S00165084",53,-,9,18,28,-
"S00165085",41,10,10,11,13,2
"S00165086",38,1,10,23,4,-
"S00165087",42,-,19,19,3,-
"S00165088",56,-,3,4,40,9
"S00165089",66,-,-,4,40,18
"S00165090",38,-,1,33,3,-
"S00165091",52,6,25,17,3,2
"S00165092",71,-,3,28,37,5
"S00165093",70,9,25,33,3,-
"S00165094",28,-,5,13,9,2
"S00165095",70,2,1,62,5,-
"S00165096",51,1,14,33,-,-
"S00165097",54,-,-,10,37,8
"S00165098",58,18,16,19,5,-
"S00165099",31,1,13,11,-,-
"S00165100",71,7,16,18,31,2
"S00165101",46,-,4,28,14,-
"S00165102",82,1,10,20,46,-
"S00165103",35,3,8,15,7,3
"S00165104",35,-,7,27,2,-
"S00165105",36,-,19,15,2,-
"S00165106",51,27,15,7,4,-
"S00165107",61,7,10,23,17,2
"S00165108",36,-,22,17,-,-
"S00165109",61,1,35,22,1,1
"S00165110",55,2,24,14,10,6
"S00165111",61,12,36,12,-,1
"S00165112",39,1,27,9,2,-
"S00165113",39,-,6,29,4,1
"S00165114",43,1,5,16,15,2
"S00165115",40,4,32,4,-,-
"S00165116",46,17,15,15,1,2
"S00165117",45,-,26,16,3,-
"S00165118",29,-,8,18,1,2
"S00165119",87,-,41,22,19,5
"S00165120",54,2,11,36,5,1
"S00165121",83,-,60,15,5,1
"S00165122",57,-,46,13,1,-
"S00165123",47,1,26,18,2,2
"S00165124",41,-,21,19,-,1
"S00165125",73,-,16,47,6,2
"S00165126",60,1,15,22,22,2
"S00165127",37,-,18,11,8,-
"S00165128",42,-,6,35,1,-
"S00165129",60,-,34,19,5,-
"S00165130",38,4,19,14,3,-
"S00165131",49,3,16,25,-,4
"S00165132",43,5,28,6,-,1
"S00165133",45,-,30,4,6,1
"S00165134",41,-,22,18,2,-
"S00165135",40,-,2,29,9,-
"S00165136",40,-,8,28,-,-
"S00165137",46,-,2,14,33,-
"S00165138",72,-,5,54,11,1
"S00165139",47,1,32,9,3,2
"S00165140",35,-,26,4,4,-
"S00165141",67,3,36,25,-,2
"S00165142",46,7,5,34,2,-
"S00165143",60,-,40,13,5,1
"S00165144",41,2,28,8,2,-
"S00165145",47,8,16,24,-,-
"S00165146",46,14,13,13,4,3
"S00165147",40,4,13,15,7,-
"S00165148",53,34,13,2,2,-
"S00165149",62,2,10,48,-,-
"S00165150",60,5,27,13,15,-
"S00165151",46,1,24,20,1,-
"S00165152",55,2,19,27,6,-
"S00165153",32,-,6,23,3,-
"S00165154",59,-,38,20,1,-
"S00165155",51,1,20,27,3,-
"S00165156",40,-,24,10,5,1
"S00165157",47,-,30,12,5,-
"S00165158",67,2,24,35,4,2
"S00165159",74,-,44,26,4,-
"S00165160",42,-,5,21,14,-
"S00165161",55,-,41,10,3,1
"S00165162",55,4,31,13,4,-
"S00165163",47,2,16,27,2,-
"S00165164",49,1,8,33,3,1
"S00165165",44,7,16,15,-,3
"S00165166",62,5,38,14,2,-
"S00165167",47,1,16,29,-,-
"S00165168",43,2,7,16,12,3
"S00165169",41,-,25,13,2,2
"S00165170",51,-,25,20,1,1
"S00165171",41,-,21,17,2,2
"S00165172",49,1,35,11,3,-
"S00165173",41,1,15,21,1,3
"S00165174",67,-,45,19,2,1
"S00165175",51,4,7,39,1,1
"S00165176",54,-,35,13,5,-
"S00165177",32,-,1,28,3,-
"S00165178",48,5,30,12,-,-
"S00165179",59,-,11,36,10,1
"S00165180",51,1,30,13,-,1
"S00165181",46,-,32,7,3,-
"S00165182",45,2,24,15,3,1
"S00165183",41,-,18,13,8,-
"S00165184",51,-,3,45,3,-
"S00165185",44,-,18,23,4,-
"S00165186",49,-,33,13,3,-
"S00165187",50,1,39,8,4,-
"S00165188",35,2,28,1,5,-
"S00165189",61,-,13,41,7,2
"S00165190",47,1,17,26,1,2
"S00165191",48,9,33,5,-,-
"S00165192",58,-,4,51,3,1
"S00165193",49,3,5,39,-,1
"S00165194",57,-,27,18,8,4
"S00165195",50,5,32,11,2,2
"S00165196",51,1,32,15,3,-
"S00165197",35,-,16,15,3,1
"S00165198",51,1,12,37,1,-
"S00165199",60,15,12,28,2,-
"S00165200",36,1,15,16,2,4
"S00165201",45,-,2,37,4,4
"S00165202",67,-,35,25,7,-
"S00165203",54,7,8,26,12,-
"S00165204",52,1,32,13,3,1
"S00165205",64,-,1,37,20,5
"S00165206",70,-,26,41,3,-
"S00165207",50,-,17,29,4,-
"S00165208",68,1,20,20,23,4
"S00165209",40,-,-,3,7,25
"S00165210",44,2,16,20,6,-
"S00165211",49,-,2,38,9,-
"S00165212",68,6,7,50,3,2
"S00165213",56,1,9,23,17,7
"S00165214",52,1,22,22,5,-
"S00165215",51,9,26,17,3,-
"S00165216",77,-,19,48,9,-
"S00165217",38,3,21,13,1,-
"S00165218",38,4,24,10,-,-
"S00165219",53,2,6,12,14,16
"S00165220",52,-,7,16,26,3
"S00165221",51,2,14,29,7,-
"S00165222",70,2,50,17,-,-
"S00165223",45,-,26,15,-,1
"S00165224",47,-,18,19,7,3
"S00165225",75,1,22,28,24,-
"S00165226",52,2,26,17,5,1
"S00165227",48,-,29,14,5,-
"S00165228",38,-,3,24,6,2
"S00165229",47,-,17,25,6,-
"S00165230",42,-,22,18,-,-
"S00165231",53,-,5,24,18,10
"S00165232",39,2,16,19,3,-
"S00165233",62,2,8,25,10,18
"S00165234",33,-,12,10,11,-
"S00165235",44,-,11,30,2,2
"S00165236",38,-,1,11,12,14
"S00165237",41,1,27,12,2,-
"S00165238",44,12,13,16,3,-
"S00165239",72,1,24,41,6,-
"S00165240",44,3,21,17,4,-
"S00165241",44,-,18,18,6,2
"S00165242",44,3,31,10,-,-
"S00165243",65,10,35,10,7,1
"S00165244",65,3,44,16,2,-
"S00165245",35,3,24,7,-,2
"S00165246",61,-,1,42,11,2
"S00165247",55,-,20,7,24,4
"S00165248",46,4,22,10,6,1
"S00165249",38,4,23,8,3,1
"S00165250",42,1,23,10,3,-
"S00165251",46,-,2,9,29,6
"S00165252",64,38,11,17,-,2
"S00165253",66,7,35,21,1,-
"S00165254",47,2,13,31,3,-
"S00165255",41,4,23,7,6,1
"S00165256",56,-,24,24,7,-
"S00165257",68,-,1,4,49,17
"S00165258",45,-,12,31,2,-
"S00165259",42,5,20,12,5,-
"S00165260",50,-,3,8,28,12
"S00165261",55,3,16,4,27,3
"S00165262",72,-,27,19,20,3
"S00165263",52,40,8,4,-,1
"S00165264",41,-,21,10,9,-
"S00165265",50,1,10,17,13,9
"S00165266",57,2,11,37,7,1
"S00165267",42,-,20,19,2,1
"S00165268",61,2,25,21,10,1
"S00165269",79,1,21,35,20,2
"S00165270",52,-,15,15,16,5
"S00165271",52,10,10,21,5,2
"S00165272",43,-,6,32,5,-
"S00165273",57,4,37,11,4,2
"S00165274",43,-,9,20,13,2
"S00165275",66,9,14,36,3,2
"S00165276",62,-,36,18,4,2
"S00165277",38,1,4,28,5,-
"S00165278",56,-,35,19,2,2
"S00165279",44,-,2,3,32,7
"S00165280",31,-,4,13,9,8
"S00165281",42,-,33,7,1,1
"S00165282",43,-,-,8,29,5
"S00165283",50,-,9,34,7,4
"S00165284",49,-,10,34,5,-
"S00165285",56,2,34,8,13,-
"S00165286",47,1,32,10,2,-
"S00165287",32,2,16,5,9,-
"S00165288",38,6,17,13,4,-
"S00165289",50,2,23,21,3,1
"S00165290",56,-,-,5,26,24
"S00165291",64,-,7,7,48,-
"S00165292",39,3,20,16,-,-
"S00165293",72,-,-,9,49,13
"S00165294",49,-,16,11,22,5
"S00165295",62,-,6,24,23,8
"S00165296",51,1,18,16,16,-
"S00165297",49,13,2,14,15,3
"S00165298",33,-,24,8,1,-
"S00165299",78,-,30,33,14,1
"S00165300",75,3,34,30,10,2
"S00165301",45,1,22,22,3,-
"S00165302",50,-,3,14,21,10
"S00165303",61,-,-,11,30,20
"S00165304",38,7,17,8,6,2
"S00165305",78,30,14,23,6,2
"S00165306",46,7,22,8,6,-
"S00165307",69,-,35,20,8,5
"S00165308",48,5,20,22,-,2
"S00165309",59,1,14,24,12,7
"S00165310",42,1,23,15,2,-
"S00165311",46,-,4,34,8,2
"S00165312",47,2,37,6,1,-
"S00165313",25,-,1,1,8,18
"S00165314",36,-,17,17,3,-
"S00165315",38,-,2,27,8,1
"S00165316",77,23,17,18,12,6
"S00165317",54,1,34,10,5,-
"S00165318",49,-,3,40,6,1
"S00165319",89,3,22,35,30,1
"S00165320",53,2,13,17,15,7
"S00165321",58,1,32,16,7,-
"S00165322",45,-,5,31,5,1
"S00165323",51,1,7,33,10,-
"S00165324",63,-,10,30,18,5
"S00165325",55,-,31,21,4,-
"S00165326",79,4,24,31,13,6
"S00165327",45,6,28,4,7,2
"S00165328",63,7,25,23,4,2
"S00165329",79,1,5,21,36,12
"S00165330",44,-,2,38,3,-
"S00165331",47,1,-,42,5,-
"S00165332",49,4,13,24,8,-
"S00165333",87,6,20,24,28,6
"S00165334",79,5,45,21,8,1
"S00165335",53,26,11,19,1,-
"S00165336",80,-,14,28,29,9
"S00165337",48,5,22,16,5,2
"S00165338",82,1,19,33,29,-
"S00165339",59,-,5,26,28,1
"S00165340",32,10,11,6,5,-
"S00165341",60,3,27,19,12,3
"S00165342",65,-,3,3,57,2
"S00165343",49,11,32,3,1,-
"S00165344",59,9,27,12,8,3
"S00165345",68,-,-,45,21,-
"S00165346",46,1,26,11,3,2
"S00165347",46,21,17,5,3,1
"S00165348",72,-,4,52,14,1
"S00165349",44,-,10,19,15,-
"S00165350",60,23,18,18,3,-
"S00165351",49,-,1,18,30,1
"S00165352",76,11,40,12,10,4
"S00165353",79,-,24,28,25,4
"S00165354",72,13,28,23,7,1
"S00165355",52,-,22,23,5,3
"S00165356",44,4,13,22,4,1
"S00165357",49,2,8,36,4,-
"S00165358",61,37,19,2,3,-
"S00165359",57,-,6,6,28,18
"S00165360",65,1,10,35,10,5
"S00165361",48,-,12,22,6,6
"S00165362",82,2,35,36,8,3
"S00165363",77,6,24,25,19,3
"S00165364",70,1,4,23,32,8
"S00165365",82,13,11,53,4,1
"S00165366",65,16,16,30,5,2
"S00165367",75,-,18,55,2,1
"S00165368",35,1,2,21,14,2
"S00165369",51,-,4,37,3,2
"S00165370",45,-,-,4,29,12
"S00165371",29,1,6,20,4,-
"S00165372",36,-,4,30,-,-
"S00165373",47,-,2,45,-,-
"S00165374",54,-,20,15,17,1
"S00165375",40,-,22,14,7,-
"S00165376",57,-,4,25,26,1
"S00165377",59,1,-,18,29,11
"S00165378",41,25,5,9,1,1
"S00165379",77,-,37,39,-,2
"S00165380",32,-,-,5,17,10
"S00165381",30,-,21,11,-,-
"S00165382",50,-,32,17,-,-
"S00165383",52,1,17,25,7,4
"S00165384",59,-,18,39,11,-
"S00165385",50,4,6,27,9,1
"S00165386",65,-,43,26,2,1
"S00165387",63,16,25,17,2,2
"S00165388",43,9,19,14,1,-
"S00165389",47,-,10,40,-,-
"S00165390",53,-,5,12,32,6
"S00165391",57,-,-,11,42,5
"S00165392",43,-,3,36,3,-
"S00165393",57,2,28,16,5,2
"S00165394",41,-,3,6,26,1
"S00165395",51,-,7,16,24,2
"S00165396",53,-,25,20,8,-
"S00165397",58,2,25,22,11,2
"S00165398",28,4,9,13,1,-
"S00165399",44,-,11,20,8,1
"S00165400",40,-,11,17,9,2
"S00165401",64,-,22,38,5,-
"S00165402",64,1,3,18,32,6
"S00165403",59,-,10,26,20,2
"S00165404",45,-,14,31,3,-
"S00165405",75,-,6,54,9,2
"S00165406",47,1,16,20,7,7
"S00165407",64,1,8,48,12,1
"S00165408",51,1,7,26,14,-
"S00165409",51,-,8,28,12,2
"S00165410",67,-,16,25,22,2
"S00165411",81,1,36,46,2,-
"S00165412",64,7,16,30,8,3
"S00165413",59,-,10,38,10,1
"S00165414",31,10,11,11,-,-
"S00165415",71,-,2,11,52,7
"S00165416",70,13,41,16,1,-
"S00165417",51,-,6,24,20,-
"S00165418",41,-,1,34,7,-
"S00165419",40,-,19,11,6,-
"S00165420",39,6,15,18,2,-
"S00165421",53,-,23,26,3,-
"S00165422",57,1,9,34,8,5
"S00165423",72,11,22,36,3,-
"S00165424",54,2,11,22,17,4
"S00165425",55,-,12,36,6,1
"S00165426",50,-,10,36,4,-
"S00165427",40,12,20,6,3,-
"S00165428",38,-,14,18,8,2
"S00165429",41,4,8,21,6,2
"S00165430",80,-,17,42,14,3
"S00165431",60,1,21,32,3,-
"S00165432",52,-,19,28,1,-
"S00165433",49,7,21,16,7,-
"S00165434",83,2,31,44,11,-
"S00165435",58,-,4,45,10,-
"S00165436",31,4,14,13,-,-
"S00165437",54,1,3,44,3,-
"S00165438",77,-,2,36,36,1
"S00165439",67,-,14,33,9,6
"S00165440",40,1,8,30,-,1
"S00165441",45,5,14,22,3,1
"S00165442",33,-,10,20,1,-
"S00165443",33,-,12,15,1,1
"S00165444",36,-,24,11,1,-
"S00165445",71,-,53,17,1,-
"S00165446",62,3,16,31,11,1
"S00165447",46,3,16,15,11,3
"S00165448",67,12,2,47,6,2
"S00165449",83,-,50,31,4,-
"S00165450",60,11,19,22,7,2
"S00165451",50,6,7,37,1,-
"S00165452",37,-,3,24,4,-
"S00165453",58,-,32,25,-,-
"S00165454",37,7,14,18,-,-
"S00165455",43,10,8,23,-,-
"S00165456",47,18,26,3,-,-
"S00165457",50,8,9,33,-,-
"S00165458",34,-,2,20,9,3
"S00165459",57,8,25,21,-,-
"S00165460",30,1,10,6,11,-
"S00165461",50,13,15,16,2,-
"S00165462",63,2,44,19,3,-
"S00165463",45,-,26,21,1,-
"S00165464",52,-,21,24,7,-
"S00165465",47,3,13,22,7,1
"S00165466",76,7,19,46,3,-
"S00165467",62,1,26,33,5,-
"S00165468",46,-,25,21,-,-
"S00165469",41,3,31,7,3,-
"S00165470",42,3,17,20,5,-
"S00165471",52,1,10,16,19,6
"S00165472",68,2,37,27,-,1
"S00165473",59,5,20,26,4,-
"S00165474",46,-,30,13,1,1
"S00165475",44,-,12,17,8,2
"S00165476",45,1,23,19,1,-
"S00165477",39,-,14,15,13,-
"S00165478",41,-,5,30,8,1
"S00165479",43,1,19,18,4,1
"S00165480",45,1,8,35,1,-
"S00165481",68,7,42,17,4,1
"S00165482",53,-,1,46,3,3
"S00165483",55,-,8,45,4,-
"S00165484",61,6,42,9,1,3
"S00165485",29,-,-,26,5,4
"S00165486",43,-,8,32,2,1
"S00165487",62,-,9,22,23,4
"S00165488",43,-,17,20,5,-
"S00165489",65,6,43,15,1,-
"S00165490",54,1,11,39,6,1
"S00165491",51,-,33,15,2,-
"S00165492",54,-,9,34,10,-
"S00165493",50,-,5,41,6,-
"S00165494",47,-,5,40,1,1
"S00165495",68,-,2,54,7,-
"S00165496",72,25,17,28,-,-
"S00165497",44,-,33,6,-,-
"S00165498",44,5,19,17,3,-
"S00165499",51,-,8,38,6,1
"S00165500",38,6,19,13,-,-
"S00165501",53,-,30,19,5,1
"S00165502",57,-,11,19,21,6
"S00165503",49,-,4,12,32,1
"S00165504",77,-,6,60,5,3
"S00165505",47,1,29,16,1,-
"S00165506",66,-,38,24,5,1
"S00165507",37,-,18,8,10,1
"S00165508",41,1,6,28,3,1
"S00165509",36,-,4,23,8,1
"S00165510",42,-,1,25,7,3
"S00165511",38,-,24,10,1,-
"S00165512",52,-,40,10,2,-
"S00165513",71,22,11,36,2,-
"S00165514",33,-,6,22,7,-
"S00165515",60,-,18,33,4,1
"S00165516",72,4,26,15,19,3
"S00165517",69,7,20,36,7,-
"S00165518",83,11,12,44,13,3
"S00165519",49,-,12,33,4,-
"S00165520",58,-,2,45,9,3
"S00165521",48,-,2,42,2,2
"S00165522",47,-,15,19,11,2
"S00165523",48,-,3,40,5,-
"S00165524",57,-,2,49,6,-
"S00165525",35,-,3,29,3,-
"S00165526",48,38,7,1,-,-
"S00165527",55,-,2,45,4,2
"S00165528",44,10,6,14,10,4
"S00165529",42,1,3,32,4,3
"S00165530",63,8,30,15,6,-
"S00165531",57,22,24,8,2,1
"S00165532",41,-,2,30,10,3
"S00165533",64,7,13,35,4,2
"S00165534",82,27,41,8,3,1
"S00165535",36,4,16,10,6,-
"S00165536",30,-,7,7,15,5
"S00165537",48,28,15,11,1,-
"S00165538",44,-,2,26,12,-
"S00165539",58,2,22,15,9,10
"S00165540",43,3,21,10,6,3
"S00165541",50,28,15,7,3,-
"S00165542",45,-,-,14,21,11
"S00165543",64,-,9,17,32,8
"S00165544",71,40,18,9,4,-
"S00165545",73,3,20,17,20,12
"S00165546",42,2,6,22,10,2
"S00165547",49,8,29,7,3,1
"S00165548",64,18,20,6,10,5
"S00165549",37,2,11,11,13,-
"S00165550",45,-,4,32,8,1
"S00165551",51,2,4,33,11,5
"S00165552",44,-,6,21,11,6
"S00165553",51,2,11,20,14,2
"S00165554",71,3,19,20,22,2
"S00165555",43,-,8,11,14,3
"S00165556",51,5,9,11,17,8
"S00165557",41,2,4,18,10,6
"S00165558",32,-,6,14,6,5
"S00165559",52,2,13,17,13,5
"S00165560",74,9,31,29,3,-
"S00165561",54,6,16,12,14,6
"S00165562",38,2,15,13,9,3
"S00165563",52,3,29,13,5,-
"S00165564",49,4,13,24,10,1
"S00165565",56,9,25,11,7,-
"S00165566",62,-,27,18,8,9
"S00165567",60,4,12,24,16,3
"S00165568",69,4,15,34,14,2
"S00165569",50,7,9,24,9,4
"S00165570",63,-,12,27,22,2
"S00165571",36,3,12,14,6,-
"S00165572",54,2,23,20,5,3
"S00165573",41,2,11,19,8,-
"S00165574",52,-,10,23,16,5
"S00165575",62,-,7,42,12,2
"S00165576",55,5,10,26,11,3
"S00165577",30,-,11,16,3,-
"S00165578",49,8,31,8,1,1
"S00165579",56,-,5,32,14,4
"S00165580",54,1,14,21,15,2
"S00165581",77,5,36,30,10,5
"S00165582",45,3,12,29,2,-
"S00165583",45,4,6,25,6,3
"S00165584",37,1,7,18,8,5
"S00165585",45,1,28,13,3,-
"S00165586",63,-,13,38,10,1
"S00165587",62,6,36,10,8,2
"S00165588",47,12,10,18,5,1
"S00165589",35,-,16,13,4,-
"S00165590",50,2,32,13,3,1
"S00165591",64,13,28,18,2,2
"S00165592",41,11,12,13,4,1
"S00165593",52,-,5,40,5,2
"S00165594",31,-,6,23,2,-
"S00165595",35,2,9,22,2,-
"S00165596",58,4,23,25,2,1
"S00165597",35,2,23,2,5,3
"S00165598",56,2,40,9,5,-
"S00165599",61,3,24,21,9,-
"S00165600",66,27,23,14,3,3
"S00165601",84,8,21,43,7,2
"S00165602",35,2,26,8,-,-
"S00165603",54,-,2,43,8,2
"S00165604",39,7,17,13,2,-
"S00165605",58,-,7,36,11,1
"S00165606",42,10,22,7,3,-
"S00165607",31,1,6,6,10,5
"S00165608",48,5,28,10,5,1
"S00165609",37,7,8,14,7,-
"S00165610",60,-,22,29,11,1
"S00165611",49,10,28,8,3,-
"S00165612",37,1,14,15,5,2
"S00165613",66,-,9,29,22,3
"S00165614",62,24,17,7,12,3
"S00165615",43,12,11,19,1,-
"S00165616",55,11,30,12,2,-
"S00165617",41,12,17,11,2,-
"S00165618",60,6,29,20,4,1
"S00165619",59,6,32,13,4,1
"S00165620",43,4,16,20,1,-
"S00165621",51,4,21,20,8,-
"S00165622",41,8,11,17,8,-
"S00165623",66,12,25,22,5,2
"S00165624",42,-,10,15,13,-
"S00165625",52,1,33,14,5,3
"S00165626",49,1,12,25,7,2
"S00165627",70,-,14,28,16,11
"S00165628",79,1,11,39,24,4
"S00165629",48,-,10,19,15,1
"S00165630",62,1,21,24,14,3
"S00165631",29,-,7,17,5,-
"S00165632",46,3,9,25,10,-
"S00165633",52,3,16,25,8,1
"S00165634",53,10,18,12,8,-
"S00165635",52,-,4,29,18,4
"S00165636",31,5,18,10,2,-
"S00165637",48,1,7,19,19,5
"S00165638",57,5,26,22,3,1
"S00165639",73,11,24,21,15,4
"S00165640",67,9,17,27,9,4
"S00165641",73,4,21,25,19,4
