Scotland's Census 2022 - National Records of Scotland
Table UV111 - Household lifestage
All households
,"All households","HRP aged under 35: Total","HRP aged under 35: One person household","HRP aged under 35: Two or more person household – no dependent child(ren)","HRP aged under 35: Two or more person household – with dependent child(ren)","HRP aged 35 to 54: Total","HRP aged 35 to 54: One person household","HRP aged 35 to 54: Two or more person household – no dependent child(ren)","HRP aged 35 to 54: Two or more person household – with dependent child(ren)","HRP aged 55 to 64: Total","HRP aged 55 to 64: One person household","HRP aged 55 to 64: Two or more person household – no dependent child(ren)","HRP aged 55 to 64: Two or more person household – with dependent child(ren)","HRP aged 65 to 74: Total","HRP aged 65 to 74: One person household","HRP aged 65 to 74: Two or more person household – no dependent child(ren)","HRP aged 65 to 74: Two or more person household – with dependent child(ren)","HRP aged 75 and over: Total","HRP aged 75 and over: One person household","HRP aged 75 and over: Two or more person household – no dependent child(ren)","HRP aged 75 and over: Two or more person household – with dependent child(ren)"
"S00163660",41,10,3,-,5,14,2,-,10,11,7,3,1,3,1,3,-,5,2,2,-
"S00163661",50,24,15,7,1,20,8,7,3,4,-,4,-,2,-,2,-,2,-,2,-
"S00163662",49,26,10,13,6,14,8,1,3,3,2,1,-,6,4,4,-,-,-,-,-
"S00163663",66,5,-,1,4,40,-,6,32,17,3,10,4,1,-,1,-,-,-,-,-
"S00163664",75,2,1,-,2,31,5,12,10,14,4,10,-,15,5,10,-,13,6,7,-
"S00163665",80,13,2,4,11,45,1,14,28,13,4,4,5,3,1,2,-,6,1,5,-
"S00163666",72,20,6,8,6,38,13,8,12,11,5,7,1,3,2,1,-,5,1,1,-
"S00163667",63,19,10,4,8,19,9,6,5,13,5,4,-,3,2,2,-,5,5,-,-
"S00163668",59,15,3,3,9,35,2,2,30,9,-,3,2,2,1,-,-,-,-,-,-
"S00163669",67,24,3,13,8,30,5,5,20,9,1,6,1,4,-,4,-,-,-,-,-
"S00163670",77,10,2,5,4,32,8,4,19,15,2,11,1,9,4,5,-,9,4,7,-
"S00163671",70,28,2,9,14,24,5,1,16,9,5,1,1,2,1,2,-,4,2,3,-
"S00163672",33,16,2,6,6,9,2,1,5,4,1,2,-,1,1,3,-,4,1,3,-
"S00163673",79,14,5,6,3,45,2,5,36,9,2,6,1,3,3,-,-,6,3,3,-
"S00163674",59,11,-,8,4,36,2,5,28,10,2,4,5,2,1,1,-,-,-,-,-
"S00163675",68,1,-,-,1,21,5,11,5,22,3,19,1,13,1,10,-,11,4,7,-
"S00163676",67,12,3,1,9,50,10,13,29,4,1,2,1,-,-,-,-,2,2,-,-
"S00163677",27,1,-,-,1,8,-,5,3,7,-,7,1,8,2,3,-,3,1,2,-
"S00163678",76,21,5,8,10,44,8,11,25,6,3,3,-,3,1,4,-,1,1,-,-
"S00163679",34,9,-,2,5,17,4,7,8,3,-,4,1,1,-,1,-,-,-,-,-
"S00163680",46,4,3,-,2,24,8,1,17,8,3,4,1,3,3,1,-,4,1,4,-
"S00163681",34,19,7,-,11,11,8,-,4,3,3,-,-,2,-,2,-,-,-,-,-
"S00163682",61,4,2,2,-,21,5,5,8,10,5,5,-,15,8,9,-,11,8,3,-
"S00163683",39,13,-,6,5,19,-,5,13,5,-,5,-,2,-,2,-,1,-,1,-
"S00163684",55,21,4,10,9,27,4,6,20,3,-,2,2,2,2,-,-,2,2,-,-
"S00163685",60,12,3,8,-,33,5,13,16,10,2,6,2,-,-,-,-,3,2,2,-
"S00163686",42,2,2,-,-,26,4,8,16,4,-,3,1,9,2,6,-,4,1,1,-
"S00163687",52,4,-,3,1,18,2,6,10,11,1,8,2,6,1,6,-,11,5,5,-
"S00163688",44,22,3,12,6,19,2,4,13,2,1,1,-,1,-,1,-,3,1,1,-
"S00163689",53,9,-,2,5,31,6,9,16,10,4,2,2,4,-,4,-,1,-,1,-
"S00163690",47,4,2,-,-,13,-,6,9,11,3,7,-,9,1,8,-,10,2,9,-
"S00163691",41,4,1,3,-,16,2,4,10,12,2,10,1,5,-,4,-,4,4,-,-
"S00163692",72,3,-,3,1,27,7,6,14,23,2,18,5,12,4,8,-,5,2,4,-
"S00163693",61,5,-,-,4,18,8,5,5,13,3,9,1,13,4,9,1,12,6,6,-
"S00163694",33,-,-,-,-,5,1,-,3,10,3,6,1,7,2,5,-,13,4,8,-
"S00163695",57,4,-,3,2,16,4,4,5,18,4,12,1,10,1,8,-,11,8,2,-
"S00163696",75,8,4,2,2,26,-,10,16,20,4,17,4,12,4,8,-,10,5,5,-
"S00163697",32,2,-,2,-,7,2,3,2,14,3,8,3,4,-,3,-,7,1,5,-
"S00163698",43,10,-,2,6,13,1,6,4,12,1,10,1,8,1,6,-,4,1,3,-
"S00163699",59,6,2,2,-,14,9,3,2,11,6,4,-,13,6,5,1,16,11,5,-
"S00163700",55,3,2,2,-,9,2,3,4,16,5,10,-,13,6,7,-,16,8,8,-
"S00163701",59,4,-,1,3,20,2,6,15,17,4,14,1,6,-,6,-,9,4,5,-
"S00163702",81,-,2,1,-,28,-,12,14,22,3,14,4,14,5,10,-,13,9,7,-
"S00163703",68,3,-,2,2,15,5,2,5,22,7,12,2,14,7,7,-,10,10,4,-
"S00163704",77,4,1,-,4,31,8,7,16,25,16,9,4,9,3,6,-,9,4,4,-
"S00163705",63,2,-,2,-,17,3,6,9,22,6,13,3,12,4,8,-,10,-,8,-
"S00163706",79,12,8,3,4,26,3,6,17,19,3,14,3,9,2,6,1,12,7,6,-
"S00163707",34,1,-,1,-,10,-,2,5,9,1,7,2,7,2,6,2,6,4,1,-
"S00163708",59,2,-,-,2,26,3,7,18,15,6,7,4,6,-,6,-,10,8,1,-
"S00163709",72,4,-,1,2,30,2,6,22,12,3,9,-,16,5,11,-,11,3,7,-
"S00163710",58,1,-,-,1,15,5,4,6,20,4,15,1,14,9,5,-,8,1,7,-
"S00163711",40,1,1,-,-,15,2,2,9,12,3,9,-,6,4,5,-,6,4,2,-
"S00163712",29,2,-,1,1,11,-,8,3,7,2,4,1,4,1,3,-,4,4,1,-
"S00163713",67,5,4,-,2,8,2,2,5,11,6,5,-,19,9,10,-,24,15,13,-
"S00163714",36,-,-,-,-,9,-,1,10,8,3,4,1,8,4,4,-,8,4,4,-
"S00163715",61,7,1,4,2,13,2,2,9,22,1,23,-,8,2,6,-,10,5,6,-
"S00163716",47,2,-,2,-,16,4,4,8,13,-,9,4,7,4,3,-,9,5,4,-
"S00163717",39,-,-,-,-,12,4,4,4,9,5,5,-,8,4,4,-,8,4,4,-
"S00163718",50,4,3,-,1,19,6,4,9,11,6,4,-,8,2,6,-,8,5,2,-
"S00163719",66,3,-,1,1,20,3,9,8,22,1,16,4,12,4,7,-,9,2,7,-
"S00163720",52,5,1,3,-,25,5,6,13,10,4,3,3,6,2,2,-,6,2,2,-
"S00163721",53,4,3,1,1,17,6,3,5,10,4,6,1,15,10,5,-,10,4,4,-
"S00163722",72,7,5,2,2,13,7,3,5,17,5,12,-,24,7,17,-,11,9,2,-
"S00163723",80,6,3,-,4,29,11,7,8,19,5,12,2,16,1,15,-,10,6,4,-
"S00163724",46,1,-,1,-,18,5,3,8,12,4,8,4,8,4,5,-,8,2,6,-
"S00163725",51,6,3,2,1,17,2,5,10,15,1,12,3,8,2,6,-,5,1,4,-
"S00163726",34,4,1,3,-,7,5,-,3,8,-,8,-,6,2,4,-,7,2,7,-
"S00163727",29,3,-,-,4,14,3,4,8,3,-,3,-,4,2,-,-,1,1,1,-
"S00163728",33,2,-,1,2,6,-,4,2,10,1,9,-,5,4,3,-,8,5,3,-
"S00163729",77,5,2,2,2,27,4,7,14,18,5,8,1,12,4,7,1,15,7,8,-
"S00163730",72,5,2,1,2,20,4,7,9,22,13,11,2,13,2,8,1,10,1,9,-
"S00163731",44,6,2,2,1,10,5,3,3,10,5,5,-,9,3,9,-,9,7,2,-
"S00163732",57,1,-,-,1,21,-,2,17,17,1,16,-,8,3,4,1,10,3,7,-
"S00163733",63,4,-,3,1,11,-,2,11,23,2,18,5,10,3,8,-,12,4,8,-
"S00163734",78,6,4,-,2,26,3,5,15,16,6,11,1,12,3,10,-,14,5,9,-
"S00163735",72,10,5,5,-,31,10,10,11,20,8,10,2,7,4,1,-,6,3,4,-
"S00163736",74,7,5,-,3,14,1,8,5,24,7,14,3,18,10,7,-,12,10,-,-
"S00163737",48,2,-,2,-,16,-,5,8,18,8,9,-,7,3,3,1,5,3,3,-
"S00163738",47,3,-,1,2,10,5,4,5,14,3,10,1,7,1,8,-,9,5,4,-
"S00163739",61,1,1,-,-,18,2,2,14,19,8,10,1,12,6,7,-,10,2,6,-
"S00163740",60,4,-,4,2,24,3,6,15,17,6,12,-,9,9,3,-,4,1,5,-
"S00163741",49,10,6,-,4,16,3,5,9,12,1,11,-,7,5,4,-,4,1,3,-
"S00163742",51,9,5,3,2,15,5,5,6,12,2,10,-,9,5,5,1,6,5,1,-
"S00163743",58,13,11,-,3,10,-,5,6,17,5,12,-,12,5,7,-,6,2,4,-
"S00163744",75,-,-,-,-,22,4,11,7,25,6,18,-,19,6,13,-,10,6,3,-
"S00163745",79,4,2,1,1,35,4,12,19,16,5,10,2,13,3,7,-,14,9,8,-
"S00163746",29,2,-,2,2,12,-,2,5,7,1,5,1,8,3,5,-,5,1,2,-
"S00163747",50,2,-,1,1,17,6,9,4,13,5,6,1,11,8,4,-,7,6,1,-
"S00163748",34,1,-,-,1,10,4,3,3,10,2,7,1,4,-,4,-,8,6,2,-
"S00163749",54,10,4,3,4,19,9,5,7,8,3,4,-,7,5,2,-,12,10,2,-
"S00163750",62,13,4,3,6,16,11,1,4,16,10,3,3,12,8,3,1,5,4,1,-
"S00163751",78,6,-,1,4,32,1,16,14,16,4,14,1,10,5,5,-,18,6,8,-
"S00163752",53,4,2,2,-,16,2,5,6,18,2,12,3,8,4,4,-,7,4,4,-
"S00163753",62,4,-,2,2,16,-,6,10,17,4,12,2,11,3,5,-,17,10,6,-
"S00163754",78,9,3,5,-,23,2,11,10,17,4,10,3,12,-,9,2,15,10,7,-
"S00163755",51,2,2,-,-,15,7,5,3,15,4,12,-,14,7,7,-,5,4,2,-
"S00163756",40,12,5,4,1,13,-,5,10,7,3,3,1,3,1,2,-,4,1,2,-
"S00163757",52,8,1,4,3,18,5,4,9,9,2,11,-,5,-,5,-,8,5,5,-
"S00163758",63,7,-,4,4,18,5,2,11,15,5,9,1,10,2,8,-,13,9,5,-
"S00163759",73,9,6,1,3,19,8,2,12,12,6,5,1,10,4,5,-,23,11,16,-
"S00163760",50,3,1,1,1,19,4,4,11,13,3,9,1,8,4,5,-,7,3,4,-
"S00163761",44,8,6,-,1,15,-,6,9,6,4,4,1,4,-,5,-,8,2,4,-
"S00163762",45,5,2,-,3,20,3,3,14,12,3,9,-,7,2,5,-,5,4,-,-
"S00163763",51,15,6,4,3,13,3,1,9,12,4,10,-,3,-,2,-,6,5,2,-
"S00163764",78,8,4,2,4,23,11,4,6,15,11,10,-,7,4,3,-,21,16,4,-
"S00163765",67,10,9,5,-,13,4,4,5,15,7,6,3,11,2,7,1,14,9,5,-
"S00163766",38,3,2,-,4,10,1,4,5,13,4,7,-,6,-,4,-,4,5,3,-
"S00163767",32,2,-,1,1,9,3,-,3,8,3,3,2,6,2,4,1,6,4,2,-
"S00163768",38,2,-,-,2,13,-,8,6,9,2,6,-,6,4,2,-,11,6,2,1
"S00163769",43,1,-,-,1,5,-,3,1,10,6,1,-,12,9,3,-,16,14,2,-
"S00163770",56,10,4,3,5,15,8,2,6,15,8,9,1,13,6,5,-,5,1,6,-
"S00163771",53,9,3,3,2,26,11,8,8,4,2,2,-,5,2,3,2,10,5,5,-
"S00163772",39,7,-,1,4,15,2,4,9,9,1,5,-,6,1,4,-,3,-,1,-
"S00163773",43,6,1,2,3,16,4,-,10,10,3,8,1,11,5,4,-,2,1,2,-
"S00163774",55,4,-,3,-,14,3,8,3,9,7,1,1,6,4,1,-,23,18,5,-
"S00163775",50,6,-,3,3,14,3,5,7,10,2,8,-,9,5,4,-,11,6,2,-
"S00163776",77,10,6,2,5,18,7,2,10,28,12,10,2,7,3,4,-,16,11,5,-
"S00163777",30,4,-,2,4,8,2,3,3,4,1,3,-,10,3,8,-,3,1,2,-
"S00163778",60,9,8,1,1,11,3,5,4,20,6,12,2,13,6,7,-,11,8,3,-
"S00163779",41,4,1,-,3,20,3,3,12,7,1,6,-,4,-,4,-,10,4,6,-
"S00163780",52,11,2,3,5,16,-,6,10,10,-,8,2,10,6,4,-,5,4,1,-
"S00163781",37,-,-,-,-,16,5,3,5,7,5,2,-,5,5,3,-,9,2,4,-
"S00163782",52,9,4,2,4,16,2,6,8,18,11,8,1,3,4,4,-,4,2,2,-
"S00163783",74,17,16,1,4,18,15,1,5,17,10,7,-,8,7,3,-,10,7,1,-
"S00163784",43,6,1,2,2,11,4,3,3,7,5,-,1,9,4,5,-,11,8,5,-
"S00163785",32,4,-,4,-,9,1,3,5,10,3,7,-,3,2,2,-,6,1,5,-
"S00163786",59,2,2,1,-,20,5,4,11,12,4,4,4,13,2,9,-,12,4,8,-
"S00163787",81,4,-,-,1,21,5,3,13,24,4,19,3,11,4,10,1,20,11,9,-
"S00163788",67,13,12,1,3,22,7,8,7,15,12,6,-,8,4,5,-,2,1,3,-
"S00163789",48,1,-,2,3,13,3,3,9,10,4,8,-,11,5,6,-,9,6,4,-
"S00163790",52,2,-,2,-,17,5,8,6,12,6,4,-,7,4,3,-,11,12,2,-
"S00163791",71,3,-,3,-,24,1,13,7,19,8,10,1,16,7,9,-,8,5,4,-
"S00163792",71,8,2,-,2,23,10,6,7,15,9,5,1,14,6,5,-,16,3,8,-
"S00163793",45,6,-,-,2,22,10,2,8,11,5,3,2,8,8,-,-,4,2,4,-
"S00163794",51,6,2,2,3,17,4,2,11,16,4,11,1,9,4,5,-,3,3,-,-
"S00163795",47,13,1,-,12,14,9,2,4,14,7,5,2,5,4,1,-,1,1,-,-
"S00163796",67,2,2,-,-,18,6,6,6,22,7,13,2,13,5,10,-,11,6,6,-
"S00163797",52,3,1,1,-,12,2,5,5,21,11,9,-,5,1,4,-,11,6,8,-
"S00163798",61,8,2,5,-,10,-,1,7,19,6,10,3,12,6,5,-,13,5,6,-
"S00163799",81,6,-,3,2,20,4,7,10,20,5,13,2,15,4,11,-,23,10,9,-
"S00163800",54,1,1,-,-,12,2,5,6,17,3,13,1,12,4,8,-,12,5,4,-
"S00163801",44,5,3,2,1,11,3,1,5,15,7,7,1,9,4,4,-,5,1,4,-
"S00163802",54,8,2,4,1,15,3,6,8,11,7,7,-,8,1,5,-,9,6,3,-
"S00163803",97,21,18,3,4,23,12,3,4,25,16,11,-,18,12,3,-,17,15,4,1
"S00163804",62,1,1,-,-,19,1,9,6,18,5,12,2,14,4,10,-,7,4,6,-
"S00163805",74,2,-,2,-,24,10,5,9,16,4,8,3,20,7,13,-,12,7,5,-
"S00163806",62,5,3,-,-,19,5,7,9,18,3,12,4,8,3,9,-,11,5,6,-
"S00163807",90,4,4,1,-,34,8,14,8,21,7,12,2,18,10,8,-,13,12,5,-
"S00163808",66,7,6,-,1,20,11,4,5,19,14,9,-,12,6,2,-,10,7,4,-
"S00163809",49,15,3,6,8,17,6,4,8,8,2,3,-,3,2,1,-,6,3,3,-
"S00163810",67,3,2,-,-,17,8,1,7,26,12,13,1,9,5,2,-,12,8,6,-
"S00163811",30,1,-,1,-,7,2,2,1,10,3,5,3,6,-,6,-,6,3,4,-
"S00163812",76,12,4,2,6,36,17,5,14,15,9,5,1,4,4,1,-,8,3,6,-
"S00163813",56,5,2,2,1,16,2,4,10,13,4,6,2,8,3,6,-,10,2,8,-
"S00163814",36,4,-,-,4,17,5,4,8,9,3,4,2,4,-,4,-,3,2,1,-
"S00163815",49,4,3,-,-,11,2,6,3,16,3,9,-,6,2,4,-,11,7,4,-
"S00163816",56,2,1,-,-,13,2,5,6,13,2,9,2,13,5,8,-,14,4,9,-
"S00163817",29,2,1,-,1,11,-,4,4,8,1,8,1,6,3,3,-,4,1,3,-
"S00163818",43,-,-,-,-,11,2,5,2,16,3,13,-,9,1,7,1,8,1,7,-
"S00163819",42,1,-,-,1,14,2,5,7,11,2,8,2,12,6,9,-,4,1,3,-
"S00163820",48,-,-,-,-,17,1,5,11,11,4,6,1,10,2,6,-,11,4,7,-
"S00163821",40,2,-,2,1,13,1,4,8,10,3,5,-,4,3,1,-,11,2,9,-
"S00163822",48,7,4,1,1,13,6,3,4,13,2,8,1,9,5,1,-,10,8,2,-
"S00163823",57,4,2,2,2,10,2,5,2,24,7,16,1,10,5,5,-,9,5,3,-
"S00163824",56,9,7,-,1,26,16,5,2,13,7,6,-,6,2,2,-,9,5,2,-
"S00163825",68,5,3,2,-,19,5,9,7,14,1,13,-,11,3,8,-,16,10,6,-
"S00163826",32,6,2,2,3,5,1,2,4,11,2,8,1,4,2,2,-,3,-,3,-
"S00163827",57,1,1,1,-,20,3,6,10,14,5,4,2,11,1,10,-,10,7,5,-
"S00163828",60,2,2,-,-,10,2,4,6,11,3,6,2,17,7,10,-,20,8,12,-
"S00163829",35,1,1,-,-,4,1,1,2,4,1,3,-,12,4,9,-,15,7,9,-
"S00163830",31,-,-,-,-,13,1,3,8,5,-,4,1,8,1,7,-,5,2,3,-
"S00163831",48,1,-,1,-,22,5,5,9,10,5,4,-,7,3,4,-,8,6,3,-
"S00163832",40,3,-,-,1,11,4,3,6,14,3,9,2,5,2,3,-,7,4,3,-
"S00163833",38,2,1,-,1,12,4,2,5,14,5,8,1,3,4,1,-,4,6,2,-
"S00163834",38,8,5,2,1,7,4,2,2,13,3,8,3,5,2,7,-,5,4,1,-
"S00163835",39,1,-,-,1,5,4,-,1,7,6,-,1,15,5,7,-,12,5,7,-
"S00163836",66,3,2,1,-,20,3,5,12,19,5,10,-,10,6,4,-,17,13,4,-
"S00163837",73,4,-,4,2,25,2,12,14,17,6,9,2,12,4,11,-,15,11,4,-
"S00163838",53,3,-,1,2,19,6,6,8,18,4,11,2,3,2,2,-,8,4,4,-
"S00163839",54,4,1,2,1,21,6,11,7,8,1,7,-,12,3,8,-,8,3,6,-
"S00163840",45,4,2,-,4,12,3,6,3,9,-,8,-,9,1,10,-,8,5,4,-
"S00163841",70,4,-,3,1,28,5,7,16,19,1,8,2,14,3,14,-,7,3,4,-
"S00163842",32,-,-,-,-,5,-,3,2,12,1,6,3,9,-,7,1,7,1,6,-
"S00163843",49,9,3,6,-,11,1,3,7,18,3,15,1,5,4,4,-,8,5,3,-
"S00163844",52,2,1,-,1,16,2,5,9,9,4,7,-,11,2,9,-,10,7,3,-
"S00163845",68,9,5,2,2,20,4,5,11,10,3,6,1,14,5,9,-,15,7,8,-
"S00163846",29,7,-,-,7,16,4,5,7,6,1,5,-,-,-,-,-,3,3,-,-
"S00163847",36,4,-,1,1,13,5,5,4,11,3,6,-,4,1,4,-,4,1,4,-
"S00163848",44,8,1,2,5,27,6,6,15,5,3,1,1,1,-,1,-,3,3,-,-
"S00163849",55,4,-,2,-,25,3,9,13,14,4,8,1,9,3,5,-,1,-,1,-
"S00163850",52,10,-,4,5,18,2,1,14,10,3,5,-,8,3,5,-,6,3,3,-
"S00163851",43,5,3,-,2,24,2,11,11,13,2,11,-,2,1,1,-,1,1,-,-
"S00163852",48,3,1,1,1,18,3,5,10,11,4,6,-,9,4,2,-,7,8,2,-
"S00163853",38,7,2,3,2,21,5,7,9,7,4,-,1,1,1,-,-,-,-,1,-
"S00163854",79,20,4,2,11,37,12,12,14,16,8,7,1,3,3,-,-,2,-,2,-
"S00163855",62,1,1,2,1,24,15,2,7,19,7,7,2,6,4,2,-,10,6,1,-
"S00163856",79,8,2,5,3,28,4,12,10,20,9,12,1,17,10,6,1,9,6,2,-
"S00163857",44,5,2,-,1,16,8,6,2,8,4,2,-,8,4,3,-,10,4,5,-
"S00163858",37,4,4,2,-,10,4,3,4,10,2,2,1,4,3,4,-,6,4,2,-
"S00163859",67,7,2,2,3,25,4,11,13,17,5,11,1,9,7,5,-,6,7,-,-
"S00163860",41,6,1,3,2,9,4,2,3,18,10,4,-,6,4,2,-,5,3,2,-
"S00163861",80,13,7,5,1,38,21,9,8,13,7,5,1,8,6,2,-,6,4,-,-
"S00163862",66,6,2,1,3,18,7,2,8,13,4,8,1,14,10,5,-,15,11,9,-
"S00163863",56,6,2,2,3,18,7,6,6,18,9,8,1,6,2,4,-,8,6,2,-
"S00163864",70,8,2,3,2,25,13,7,8,20,8,10,3,13,4,11,-,4,2,2,-
"S00163865",59,2,-,2,-,19,2,6,8,20,6,13,1,11,1,8,-,8,4,4,-
"S00163866",41,3,-,1,4,6,4,5,2,12,4,8,-,11,5,6,-,6,4,3,-
"S00163867",36,6,-,2,-,7,2,2,6,4,-,4,-,4,4,-,-,9,6,7,-
"S00163868",36,4,-,1,2,14,3,7,3,3,1,2,-,6,-,4,-,9,6,4,-
"S00163869",80,9,2,2,4,25,10,8,8,15,3,10,-,14,4,6,-,20,18,2,-
"S00163870",44,1,1,-,-,7,-,2,1,15,7,7,2,8,6,3,-,10,2,11,-
"S00163871",46,2,2,-,-,12,5,3,4,5,4,1,-,6,3,1,-,15,17,-,-
"S00163872",78,11,5,-,5,30,13,7,12,13,7,5,1,15,10,5,-,8,5,4,-
"S00163873",66,3,2,-,2,17,3,3,12,20,3,16,1,12,10,2,-,13,5,8,-
"S00163874",63,9,5,2,2,21,8,7,6,13,4,9,-,9,2,7,-,11,3,8,1
"S00163875",49,6,2,1,3,22,5,6,8,9,1,8,-,6,3,3,1,9,5,8,-
"S00163876",31,7,1,-,3,15,4,3,10,4,3,-,-,2,2,-,-,3,3,-,-
"S00163877",64,4,-,2,2,14,3,4,7,17,4,11,2,12,4,8,-,13,5,8,-
"S00163878",50,2,-,2,-,12,-,2,10,11,4,6,4,13,5,8,-,13,5,8,-
"S00163879",28,3,2,1,-,10,1,4,2,10,1,5,1,4,1,3,-,5,1,4,-
"S00163880",35,2,2,2,-,10,1,-,7,5,3,3,2,8,8,3,-,7,5,2,-
"S00163881",67,3,1,2,-,20,7,5,8,19,5,10,4,13,7,6,-,12,4,9,-
"S00163882",47,5,1,3,1,18,3,7,5,10,5,6,-,4,3,1,-,10,6,4,-
"S00163883",44,5,1,2,-,16,2,1,8,10,-,8,-,3,2,2,-,16,8,9,-
"S00163884",51,3,1,2,1,16,5,7,2,12,4,10,1,8,3,5,-,8,5,3,-
"S00163885",49,3,1,2,-,13,1,3,9,10,-,10,-,10,2,8,-,12,3,9,-
"S00163886",31,9,1,5,2,8,1,3,4,6,1,4,1,5,1,4,-,1,3,-,-
"S00163887",70,7,1,4,3,19,8,4,7,18,7,7,-,6,6,-,-,20,14,6,-
"S00163888",33,4,1,-,1,5,-,2,3,12,4,8,-,1,-,1,-,7,1,5,-
"S00163889",31,2,1,1,-,7,3,3,4,12,2,8,-,6,2,4,-,3,1,2,-
"S00163890",78,6,2,3,1,20,6,7,7,26,4,21,1,14,5,9,-,15,6,6,-
"S00163891",89,10,5,4,1,35,13,6,13,19,9,10,-,20,10,10,-,5,2,3,-
"S00163892",46,4,-,1,1,15,2,3,10,20,11,9,-,6,3,3,-,3,-,3,-
"S00163893",47,3,1,2,1,16,5,7,2,11,4,7,-,12,8,6,-,5,3,2,-
"S00163894",53,3,3,1,-,15,-,5,7,12,2,8,2,9,5,4,-,14,6,8,-
"S00163895",71,2,2,-,1,30,12,6,11,14,6,6,2,8,8,2,-,15,10,5,-
"S00163896",71,7,1,3,3,19,4,5,10,15,1,11,3,16,5,8,-,14,5,9,-
"S00163897",70,8,3,4,1,18,8,5,5,24,11,9,4,12,5,5,-,10,2,9,-
"S00163898",57,12,5,4,-,21,4,10,10,16,7,4,-,6,3,3,-,5,5,1,-
"S00163899",64,2,-,-,2,24,4,7,13,14,2,12,4,16,4,10,-,12,6,5,-
"S00163900",56,4,-,-,3,20,1,8,11,12,5,6,-,11,2,7,-,13,4,6,-
"S00163901",46,7,-,3,3,16,2,6,7,12,8,5,-,7,2,5,-,4,4,1,-
"S00163902",67,8,-,3,2,23,11,3,9,16,3,12,1,10,2,8,-,13,3,10,-
"S00163903",37,5,-,1,4,10,-,2,9,10,2,3,-,8,2,4,-,7,5,4,-
"S00163904",59,5,-,-,2,22,4,2,14,15,3,9,3,8,2,6,-,11,4,7,-
"S00163905",34,4,-,2,3,10,2,1,9,13,3,10,-,3,1,1,-,4,2,2,-
"S00163906",46,4,4,-,1,22,8,7,7,9,3,6,3,3,-,2,-,5,3,4,-
"S00163907",71,20,11,4,3,17,11,2,4,18,13,4,-,9,8,5,-,9,5,4,-
"S00163908",81,10,7,3,3,18,11,4,6,23,17,8,2,14,12,4,-,13,14,3,-
"S00163909",55,5,1,-,-,14,4,5,7,14,5,9,-,8,6,2,-,14,10,4,-
"S00163910",72,3,-,3,-,11,3,7,5,22,7,14,1,13,4,11,-,19,8,11,-
"S00163911",32,7,1,4,-,10,3,1,6,8,5,4,-,4,3,-,-,5,1,3,-
"S00163912",42,1,-,-,1,19,2,11,6,10,3,8,1,7,3,4,-,3,3,2,-
"S00163913",63,1,-,1,-,17,5,4,8,15,3,9,-,15,7,8,-,20,9,9,-
"S00163914",48,3,3,1,-,11,4,3,6,9,2,9,2,6,2,5,-,13,7,8,-
"S00163915",60,9,-,2,6,22,4,7,11,10,2,7,-,11,5,8,-,8,1,7,-
"S00163916",47,6,1,4,2,16,7,4,7,10,2,7,1,8,4,4,-,7,6,-,-
"S00163917",65,4,-,2,3,25,8,9,8,13,3,7,4,10,4,6,-,19,9,7,-
"S00163918",30,6,2,1,4,12,3,4,5,4,3,3,-,4,-,4,-,4,2,2,-
"S00163919",47,2,-,2,-,18,5,6,7,7,1,6,-,11,5,6,-,9,3,4,-
"S00163920",50,1,1,-,-,7,1,5,3,5,1,4,-,9,3,7,-,25,19,6,-
"S00163921",61,12,6,1,2,17,5,4,8,17,6,10,1,7,5,2,-,8,5,4,-
"S00163922",66,7,4,1,1,10,1,4,5,21,12,8,1,19,4,17,-,10,5,4,1
"S00163923",38,-,-,-,-,10,1,2,5,8,2,4,-,8,4,3,-,10,2,8,-
"S00163924",48,2,-,2,-,20,2,6,10,6,-,5,1,12,5,6,-,7,5,3,-
"S00163925",58,5,-,3,-,23,4,9,10,18,6,7,5,4,-,4,-,10,6,1,-
"S00163926",36,5,-,1,4,15,4,7,6,6,2,5,-,4,1,3,-,2,1,1,-
"S00163927",72,4,1,1,2,24,5,6,10,26,8,16,4,9,5,4,-,12,4,8,-
"S00163928",60,14,11,6,-,9,6,3,2,15,5,7,3,8,3,5,-,12,4,6,-
"S00163929",46,7,4,2,1,15,5,8,4,10,6,4,-,9,7,2,-,5,4,-,-
"S00163930",37,7,2,1,4,13,5,7,1,10,3,6,1,2,1,2,-,5,-,3,-
"S00163931",38,7,2,2,3,10,3,4,3,11,5,5,-,5,1,2,-,6,2,1,-
"S00163932",63,8,4,2,2,17,1,7,6,16,3,11,1,11,6,5,-,11,10,1,-
"S00163933",57,9,1,3,3,11,4,5,7,13,5,8,1,8,4,3,-,15,8,9,-
"S00163934",32,2,-,2,-,10,1,2,10,10,4,5,1,4,-,4,-,10,4,6,-
"S00163935",86,9,5,5,1,23,1,9,12,27,10,16,1,18,6,8,1,9,-,7,-
"S00163936",38,2,-,-,-,6,4,4,3,14,2,12,-,4,1,3,-,9,5,4,-
"S00163937",55,5,-,-,5,22,-,10,10,13,7,6,-,10,5,-,1,7,3,3,-
"S00163938",52,3,2,-,2,18,5,6,7,19,5,12,1,7,-,7,-,7,2,5,-
"S00163939",60,3,-,2,-,15,-,3,10,11,3,4,1,14,5,9,-,15,8,9,-
"S00163940",71,5,1,3,-,16,7,5,4,24,5,17,2,18,8,9,-,10,5,5,-
