Scotland's Census 2022 - National Records of Scotland
Table UV801 - Year of arrival in UK
All people
,"All people","Born in the UK","Arrived before 1941","Arrived 1941 - 1950","Arrived 1951 - 1960","Arrived 1961 - 1970","Arrived 1971 - 1980","Arrived 1981 - 1990","Arrived 1991 - 2000","Arrived 2001 - 2010","Arrived 2011 - 2013","Arrived 2014 - 2016","Arrived 2017 - 2019","Arrived 2020 - 2022"
"S00162941",157,138,-,-,2,2,-,-,-,8,-,3,1,2
"S00162942",81,79,-,1,-,-,-,1,-,-,-,-,-,-
"S00162943",98,94,-,-,-,-,1,-,-,2,-,-,-,-
"S00162944",109,110,-,-,-,-,-,-,-,1,-,-,-,-
"S00162945",172,162,-,-,1,3,-,-,-,3,-,2,-,1
"S00162946",185,167,-,-,-,1,2,5,4,1,-,8,5,-
"S00162947",84,75,-,-,2,2,2,1,1,-,1,2,-,-
"S00162948",78,74,-,-,-,-,-,-,-,3,1,-,-,-
"S00162949",115,112,-,-,1,-,-,-,2,-,-,-,-,-
"S00162950",159,157,-,-,-,-,-,1,1,-,-,-,-,-
"S00162951",106,102,-,-,-,-,-,1,-,-,3,-,-,-
"S00162952",73,70,-,-,-,-,-,-,1,-,1,-,1,-
"S00162953",73,66,-,-,-,-,-,3,-,3,-,-,-,-
"S00162954",131,124,-,-,-,-,2,-,-,2,1,2,-,-
"S00162955",121,121,-,-,-,-,-,-,-,-,-,-,-,-
"S00162956",158,151,-,-,-,2,2,1,-,1,-,1,-,-
"S00162957",76,62,-,-,-,2,2,1,-,4,2,-,-,4
"S00162958",174,166,-,-,-,3,1,-,1,-,1,-,1,-
"S00162959",68,63,-,-,-,-,-,-,-,4,-,-,-,3
"S00162960",81,74,-,-,1,-,-,-,-,1,3,-,-,2
"S00162961",87,80,-,-,-,1,-,-,-,2,3,-,3,-
"S00162962",65,55,-,-,-,2,-,2,-,2,-,-,1,1
"S00162963",129,129,-,-,-,-,-,-,-,-,-,-,-,-
"S00162964",71,62,-,-,3,1,-,-,2,4,-,-,-,-
"S00162965",83,79,-,-,1,-,-,-,-,-,2,-,4,-
"S00162966",138,127,-,-,-,1,1,-,-,2,4,1,-,-
"S00162967",72,70,-,2,-,-,-,-,-,-,-,-,-,-
"S00162968",177,170,-,-,-,-,1,-,1,5,3,-,-,-
"S00162969",117,105,-,-,-,2,-,3,1,2,-,5,-,-
"S00162970",78,73,-,-,-,-,-,-,1,2,2,-,-,-
"S00162971",115,110,-,-,-,-,1,-,-,1,-,1,-,-
"S00162972",117,109,-,-,-,-,1,-,-,4,2,1,-,-
"S00162973",124,117,1,-,-,1,1,-,1,1,-,-,1,-
"S00162974",103,102,-,-,-,-,-,-,1,-,-,-,-,-
"S00162975",67,65,-,-,-,1,-,-,-,-,-,-,-,-
"S00162976",100,98,-,-,-,-,-,-,-,-,-,-,-,-
"S00162977",126,120,-,-,-,2,3,-,1,1,-,-,-,-
"S00162978",124,118,-,-,-,-,-,-,-,6,-,-,-,-
"S00162979",72,66,-,-,-,-,-,-,-,4,-,-,2,-
"S00162980",191,184,-,-,-,1,1,-,2,3,-,1,2,1
"S00162981",128,123,-,-,-,-,-,-,2,3,-,-,1,-
"S00162982",88,83,-,-,-,-,1,1,1,2,-,-,1,-
"S00162983",109,100,-,-,1,-,4,-,-,2,1,2,1,-
"S00162984",108,103,-,-,-,1,-,-,-,2,-,-,4,-
"S00162985",85,75,-,-,-,-,1,1,2,2,-,2,-,4
"S00162986",129,129,-,-,-,-,-,-,-,-,-,-,-,-
"S00162987",144,135,-,-,1,3,-,-,-,2,-,-,-,-
"S00162988",97,87,-,-,-,-,-,4,1,2,-,-,2,1
"S00162989",122,117,-,-,-,-,1,-,1,1,-,-,-,-
"S00162990",157,146,-,-,-,2,1,-,-,4,-,2,1,1
"S00162991",122,117,-,-,-,-,2,-,-,2,1,-,1,-
"S00162992",83,79,-,-,-,-,-,-,1,3,-,-,-,-
"S00162993",118,111,-,-,-,-,1,1,-,2,-,-,4,-
"S00162994",107,105,-,-,-,-,-,-,-,-,2,-,1,-
"S00162995",102,93,-,1,-,-,2,-,-,4,-,-,-,-
"S00162996",115,110,-,-,-,-,2,1,1,2,-,1,-,-
"S00162997",124,122,-,-,-,-,1,-,-,1,-,-,-,-
"S00162998",186,177,-,-,-,-,-,1,1,2,2,-,-,1
"S00162999",194,184,-,-,1,-,-,-,3,-,6,-,-,-
"S00163000",78,77,-,-,-,-,-,-,-,1,-,-,-,-
"S00163001",121,109,-,-,-,-,1,-,-,8,-,1,-,1
"S00163002",80,76,-,-,-,-,-,-,-,-,-,1,1,-
"S00163003",105,97,1,1,1,-,-,-,1,1,2,-,-,1
"S00163004",101,91,-,-,-,-,-,-,-,7,1,1,1,-
"S00163005",135,124,-,-,-,-,1,3,2,-,1,1,2,-
"S00163006",92,85,-,-,4,-,-,-,-,-,-,-,-,-
"S00163007",89,86,-,-,-,-,-,-,-,2,-,1,1,-
"S00163008",176,160,-,-,-,5,-,-,2,3,1,2,3,-
"S00163009",180,168,-,-,-,3,2,-,5,-,3,-,-,-
"S00163010",186,182,-,-,-,-,-,-,-,1,-,-,2,-
"S00163011",189,181,-,-,-,-,1,1,-,1,-,-,4,-
"S00163012",141,134,-,-,2,2,-,1,-,1,-,1,-,-
"S00163013",214,207,-,2,-,-,1,-,3,2,1,1,-,-
"S00163014",165,156,-,-,-,-,1,2,1,3,1,-,-,-
"S00163015",66,55,-,-,1,-,1,-,-,7,1,-,-,-
"S00163016",134,127,-,-,-,1,-,2,1,3,-,-,-,-
"S00163017",78,77,-,-,-,-,-,-,-,-,-,-,-,-
"S00163018",145,128,-,-,-,-,1,1,2,4,-,-,6,1
"S00163019",179,172,-,-,-,2,1,1,2,-,-,-,-,-
"S00163020",155,138,-,-,-,-,1,-,2,1,1,3,9,-
"S00163021",125,116,-,-,-,-,-,-,1,-,4,-,-,1
"S00163022",78,70,-,-,-,1,1,-,-,4,1,-,-,-
"S00163023",82,79,-,-,-,-,-,-,-,1,-,-,2,-
"S00163024",171,167,-,-,-,-,-,-,-,6,-,-,-,-
"S00163025",149,141,-,-,-,2,-,-,-,5,-,1,-,-
"S00163026",99,94,-,-,2,1,1,-,2,1,-,-,-,-
"S00163027",125,121,-,-,-,-,-,-,1,1,2,-,-,-
"S00163028",96,98,-,-,-,-,-,-,-,4,-,-,-,-
"S00163029",90,83,-,-,-,-,-,1,-,1,-,-,1,-
"S00163030",141,138,-,-,-,-,-,-,1,-,-,-,2,-
"S00163031",75,69,-,-,-,-,-,1,-,2,-,1,4,-
"S00163032",101,99,-,-,-,-,-,-,1,-,-,-,2,-
"S00163033",79,67,-,-,-,-,-,-,2,2,-,-,4,-
"S00163034",92,73,-,-,-,1,4,-,1,5,6,2,2,-
"S00163035",124,117,-,-,1,-,-,-,-,-,-,-,-,-
"S00163036",144,140,-,-,1,2,-,2,-,-,1,2,-,-
"S00163037",179,173,-,-,-,-,-,-,1,3,-,-,-,-
"S00163038",116,107,-,-,-,2,-,-,-,6,-,-,-,4
"S00163039",107,97,-,-,-,-,-,-,1,7,2,-,-,-
"S00163040",87,78,-,-,1,1,3,1,2,-,-,-,2,-
"S00163041",96,88,-,-,-,-,-,-,1,2,1,-,1,3
"S00163042",125,117,-,-,-,1,-,2,1,-,-,-,1,-
"S00163043",117,105,-,-,-,1,1,1,-,5,-,1,-,1
"S00163044",91,90,-,-,-,-,-,-,-,-,-,-,-,-
"S00163045",120,112,-,-,-,-,-,1,1,-,1,3,1,-
"S00163046",102,90,-,-,2,1,2,-,-,-,-,4,2,1
"S00163047",195,174,-,-,-,-,2,1,-,8,5,2,4,-
"S00163048",108,102,-,-,2,-,-,1,2,2,-,-,-,-
"S00163049",71,62,-,-,-,2,-,1,1,4,-,2,-,-
"S00163050",116,103,-,-,-,1,-,2,-,4,1,-,-,2
"S00163051",123,118,-,-,1,-,-,-,1,-,3,2,-,-
"S00163052",172,164,-,-,2,-,-,-,-,7,3,1,1,2
"S00163053",107,102,-,-,-,2,3,1,-,3,-,-,-,-
"S00163054",160,141,-,-,-,2,1,-,-,16,1,-,-,-
"S00163055",131,105,-,-,-,1,-,1,1,7,10,6,3,-
"S00163056",201,192,-,-,-,-,-,-,4,4,-,-,1,1
"S00163057",108,103,-,-,-,2,-,-,-,1,3,-,1,-
"S00163058",119,113,1,-,2,1,-,1,1,-,-,-,-,-
"S00163059",139,129,-,-,-,-,-,-,-,6,1,5,2,-
"S00163060",97,86,-,-,-,1,-,1,-,3,-,3,1,-
"S00163061",152,133,-,-,-,-,1,2,1,6,6,2,-,3
"S00163062",87,75,-,-,-,-,2,-,1,7,-,-,1,-
"S00163063",124,101,-,-,1,-,-,-,-,10,2,3,-,3
"S00163064",97,87,-,-,-,-,1,2,-,7,2,-,-,-
"S00163065",117,110,-,-,2,2,-,1,-,1,-,-,1,-
"S00163066",60,47,-,-,-,-,1,-,-,6,1,3,-,-
"S00163067",124,105,-,-,-,-,-,-,-,12,-,6,4,-
"S00163068",114,105,-,-,-,-,-,1,-,1,1,6,-,-
"S00163069",123,115,-,-,-,-,-,-,1,6,-,-,1,-
"S00163070",79,68,-,-,-,-,1,-,-,4,4,2,-,-
"S00163071",102,75,-,-,-,-,-,-,-,22,4,-,1,-
"S00163072",98,92,-,-,-,2,-,-,1,-,1,2,1,-
"S00163073",89,82,-,-,-,-,1,-,-,2,-,1,-,2
"S00163074",128,92,-,-,-,-,1,2,2,8,4,15,3,-
"S00163075",167,146,-,-,-,1,-,-,-,11,4,1,2,-
"S00163076",78,65,-,-,-,-,-,-,-,7,3,-,4,2
"S00163077",69,49,-,-,-,-,2,-,1,6,3,2,4,-
"S00163078",91,81,-,-,-,-,1,-,3,6,-,-,-,-
"S00163079",140,132,-,-,-,2,-,-,2,1,-,6,-,-
"S00163080",72,68,-,-,-,-,-,-,-,-,-,2,2,-
"S00163081",89,81,-,-,-,-,2,-,-,4,-,1,-,-
"S00163082",77,60,-,-,-,-,-,-,3,4,3,2,-,-
"S00163083",178,165,-,-,-,-,4,1,-,4,-,-,4,-
"S00163084",127,108,-,-,1,1,-,-,-,5,8,2,-,-
"S00163085",158,147,-,-,-,2,1,2,-,4,1,-,-,-
"S00163086",97,90,-,-,-,1,-,-,1,1,-,2,-,-
"S00163087",148,124,-,-,-,-,-,1,-,11,6,4,2,-
"S00163088",94,90,-,-,-,-,2,1,-,1,-,-,-,-
"S00163089",101,88,-,-,-,-,-,-,1,3,1,3,1,-
"S00163090",71,65,-,-,-,1,1,-,1,2,-,-,-,-
"S00163091",99,91,-,-,-,-,-,-,3,-,1,3,1,-
"S00163092",161,148,-,-,-,2,1,-,3,1,1,-,-,-
"S00163093",137,131,-,-,1,1,1,-,-,1,-,1,-,-
"S00163094",60,58,-,-,-,-,-,-,-,-,1,-,-,-
"S00163095",105,102,-,-,-,-,-,-,-,-,-,-,1,-
"S00163096",164,161,-,1,-,-,-,-,-,-,-,-,1,-
"S00163097",122,108,-,-,-,-,1,-,-,8,1,2,1,-
"S00163098",129,125,-,-,-,-,1,-,1,4,-,-,-,-
"S00163099",100,96,-,-,1,-,-,1,1,2,-,-,-,-
"S00163100",180,162,-,-,1,-,1,-,2,7,3,-,-,-
"S00163101",141,122,-,-,-,-,-,-,1,9,2,2,5,-
"S00163102",174,163,-,1,1,1,-,-,6,-,-,-,1,-
"S00163103",173,158,-,-,-,1,1,-,5,3,-,4,1,-
"S00163104",80,73,-,-,-,-,-,-,2,-,2,1,-,2
"S00163105",119,107,-,-,-,1,2,-,-,9,-,-,2,-
"S00163106",79,71,-,-,-,-,-,-,1,9,-,-,1,-
"S00163107",94,78,-,-,-,-,-,-,4,8,3,1,2,-
"S00163108",177,170,-,1,-,5,-,-,-,1,-,-,2,-
"S00163109",82,64,-,-,-,-,1,1,-,3,4,2,-,8
"S00163110",111,93,-,-,-,1,-,-,-,6,2,5,2,-
"S00163111",126,117,-,-,1,1,1,1,1,3,2,2,-,-
"S00163112",153,133,-,-,-,-,4,-,3,8,2,-,-,4
"S00163113",157,146,-,-,-,-,2,-,1,6,-,1,-,-
"S00163114",70,56,-,-,-,-,1,1,-,14,-,-,-,-
"S00163115",125,118,-,-,-,-,-,1,2,-,1,-,2,-
"S00163116",129,110,-,-,-,1,1,-,-,8,5,-,4,-
"S00163117",65,56,-,-,-,1,1,-,-,4,2,-,-,1
"S00163118",121,104,-,-,1,1,-,1,-,11,-,2,-,-
"S00163119",110,99,-,-,-,-,-,-,-,3,-,4,4,-
"S00163120",155,144,-,-,-,-,1,1,-,3,3,1,-,1
"S00163121",87,81,-,-,-,-,-,-,-,5,1,-,-,-
"S00163122",71,59,-,-,-,-,-,-,-,8,4,1,-,-
"S00163123",156,136,-,-,-,-,-,-,2,14,3,-,-,1
"S00163124",144,138,-,-,-,1,-,-,-,3,-,1,1,-
"S00163125",121,90,-,-,-,-,-,-,-,10,7,6,7,-
"S00163126",81,74,-,-,-,-,1,-,-,1,-,2,-,-
"S00163127",130,110,-,-,-,-,-,-,1,8,4,3,-,4
"S00163128",81,83,-,-,-,1,-,-,2,-,-,-,-,-
"S00163129",125,115,-,-,-,-,1,-,2,3,1,-,-,-
"S00163130",110,96,-,-,1,-,2,-,1,6,-,-,-,3
"S00163131",84,76,-,-,-,-,1,1,-,-,-,-,-,5
"S00163132",149,140,-,-,2,1,1,-,-,3,-,-,2,-
"S00163133",121,112,-,-,1,1,-,2,1,-,1,-,-,4
"S00163134",102,102,-,-,-,-,-,-,-,-,1,-,1,-
"S00163135",69,56,-,-,-,-,1,-,-,5,5,6,-,-
"S00163136",104,103,-,-,-,-,-,-,-,1,-,-,-,-
"S00163137",119,100,-,-,-,1,1,-,-,2,4,1,7,2
"S00163138",120,102,-,-,-,1,-,-,-,10,3,4,-,-
"S00163139",115,109,-,-,-,-,-,-,2,2,-,-,-,-
"S00163140",107,76,-,-,1,-,1,-,1,16,3,4,4,1
"S00163141",148,122,-,-,2,-,-,1,2,6,2,3,5,4
"S00163142",93,76,-,-,-,-,-,-,-,12,-,4,-,-
"S00163143",85,77,-,-,-,-,1,-,-,8,2,1,-,-
"S00163144",62,59,-,-,-,1,-,2,-,-,-,-,-,-
"S00163145",65,61,-,-,-,-,-,1,-,3,2,-,-,-
"S00163146",186,178,-,-,1,-,-,-,-,4,1,-,-,-
"S00163147",149,128,-,-,-,-,2,2,4,4,4,2,3,-
"S00163148",132,123,-,-,-,-,-,-,1,8,-,4,-,-
"S00163149",119,113,-,-,-,1,-,-,1,-,1,1,-,2
"S00163150",120,112,-,-,-,-,-,-,1,4,-,-,2,-
"S00163151",64,57,-,-,1,-,-,-,-,4,2,-,-,-
"S00163152",142,128,-,-,1,-,-,-,1,2,-,6,1,3
"S00163153",154,132,-,-,-,1,-,1,2,10,2,1,3,1
"S00163154",148,139,-,-,1,-,-,-,-,8,4,1,-,-
"S00163155",65,64,-,-,-,-,1,-,-,-,-,-,-,-
"S00163156",77,61,-,-,-,-,-,1,-,6,-,2,-,8
"S00163157",124,115,-,-,2,1,1,-,-,1,2,-,-,-
"S00163158",126,118,-,-,-,1,1,-,-,4,4,-,-,-
"S00163159",122,109,-,-,1,-,-,1,-,8,2,1,-,-
"S00163160",115,98,-,-,-,2,3,-,1,1,2,6,2,1
"S00163161",144,140,-,-,2,-,1,-,1,2,-,1,-,1
"S00163162",109,97,-,-,-,-,-,1,-,3,6,-,1,1
"S00163163",61,59,-,-,1,1,-,-,-,-,-,-,-,-
"S00163164",172,158,-,-,1,2,-,4,1,1,1,4,-,-
"S00163165",106,95,-,-,-,-,-,-,1,1,4,3,3,-
"S00163166",83,79,-,-,-,1,-,-,-,-,-,1,-,-
"S00163167",81,78,-,-,-,-,-,-,-,4,-,-,-,-
"S00163168",132,129,-,-,1,-,-,-,-,3,-,-,-,-
"S00163169",69,63,-,-,1,-,-,1,-,2,3,-,-,-
"S00163170",91,75,-,-,1,-,-,1,-,5,3,1,-,-
"S00163171",153,148,-,-,-,-,2,1,-,-,-,2,-,-
"S00163172",85,77,-,-,-,-,-,1,-,4,-,3,-,-
"S00163173",173,155,-,-,-,-,-,1,1,10,3,-,-,4
"S00163174",98,83,-,-,-,-,-,-,-,3,2,2,8,3
"S00163175",114,104,-,-,-,-,-,1,1,1,3,2,4,1
"S00163176",79,70,-,-,-,-,2,-,-,5,-,1,1,-
"S00163177",192,184,-,-,2,1,-,-,-,2,-,3,-,-
"S00163178",108,102,-,-,-,-,2,-,-,4,-,-,-,2
"S00163179",107,90,-,-,-,1,-,-,-,6,-,3,6,1
"S00163180",96,89,-,-,-,1,-,-,3,2,-,-,-,-
"S00163181",129,109,-,-,-,2,-,2,1,9,9,2,1,-
"S00163182",104,87,-,-,1,2,-,1,1,3,2,4,1,1
"S00163183",154,138,-,-,1,2,2,-,6,3,-,-,-,-
"S00163184",147,135,-,-,-,1,2,-,-,2,2,1,-,2
"S00163185",130,117,-,2,-,-,-,2,-,2,1,1,1,-
"S00163186",76,65,-,-,-,1,-,-,2,3,4,3,1,1
"S00163187",129,103,-,-,1,-,1,1,1,12,1,2,5,-
"S00163188",118,95,-,-,-,2,-,-,2,5,1,1,4,7
"S00163189",70,59,-,-,-,-,-,-,-,6,4,1,-,-
"S00163190",89,68,-,-,1,-,-,1,-,5,2,4,5,7
"S00163191",120,96,-,-,-,-,-,-,-,13,1,1,-,7
"S00163192",77,59,-,-,-,-,-,2,-,9,2,3,-,-
"S00163193",90,82,-,-,-,-,1,1,-,3,-,-,3,-
"S00163194",108,97,-,-,1,-,-,-,2,4,2,5,-,-
"S00163195",68,56,-,-,1,-,-,-,-,6,-,7,1,-
"S00163196",136,124,-,-,-,1,-,2,-,3,-,4,-,2
"S00163197",90,81,-,-,-,-,1,-,-,5,1,1,1,-
"S00163198",136,127,-,-,-,-,-,-,-,2,-,-,4,-
"S00163199",96,94,-,-,-,-,-,1,-,-,-,1,-,-
"S00163200",66,54,-,-,-,3,-,1,-,6,-,-,1,-
"S00163201",109,87,-,-,-,2,-,-,1,12,2,6,-,1
"S00163202",110,99,-,-,-,-,-,2,-,6,2,5,-,-
"S00163203",80,71,-,-,-,-,2,-,-,5,4,-,-,-
"S00163204",93,70,-,-,-,-,-,-,2,7,-,7,1,5
"S00163205",102,89,-,-,-,-,-,1,1,4,2,3,3,-
"S00163206",161,142,1,-,-,1,-,-,-,11,1,-,-,5
"S00163207",123,119,-,-,-,-,1,-,-,1,1,1,-,-
"S00163208",116,110,-,-,-,-,-,-,-,4,1,-,-,-
"S00163209",118,104,-,-,-,-,-,-,3,2,2,2,4,-
"S00163210",76,51,-,-,-,-,-,-,-,10,2,5,5,1
"S00163211",67,64,-,-,-,-,-,-,-,3,-,-,-,-
"S00163212",121,118,-,-,-,-,-,-,4,-,-,-,-,-
"S00163213",106,95,-,-,-,-,-,-,-,4,3,4,-,-
"S00163214",127,122,-,-,1,-,-,1,-,4,-,-,-,-
"S00163215",104,89,-,-,-,1,-,-,-,2,1,6,1,-
"S00163216",95,81,-,-,-,-,-,1,1,3,2,1,2,3
"S00163217",73,59,-,-,-,1,-,-,-,5,-,-,2,3
"S00163218",82,65,-,-,-,-,-,1,-,4,-,4,1,5
"S00163219",124,109,-,-,-,-,-,-,-,6,2,4,2,-
"S00163220",761,656,-,-,2,-,-,2,4,15,6,-,26,51
"S00163221",83,73,-,-,-,-,-,-,2,5,2,3,-,-
"S00163222",136,112,-,-,-,-,-,2,3,10,-,6,-,-
"S00163223",77,67,1,-,2,1,-,1,1,-,-,-,-,1
"S00163224",119,95,-,-,-,1,-,1,-,10,1,1,9,1
"S00163225",126,122,-,-,-,2,-,-,1,2,-,-,2,-
"S00163226",96,89,-,-,-,-,2,-,1,2,-,-,2,1
"S00163227",71,71,-,-,-,-,-,-,-,-,-,-,-,-
"S00163228",120,114,1,-,-,-,-,-,3,1,-,1,1,-
"S00163229",94,81,-,-,-,-,1,-,1,4,3,3,-,-
"S00163230",79,60,-,-,-,1,-,1,-,6,2,-,7,3
"S00163231",109,97,-,-,1,-,-,-,-,6,2,4,1,2
"S00163232",126,102,-,-,-,1,2,1,-,9,5,4,2,1
"S00163233",104,88,-,-,-,-,1,2,3,6,-,1,-,2
"S00163234",100,87,-,1,-,-,-,-,-,1,9,1,2,1
"S00163235",131,104,-,-,-,-,-,1,1,6,4,12,2,-
"S00163236",82,79,-,-,-,1,-,-,-,4,-,-,-,-
"S00163237",103,97,-,-,-,1,3,-,-,3,-,-,-,-
"S00163238",102,94,2,-,-,1,1,2,-,1,-,-,1,-
"S00163239",76,69,-,-,-,-,-,-,-,-,-,7,1,2
"S00163240",70,54,-,-,-,-,1,-,2,6,2,-,3,-
"S00163241",72,68,-,-,-,-,1,-,-,3,-,-,-,-
"S00163242",103,93,-,-,-,-,-,-,-,5,2,-,-,2
"S00163243",109,102,-,-,2,1,1,3,-,1,1,-,-,-
"S00163244",159,129,-,-,-,-,-,-,-,21,4,-,4,1
"S00163245",92,59,-,-,-,-,-,1,3,6,5,3,4,10
"S00163246",86,71,1,-,-,1,-,-,1,5,1,6,-,-
"S00163247",76,62,-,-,-,-,2,-,-,4,-,2,2,-
"S00163248",155,127,-,-,1,-,1,3,-,11,4,3,2,3
"S00163249",132,117,-,-,-,-,2,-,1,8,1,-,3,-
"S00163250",93,86,-,-,-,-,-,-,1,3,4,1,-,2
"S00163251",81,76,-,-,-,-,-,-,-,5,-,-,-,-
"S00163252",114,85,-,-,-,-,1,1,-,8,-,-,7,8
"S00163253",106,88,-,-,-,-,-,2,1,9,1,2,4,2
"S00163254",89,86,1,-,-,-,-,-,-,6,-,-,-,-
"S00163255",94,79,-,-,-,1,-,2,-,5,2,4,1,-
"S00163256",86,67,-,-,-,-,-,1,2,7,3,1,4,2
"S00163257",139,129,-,-,-,3,1,2,-,-,-,-,1,-
"S00163258",121,106,-,1,-,-,-,1,-,5,1,5,-,-
"S00163259",88,85,-,1,1,-,-,1,3,-,-,-,-,-
"S00163260",258,243,2,-,2,-,1,-,-,10,-,1,-,-
"S00163261",71,29,-,-,-,-,-,-,6,7,7,12,9,-
"S00163262",125,124,-,-,-,-,-,-,-,4,-,-,-,-
"S00163263",126,114,-,-,-,-,-,1,-,5,3,1,-,-
"S00163264",74,65,-,-,-,-,3,-,-,-,3,-,-,-
"S00163265",92,80,-,-,-,-,-,-,-,4,2,5,-,-
"S00163266",131,118,-,-,-,-,-,1,3,3,1,2,2,1
"S00163267",134,112,-,-,-,2,-,4,-,10,4,2,3,-
"S00163268",88,87,-,1,-,-,-,-,-,-,-,-,-,-
"S00163269",61,50,-,-,-,-,-,-,2,3,-,2,-,4
"S00163270",146,120,-,-,-,1,-,1,-,8,5,4,-,4
"S00163271",154,138,-,-,-,-,1,1,-,4,2,3,1,-
"S00163272",106,93,-,-,-,-,-,-,-,13,-,-,-,-
"S00163273",90,79,-,-,-,-,-,2,-,3,-,3,1,2
"S00163274",152,135,-,-,-,-,-,-,4,5,6,-,-,2
"S00163275",137,127,-,-,-,-,1,-,-,7,1,-,1,-
"S00163276",77,67,-,-,1,-,1,1,-,6,-,-,-,-
"S00163277",74,67,-,-,-,-,-,-,1,-,3,-,1,3
"S00163278",167,154,-,-,4,2,1,-,3,4,-,1,1,1
"S00163279",140,118,-,-,-,-,-,-,3,8,2,7,4,-
"S00163280",85,74,-,-,-,1,1,1,-,4,-,-,2,-
"S00163281",81,73,-,-,-,1,-,-,2,-,1,1,2,-
"S00163282",136,114,-,-,-,1,-,1,-,9,2,7,2,-
"S00163283",82,61,-,-,-,-,-,-,-,7,2,4,2,4
"S00163284",123,106,-,-,4,-,-,1,-,9,2,3,4,1
"S00163285",92,79,-,-,1,-,-,-,1,8,-,3,-,-
"S00163286",104,78,-,-,-,-,-,1,1,13,6,-,3,2
"S00163287",90,79,-,-,-,-,-,-,-,8,-,-,-,-
"S00163288",126,112,-,-,4,1,2,-,1,2,-,3,-,-
"S00163289",70,49,-,-,-,-,1,1,-,8,1,4,6,2
"S00163290",125,113,-,-,-,-,-,-,-,6,-,5,-,-
"S00163291",107,99,-,1,-,-,-,-,-,5,1,3,2,-
"S00163292",145,126,-,-,-,-,-,1,-,9,8,-,-,-
"S00163293",125,99,-,-,-,1,-,-,1,3,2,3,9,8
"S00163294",126,116,-,-,-,-,-,1,1,10,-,2,-,-
"S00163295",80,76,1,-,-,-,-,-,-,1,-,-,1,-
"S00163296",133,116,-,-,-,2,-,-,2,5,1,3,-,6
"S00163297",73,61,-,-,-,-,-,-,-,8,1,-,2,3
"S00163298",91,88,-,-,2,-,-,-,-,1,-,-,-,-
"S00163299",90,66,-,-,1,1,-,-,1,6,2,2,6,4
"S00163300",62,53,-,-,-,-,-,-,2,1,1,-,6,1
"S00163301",115,103,-,-,-,-,-,-,-,8,-,2,1,-
"S00163302",117,112,1,-,-,-,-,-,-,3,-,-,2,-
"S00163303",172,132,-,-,-,-,1,2,6,7,1,-,3,17
"S00163304",73,59,-,-,-,-,-,-,-,10,-,4,-,-
"S00163305",140,125,-,-,-,-,-,-,1,19,-,3,-,-
"S00163306",83,72,-,-,-,-,-,-,-,4,-,4,2,2
"S00163307",114,104,-,-,-,1,-,-,-,4,1,2,-,-
"S00163308",80,65,-,-,-,1,-,-,2,5,2,2,-,-
"S00163309",108,95,-,-,-,2,-,-,-,3,3,2,2,-
"S00163310",124,113,-,-,-,4,-,1,1,4,-,3,-,-
"S00163311",142,129,-,-,-,-,1,-,1,4,-,2,2,1
"S00163312",142,123,-,-,-,1,-,-,1,9,1,2,4,1
"S00163313",97,87,-,-,1,1,1,-,1,1,-,-,1,-
"S00163314",199,181,-,1,-,-,2,-,2,8,-,2,2,2
"S00163315",152,113,-,-,-,2,-,1,1,10,2,6,10,11
"S00163316",140,136,-,-,-,-,1,-,-,1,2,-,1,-
"S00163317",174,149,-,-,-,-,1,3,1,4,2,-,6,6
"S00163318",76,69,-,-,-,-,-,-,-,6,1,-,-,-
"S00163319",132,125,-,-,-,-,-,-,1,4,-,-,1,-
"S00163320",151,135,-,-,-,-,2,-,2,1,2,1,-,2
"S00163321",167,156,-,-,-,-,-,2,1,8,1,-,-,-
"S00163322",138,122,-,-,-,-,2,-,3,4,1,2,-,4
"S00163323",143,129,-,-,-,-,-,1,3,6,-,-,1,-
"S00163324",154,119,-,-,-,1,1,-,1,19,-,3,6,1
"S00163325",94,82,-,-,-,-,-,-,-,4,2,1,-,7
"S00163326",93,86,-,-,-,-,-,-,2,3,-,1,2,-
"S00163327",148,144,-,-,-,1,-,-,-,1,-,2,-,-
"S00163328",111,102,-,1,-,-,-,-,2,1,-,-,1,4
"S00163329",64,65,-,-,-,1,-,-,-,6,-,-,-,-
"S00163330",153,147,-,-,-,-,1,-,-,1,-,-,3,-
"S00163331",128,114,-,-,1,3,1,1,1,7,1,-,-,-
"S00163332",105,81,-,-,1,-,-,-,-,15,-,-,-,4
"S00163333",71,64,-,2,-,1,-,-,-,4,-,1,-,-
"S00163334",62,54,-,-,-,-,-,-,-,6,-,-,-,-
"S00163335",94,81,-,-,-,-,-,-,1,6,-,1,2,4
"S00163336",89,83,-,-,-,1,-,-,-,4,-,-,-,-
"S00163337",165,148,-,-,-,-,-,-,1,15,-,1,-,-
"S00163338",80,71,-,-,-,-,1,-,-,4,-,-,-,-
"S00163339",161,149,-,-,-,1,-,-,1,4,-,-,-,-
"S00163340",141,122,-,-,-,-,-,2,3,4,2,-,8,-
"S00163341",97,90,-,-,-,-,-,1,1,4,1,-,-,-
"S00163342",81,64,-,-,-,-,-,-,1,7,3,4,1,1
"S00163343",155,140,-,-,-,-,-,2,5,7,-,-,1,-
"S00163344",100,100,-,-,-,-,2,-,-,-,-,-,-,-
"S00163345",137,114,-,-,-,-,-,-,1,12,1,6,2,-
