Scotland's Census 2022 - National Records of Scotland
Table UV212 - Main language
All people aged 3 and over

,"All people aged 3 and over","English","Scots","Gaelic","Sign Language","Other language"
"S00171005",143,142,-,-,-,1
"S00171006",118,118,-,-,-,-
"S00171007",95,87,-,-,-,8
"S00171008",130,129,-,-,-,2
"S00171009",158,148,-,-,-,4
"S00171010",101,98,-,-,-,3
"S00171011",74,73,-,-,-,1
"S00171012",147,147,-,-,-,-
"S00171013",85,79,-,-,-,6
"S00171014",84,75,-,-,-,4
"S00171015",93,93,-,-,-,-
"S00171016",149,148,-,-,-,1
"S00171017",125,123,-,-,-,2
"S00171018",158,155,2,-,-,2
"S00171019",71,71,-,-,-,1
"S00171020",179,177,-,-,-,3
"S00171021",147,140,-,-,-,2
"S00171022",72,72,-,-,-,-
"S00171023",174,141,-,-,5,28
"S00171024",79,78,-,-,-,-
"S00171025",123,123,-,-,-,-
"S00171026",79,79,-,-,-,-
"S00171027",117,114,2,-,-,2
"S00171028",98,93,-,-,-,5
"S00171029",160,158,-,-,-,2
"S00171030",75,71,-,-,-,4
"S00171031",74,70,-,-,-,1
"S00171032",246,240,-,-,-,5
"S00171033",90,89,-,-,-,1
"S00171034",100,96,-,-,-,4
"S00171035",91,90,-,-,-,1
"S00171036",108,98,-,-,-,10
"S00171037",69,60,-,-,-,6
"S00171038",117,109,-,-,-,8
"S00171039",63,59,-,-,-,1
"S00171040",144,134,1,-,-,9
"S00171041",102,95,-,-,-,7
"S00171042",94,88,3,-,-,4
"S00171043",147,140,-,-,-,3
"S00171044",76,72,-,-,-,4
"S00171045",108,95,-,-,-,10
"S00171046",96,83,2,-,-,11
"S00171047",129,117,2,-,-,9
"S00171048",140,134,-,-,-,5
"S00171049",133,132,-,-,-,1
"S00171050",93,91,-,-,-,-
"S00171051",72,62,-,-,-,10
"S00171052",134,127,-,-,-,10
"S00171053",161,154,1,-,-,5
"S00171054",117,118,-,-,-,2
"S00171055",120,117,-,-,-,1
"S00171056",71,70,-,-,-,1
"S00171057",75,75,-,-,-,-
"S00171058",78,72,3,-,-,3
"S00171059",171,170,-,-,-,1
"S00171060",139,137,-,-,-,1
"S00171061",155,152,-,-,-,5
"S00171062",106,105,-,-,-,-
"S00171063",127,126,-,-,-,1
"S00171064",145,145,-,-,-,-
"S00171065",128,128,-,-,-,-
"S00171066",161,164,-,-,-,1
"S00171067",155,150,1,-,-,3
"S00171068",68,66,-,-,-,4
"S00171069",97,87,2,-,-,12
"S00171070",88,86,-,-,-,3
"S00171071",62,62,-,-,-,-
"S00171072",65,64,1,-,-,-
"S00171073",88,87,1,-,-,-
"S00171074",111,111,-,-,-,-
"S00171075",71,68,-,-,-,2
"S00171076",154,149,-,-,-,5
"S00171077",109,109,-,-,-,-
"S00171078",132,130,1,-,-,1
"S00171079",139,139,-,-,-,-
"S00171080",125,124,1,-,-,-
"S00171081",128,124,3,-,-,1
"S00171082",122,115,5,-,-,2
"S00171083",101,100,-,-,3,2
"S00171084",143,141,-,-,-,3
"S00171085",109,107,-,-,-,2
"S00171086",84,84,-,-,-,-
"S00171087",161,155,-,-,-,9
"S00171088",80,77,2,-,-,4
"S00171089",105,104,-,-,-,1
"S00171090",146,144,-,-,-,2
"S00171091",69,67,-,-,-,2
"S00171092",152,148,-,-,-,4
"S00171093",182,181,-,-,-,-
"S00171094",117,113,-,-,-,6
"S00171095",122,121,-,-,-,2
"S00171096",191,186,2,1,-,3
"S00171097",142,132,-,-,-,7
"S00171098",125,124,-,-,-,1
"S00171099",70,68,-,-,-,1
"S00171100",105,106,-,-,-,-
"S00171101",130,127,1,-,-,-
"S00171102",128,125,-,-,-,2
"S00171103",100,100,-,-,-,-
"S00171104",103,101,-,-,-,2
"S00171105",99,99,-,-,-,-
"S00171106",83,80,-,-,-,2
"S00171107",133,126,2,-,-,5
"S00171108",119,119,-,-,-,-
"S00171109",115,115,-,-,-,-
"S00171110",84,80,1,-,-,1
"S00171111",157,156,-,-,-,1
"S00171112",113,111,-,-,-,2
"S00171113",131,127,-,-,-,4
"S00171114",109,108,-,-,-,-
"S00171115",154,151,-,-,-,4
"S00171116",119,118,-,-,-,1
"S00171117",83,80,-,-,-,3
"S00171118",140,139,-,-,-,1
"S00171119",95,94,-,-,-,1
"S00171120",104,101,-,-,-,3
"S00171121",115,102,-,-,-,13
"S00171122",118,115,-,-,-,1
"S00171123",102,100,-,-,1,1
"S00171124",72,72,-,-,-,-
"S00171125",91,91,-,-,-,-
"S00171126",64,53,-,-,-,11
"S00171127",114,99,1,-,-,14
"S00171128",122,117,-,-,-,5
"S00171129",62,61,-,-,-,1
"S00171130",105,101,-,-,-,3
"S00171131",119,119,-,-,-,-
"S00171132",123,118,-,-,-,4
"S00171133",119,119,-,-,-,-
"S00171134",116,107,1,-,2,6
"S00171135",66,66,-,-,-,-
"S00171136",107,107,-,-,-,3
"S00171137",86,85,-,-,-,1
"S00171138",94,94,-,-,-,-
"S00171139",76,76,-,-,-,-
"S00171140",86,85,-,2,-,-
"S00171141",77,72,-,-,-,5
"S00171142",67,63,-,-,-,1
"S00171143",101,97,-,-,-,4
"S00171144",100,98,-,-,-,-
"S00171145",193,192,-,-,-,1
"S00171146",120,120,-,-,-,-
"S00171147",81,81,-,-,-,-
"S00171148",79,75,-,-,-,1
"S00171149",59,55,-,-,-,3
"S00171150",162,157,-,-,-,3
"S00171151",175,172,-,-,-,5
"S00171152",101,99,-,-,-,1
"S00171153",102,102,-,-,-,-
"S00171154",77,77,-,-,-,-
"S00171155",92,88,-,-,-,4
"S00171156",123,123,-,-,-,-
"S00171157",115,115,-,-,-,-
"S00171158",173,174,-,-,-,1
"S00171159",98,98,-,-,-,-
"S00171160",100,94,-,-,-,5
"S00171161",94,94,-,-,-,-
"S00171162",59,59,-,-,-,-
"S00171163",79,79,-,-,-,-
"S00171164",105,103,2,-,-,-
"S00171165",137,137,-,-,-,-
"S00171166",94,92,1,-,-,1
"S00171167",185,178,6,-,-,2
"S00171168",112,112,-,-,-,-
"S00171169",64,63,-,2,-,-
"S00171170",146,139,-,-,-,7
"S00171171",130,129,-,-,-,2
"S00171172",68,67,-,-,-,2
"S00171173",183,175,-,-,-,8
"S00171174",94,92,1,-,-,1
"S00171175",352,255,-,-,1,96
"S00171176",152,152,-,-,-,-
"S00171177",106,103,-,-,-,6
"S00171178",113,115,-,-,-,4
"S00171179",97,97,-,-,-,-
"S00171180",148,144,1,-,-,3
"S00171181",294,281,-,-,-,9
"S00171182",98,98,-,-,-,-
"S00171183",85,85,-,-,-,2
"S00171184",164,163,-,-,-,1
"S00171185",138,138,-,-,-,-
"S00171186",181,181,-,-,-,-
"S00171187",110,106,-,-,-,4
"S00171188",151,150,-,-,-,-
"S00171189",154,154,-,-,-,-
"S00171190",142,140,1,-,-,1
"S00171191",94,90,-,4,-,2
"S00171192",91,90,-,-,-,1
"S00171193",106,107,1,-,-,-
"S00171194",61,61,-,-,-,-
"S00171195",105,105,-,-,-,-
"S00171196",80,75,-,-,-,2
"S00171197",155,150,-,-,-,5
"S00171198",79,79,-,-,-,-
"S00171199",60,60,-,-,-,-
"S00171200",77,73,-,-,-,4
"S00171201",90,88,-,-,-,2
"S00171202",104,92,-,-,-,12
"S00171203",143,139,-,-,-,3
"S00171204",96,96,-,-,-,-
"S00171205",87,85,-,-,-,1
"S00171206",137,136,-,-,-,1
"S00171207",146,143,-,-,-,3
"S00171208",102,101,-,-,-,1
"S00171209",127,120,-,-,-,5
"S00171210",192,180,-,-,-,12
"S00171211",98,98,-,-,-,-
"S00171212",130,125,5,-,-,-
"S00171213",196,194,-,-,-,1
"S00171214",97,97,-,-,-,-
"S00171215",63,58,-,-,-,5
"S00171216",139,137,-,-,-,-
"S00171217",66,66,-,-,-,-
"S00171218",100,93,1,-,-,6
"S00171219",119,119,-,-,-,-
"S00171220",94,94,-,-,-,-
"S00171221",98,98,-,-,-,-
"S00171222",129,129,-,-,-,-
"S00171223",132,125,-,-,-,4
"S00171224",101,98,1,-,-,4
"S00171225",76,70,-,-,-,6
"S00171226",173,165,-,-,-,4
"S00171227",77,76,-,-,-,-
"S00171228",111,110,-,-,-,1
"S00171229",132,131,-,-,-,-
"S00171230",146,140,2,-,-,4
"S00171231",126,126,-,-,-,-
"S00171232",94,85,-,-,-,5
"S00171233",63,60,-,-,-,3
"S00171234",105,101,3,-,-,-
"S00171235",127,127,-,-,-,-
"S00171236",70,70,-,-,-,-
"S00171237",93,90,-,-,-,3
"S00171238",114,113,-,-,-,1
"S00171239",148,143,-,-,-,5
"S00171240",134,134,-,-,-,-
"S00171241",142,142,-,-,-,-
"S00171242",140,139,-,-,-,-
"S00171243",143,141,-,-,-,2
"S00171244",69,65,-,-,-,3
"S00171245",188,185,-,-,-,2
"S00171246",59,55,-,-,-,-
"S00171247",131,128,1,-,-,4
"S00171248",87,80,1,-,-,6
"S00171249",96,94,-,-,-,3
"S00171250",192,184,-,-,-,7
"S00171251",133,131,-,-,-,2
"S00171252",132,131,-,-,-,1
"S00171253",123,122,-,-,-,-
"S00171254",85,85,-,-,-,-
"S00171255",67,66,2,-,-,-
"S00171256",157,157,-,-,-,-
"S00171257",85,79,-,-,-,5
"S00171258",133,131,-,-,-,2
"S00171259",95,86,-,-,-,9
"S00171260",111,111,-,-,-,-
"S00171261",140,141,-,-,-,-
"S00171262",178,178,-,-,-,-
"S00171263",64,62,-,-,-,1
"S00171264",140,135,-,-,-,2
"S00171265",161,153,2,-,-,9
"S00171266",162,158,-,-,-,5
"S00171267",170,168,-,-,-,2
"S00171268",158,149,2,-,-,4
"S00171269",89,82,-,-,-,7
"S00171270",69,65,1,-,-,1
"S00171271",134,137,-,-,-,1
"S00171272",108,92,4,-,-,12
"S00171273",81,76,-,-,-,5
"S00171274",68,63,1,-,-,3
"S00171275",92,92,-,-,-,-
"S00171276",137,139,1,-,-,-
"S00171277",111,96,-,-,-,15
"S00171278",86,83,-,-,-,3
"S00171279",122,122,-,-,-,-
"S00171280",116,106,-,-,-,7
"S00171281",110,101,2,-,-,7
"S00171282",111,111,-,-,-,-
"S00171283",109,101,3,-,-,7
"S00171284",75,74,-,-,-,1
"S00171285",189,170,-,-,-,16
"S00171286",89,83,-,-,1,4
"S00171287",133,125,-,-,-,10
"S00171288",92,83,-,-,-,9
"S00171289",99,90,1,-,-,8
"S00171290",152,147,-,-,-,1
"S00171291",151,147,2,-,-,2
"S00171292",67,60,-,-,-,4
"S00171293",89,85,-,-,-,4
"S00171294",146,136,-,-,-,10
"S00171295",209,196,-,-,-,13
"S00171296",103,88,-,-,-,15
"S00171297",147,139,-,-,-,8
"S00171298",127,108,-,-,-,15
"S00171299",101,95,-,-,-,6
"S00171300",62,61,1,-,-,-
"S00171301",105,99,-,-,-,7
"S00171302",102,91,2,-,-,9
"S00171303",81,81,-,-,-,-
"S00171304",104,102,-,-,-,4
"S00171305",108,98,-,-,-,9
"S00171306",108,95,1,-,-,16
"S00171307",92,83,2,-,-,8
"S00171308",182,150,-,-,-,32
"S00171309",98,94,-,-,-,1
"S00171310",114,92,-,-,-,22
"S00171311",114,100,-,-,-,14
"S00171312",65,64,-,-,-,2
"S00171313",134,133,2,-,-,2
"S00171314",124,117,-,-,-,6
"S00171315",168,148,-,-,-,20
"S00171316",87,77,-,-,-,6
"S00171317",127,128,-,-,-,3
"S00171318",141,134,-,-,-,7
"S00171319",191,183,-,-,-,10
"S00171320",114,94,-,-,-,21
"S00171321",101,95,-,-,-,6
"S00171322",121,111,-,-,-,10
"S00171323",120,103,-,-,-,17
"S00171324",165,150,-,2,-,14
"S00171325",97,94,-,-,-,4
"S00171326",111,106,-,-,-,5
"S00171327",91,87,-,-,-,4
"S00171328",111,101,-,-,-,10
"S00171329",90,82,-,-,-,10
"S00171330",176,177,-,-,-,2
"S00171331",76,67,-,-,-,6
"S00171332",112,106,-,-,-,6
"S00171333",122,108,-,-,-,10
"S00171334",72,71,-,-,-,1
"S00171335",80,72,-,-,-,8
"S00171336",227,214,-,-,7,6
"S00171337",101,89,-,-,-,12
"S00171338",234,196,-,-,-,42
"S00171339",82,77,-,-,-,2
"S00171340",104,92,4,-,-,6
"S00171341",202,176,-,-,-,26
"S00171342",93,75,-,-,-,18
"S00171343",99,87,-,-,-,12
"S00171344",126,122,-,-,-,4
"S00171345",72,67,2,-,-,7
"S00171346",66,63,-,-,1,5
"S00171347",162,143,2,-,-,17
"S00171348",179,165,5,-,-,10
"S00171349",125,109,1,-,2,13
"S00171350",98,61,-,-,-,37
"S00171351",76,74,-,-,-,2
"S00171352",115,105,-,-,-,5
"S00171353",69,67,1,-,-,-
"S00171354",177,146,-,-,2,32
"S00171355",134,114,-,-,-,23
"S00171356",100,90,2,-,-,9
"S00171357",97,94,-,-,-,3
"S00171358",152,154,1,-,-,1
"S00171359",186,184,-,-,-,-
"S00171360",120,115,-,-,-,5
"S00171361",160,136,-,-,-,24
"S00171362",133,113,3,-,-,16
"S00171363",102,78,-,-,-,24
"S00171364",174,136,1,-,-,37
"S00171365",142,141,-,-,-,2
"S00171366",96,94,1,-,-,1
"S00171367",126,109,-,-,-,17
"S00171368",66,55,-,-,-,7
"S00171369",99,84,-,-,-,15
"S00171370",115,93,3,-,-,19
"S00171371",168,154,-,-,4,12
"S00171372",79,75,-,-,1,3
"S00171373",65,65,-,-,-,-
"S00171374",71,70,-,-,-,1
"S00171375",197,176,-,-,-,21
"S00171376",152,146,-,-,-,6
"S00171377",66,55,2,-,-,10
"S00171378",118,112,-,-,-,6
"S00171379",108,87,-,-,-,24
"S00171380",156,105,-,-,-,50
"S00171381",102,94,-,-,-,8
"S00171382",117,113,-,-,-,4
"S00171383",180,154,-,-,-,26
"S00171384",97,80,-,-,-,17
"S00171385",108,100,-,-,-,8
"S00171386",134,121,-,-,-,13
"S00171387",85,59,1,-,-,25
"S00171388",100,97,-,-,-,3
"S00171389",71,64,1,-,-,8
"S00171390",150,118,-,-,-,30
"S00171391",126,106,6,-,-,16
"S00171392",100,88,-,-,-,12
"S00171393",75,67,-,-,-,11
"S00171394",105,79,-,-,-,26
"S00171395",143,132,3,-,-,8
"S00171396",72,65,-,-,-,6
"S00171397",94,87,1,-,-,7
"S00171398",113,93,-,-,-,20
"S00171399",119,113,-,-,-,9
"S00171400",174,170,-,-,-,4
"S00171401",73,68,-,-,-,5
"S00171402",100,79,1,-,1,15
"S00171403",134,112,-,-,-,23
"S00171404",90,83,2,-,-,5
"S00171405",89,89,-,-,-,-
"S00171406",116,99,-,-,4,15
"S00171407",111,106,-,-,-,5
"S00171408",102,100,-,-,1,1
"S00171409",64,56,-,-,-,10
"S00171410",75,65,2,-,-,9
"S00171411",129,116,-,-,-,13
"S00171412",121,122,-,-,-,1
"S00171413",105,100,-,-,-,5
"S00171414",71,70,-,-,-,3
"S00171415",79,76,-,-,-,3
"S00171416",188,180,-,-,-,6
"S00171417",111,107,-,-,-,3
"S00171418",115,104,-,-,-,10
"S00171419",130,123,-,-,-,7
"S00171420",99,75,-,-,-,24
"S00171421",119,113,-,-,-,6
"S00171422",61,48,-,-,-,13
"S00171423",121,111,4,-,-,11
"S00171424",98,93,-,-,-,5
"S00171425",76,75,-,-,-,-
"S00171426",108,86,1,-,-,22
"S00171427",92,86,-,-,-,6
"S00171428",124,116,1,-,-,7
"S00171429",114,105,1,-,-,8
"S00171430",113,110,1,-,-,2
"S00171431",94,78,-,-,-,16
"S00171432",111,103,-,-,-,8
"S00171433",143,129,-,-,-,13
"S00171434",86,54,2,-,-,30
"S00171435",96,83,1,-,-,12
"S00171436",61,61,-,-,-,-
"S00171437",137,124,-,-,-,13
"S00171438",74,61,-,-,-,13
"S00171439",154,144,2,-,-,8
"S00171440",126,91,-,-,-,35
"S00171441",82,83,-,-,-,3
"S00171442",88,77,-,-,-,12
"S00171443",69,64,1,-,-,4
"S00171444",80,80,-,-,-,-
"S00171445",99,92,-,-,-,7
"S00171446",106,106,-,-,-,-
"S00171447",140,128,-,-,-,12
"S00171448",83,70,-,-,-,13
"S00171449",122,109,-,-,-,13
"S00171450",127,106,-,1,-,19
"S00171451",98,88,-,-,-,10
"S00171452",96,83,-,-,-,13
"S00171453",177,168,-,-,-,12
"S00171454",123,122,-,-,-,1
"S00171455",104,93,1,-,-,10
"S00171456",154,153,-,-,-,1
"S00171457",168,154,-,-,-,11
"S00171458",126,123,-,-,-,3
"S00171459",101,101,-,-,-,-
"S00171460",98,93,-,-,-,5
"S00171461",81,78,1,-,-,1
"S00171462",81,76,-,-,-,6
"S00171463",156,131,-,-,-,22
"S00171464",103,91,-,-,-,12
"S00171465",199,185,1,-,-,12
"S00171466",149,133,-,-,-,16
"S00171467",119,115,1,-,-,1
"S00171468",94,88,1,-,-,5
"S00171469",102,84,-,-,-,18
"S00171470",177,145,-,-,-,32
"S00171471",70,53,-,-,-,16
"S00171472",83,82,-,-,-,-
"S00171473",73,68,-,-,-,-
"S00171474",66,65,-,-,-,3
"S00171475",202,196,-,-,-,10
"S00171476",153,139,-,-,-,14
"S00171477",133,120,-,-,-,13
"S00171478",112,95,-,-,-,17
"S00171479",92,88,-,-,-,4
"S00171480",80,48,-,-,-,32
"S00171481",101,91,-,-,-,7
"S00171482",80,69,2,-,-,7
"S00171483",62,60,3,-,-,-
"S00171484",100,90,-,-,-,10
"S00171485",106,81,-,-,-,21
"S00171486",116,115,-,-,-,1
"S00171487",138,101,-,-,-,36
"S00171488",130,104,-,-,-,26
"S00171489",103,98,-,-,-,6
"S00171490",66,61,2,-,-,4
"S00171491",73,64,1,-,-,8
"S00171492",105,90,2,-,-,14
"S00171493",74,67,-,-,-,7
"S00171494",77,77,-,-,-,-
"S00171495",86,85,-,-,-,-
"S00171496",139,117,2,-,-,17
"S00171497",133,129,4,-,-,1
"S00171498",116,102,-,-,-,14
"S00171499",120,115,-,-,-,2
"S00171500",86,79,-,-,-,7
"S00171501",110,103,-,-,-,6
"S00171502",138,134,1,-,-,3
"S00171503",97,97,-,-,-,-
"S00171504",83,67,-,-,-,16
"S00171505",86,62,-,-,-,24
"S00171506",117,113,-,-,-,4
"S00171507",84,76,-,-,-,8
"S00171508",77,70,-,-,-,4
"S00171509",67,65,2,-,-,2
"S00171510",77,79,-,-,-,1
"S00171511",100,89,-,-,-,8
"S00171512",93,78,2,-,-,13
"S00171513",78,74,-,-,-,4
"S00171514",109,100,-,-,-,9
"S00171515",90,85,-,-,-,5
"S00171516",90,83,-,-,-,5
"S00171517",111,100,-,-,-,11
"S00171518",93,90,-,-,-,3
"S00171519",78,71,-,-,-,7
"S00171520",63,56,-,-,-,7
"S00171521",108,106,-,-,-,-
"S00171522",67,67,-,-,-,-
"S00171523",114,113,-,-,-,-
"S00171524",89,89,-,-,-,-
"S00171525",111,111,-,-,-,-
"S00171526",65,60,1,-,-,7
"S00171527",116,108,-,-,-,8
"S00171528",56,52,-,-,-,8
"S00171529",76,64,-,-,-,12
"S00171530",118,84,1,-,-,33
"S00171531",117,108,-,-,-,9
"S00171532",101,78,-,-,-,23
"S00171533",106,105,-,-,-,1
"S00171534",100,86,2,-,-,12
"S00171535",126,120,-,-,-,6
"S00171536",146,144,-,-,-,2
"S00171537",110,94,-,-,-,16
"S00171538",134,104,-,-,-,29
"S00171539",140,138,-,-,-,3
"S00171540",125,123,-,-,1,5
"S00171541",116,112,-,-,-,4
"S00171542",102,99,-,-,-,1
"S00171543",88,81,-,-,-,7
"S00171544",105,105,-,-,-,-
"S00171545",146,146,-,-,-,-
"S00171546",118,115,-,-,-,4
"S00171547",90,90,-,-,-,-
"S00171548",121,121,-,-,-,-
"S00171549",113,111,-,-,-,2
"S00171550",109,108,-,-,1,-
"S00171551",174,171,-,-,-,3
"S00171552",68,63,-,-,-,5
"S00171553",77,75,-,-,-,2
"S00171554",124,116,-,-,-,10
"S00171555",66,65,-,-,-,2
"S00171556",104,96,2,-,-,6
"S00171557",104,88,-,-,-,15
"S00171558",77,77,-,-,-,-
"S00171559",75,57,-,-,-,18
"S00171560",94,77,2,-,-,17
"S00171561",62,51,1,-,-,10
"S00171562",127,121,-,-,-,6
"S00171563",73,72,-,-,-,1
"S00171564",106,106,-,-,-,-
"S00171565",156,156,-,-,-,-
"S00171566",101,99,-,-,-,2
"S00171567",90,70,-,-,-,20
"S00171568",100,97,-,-,-,3
"S00171569",111,111,-,-,-,1
"S00171570",102,77,-,-,-,25
"S00171571",104,86,-,-,-,18
"S00171572",127,124,-,-,-,3
"S00171573",123,122,-,-,-,-
"S00171574",96,92,-,-,-,1
"S00171575",140,89,-,-,-,51
"S00171576",64,62,-,-,-,1
"S00171577",206,202,-,-,-,4
"S00171578",104,101,-,-,-,3
"S00171579",92,69,-,-,-,23
"S00171580",119,86,-,-,-,33
"S00171581",86,68,-,-,-,18
"S00171582",82,81,-,-,-,-
"S00171583",92,87,-,-,-,5
"S00171584",60,53,-,-,-,6
"S00171585",103,97,-,-,-,6
"S00171586",88,87,-,-,-,2
"S00171587",86,71,-,-,-,15
"S00171588",186,180,-,-,-,6
"S00171589",121,105,-,-,-,16
"S00171590",84,71,1,-,-,12
"S00171591",172,168,-,-,-,1
"S00171592",88,82,-,-,-,8
"S00171593",59,54,-,-,-,4
"S00171594",111,92,-,-,-,19
"S00171595",95,88,-,-,-,7
"S00171596",81,70,-,-,-,7
"S00171597",478,455,15,-,-,12
"S00171598",88,83,-,-,-,5
"S00171599",100,98,-,-,1,-
"S00171600",95,93,-,-,-,-
"S00171601",100,84,-,-,-,16
"S00171602",115,99,-,-,-,12
"S00171603",109,109,-,-,-,-
"S00171604",97,94,-,-,-,3
"S00171605",159,157,-,-,-,2
"S00171606",88,83,-,-,-,2
"S00171607",92,86,-,-,-,6
"S00171608",99,89,-,-,-,10
"S00171609",140,140,-,-,-,-
"S00171610",111,102,-,-,-,9
"S00171611",119,118,-,-,-,1
"S00171612",125,116,-,-,-,9
"S00171613",106,106,-,-,-,-
"S00171614",93,93,-,-,-,-
"S00171615",81,71,-,-,-,10
"S00171616",145,142,-,-,-,3
"S00171617",110,91,-,-,-,19
"S00171618",109,93,-,-,-,13
"S00171619",58,58,-,-,-,3
"S00171620",112,112,-,-,-,-
"S00171621",139,136,-,-,-,3
"S00171622",72,60,-,-,-,12
"S00171623",158,152,-,-,-,3
"S00171624",112,109,1,-,-,4
"S00171625",106,95,-,-,-,19
"S00171626",113,109,-,-,-,2
"S00171627",116,114,-,-,-,2
"S00171628",147,142,-,-,-,1
"S00171629",196,194,-,-,-,-
"S00171630",103,101,-,-,1,2
"S00171631",85,81,-,-,-,1
"S00171632",98,94,-,-,-,6
"S00171633",144,141,-,-,-,3
"S00171634",104,104,-,-,-,-
"S00171635",80,80,-,-,-,-
"S00171636",95,95,-,-,-,-
"S00171637",120,120,-,-,-,-
"S00171638",92,88,-,-,-,2
"S00171639",99,95,-,-,-,4
"S00171640",103,97,-,-,-,6
"S00171641",175,167,-,-,-,3
"S00171642",146,144,-,-,-,2
"S00171643",121,115,-,-,-,6
"S00171644",96,93,-,-,-,6
"S00171645",64,64,-,-,-,-
"S00171646",103,97,4,-,-,4
"S00171647",70,64,-,-,-,6
"S00171648",95,90,-,-,-,5
"S00171649",179,151,-,-,-,29
"S00171650",87,79,-,-,-,8
"S00171651",106,101,-,-,-,7
"S00171652",101,97,-,-,-,4
"S00171653",109,103,-,-,-,6
"S00171654",192,186,-,-,-,6
"S00171655",91,91,-,-,-,-
"S00171656",151,149,-,-,-,2
"S00171657",78,70,-,-,-,8
"S00171658",101,98,-,-,2,2
"S00171659",201,186,-,-,-,15
"S00171660",76,72,-,-,-,4
"S00171661",86,85,-,-,-,-
"S00171662",98,95,2,-,-,2
"S00171663",133,122,-,-,-,11
"S00171664",91,93,-,-,-,1
"S00171665",94,92,-,-,-,3
"S00171666",120,120,-,-,-,-
"S00171667",91,87,-,-,-,4
"S00171668",154,149,-,-,1,-
"S00171669",119,118,-,-,-,2
"S00171670",68,58,-,-,-,4
"S00171671",108,108,-,-,-,1
"S00171672",145,135,-,-,-,8
"S00171673",62,58,-,-,-,4
"S00171674",99,93,-,-,-,6
"S00171675",99,99,-,-,-,-
"S00171676",117,117,-,-,-,-
"S00171677",132,131,2,-,-,4
"S00171678",86,85,-,-,-,1
"S00171679",123,123,-,-,-,-
"S00171680",87,83,-,-,-,4
"S00171681",68,64,-,-,-,4
"S00171682",108,99,-,-,-,9
"S00171683",101,94,2,-,-,2
"S00171684",107,106,-,-,-,4
"S00171685",66,61,-,-,-,5
"S00171686",96,92,-,-,-,4
"S00171687",117,115,-,-,-,2
"S00171688",211,195,-,-,-,18
"S00171689",162,158,-,-,-,1
"S00171690",114,100,-,-,-,14
"S00171691",134,126,-,-,-,8
"S00171692",108,109,-,-,-,1
"S00171693",80,77,-,-,-,3
"S00171694",73,75,-,-,-,1
"S00171695",67,67,-,-,-,-
"S00171696",91,89,-,-,-,-
"S00171697",151,143,-,-,-,8
"S00171698",61,57,-,-,-,5
"S00171699",113,112,-,-,-,-
"S00171700",83,83,-,-,-,-
"S00171701",86,81,-,-,-,2
"S00171702",108,108,-,-,-,-
"S00171703",86,86,-,-,-,-
"S00171704",139,131,-,-,-,4
"S00171705",116,112,1,-,-,4
"S00171706",100,95,1,-,-,4
"S00171707",154,152,-,-,-,2
"S00171708",68,66,-,-,1,2
"S00171709",177,175,-,-,-,2
"S00171710",80,75,-,-,-,2
"S00171711",124,123,-,-,-,1
"S00171712",160,151,-,-,-,11
"S00171713",147,152,-,-,-,3
"S00171714",123,123,-,-,-,-
"S00171715",99,101,-,-,-,1
"S00171716",119,116,-,-,-,3
"S00171717",127,127,-,-,-,-
"S00171718",83,79,1,-,-,1
"S00171719",95,95,-,-,-,-
"S00171720",114,114,-,-,-,-
"S00171721",163,160,4,-,-,2
"S00171722",152,150,-,-,-,3
"S00171723",126,122,-,-,-,6
"S00171724",111,109,-,-,-,4
"S00171725",83,82,-,-,-,-
"S00171726",143,142,-,-,-,1
"S00171727",95,94,-,-,-,1
"S00171728",107,105,1,-,-,-
"S00171729",98,86,4,-,-,8
"S00171730",97,96,2,-,-,-
"S00171731",112,96,-,-,-,11
"S00171732",93,93,-,-,-,-
"S00171733",97,97,-,-,-,-
"S00171734",81,81,-,-,-,-
"S00171735",109,107,-,-,-,2
"S00171736",102,101,-,-,-,1
"S00171737",113,108,-,-,-,6
"S00171738",98,89,-,-,-,9
"S00171739",138,138,-,-,-,-
"S00171740",131,130,1,-,-,-
"S00171741",114,106,-,-,-,8
"S00171742",104,102,-,-,-,2
"S00171743",124,124,-,-,-,-
"S00171744",116,106,-,-,-,8
"S00171745",92,91,-,-,1,-
"S00171746",109,109,-,-,-,-
"S00171747",127,119,1,-,-,9
"S00171748",133,120,2,-,-,10
"S00171749",142,142,-,-,-,-
"S00171750",97,93,-,-,-,4
"S00171751",72,67,-,-,-,3
"S00171752",77,77,-,-,-,-
"S00171753",144,142,-,-,-,2
"S00171754",128,121,-,-,-,5
"S00171755",110,104,-,-,-,6
"S00171756",134,133,1,-,-,1
"S00171757",108,107,-,-,-,2
"S00171758",139,139,-,-,-,-
"S00171759",73,72,-,-,-,2
"S00171760",117,117,-,-,-,-
"S00171761",85,80,2,-,1,4
"S00171762",140,138,-,-,-,2
"S00171763",87,85,-,-,-,2
"S00171764",77,77,-,-,-,-
"S00171765",85,81,-,-,-,1
"S00171766",100,96,-,-,-,4
"S00171767",137,137,-,-,-,-
"S00171768",61,61,-,-,-,-
"S00171769",107,99,-,-,-,10
"S00171770",87,87,-,-,-,-
"S00171771",128,126,-,-,-,2
"S00171772",76,76,1,-,-,1
"S00171773",79,79,-,-,-,-
"S00171774",78,65,-,-,-,13
"S00171775",105,102,-,-,-,3
"S00171776",58,55,-,-,-,2
"S00171777",117,114,-,-,-,1
