OA_Code,Latitude,Longitude,All people in households,"Whole house or bungalow, Total","Whole house or bungalow, Detached","Whole house or bungalow, Semi-detached","Whole house or bungalow, Terraced (including end-terrace)","Flat, maisonette or apartment, Total","Flat, maisonette or apartment, Purpose-built block of flats or tenement","Flat, maisonette or apartment, Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment, In a commercial building",Caravan or other mobile or temporary structure
S00135425,57.19208494,-2.179626785,116,97,17,30,50,19,19,-,-,-
S00135426,57.19274317,-2.116752708,141,134,13,117,7,4,4,-,-,-
S00135427,57.19235674,-2.126182974,126,123,45,66,12,3,3,-,-,-
S00135428,57.19261503,-2.109438712,75,75,43,32,-,-,-,-,-,-
S00135429,57.19180363,-2.102271794,85,80,74,5,-,4,4,-,-,-
S00135430,57.19187949,-2.118156409,113,113,35,77,1,-,-,-,-,-
S00135431,57.19077223,-2.100250354,109,105,36,17,52,4,4,-,-,-
S00135432,57.19224373,-2.13126234,117,116,58,55,3,1,1,-,-,-
S00135433,57.19192681,-2.115575341,128,126,64,52,10,3,-,3,-,-
S00135434,57.19202069,-2.129788925,111,106,29,73,4,2,2,-,-,-
S00135435,57.19117857,-2.127568809,77,77,26,44,2,-,-,-,-,-
S00135436,57.19170847,-2.097704786,109,109,70,8,31,-,-,-,-,-
S00135437,57.18798413,-2.176529571,127,106,28,33,43,22,21,1,-,-
S00135438,57.18420372,-2.199539162,82,79,19,62,-,1,1,-,-,-
S00135439,57.19137486,-2.119825943,92,90,22,68,-,2,2,-,-,-
S00135440,57.18884814,-2.102395966,131,126,67,54,5,5,5,-,-,-
S00135441,57.19000292,-2.107197339,127,111,26,83,2,16,16,-,-,-
S00135442,57.19074936,-2.125614927,67,65,5,34,29,2,2,-,-,-
S00135443,57.19108688,-2.110625488,99,76,19,50,4,27,27,-,-,-
S00135444,57.19018507,-2.13274412,99,95,27,50,20,3,3,-,-,-
S00135445,57.18991775,-2.11214416,141,141,41,93,5,-,-,-,-,-
S00135446,57.19059744,-2.11545536,159,158,34,118,-,1,1,-,-,-
S00135447,57.19011029,-2.17850864,137,126,61,56,9,11,1,4,4,-
S00135448,57.18930448,-2.132989132,170,143,3,80,60,23,23,-,-,-
S00135449,57.19062527,-2.12394339,98,58,-,27,34,39,39,-,-,-
S00135450,57.18976085,-2.116726734,92,92,21,71,-,-,-,-,-,-
S00135451,57.18934646,-2.117982853,70,63,21,42,1,7,7,-,-,-
S00135452,57.19067095,-2.182167955,64,39,8,20,9,27,23,3,-,-
S00135453,57.18965211,-2.184743998,110,40,4,30,4,70,69,1,-,-
S00135454,57.18853152,-2.176929261,123,87,38,18,31,36,36,-,-,-
S00135455,57.18976664,-2.110340262,106,80,27,53,-,29,20,6,-,-
S00135456,57.18996084,-2.182478818,89,85,12,59,22,1,1,-,-,-
S00135457,57.19006487,-2.108289518,69,59,11,44,1,8,8,-,-,-
S00135458,57.18927394,-2.118677516,79,75,46,29,-,-,-,-,-,-
S00135459,57.18916263,-2.122333612,121,113,6,43,67,5,5,-,-,-
S00135460,57.18910725,-2.123839026,121,115,-,66,53,2,2,-,-,-
S00135461,57.18969155,-2.113946908,135,135,42,88,8,-,-,-,-,-
S00135462,57.1881767,-2.12909709,159,162,95,60,5,1,1,-,-,-
S00135463,57.18892418,-2.108120723,149,134,32,97,2,15,14,1,-,-
S00135464,57.18798772,-2.180318287,109,80,29,43,8,26,26,-,-,-
S00135465,57.18665674,-2.181354063,106,103,20,55,28,2,2,-,-,-
S00135466,57.18812003,-2.113396088,101,101,23,78,-,-,-,-,-,-
S00135467,57.18898059,-2.124748574,95,90,5,24,62,4,-,4,-,-
S00135468,57.188028,-2.206607789,69,10,2,7,-,59,59,-,-,-
S00135469,57.18772983,-2.107670528,121,115,30,78,6,3,3,-,-,-
S00135470,57.18797103,-2.128186423,137,137,121,16,-,-,-,-,-,-
S00135471,57.18782565,-2.120807095,154,154,20,75,52,-,-,-,-,-
S00135472,57.1881077,-2.117035856,148,140,11,79,51,7,7,-,-,-
S00135473,57.18763547,-2.112815548,128,128,25,90,13,-,-,-,-,-
S00135474,57.18810244,-2.131396526,122,113,3,49,63,9,9,-,-,-
S00135475,57.18736261,-2.116504079,102,102,1,41,58,-,-,-,-,-
S00135476,57.18739745,-2.107686103,108,105,38,66,1,3,-,-,3,-
S00135477,57.18677179,-2.205757024,120,112,64,26,22,6,6,-,-,-
S00135478,57.18287651,-2.110567811,95,17,-,4,17,81,78,3,-,-
S00135479,57.18691496,-2.124294909,125,125,82,43,-,-,-,-,-,-
S00135480,57.18369305,-2.13020632,132,110,30,56,24,20,17,5,-,-
S00135481,57.18611602,-2.114283294,132,128,52,74,-,4,4,-,-,-
S00135482,57.18634678,-2.11731152,83,83,12,63,8,-,-,-,-,-
S00135483,57.18619846,-2.112529915,118,118,17,94,7,-,-,-,-,-
S00135484,57.18562766,-2.127020249,82,82,72,10,-,-,-,-,-,-
S00135485,57.18504671,-2.114660479,163,153,45,105,2,10,10,-,-,-
S00135486,57.18631728,-2.129040961,115,115,106,13,-,-,-,-,-,-
S00135487,57.16014414,-2.251237615,160,155,132,16,7,5,2,3,1,-
S00135488,57.18634429,-2.119941974,118,118,32,49,33,-,-,-,-,-
S00135489,57.18455749,-2.202998561,144,53,7,8,35,91,91,-,-,-
S00135490,57.18619057,-2.100684594,131,131,19,77,33,-,-,-,-,-
S00135491,57.18474998,-2.176729186,130,56,-,13,43,73,73,-,-,-
S00135492,57.18526548,-2.120831809,130,130,50,29,51,-,-,-,-,-
S00135493,57.18470778,-2.204488264,166,124,41,38,41,46,46,-,-,-
S00135494,57.18495994,-2.100648152,98,98,12,83,4,-,-,-,-,-
S00135495,57.18495849,-2.102434809,110,106,11,27,69,4,4,-,-,-
S00135496,57.18524099,-2.118250976,105,105,24,84,1,-,-,-,-,-
S00135497,57.18468582,-2.125660481,236,233,228,-,7,3,3,-,-,-
S00135498,57.18465217,-2.176017368,150,7,-,2,6,143,143,-,-,-
S00135499,57.18463104,-2.117306071,129,125,37,78,10,4,4,-,-,-
S00135500,57.18191302,-2.193836411,120,118,89,17,5,5,5,-,-,-
S00135501,57.18475067,-2.1407149,136,130,60,70,3,6,3,3,-,-
S00135502,57.18426646,-2.175618502,133,10,5,2,3,123,123,-,-,-
S00135503,57.18448369,-2.100828826,86,78,2,78,1,8,8,-,-,-
S00135504,57.18348103,-2.143389951,141,141,35,100,4,3,3,-,-,-
S00135505,57.18106319,-2.11901505,167,131,68,23,40,36,30,3,-,-
S00135506,57.18409224,-2.134972047,90,82,-,8,74,8,8,-,-,-
S00135507,57.18310987,-2.088170191,183,175,164,3,5,11,11,-,-,-
S00135508,57.18419626,-2.180762992,67,27,9,11,7,40,25,15,-,-
S00135509,57.18382112,-2.136476439,125,122,29,32,61,2,2,-,-,-
S00135510,57.18364059,-2.14524334,111,78,20,33,25,32,30,3,-,-
S00135511,57.18387081,-2.132026641,120,84,15,50,19,36,36,1,1,-
S00135512,57.18404133,-2.113879848,120,112,15,63,34,8,8,-,-,-
S00135513,57.18243012,-2.184525945,111,42,13,9,18,71,71,-,-,-
S00135514,57.18347665,-2.181437717,113,66,7,53,9,47,46,5,-,-
S00135515,57.18340717,-2.0990393,167,159,12,144,3,6,6,-,-,-
S00135516,57.18358936,-2.20173601,152,106,22,43,41,44,44,-,-,-
S00135517,57.18357045,-2.178675569,113,45,1,11,33,68,56,12,-,-
S00135518,57.18355452,-2.094341616,83,80,4,61,18,3,3,-,-,-
S00135519,57.18101462,-2.147763855,143,143,80,40,18,-,-,-,-,-
S00135520,57.18046116,-2.086360879,145,95,31,37,27,54,49,2,5,-
S00135521,57.18379863,-2.176129102,118,24,1,20,3,94,93,2,-,-
S00135522,57.18343928,-2.132355949,92,87,31,44,14,5,2,3,-,-
S00135523,57.18154975,-2.096404198,71,67,10,42,15,1,-,1,-,-
S00135524,57.18260596,-2.146612269,111,70,28,39,3,41,37,4,-,-
S00135525,57.18268094,-2.202442367,117,111,80,18,14,6,6,-,-,-
S00135526,57.18220758,-2.176882452,106,77,13,31,36,29,15,16,-,-
S00135527,57.18304469,-2.102958854,72,72,6,26,39,-,-,-,-,-
S00135528,57.18295406,-2.114240426,165,121,5,82,34,46,46,-,-,-
S00135529,57.18251091,-2.09642325,139,134,6,121,4,5,1,4,-,-
S00135530,57.18240025,-2.110748347,87,62,1,56,5,25,25,-,-,-
S00135531,57.18285554,-2.092073547,99,68,21,42,5,31,30,1,-,-
S00135532,57.18298606,-2.118475349,103,88,45,15,27,15,14,2,-,-
S00135533,57.18276695,-2.139350886,131,89,16,44,29,42,39,4,-,-
S00135534,57.18233667,-2.138538706,112,107,38,59,11,5,5,-,-,-
S00135535,57.18184392,-2.137345851,139,137,18,113,6,2,2,-,-,-
S00135536,57.18164661,-2.191833468,191,164,81,54,29,30,30,-,-,-
S00135537,57.18191921,-2.142325216,146,141,23,102,17,5,5,-,-,-
S00135538,57.18201801,-2.094900113,91,91,17,65,12,-,-,-,-,-
S00135539,57.18186148,-2.110515147,84,43,1,25,17,41,41,-,-,-
S00135540,57.18093103,-2.189828248,143,142,5,114,23,-,-,-,-,-
S00135541,57.18127146,-2.14318288,78,70,29,41,-,7,7,-,-,-
S00135542,57.1804713,-2.165609605,182,86,-,27,58,96,96,-,-,-
S00135543,57.18016017,-2.163110515,180,148,65,30,50,32,32,-,-,-
S00135544,57.18154174,-2.177656724,99,47,10,31,8,52,40,12,-,-
S00135545,57.18203083,-2.130564383,132,110,17,76,17,22,22,-,-,-
S00135546,57.18024341,-2.101230775,88,49,7,21,21,39,39,-,-,-
S00135547,57.18091836,-2.192243224,188,183,57,117,9,5,3,2,-,-
S00135548,57.18128825,-2.108594616,88,62,2,48,10,27,27,-,-,-
S00135549,57.18150282,-2.109769701,64,27,-,20,7,37,37,-,-,-
S00135550,57.18128499,-2.187415,123,40,8,19,13,83,82,1,-,-
S00135551,57.17561093,-2.191256372,127,118,10,107,1,9,9,-,-,-
S00135552,57.18033814,-2.164401507,133,32,-,12,18,101,101,-,-,-
S00135553,57.1806339,-2.134876709,207,205,113,92,4,2,2,-,-,-
S00135554,57.18081477,-2.094268451,86,85,3,51,31,1,1,-,-,-
S00135555,57.18096248,-2.138351599,166,162,85,77,-,4,4,-,-,-
S00135556,57.18082625,-2.131387193,101,41,11,26,7,60,59,1,-,-
S00135557,57.18012995,-2.108012275,91,59,-,57,2,32,32,-,-,-
S00135558,57.18030125,-2.096235528,150,146,9,45,88,8,8,-,-,-
S00135559,57.17867682,-2.170729081,102,27,18,4,6,72,73,-,-,-
S00135560,57.18019982,-2.129102302,107,101,26,62,13,8,7,1,-,-
S00135561,57.18044558,-2.095441929,94,30,1,5,20,64,63,4,-,-
S00135562,57.17998141,-2.18203258,92,14,7,4,3,78,76,5,-,-
S00135563,57.18049119,-2.17086979,61,-,-,-,-,61,61,-,-,-
S00135564,57.17962333,-2.193212399,104,104,8,90,6,-,-,-,-,-
S00135565,57.17958344,-2.189920574,71,68,7,58,4,2,2,-,-,-
S00135566,57.17785839,-2.177887126,100,85,42,18,28,15,13,3,-,-
S00135567,57.17910579,-2.097175224,126,121,19,31,67,9,9,-,-,-
S00135568,57.17989699,-2.107316876,155,126,-,96,28,35,35,-,-,-
S00135569,57.17999701,-2.183653671,104,54,1,16,37,50,49,-,1,-
S00135570,57.17864049,-2.134125119,111,100,69,31,-,8,8,-,-,3
S00135571,57.17878372,-2.095454175,106,71,-,33,37,35,35,-,-,-
S00135572,57.17945137,-2.188150038,122,110,8,44,58,12,3,5,4,-
S00135573,57.17951049,-2.096564282,107,106,4,62,38,4,4,-,-,-
S00135574,57.1792758,-2.185403398,99,95,10,53,32,4,4,-,-,-
S00135575,57.17918135,-2.103758572,147,145,11,61,73,2,2,-,-,-
S00135576,57.17974071,-2.100799336,128,101,10,47,45,29,26,1,-,-
S00135577,57.17932878,-2.166878118,129,98,6,25,67,31,24,7,-,-
S00135578,57.17860317,-2.126830699,116,115,22,90,3,5,5,-,-,-
S00135579,57.17927946,-2.093239013,88,80,1,68,11,8,4,4,-,-
S00135580,57.17947989,-2.121408353,140,59,-,12,47,80,80,-,-,1
S00135581,57.17844291,-2.105956351,129,105,38,17,50,23,8,15,-,-
S00135582,57.17891704,-2.127361071,84,53,20,29,4,31,16,15,-,-
S00135583,57.17836807,-2.166526436,139,90,17,25,48,49,49,-,-,-
S00135584,57.17915323,-2.115369972,127,30,2,11,13,101,101,-,-,-
S00135585,57.17896784,-2.161252718,114,106,3,46,57,10,10,-,-,-
S00135586,57.17879113,-2.191107416,119,119,-,108,11,-,-,-,-,-
S00135587,57.17873467,-2.088870978,72,12,4,8,3,60,60,-,-,-
S00135588,57.17797983,-2.089249582,87,41,11,21,9,46,42,3,1,-
S00135589,57.17829365,-2.174994684,82,52,36,14,-,28,13,19,-,-
S00135590,57.17876395,-2.166048548,88,82,-,28,52,6,6,-,-,-
S00135591,57.17841495,-2.184373585,81,68,1,27,38,13,9,3,-,-
S00135592,57.17813906,-2.163068518,116,110,39,42,29,8,8,-,-,1
S00135593,57.17813379,-2.129045464,91,88,81,5,3,3,3,-,-,-
S00135594,57.17744721,-2.092870511,100,97,14,74,7,3,-,3,-,-
S00135595,57.17786466,-2.191913088,150,141,4,73,64,9,8,1,-,-
S00135596,57.17615053,-2.143741917,147,98,26,30,44,45,45,-,-,-
S00135597,57.17724761,-2.190090515,134,101,-,97,4,33,31,2,-,-
S00135598,57.17780556,-2.094161529,91,83,6,73,4,8,8,-,-,-
S00135599,57.17811594,-2.160091194,129,44,2,-,41,84,84,-,-,5
S00135600,57.17716302,-2.186600203,60,10,2,7,-,51,49,4,-,-
S00135601,57.17777209,-2.162041421,141,125,47,24,54,14,6,7,-,-
S00135602,57.16469496,-2.087911288,126,25,2,12,8,97,100,1,-,-
S00135603,57.17754828,-2.130614705,78,78,80,-,3,-,-,-,-,-
S00135604,57.17786261,-2.16832702,84,6,-,4,3,78,78,-,-,-
S00135605,57.17723874,-2.171317871,82,36,7,17,12,46,34,9,3,-
S00135606,57.17586422,-2.125977805,200,195,141,24,30,5,5,-,-,-
S00135607,57.17488119,-2.10047184,119,34,11,10,13,85,76,11,-,-
S00135608,57.17672589,-2.190550939,98,94,6,57,31,4,4,-,-,-
S00135609,57.17675194,-2.085277136,108,103,5,82,17,5,5,-,-,-
S00135610,57.17337661,-2.133990252,114,19,6,7,6,95,93,3,-,-
S00135611,57.17706834,-2.177569071,90,58,10,27,21,32,32,-,-,-
S00135612,57.17726387,-2.159062041,156,61,4,4,55,95,84,11,-,-
S00135613,57.17685694,-2.161177353,121,112,46,24,42,10,9,1,-,-
S00135614,57.17501146,-2.189682091,111,105,9,86,10,6,6,-,-,-
S00135615,57.17611802,-2.123696258,167,100,5,10,85,68,68,-,-,-
S00135616,57.17690823,-2.123996616,73,6,2,-,4,68,65,2,-,-
S00135617,57.17714582,-2.087262806,108,102,13,89,-,6,4,3,-,-
S00135618,57.17696379,-2.090603372,76,73,31,42,-,3,-,3,-,-
S00135619,57.17649834,-2.1674773,62,23,10,4,8,29,24,2,-,14
S00135620,57.17708382,-2.166289097,131,4,2,-,3,127,126,4,-,-
S00135621,57.17442832,-2.115222911,135,63,8,32,22,72,67,5,-,-
S00135622,57.17660362,-2.123168622,91,7,-,3,4,84,81,3,-,-
S00135623,57.1761923,-2.146454517,129,96,15,29,52,33,33,-,-,-
S00135624,57.17632956,-2.179103681,94,87,5,59,23,7,7,-,-,-
S00135625,57.17615535,-2.122274009,132,125,88,25,8,7,7,-,-,-
S00135626,57.17644897,-2.164053426,66,32,8,16,8,35,30,2,-,-
S00135627,57.17568678,-2.188627056,134,130,3,111,16,4,4,-,-,-
S00135628,57.17533136,-2.179859635,155,138,4,68,66,17,17,-,-,-
S00135629,57.17529794,-2.164974495,168,55,27,15,14,113,113,-,-,-
S00135630,57.1754097,-2.181596602,114,114,1,44,70,-,-,-,-,-
S00135631,57.17446609,-2.113205335,166,77,9,13,57,89,87,2,-,-
S00135632,57.17485471,-2.120318145,167,8,-,4,3,160,160,-,-,-
S00135633,57.17533621,-2.163188467,66,35,21,9,9,24,18,6,-,1
S00135634,57.1754386,-2.14570728,76,5,-,4,1,71,70,1,-,-
S00135635,57.1755202,-2.185880737,120,5,2,1,2,112,112,-,-,-
S00135636,57.17464336,-2.183511314,103,102,9,46,43,5,5,-,-,-
S00135637,57.1749391,-2.183992404,129,129,1,50,76,-,-,-,-,-
S00135638,57.17333122,-2.095241627,77,6,-,1,5,71,67,4,-,-
S00135639,57.17392899,-2.16078421,71,17,8,7,2,54,54,-,-,-
S00135640,57.17418265,-2.185262095,127,115,1,46,64,12,9,3,-,-
S00135641,57.17440239,-2.188504736,93,92,11,17,66,2,2,-,-,-
S00135642,57.17418847,-2.112261799,186,105,-,16,89,81,78,1,1,-
S00135643,57.17352045,-2.115865065,95,54,6,17,34,39,39,-,-,-
S00135644,57.17375632,-2.122861446,74,73,-,73,-,1,1,-,-,-
S00135645,57.17436028,-2.19257298,82,78,11,10,59,4,2,2,-,-
S00135646,57.1738958,-2.190850584,73,68,4,7,57,5,5,-,-,-
S00135647,57.17333133,-2.189888468,151,144,5,25,114,8,8,-,-,-
S00135648,57.17449622,-2.119456976,117,-,-,-,-,117,117,-,-,-
S00135649,57.17411824,-2.120183441,90,5,-,-,5,85,83,2,-,-
S00135650,57.17406269,-2.121886705,110,75,10,17,51,35,33,1,-,-
S00135651,57.17239386,-2.128860048,115,67,22,42,2,48,47,1,-,-
S00135652,57.17336819,-2.124745486,87,76,20,11,44,16,9,3,-,-
S00135653,57.17334506,-2.111151192,87,57,-,13,44,30,28,2,-,-
S00135654,57.1739057,-2.116957795,73,1,-,1,-,76,69,4,-,-
S00135655,57.17361497,-2.15330762,105,84,5,66,17,21,19,-,-,-
S00135656,57.17402044,-2.119124673,105,5,2,1,-,102,99,1,-,-
S00135657,57.17358582,-2.113136486,121,7,1,1,2,112,112,-,-,-
S00135658,57.1731589,-2.143994891,90,4,3,1,-,82,82,-,-,-
S00135659,57.17381499,-2.117900185,135,6,1,-,5,129,129,-,-,-
S00135660,57.17363447,-2.118809205,112,4,-,-,4,108,107,1,-,-
S00135661,57.17279697,-2.192746756,66,61,-,5,55,5,-,5,-,-
S00135662,57.17317133,-2.156117225,119,111,-,17,94,8,8,-,-,-
S00135663,57.17255308,-2.187718041,115,109,5,17,87,6,6,-,-,-
S00135664,57.17345283,-2.120875874,174,39,4,12,23,135,135,-,-,-
S00135665,57.17293056,-2.139379956,102,3,-,-,3,98,98,1,-,-
S00135666,57.17283397,-2.186098765,87,84,2,12,71,2,2,-,-,-
S00135667,57.17069452,-2.154105815,165,72,12,38,22,92,92,2,-,-
S00135668,57.17181453,-2.149050069,138,43,13,24,5,95,92,1,1,-
S00135669,57.17167576,-2.119249413,137,73,17,24,37,64,61,4,-,-
S00135670,57.17263546,-2.111082907,157,12,2,4,6,145,145,-,-,-
S00135671,57.17255911,-2.125354647,85,76,24,10,42,8,3,2,-,-
S00135672,57.17281733,-2.136154669,103,5,5,2,-,98,98,-,-,-
S00135673,57.17227017,-2.190660283,87,82,6,19,57,5,5,-,-,-
S00135674,57.17237401,-2.121765373,96,87,-,87,-,9,9,-,-,-
S00135675,57.17204257,-2.120805112,144,120,2,39,78,22,22,-,-,-
S00135676,57.17259666,-2.132515574,73,1,-,2,2,72,72,-,-,-
S00135677,57.17228194,-2.141031261,76,1,-,1,-,75,75,-,-,-
S00135678,57.17214801,-2.123219923,104,62,6,31,23,42,39,3,-,-
S00135679,57.16798964,-2.102453904,77,69,50,12,7,8,5,1,4,-
S00135680,57.17210121,-2.157038803,114,85,4,48,37,29,28,-,1,-
S00135681,57.17252464,-2.092725832,120,7,-,2,2,113,113,-,-,-
S00135682,57.17200363,-2.188707496,87,83,8,7,68,4,4,-,-,-
S00135683,57.1720708,-2.119465674,101,25,3,-,25,72,72,-,-,-
S00135684,57.17138589,-2.112137525,70,21,-,8,13,49,49,-,-,-
S00135685,57.17223956,-2.161272989,152,147,1,63,83,1,1,-,-,-
S00135686,57.17222,-2.091666669,103,-,-,-,-,102,99,2,-,-
S00135687,57.17228692,-2.136533078,119,8,2,7,-,111,109,-,2,-
S00135688,57.17185027,-2.189136684,121,124,22,15,83,1,1,-,-,-
S00135689,57.17225588,-2.113645076,97,7,-,5,2,91,91,-,-,-
S00135690,57.17163992,-2.136745672,120,9,5,2,2,111,111,-,-,-
S00135691,57.17187743,-2.09331955,120,6,5,-,-,114,114,-,-,-
S00135692,57.1721586,-2.11194142,72,-,-,-,-,72,72,-,-,-
S00135693,57.17100312,-2.158753981,108,38,10,17,11,70,70,-,-,-
S00135694,57.17175753,-2.191054536,90,85,-,13,72,2,4,1,-,-
S00135695,57.17118412,-2.125945316,75,34,12,18,4,41,35,4,-,-
S00135696,57.17088743,-2.09579758,56,5,4,-,1,55,55,-,-,-
S00135697,57.17157344,-2.131718121,121,25,13,8,4,96,89,7,-,-
S00135698,57.16943938,-2.108973198,139,49,3,15,31,90,87,-,5,-
S00135699,57.17155201,-2.164990858,152,137,5,18,114,15,15,-,-,-
S00135700,57.17157921,-2.15052093,66,3,2,-,2,62,59,3,-,-
S00135701,57.17149504,-2.160442884,97,90,-,36,52,6,1,3,-,-
S00135702,57.17036408,-2.166639223,104,80,2,23,58,28,28,-,-,-
S00135703,57.17155686,-2.130395088,68,-,-,-,-,68,56,13,-,-
S00135704,57.17170356,-2.127501587,62,-,-,-,-,65,53,4,2,-
S00135705,57.17132615,-2.11848758,100,16,5,7,4,84,83,-,1,-
S00135706,57.17116253,-2.153380137,149,59,5,12,42,90,90,-,-,-
S00135707,57.17141,-2.141557123,65,3,-,2,4,61,59,1,-,-
S00135708,57.17129308,-2.093929945,125,9,-,9,-,117,115,-,2,-
S00135709,57.17119862,-2.160425061,122,41,-,32,17,77,71,4,-,-
S00135710,57.17078045,-2.116071453,70,2,2,-,-,68,65,3,-,-
S00135711,57.1710134,-2.125994345,90,16,4,11,3,72,64,-,8,-
S00135712,57.17069815,-2.151129205,123,23,6,5,12,100,98,2,-,-
S00135713,57.17119657,-2.13131989,85,16,3,10,1,69,55,14,-,-
S00135714,57.17114582,-2.136776919,120,6,1,-,3,115,115,-,-,-
S00135715,57.17103985,-2.165087794,117,105,6,25,75,8,6,3,-,-
S00135716,57.17064006,-2.122007712,121,45,13,17,16,76,71,5,-,-
S00135717,57.17036397,-2.128604922,108,17,14,3,-,91,83,8,-,-
S00135718,57.17083557,-2.141124965,71,1,-,1,-,70,70,-,-,-
S00135719,57.17082333,-2.118237915,183,47,11,15,21,136,132,7,-,-
S00135720,57.17045023,-2.169384703,204,191,7,28,157,12,4,10,-,-
S00135721,57.17057767,-2.161298815,161,89,2,30,58,72,72,-,-,-
S00135722,57.17115856,-2.115179642,75,2,-,2,-,70,70,-,-,-
S00135723,57.17101753,-2.112202555,77,29,2,10,17,48,48,-,-,-
S00135724,57.16927187,-2.141714298,88,15,-,7,8,73,73,-,-,-
S00135725,57.17035645,-2.151408932,128,12,-,5,7,112,117,-,-,-
S00135726,57.17031886,-2.145224077,169,45,-,41,7,124,124,-,-,-
S00135727,57.16922469,-2.107930789,135,53,2,31,17,82,82,-,-,-
S00135728,57.170246,-2.167614351,100,14,-,3,11,86,86,-,-,-
S00135729,57.17002626,-2.09422438,96,4,4,-,-,93,92,-,-,-
S00135730,57.17029468,-2.164770272,107,100,8,17,73,7,7,-,-,-
S00135731,57.17043157,-2.132689717,85,4,4,-,-,81,81,-,-,-
S00135732,57.16980428,-2.139566607,98,5,2,-,2,93,93,-,-,-
S00135733,57.169398,-2.115058402,84,16,-,4,12,68,64,4,-,-
S00135734,57.17011403,-2.096920058,101,50,24,23,4,51,46,5,-,-
S00135735,57.17013372,-2.125346422,102,21,13,5,1,81,69,11,-,-
S00135736,57.16792798,-2.100948998,81,35,16,14,5,42,42,4,-,-
S00135737,57.17008025,-2.115556622,89,2,-,-,2,89,89,-,-,-
S00135738,57.16920794,-2.164616605,185,144,7,46,91,40,40,-,-,-
S00135739,57.16976514,-2.11631631,120,16,-,8,8,104,104,-,-,-
S00135740,57.16886627,-2.142919871,98,91,3,85,3,7,7,-,-,-
S00135741,57.16980607,-2.137946047,69,5,2,3,-,66,66,-,-,-
S00135742,57.16929549,-2.136621248,99,1,-,-,1,101,97,2,-,-
S00135743,57.1700067,-2.150927941,100,79,12,39,28,21,21,-,-,-
S00135744,57.16962083,-2.15059564,98,63,3,33,25,35,35,-,-,-
S00135745,57.16908044,-2.136124371,116,6,-,4,2,110,110,-,-,-
S00135746,57.16960361,-2.134125404,61,-,-,-,-,61,61,-,-,-
S00135747,57.16985706,-2.16959696,90,87,3,21,65,3,3,-,-,-
S00135748,57.16719127,-2.138630771,121,15,-,10,5,106,100,5,-,-
S00135749,57.1700242,-2.143685026,63,3,-,1,2,60,60,-,-,-
S00135750,57.16909608,-2.129857253,101,20,7,10,2,81,71,10,-,-
S00135751,57.16973991,-2.123889886,120,5,5,-,4,112,108,6,2,-
S00135752,57.16921576,-2.117835905,92,12,-,10,2,80,80,-,-,-
S00135753,57.16934325,-2.094619506,97,5,-,2,3,90,90,-,2,-
S00135754,57.16833151,-2.147035204,119,42,12,26,4,77,77,-,-,-
S00135755,57.16955502,-2.120036312,166,8,-,5,4,159,159,-,-,-
S00135756,57.16939648,-2.125972298,86,26,7,12,5,60,48,9,-,-
S00135757,57.16852853,-2.122546424,111,45,4,35,4,66,60,3,-,-
S00135758,57.16957704,-2.156995011,108,8,5,-,5,98,99,1,-,-
S00135759,57.16926758,-2.160185177,83,7,-,1,6,77,77,-,-,-
S00135760,57.16929789,-2.116463665,72,5,-,2,2,64,64,-,-,-
S00135761,57.1694905,-2.161475972,114,43,-,39,4,71,69,1,-,-
S00135762,57.16877942,-2.091806954,110,6,-,-,6,104,102,2,-,-
S00135763,57.16879811,-2.131327906,86,3,-,3,-,83,83,-,-,-
S00135764,57.16877877,-2.163076851,103,61,-,30,28,44,44,-,-,-
S00135765,57.16901192,-2.093229631,141,-,-,-,-,141,139,-,6,-
S00135766,57.16916469,-2.124202144,103,57,22,4,30,46,30,16,-,-
S00135767,57.1687512,-2.149153472,137,24,-,14,10,113,110,3,-,-
S00135768,57.16799467,-2.143131464,218,93,12,64,16,129,116,11,-,-
S00135769,57.16831653,-2.159288128,130,107,7,43,57,25,15,8,-,-
S00135770,57.16909586,-2.111436061,111,9,-,2,7,102,100,-,4,-
S00135771,57.16875713,-2.108442037,124,45,1,25,23,82,76,3,-,-
S00135772,57.16847695,-2.167159867,185,185,9,84,92,-,-,-,-,-
S00135773,57.16760371,-2.112522899,171,3,-,-,3,168,167,-,1,-
S00135774,57.16848906,-2.150524888,78,26,-,20,9,52,52,-,-,-
S00135775,57.16887785,-2.114114232,189,16,10,2,4,173,170,2,1,-
S00135776,57.16879119,-2.129343568,91,14,7,2,5,77,72,5,-,-
S00135777,57.16912858,-2.156447416,108,106,3,71,32,4,4,-,-,-
S00135778,57.1690646,-2.094850297,75,-,-,-,-,75,72,3,-,-
S00135779,57.16857437,-2.138883995,110,3,-,-,3,107,106,1,-,-
S00135780,57.16822784,-2.117617791,105,7,-,-,7,98,98,-,-,-
S00135781,57.1683124,-2.169292234,134,121,10,47,62,14,2,9,-,-
S00135782,57.1669153,-2.136347891,96,6,2,1,5,90,90,-,-,-
S00135783,57.16884346,-2.090203125,158,6,3,-,2,153,153,-,-,-
S00135784,57.16888994,-2.160464654,89,64,-,40,23,25,21,4,-,-
S00135785,57.16838792,-2.119321484,66,-,-,-,-,66,62,3,-,-
S00135786,57.16794944,-2.151051829,162,65,15,27,23,99,99,-,-,-
S00135787,57.16861202,-2.110029054,60,21,2,2,17,39,38,1,-,-
